Rank,Team,Games,W-L,Assists,Per Game,Date,Academic Year
24,Rutgers (Big Ten),15,7-8,106,7.07,05/25/2019,2019.0
25,Army West Point (Patriot),18,13-5,125,6.94,05/25/2019,2019.0
26,Drexel (CAA),15,7-8,104,6.93,05/25/2019,2019.0
27,Syracuse (ACC),14,9-5,97,6.93,05/25/2019,2019.0
28,Sacred Heart (NEC),15,9-6,103,6.87,05/25/2019,2019.0
28,Vermont (America East),15,8-7,103,6.87,05/25/2019,2019.0
28,Denver (Big East),15,10-5,103,6.87,05/25/2019,2019.0
31,Villanova (Big East),15,8-7,102,6.80,05/25/2019,2019.0
32,Duke (ACC),18,13-5,122,6.78,05/25/2019,2019.0
33,Air Force (SoCon),15,10-5,100,6.67,05/25/2019,2019.0
33,Hartford (America East),15,4-11,100,6.67,05/25/2019,2019.0
35,Quinnipiac (MAAC),16,9-7,106,6.63,05/25/2019,2019.0
36,Michigan (Big Ten),13,4-9,86,6.62,05/25/2019,2019.0
37,Lehigh (Patriot),17,9-8,112,6.59,05/25/2019,2019.0
38,UAlbany (America East),14,5-9,92,6.57,05/25/2019,2019.0
38,Furman (SoCon),14,4-10,92,6.57,05/25/2019,2019.0
40,Towson (CAA),16,11-5,104,6.50,05/25/2019,2019.0
41,UMass Lowell (America East),14,5-9,90,6.43,05/25/2019,2019.0
42,Delaware (CAA),15,10-5,95,6.33,05/25/2019,2019.0
43,Bellarmine (SoCon),13,3-10,82,6.31,05/25/2019,2019.0
44,St. John's (NY) (Big East),14,4-10,87,6.21,05/25/2019,2019.0
45,Jacksonville (SoCon),15,6-9,93,6.20,05/25/2019,2019.0
45,North Carolina (ACC),15,8-7,93,6.20,05/25/2019,2019.0
47,Detroit Mercy (MAAC),15,8-7,92,6.13,05/25/2019,2019.0
48,Saint Joseph's (NEC),14,7-7,85,6.07,05/25/2019,2019.0
48,Marquette (Big East),14,6-8,85,6.07,05/25/2019,2019.0
50,Providence (Big East),16,7-9,96,6.00,05/25/2019,2019.0
51,Utah (DI Independent),15,5-10,89,5.93,05/25/2019,2019.0
51,Stony Brook (America East),15,9-6,89,5.93,05/25/2019,2019.0
53,Ohio St. (Big Ten),12,8-4,71,5.92,05/25/2019,2019.0
54,UMBC (America East),16,7-9,94,5.88,05/25/2019,2019.0
55,Bucknell (Patriot),15,6-9,88,5.87,05/25/2019,2019.0
56,Holy Cross (Patriot),14,7-7,82,5.86,05/25/2019,2019.0
57,Manhattan (MAAC),14,6-8,81,5.79,05/25/2019,2019.0
58,Mercer (SoCon),13,1-12,72,5.54,05/25/2019,2019.0
59,NJIT (DI Independent),15,2-13,81,5.40,05/25/2019,2019.0
60,Colgate (Patriot),13,4-9,70,5.38,05/25/2019,2019.0
61,Notre Dame (ACC),16,9-7,86,5.38,05/25/2019,2019.0
62,Canisius (MAAC),16,8-8,82,5.13,05/25/2019,2019.0
63,Marist (MAAC),17,10-7,87,5.12,05/25/2019,2019.0
64,VMI (SoCon),13,4-9,66,5.08,05/25/2019,2019.0
65,Mount St. Mary's (NEC),16,9-7,80,5.00,05/25/2019,2019.0
65,Binghamton (America East),13,2-11,65,5.00,05/25/2019,2019.0
67,Bryant (NEC),14,3-11,66,4.71,05/25/2019,2019.0
68,Dartmouth (Ivy League),13,2-11,55,4.23,05/25/2019,2019.0
69,Lafayette (Patriot),15,4-11,63,4.20,05/25/2019,2019.0
70,Hofstra (CAA),14,5-9,56,4.00,05/25/2019,2019.0
71,Wagner (NEC),14,2-12,54,3.86,05/25/2019,2019.0
72,Monmouth (MAAC),12,4-8,43,3.58,05/25/2019,2019.0
73,St. Bonaventure (MAAC),13,0-13,41,3.15,05/25/2019,2019.0
1,Penn St. (Big Ten),17,16-1,185,10.88,05/19/2019,2019.0
2,Hobart (NEC),16,11-5,148,9.25,05/19/2019,2019.0
3,Yale (Ivy League),17,14-3,157,9.24,05/19/2019,2019.0
4,Cornell (Ivy League),15,10-5,134,8.93,05/19/2019,2019.0
5,Robert Morris (NEC),17,9-8,150,8.82,05/19/2019,2019.0
6,Virginia (ACC),18,15-3,158,8.78,05/19/2019,2019.0
7,Georgetown (Big East),18,13-5,155,8.61,05/19/2019,2019.0
8,Loyola Maryland (Patriot),17,12-5,146,8.59,05/19/2019,2019.0
9,Boston U. (Patriot),17,11-6,145,8.53,05/19/2019,2019.0
10,Princeton (Ivy League),14,7-7,119,8.50,05/19/2019,2019.0
11,Penn (Ivy League),16,12-4,134,8.38,05/19/2019,2019.0
12,Maryland (Big Ten),17,12-5,138,8.12,05/19/2019,2019.0
13,Massachusetts (CAA),15,10-5,121,8.07,05/19/2019,2019.0
14,Hampton (DI Independent),11,6-5,84,7.64,05/19/2019,2019.0
15,High Point (SoCon),16,13-3,122,7.63,05/19/2019,2019.0
16,Siena (MAAC),13,6-7,99,7.62,05/19/2019,2019.0
17,Cleveland St. (DI Independent),15,8-7,113,7.53,05/19/2019,2019.0
18,Richmond (SoCon),17,10-7,125,7.35,05/19/2019,2019.0
19,Johns Hopkins (Big Ten),16,8-8,116,7.25,05/19/2019,2019.0
20,Harvard (Ivy League),13,5-8,94,7.23,05/19/2019,2019.0
21,Fairfield (CAA),14,5-9,101,7.21,05/19/2019,2019.0
22,Brown (Ivy League),16,7-9,115,7.19,05/19/2019,2019.0
23,Navy (Patriot),13,6-7,92,7.08,05/19/2019,2019.0
24,Rutgers (Big Ten),15,7-8,106,7.07,05/19/2019,2019.0
25,Army West Point (Patriot),18,13-5,125,6.94,05/19/2019,2019.0
26,Drexel (CAA),15,7-8,104,6.93,05/19/2019,2019.0
27,Syracuse (ACC),14,9-5,97,6.93,05/19/2019,2019.0
28,Duke (ACC),17,13-4,117,6.88,05/19/2019,2019.0
29,Vermont (America East),15,8-7,103,6.87,05/19/2019,2019.0
29,Denver (Big East),15,10-5,103,6.87,05/19/2019,2019.0
29,Sacred Heart (NEC),15,9-6,103,6.87,05/19/2019,2019.0
32,Villanova (Big East),15,8-7,102,6.80,05/19/2019,2019.0
33,Air Force (SoCon),15,10-5,100,6.67,05/19/2019,2019.0
33,Hartford (America East),15,4-11,100,6.67,05/19/2019,2019.0
35,Quinnipiac (MAAC),16,9-7,106,6.63,05/19/2019,2019.0
36,Michigan (Big Ten),13,4-9,86,6.62,05/19/2019,2019.0
37,Lehigh (Patriot),17,9-8,112,6.59,05/19/2019,2019.0
38,UAlbany (America East),14,5-9,92,6.57,05/19/2019,2019.0
38,Furman (SoCon),14,4-10,92,6.57,05/19/2019,2019.0
40,Towson (CAA),16,11-5,104,6.50,05/19/2019,2019.0
41,UMass Lowell (America East),14,5-9,90,6.43,05/19/2019,2019.0
42,Delaware (CAA),15,10-5,95,6.33,05/19/2019,2019.0
43,Bellarmine (SoCon),13,3-10,82,6.31,05/19/2019,2019.0
44,St. John's (NY) (Big East),14,4-10,87,6.21,05/19/2019,2019.0
45,North Carolina (ACC),15,8-7,93,6.20,05/19/2019,2019.0
45,Jacksonville (SoCon),15,6-9,93,6.20,05/19/2019,2019.0
47,Detroit Mercy (MAAC),15,8-7,92,6.13,05/19/2019,2019.0
48,Saint Joseph's (NEC),14,7-7,85,6.07,05/19/2019,2019.0
48,Marquette (Big East),14,6-8,85,6.07,05/19/2019,2019.0
50,Providence (Big East),16,7-9,96,6.00,05/19/2019,2019.0
51,Stony Brook (America East),15,9-6,89,5.93,05/19/2019,2019.0
51,Utah (DI Independent),15,5-10,89,5.93,05/19/2019,2019.0
53,Ohio St. (Big Ten),12,8-4,71,5.92,05/19/2019,2019.0
54,UMBC (America East),16,7-9,94,5.88,05/19/2019,2019.0
55,Bucknell (Patriot),15,6-9,88,5.87,05/19/2019,2019.0
56,Holy Cross (Patriot),14,7-7,82,5.86,05/19/2019,2019.0
57,Manhattan (MAAC),14,6-8,81,5.79,05/19/2019,2019.0
58,Mercer (SoCon),13,1-12,72,5.54,05/19/2019,2019.0
59,NJIT (DI Independent),15,2-13,81,5.40,05/19/2019,2019.0
60,Colgate (Patriot),13,4-9,70,5.38,05/19/2019,2019.0
61,Notre Dame (ACC),16,9-7,86,5.38,05/19/2019,2019.0
62,Canisius (MAAC),16,8-8,82,5.13,05/19/2019,2019.0
63,Marist (MAAC),17,10-7,87,5.12,05/19/2019,2019.0
64,VMI (SoCon),13,4-9,66,5.08,05/19/2019,2019.0
65,Binghamton (America East),13,2-11,65,5.00,05/19/2019,2019.0
65,Mount St. Mary's (NEC),16,9-7,80,5.00,05/19/2019,2019.0
67,Bryant (NEC),14,3-11,66,4.71,05/19/2019,2019.0
68,Dartmouth (Ivy League),13,2-11,55,4.23,05/19/2019,2019.0
69,Lafayette (Patriot),15,4-11,63,4.20,05/19/2019,2019.0
70,Hofstra (CAA),14,5-9,56,4.00,05/19/2019,2019.0
71,Wagner (NEC),14,2-12,54,3.86,05/19/2019,2019.0
72,Monmouth (MAAC),12,4-8,43,3.58,05/19/2019,2019.0
73,St. Bonaventure (MAAC),13,0-13,41,3.15,05/19/2019,2019.0
1,Penn St. (Big Ten),16,15-1,171,10.69,05/18/2019,2019.0
2,Hobart (NEC),16,11-5,148,9.25,05/18/2019,2019.0
3,Yale (Ivy League),16,13-3,146,9.13,05/18/2019,2019.0
4,Cornell (Ivy League),15,10-5,134,8.93,05/18/2019,2019.0
5,Robert Morris (NEC),17,9-8,150,8.82,05/18/2019,2019.0
6,Virginia (ACC),18,15-3,158,8.78,05/18/2019,2019.0
7,Loyola Maryland (Patriot),16,12-4,140,8.75,05/18/2019,2019.0
8,Georgetown (Big East),18,13-5,155,8.61,05/18/2019,2019.0
9,Boston U. (Patriot),17,11-6,145,8.53,05/18/2019,2019.0
10,Princeton (Ivy League),14,7-7,119,8.50,05/18/2019,2019.0
11,Penn (Ivy League),15,12-3,127,8.47,05/18/2019,2019.0
12,Maryland (Big Ten),17,12-5,138,8.12,05/18/2019,2019.0
13,Massachusetts (CAA),15,10-5,121,8.07,05/18/2019,2019.0
14,Hampton (DI Independent),11,6-5,84,7.64,05/18/2019,2019.0
15,High Point (SoCon),16,13-3,122,7.63,05/18/2019,2019.0
16,Siena (MAAC),13,6-7,99,7.62,05/18/2019,2019.0
17,Cleveland St. (DI Independent),15,8-7,113,7.53,05/18/2019,2019.0
18,Richmond (SoCon),17,10-7,125,7.35,05/18/2019,2019.0
19,Johns Hopkins (Big Ten),16,8-8,116,7.25,05/18/2019,2019.0
20,Harvard (Ivy League),13,5-8,94,7.23,05/18/2019,2019.0
21,Fairfield (CAA),14,5-9,101,7.21,05/18/2019,2019.0
22,Brown (Ivy League),16,7-9,115,7.19,05/18/2019,2019.0
23,Navy (Patriot),13,6-7,92,7.08,05/18/2019,2019.0
24,Rutgers (Big Ten),15,7-8,106,7.07,05/18/2019,2019.0
25,Army West Point (Patriot),18,13-5,125,6.94,05/18/2019,2019.0
26,Drexel (CAA),15,7-8,104,6.93,05/18/2019,2019.0
27,Syracuse (ACC),14,9-5,97,6.93,05/18/2019,2019.0
28,Duke (ACC),17,13-4,117,6.88,05/18/2019,2019.0
29,Sacred Heart (NEC),15,9-6,103,6.87,05/18/2019,2019.0
29,Vermont (America East),15,8-7,103,6.87,05/18/2019,2019.0
29,Denver (Big East),15,10-5,103,6.87,05/18/2019,2019.0
32,Villanova (Big East),15,8-7,102,6.80,05/18/2019,2019.0
33,Air Force (SoCon),15,10-5,100,6.67,05/18/2019,2019.0
33,Hartford (America East),15,4-11,100,6.67,05/18/2019,2019.0
35,Quinnipiac (MAAC),16,9-7,106,6.63,05/18/2019,2019.0
36,Michigan (Big Ten),13,4-9,86,6.62,05/18/2019,2019.0
37,Lehigh (Patriot),17,9-8,112,6.59,05/18/2019,2019.0
38,UAlbany (America East),14,5-9,92,6.57,05/18/2019,2019.0
38,Furman (SoCon),14,4-10,92,6.57,05/18/2019,2019.0
40,Towson (CAA),16,11-5,104,6.50,05/18/2019,2019.0
41,UMass Lowell (America East),14,5-9,90,6.43,05/18/2019,2019.0
42,Delaware (CAA),15,10-5,95,6.33,05/18/2019,2019.0
43,Bellarmine (SoCon),13,3-10,82,6.31,05/18/2019,2019.0
44,St. John's (NY) (Big East),14,4-10,87,6.21,05/18/2019,2019.0
45,Jacksonville (SoCon),15,6-9,93,6.20,05/18/2019,2019.0
45,North Carolina (ACC),15,8-7,93,6.20,05/18/2019,2019.0
47,Detroit Mercy (MAAC),15,8-7,92,6.13,05/18/2019,2019.0
48,Marquette (Big East),14,6-8,85,6.07,05/18/2019,2019.0
48,Saint Joseph's (NEC),14,7-7,85,6.07,05/18/2019,2019.0
50,Providence (Big East),16,7-9,96,6.00,05/18/2019,2019.0
51,Stony Brook (America East),15,9-6,89,5.93,05/18/2019,2019.0
51,Utah (DI Independent),15,5-10,89,5.93,05/18/2019,2019.0
53,Ohio St. (Big Ten),12,8-4,71,5.92,05/18/2019,2019.0
54,UMBC (America East),16,7-9,94,5.88,05/18/2019,2019.0
55,Bucknell (Patriot),15,6-9,88,5.87,05/18/2019,2019.0
56,Holy Cross (Patriot),14,7-7,82,5.86,05/18/2019,2019.0
57,Manhattan (MAAC),14,6-8,81,5.79,05/18/2019,2019.0
58,Mercer (SoCon),13,1-12,72,5.54,05/18/2019,2019.0
59,NJIT (DI Independent),15,2-13,81,5.40,05/18/2019,2019.0
60,Colgate (Patriot),13,4-9,70,5.38,05/18/2019,2019.0
61,Notre Dame (ACC),16,9-7,86,5.38,05/18/2019,2019.0
62,Canisius (MAAC),16,8-8,82,5.13,05/18/2019,2019.0
63,Marist (MAAC),17,10-7,87,5.12,05/18/2019,2019.0
64,VMI (SoCon),13,4-9,66,5.08,05/18/2019,2019.0
65,Mount St. Mary's (NEC),16,9-7,80,5.00,05/18/2019,2019.0
65,Binghamton (America East),13,2-11,65,5.00,05/18/2019,2019.0
67,Bryant (NEC),14,3-11,66,4.71,05/18/2019,2019.0
68,Dartmouth (Ivy League),13,2-11,55,4.23,05/18/2019,2019.0
69,Lafayette (Patriot),15,4-11,63,4.20,05/18/2019,2019.0
70,Hofstra (CAA),14,5-9,56,4.00,05/18/2019,2019.0
71,Wagner (NEC),14,2-12,54,3.86,05/18/2019,2019.0
72,Monmouth (MAAC),12,4-8,43,3.58,05/18/2019,2019.0
73,St. Bonaventure (MAAC),13,0-13,41,3.15,05/18/2019,2019.0
1,Penn St. (Big Ten),16,15-1,171,10.69,05/12/2019,2019.0
2,Hobart (NEC),16,11-5,148,9.25,05/12/2019,2019.0
3,Yale (Ivy League),16,13-3,146,9.13,05/12/2019,2019.0
4,Cornell (Ivy League),15,10-5,134,8.93,05/12/2019,2019.0
5,Robert Morris (NEC),17,9-8,150,8.82,05/12/2019,2019.0
6,Virginia (ACC),17,14-3,149,8.76,05/12/2019,2019.0
7,Loyola Maryland (Patriot),16,12-4,140,8.75,05/12/2019,2019.0
8,Georgetown (Big East),18,13-5,155,8.61,05/12/2019,2019.0
9,Boston U. (Patriot),17,11-6,145,8.53,05/12/2019,2019.0
10,Princeton (Ivy League),14,7-7,119,8.50,05/12/2019,2019.0
11,Penn (Ivy League),15,12-3,127,8.47,05/12/2019,2019.0
12,Massachusetts (CAA),15,10-5,121,8.07,05/12/2019,2019.0
13,Maryland (Big Ten),16,12-4,129,8.06,05/12/2019,2019.0
14,Hampton (DI Independent),11,6-5,84,7.64,05/12/2019,2019.0
15,High Point (SoCon),16,13-3,122,7.63,05/12/2019,2019.0
16,Siena (MAAC),13,6-7,99,7.62,05/12/2019,2019.0
17,Cleveland St. (DI Independent),15,8-7,113,7.53,05/12/2019,2019.0
18,Richmond (SoCon),17,10-7,125,7.35,05/12/2019,2019.0
19,Johns Hopkins (Big Ten),16,8-8,116,7.25,05/12/2019,2019.0
20,Harvard (Ivy League),13,5-8,94,7.23,05/12/2019,2019.0
21,Fairfield (CAA),14,5-9,101,7.21,05/12/2019,2019.0
22,Brown (Ivy League),16,7-9,115,7.19,05/12/2019,2019.0
23,Navy (Patriot),13,6-7,92,7.08,05/12/2019,2019.0
24,Rutgers (Big Ten),15,7-8,106,7.07,05/12/2019,2019.0
25,Army West Point (Patriot),18,13-5,125,6.94,05/12/2019,2019.0
26,Drexel (CAA),15,7-8,104,6.93,05/12/2019,2019.0
27,Syracuse (ACC),14,9-5,97,6.93,05/12/2019,2019.0
28,Duke (ACC),16,12-4,110,6.88,05/12/2019,2019.0
29,Sacred Heart (NEC),15,9-6,103,6.87,05/12/2019,2019.0
29,Denver (Big East),15,10-5,103,6.87,05/12/2019,2019.0
29,Vermont (America East),15,8-7,103,6.87,05/12/2019,2019.0
32,Villanova (Big East),15,8-7,102,6.80,05/12/2019,2019.0
33,Air Force (SoCon),15,10-5,100,6.67,05/12/2019,2019.0
33,Hartford (America East),15,4-11,100,6.67,05/12/2019,2019.0
35,Quinnipiac (MAAC),16,9-7,106,6.63,05/12/2019,2019.0
36,Michigan (Big Ten),13,4-9,86,6.62,05/12/2019,2019.0
37,Lehigh (Patriot),17,9-8,112,6.59,05/12/2019,2019.0
38,UAlbany (America East),14,5-9,92,6.57,05/12/2019,2019.0
38,Furman (SoCon),14,4-10,92,6.57,05/12/2019,2019.0
40,Towson (CAA),16,11-5,104,6.50,05/12/2019,2019.0
41,UMass Lowell (America East),14,5-9,90,6.43,05/12/2019,2019.0
42,Delaware (CAA),15,10-5,95,6.33,05/12/2019,2019.0
43,Bellarmine (SoCon),13,3-10,82,6.31,05/12/2019,2019.0
44,St. John's (NY) (Big East),14,4-10,87,6.21,05/12/2019,2019.0
45,Jacksonville (SoCon),15,6-9,93,6.20,05/12/2019,2019.0
45,North Carolina (ACC),15,8-7,93,6.20,05/12/2019,2019.0
47,Detroit Mercy (MAAC),15,8-7,92,6.13,05/12/2019,2019.0
48,Saint Joseph's (NEC),14,7-7,85,6.07,05/12/2019,2019.0
48,Marquette (Big East),14,6-8,85,6.07,05/12/2019,2019.0
50,Providence (Big East),16,7-9,96,6.00,05/12/2019,2019.0
51,Utah (DI Independent),15,5-10,89,5.93,05/12/2019,2019.0
51,Stony Brook (America East),15,9-6,89,5.93,05/12/2019,2019.0
53,Ohio St. (Big Ten),12,8-4,71,5.92,05/12/2019,2019.0
54,UMBC (America East),16,7-9,94,5.88,05/12/2019,2019.0
55,Bucknell (Patriot),15,6-9,88,5.87,05/12/2019,2019.0
56,Holy Cross (Patriot),14,7-7,82,5.86,05/12/2019,2019.0
57,Manhattan (MAAC),14,6-8,81,5.79,05/12/2019,2019.0
58,Mercer (SoCon),13,1-12,72,5.54,05/12/2019,2019.0
59,NJIT (DI Independent),15,2-13,81,5.40,05/12/2019,2019.0
60,Colgate (Patriot),13,4-9,70,5.38,05/12/2019,2019.0
61,Notre Dame (ACC),15,9-6,79,5.27,05/12/2019,2019.0
62,Canisius (MAAC),16,8-8,82,5.13,05/12/2019,2019.0
63,Marist (MAAC),17,10-7,87,5.12,05/12/2019,2019.0
64,VMI (SoCon),13,4-9,66,5.08,05/12/2019,2019.0
65,Mount St. Mary's (NEC),16,9-7,80,5.00,05/12/2019,2019.0
65,Binghamton (America East),13,2-11,65,5.00,05/12/2019,2019.0
67,Bryant (NEC),14,3-11,66,4.71,05/12/2019,2019.0
68,Dartmouth (Ivy League),13,2-11,55,4.23,05/12/2019,2019.0
69,Lafayette (Patriot),15,4-11,63,4.20,05/12/2019,2019.0
70,Hofstra (CAA),14,5-9,56,4.00,05/12/2019,2019.0
71,Wagner (NEC),14,2-12,54,3.86,05/12/2019,2019.0
72,Monmouth (MAAC),12,4-8,43,3.58,05/12/2019,2019.0
73,St. Bonaventure (MAAC),13,0-13,41,3.15,05/12/2019,2019.0
1,Penn St. (Big Ten),15,14-1,157,10.47,05/11/2019,2019.0
2,Hobart (NEC),16,11-5,148,9.25,05/11/2019,2019.0
3,Yale (Ivy League),16,13-3,146,9.13,05/11/2019,2019.0
4,Cornell (Ivy League),15,10-5,134,8.93,05/11/2019,2019.0
5,Robert Morris (NEC),17,9-8,150,8.82,05/11/2019,2019.0
6,Virginia (ACC),17,14-3,149,8.76,05/11/2019,2019.0
7,Loyola Maryland (Patriot),16,12-4,140,8.75,05/11/2019,2019.0
8,Georgetown (Big East),18,13-5,155,8.61,05/11/2019,2019.0
9,Boston U. (Patriot),17,11-6,145,8.53,05/11/2019,2019.0
10,Princeton (Ivy League),14,7-7,119,8.50,05/11/2019,2019.0
11,Penn (Ivy League),15,12-3,127,8.47,05/11/2019,2019.0
12,Massachusetts (CAA),15,10-5,121,8.07,05/11/2019,2019.0
13,Maryland (Big Ten),15,11-4,119,7.93,05/11/2019,2019.0
14,Hampton (DI Independent),11,6-5,84,7.64,05/11/2019,2019.0
15,High Point (SoCon),16,13-3,122,7.63,05/11/2019,2019.0
16,Siena (MAAC),13,6-7,99,7.62,05/11/2019,2019.0
17,Cleveland St. (DI Independent),15,8-7,113,7.53,05/11/2019,2019.0
18,Johns Hopkins (Big Ten),15,8-7,112,7.47,05/11/2019,2019.0
19,Richmond (SoCon),16,10-6,118,7.38,05/11/2019,2019.0
20,Harvard (Ivy League),13,5-8,94,7.23,05/11/2019,2019.0
21,Fairfield (CAA),14,5-9,101,7.21,05/11/2019,2019.0
22,Brown (Ivy League),16,7-9,115,7.19,05/11/2019,2019.0
23,Navy (Patriot),13,6-7,92,7.08,05/11/2019,2019.0
24,Rutgers (Big Ten),15,7-8,106,7.07,05/11/2019,2019.0
25,Army West Point (Patriot),18,13-5,125,6.94,05/11/2019,2019.0
26,Duke (ACC),15,11-4,104,6.93,05/11/2019,2019.0
26,Drexel (CAA),15,7-8,104,6.93,05/11/2019,2019.0
28,Syracuse (ACC),14,9-5,97,6.93,05/11/2019,2019.0
29,Vermont (America East),15,8-7,103,6.87,05/11/2019,2019.0
29,Denver (Big East),15,10-5,103,6.87,05/11/2019,2019.0
29,Sacred Heart (NEC),15,9-6,103,6.87,05/11/2019,2019.0
32,Villanova (Big East),15,8-7,102,6.80,05/11/2019,2019.0
33,Hartford (America East),15,4-11,100,6.67,05/11/2019,2019.0
33,Air Force (SoCon),15,10-5,100,6.67,05/11/2019,2019.0
35,Quinnipiac (MAAC),16,9-7,106,6.63,05/11/2019,2019.0
36,Michigan (Big Ten),13,4-9,86,6.62,05/11/2019,2019.0
37,Towson (CAA),15,11-4,99,6.60,05/11/2019,2019.0
38,Lehigh (Patriot),17,9-8,112,6.59,05/11/2019,2019.0
39,Furman (SoCon),14,4-10,92,6.57,05/11/2019,2019.0
39,UAlbany (America East),14,5-9,92,6.57,05/11/2019,2019.0
41,UMass Lowell (America East),14,5-9,90,6.43,05/11/2019,2019.0
42,Delaware (CAA),15,10-5,95,6.33,05/11/2019,2019.0
43,Bellarmine (SoCon),13,3-10,82,6.31,05/11/2019,2019.0
44,St. John's (NY) (Big East),14,4-10,87,6.21,05/11/2019,2019.0
45,North Carolina (ACC),15,8-7,93,6.20,05/11/2019,2019.0
45,Jacksonville (SoCon),15,6-9,93,6.20,05/11/2019,2019.0
47,Detroit Mercy (MAAC),15,8-7,92,6.13,05/11/2019,2019.0
48,Saint Joseph's (NEC),14,7-7,85,6.07,05/11/2019,2019.0
48,Marquette (Big East),14,6-8,85,6.07,05/11/2019,2019.0
50,Providence (Big East),16,7-9,96,6.00,05/11/2019,2019.0
50,UMBC (America East),15,7-8,90,6.00,05/11/2019,2019.0
52,Stony Brook (America East),15,9-6,89,5.93,05/11/2019,2019.0
52,Utah (DI Independent),15,5-10,89,5.93,05/11/2019,2019.0
54,Ohio St. (Big Ten),12,8-4,71,5.92,05/11/2019,2019.0
55,Bucknell (Patriot),15,6-9,88,5.87,05/11/2019,2019.0
56,Holy Cross (Patriot),14,7-7,82,5.86,05/11/2019,2019.0
57,Manhattan (MAAC),14,6-8,81,5.79,05/11/2019,2019.0
58,Mercer (SoCon),13,1-12,72,5.54,05/11/2019,2019.0
59,NJIT (DI Independent),15,2-13,81,5.40,05/11/2019,2019.0
60,Colgate (Patriot),13,4-9,70,5.38,05/11/2019,2019.0
61,Canisius (MAAC),16,8-8,82,5.13,05/11/2019,2019.0
62,Marist (MAAC),17,10-7,87,5.12,05/11/2019,2019.0
63,VMI (SoCon),13,4-9,66,5.08,05/11/2019,2019.0
64,Notre Dame (ACC),14,8-6,71,5.07,05/11/2019,2019.0
65,Binghamton (America East),13,2-11,65,5.00,05/11/2019,2019.0
65,Mount St. Mary's (NEC),16,9-7,80,5.00,05/11/2019,2019.0
67,Bryant (NEC),14,3-11,66,4.71,05/11/2019,2019.0
68,Dartmouth (Ivy League),13,2-11,55,4.23,05/11/2019,2019.0
69,Lafayette (Patriot),15,4-11,63,4.20,05/11/2019,2019.0
70,Hofstra (CAA),14,5-9,56,4.00,05/11/2019,2019.0
71,Wagner (NEC),14,2-12,54,3.86,05/11/2019,2019.0
72,Monmouth (MAAC),12,4-8,43,3.58,05/11/2019,2019.0
73,St. Bonaventure (MAAC),13,0-13,41,3.15,05/11/2019,2019.0
1,Penn St. (Big Ten),15,14-1,157,10.47,05/08/2019,2019.0
2,Hobart (NEC),16,11-5,148,9.25,05/08/2019,2019.0
3,Yale (Ivy League),15,12-3,134,8.93,05/08/2019,2019.0
3,Cornell (Ivy League),15,10-5,134,8.93,05/08/2019,2019.0
5,Robert Morris (NEC),16,9-7,141,8.81,05/08/2019,2019.0
6,Georgetown (Big East),17,13-4,149,8.76,05/08/2019,2019.0
7,Loyola Maryland (Patriot),15,11-4,130,8.67,05/08/2019,2019.0
8,Penn (Ivy League),14,11-3,121,8.64,05/08/2019,2019.0
9,Boston U. (Patriot),17,11-6,145,8.53,05/08/2019,2019.0
10,Virginia (ACC),16,13-3,136,8.50,05/08/2019,2019.0
10,Princeton (Ivy League),14,7-7,119,8.50,05/08/2019,2019.0
12,Massachusetts (CAA),15,10-5,121,8.07,05/08/2019,2019.0
13,Maryland (Big Ten),15,11-4,119,7.93,05/08/2019,2019.0
14,Hampton (DI Independent),11,6-5,84,7.64,05/08/2019,2019.0
15,High Point (SoCon),16,13-3,122,7.63,05/08/2019,2019.0
16,Siena (MAAC),13,6-7,99,7.62,05/08/2019,2019.0
17,Cleveland St. (DI Independent),15,8-7,113,7.53,05/08/2019,2019.0
18,Johns Hopkins (Big Ten),15,8-7,112,7.47,05/08/2019,2019.0
19,Richmond (SoCon),16,10-6,118,7.38,05/08/2019,2019.0
20,Harvard (Ivy League),13,5-8,94,7.23,05/08/2019,2019.0
21,Fairfield (CAA),14,5-9,101,7.21,05/08/2019,2019.0
22,Brown (Ivy League),16,7-9,115,7.19,05/08/2019,2019.0
23,Army West Point (Patriot),17,13-4,122,7.18,05/08/2019,2019.0
24,Navy (Patriot),13,6-7,92,7.08,05/08/2019,2019.0
25,Rutgers (Big Ten),15,7-8,106,7.07,05/08/2019,2019.0
26,Syracuse (ACC),13,9-4,91,7.00,05/08/2019,2019.0
27,Drexel (CAA),15,7-8,104,6.93,05/08/2019,2019.0
27,Duke (ACC),15,11-4,104,6.93,05/08/2019,2019.0
29,Vermont (America East),15,8-7,103,6.87,05/08/2019,2019.0
29,Denver (Big East),15,10-5,103,6.87,05/08/2019,2019.0
29,Sacred Heart (NEC),15,9-6,103,6.87,05/08/2019,2019.0
32,Villanova (Big East),15,8-7,102,6.80,05/08/2019,2019.0
33,Air Force (SoCon),15,10-5,100,6.67,05/08/2019,2019.0
33,Hartford (America East),15,4-11,100,6.67,05/08/2019,2019.0
35,Quinnipiac (MAAC),16,9-7,106,6.63,05/08/2019,2019.0
36,Michigan (Big Ten),13,4-9,86,6.62,05/08/2019,2019.0
37,Towson (CAA),15,11-4,99,6.60,05/08/2019,2019.0
38,Lehigh (Patriot),17,9-8,112,6.59,05/08/2019,2019.0
39,Furman (SoCon),14,4-10,92,6.57,05/08/2019,2019.0
39,UAlbany (America East),14,5-9,92,6.57,05/08/2019,2019.0
