Rank,Team,Games,W-L,Saves,Per Game,Date,Academic Year
14,Syracuse (ACC),12,9-3,162,13.50,04/21/2019,2019.0
15,Wagner (NEC),13,2-11,174,13.38,04/21/2019,2019.0
16,VMI (SoCon),12,4-8,160,13.33,04/21/2019,2019.0
17,Furman (SoCon),13,3-10,172,13.23,04/21/2019,2019.0
18,High Point (SoCon),13,11-2,171,13.15,04/21/2019,2019.0
18,Richmond (SoCon),13,8-5,171,13.15,04/21/2019,2019.0
20,Penn (Ivy League),11,8-3,143,13.00,04/21/2019,2019.0
20,Cornell (Ivy League),13,9-4,169,13.00,04/21/2019,2019.0
22,Utah (DI Independent),14,4-10,181,12.93,04/21/2019,2019.0
23,Robert Morris (NEC),13,6-7,168,12.92,04/21/2019,2019.0
24,Navy (Patriot),12,5-7,155,12.92,04/21/2019,2019.0
25,Providence (Big East),14,6-8,179,12.79,04/21/2019,2019.0
26,Bryant (NEC),13,3-10,166,12.77,04/21/2019,2019.0
27,UAlbany (America East),12,5-7,152,12.67,04/21/2019,2019.0
28,Vermont (America East),12,7-5,151,12.58,04/21/2019,2019.0
29,Detroit Mercy (MAAC),12,8-4,150,12.50,04/21/2019,2019.0
30,Brown (Ivy League),13,5-8,162,12.46,04/21/2019,2019.0
31,Georgetown (Big East),14,10-4,173,12.36,04/21/2019,2019.0
32,Michigan (Big Ten),12,3-9,147,12.25,04/21/2019,2019.0
33,Bucknell (Patriot),13,5-8,159,12.23,04/21/2019,2019.0
34,Boston U. (Patriot),14,10-4,170,12.14,04/21/2019,2019.0
35,Villanova (Big East),13,8-5,157,12.08,04/21/2019,2019.0
35,Marist (MAAC),13,7-6,157,12.08,04/21/2019,2019.0
37,Princeton (Ivy League),13,7-6,156,12.00,04/21/2019,2019.0
38,Canisius (MAAC),14,8-6,167,11.93,04/21/2019,2019.0
39,St. John's (NY) (Big East),13,4-9,155,11.92,04/21/2019,2019.0
39,Saint Joseph's (NEC),13,7-6,155,11.92,04/21/2019,2019.0
39,UMass Lowell (America East),13,5-8,155,11.92,04/21/2019,2019.0
42,Virginia (ACC),14,11-3,166,11.86,04/21/2019,2019.0
43,Johns Hopkins (Big Ten),12,6-6,142,11.83,04/21/2019,2019.0
44,Army West Point (Patriot),13,9-4,153,11.77,04/21/2019,2019.0
44,Stony Brook (America East),13,8-5,153,11.77,04/21/2019,2019.0
46,Penn St. (Big Ten),12,11-1,140,11.67,04/21/2019,2019.0
47,Sacred Heart (NEC),13,8-5,150,11.54,04/21/2019,2019.0
48,Hartford (America East),14,4-10,161,11.50,04/21/2019,2019.0
49,Mount St. Mary's (NEC),14,8-6,160,11.43,04/21/2019,2019.0
50,Hampton (DI Independent),10,6-4,114,11.40,04/21/2019,2019.0
51,Towson (CAA),12,8-4,136,11.33,04/21/2019,2019.0
52,Fairfield (CAA),13,5-8,147,11.31,04/21/2019,2019.0
53,Ohio St. (Big Ten),11,8-3,123,11.18,04/21/2019,2019.0
54,Lehigh (Patriot),14,8-6,156,11.14,04/21/2019,2019.0
55,Hofstra (CAA),13,4-9,143,11.00,04/21/2019,2019.0
56,Maryland (Big Ten),13,11-2,142,10.92,04/21/2019,2019.0
57,Lafayette (Patriot),14,4-10,150,10.71,04/21/2019,2019.0
58,Hobart (NEC),13,10-3,139,10.69,04/21/2019,2019.0
59,Monmouth (MAAC),11,3-8,117,10.64,04/21/2019,2019.0
60,North Carolina (ACC),13,7-6,138,10.62,04/21/2019,2019.0
61,Yale (Ivy League),11,9-2,110,10.00,04/21/2019,2019.0
61,Colgate (Patriot),12,4-8,120,10.00,04/21/2019,2019.0
63,Holy Cross (Patriot),12,6-6,119,9.92,04/21/2019,2019.0
64,Jacksonville (SoCon),13,5-8,128,9.85,04/21/2019,2019.0
65,Duke (ACC),14,11-3,136,9.71,04/21/2019,2019.0
65,Cleveland St. (DI Independent),14,7-7,136,9.71,04/21/2019,2019.0
67,Marquette (Big East),13,6-7,125,9.62,04/21/2019,2019.0
68,Drexel (CAA),12,6-6,114,9.50,04/21/2019,2019.0
69,Siena (MAAC),12,6-6,113,9.42,04/21/2019,2019.0
70,Notre Dame (ACC),12,7-5,112,9.33,04/21/2019,2019.0
71,Air Force (SoCon),13,9-4,116,8.92,04/21/2019,2019.0
72,UMBC (America East),11,3-8,98,8.91,04/21/2019,2019.0
73,Denver (Big East),12,8-4,105,8.75,04/21/2019,2019.0
1,St. Bonaventure (MAAC),13,0-13,211,16.23,04/19/2019,2019.0
2,NJIT (DI Independent),13,2-11,200,15.38,04/19/2019,2019.0
3,Harvard (Ivy League),11,5-6,168,15.27,04/19/2019,2019.0
4,Loyola Maryland (Patriot),12,9-3,182,15.17,04/19/2019,2019.0
5,Rutgers (Big Ten),12,6-6,178,14.83,04/19/2019,2019.0
6,Quinnipiac (MAAC),11,6-5,157,14.27,04/19/2019,2019.0
7,Bellarmine (SoCon),11,3-8,154,14.00,04/19/2019,2019.0
7,Dartmouth (Ivy League),11,2-9,154,14.00,04/19/2019,2019.0
7,Delaware (CAA),12,10-2,168,14.00,04/19/2019,2019.0
10,VMI (SoCon),11,4-7,152,13.82,04/19/2019,2019.0
11,Manhattan (MAAC),13,6-7,176,13.54,04/19/2019,2019.0
12,Utah (DI Independent),13,4-9,174,13.38,04/19/2019,2019.0
13,Binghamton (America East),11,0-11,147,13.36,04/19/2019,2019.0
14,Mercer (SoCon),11,1-10,146,13.27,04/19/2019,2019.0
14,Syracuse (ACC),11,8-3,146,13.27,04/19/2019,2019.0
16,Wagner (NEC),12,2-10,159,13.25,04/19/2019,2019.0
16,Richmond (SoCon),12,7-5,159,13.25,04/19/2019,2019.0
18,Penn (Ivy League),10,7-3,132,13.20,04/19/2019,2019.0
19,Navy (Patriot),11,5-6,145,13.18,04/19/2019,2019.0
20,Cornell (Ivy League),12,8-4,157,13.08,04/19/2019,2019.0
20,High Point (SoCon),12,10-2,157,13.08,04/19/2019,2019.0
20,Bryant (NEC),12,3-9,157,13.08,04/19/2019,2019.0
23,Robert Morris (NEC),12,5-7,156,13.00,04/19/2019,2019.0
24,Massachusetts (CAA),12,8-4,155,12.92,04/19/2019,2019.0
25,Furman (SoCon),12,3-9,153,12.75,04/19/2019,2019.0
26,Brown (Ivy League),12,5-7,152,12.67,04/19/2019,2019.0
26,UAlbany (America East),12,5-7,152,12.67,04/19/2019,2019.0
28,Michigan (Big Ten),11,3-8,139,12.64,04/19/2019,2019.0
29,Georgetown (Big East),13,9-4,162,12.46,04/19/2019,2019.0
30,Providence (Big East),13,6-7,161,12.38,04/19/2019,2019.0
31,Vermont (America East),11,7-4,136,12.36,04/19/2019,2019.0
32,Marist (MAAC),12,7-5,147,12.25,04/19/2019,2019.0
33,Virginia (ACC),13,10-3,159,12.23,04/19/2019,2019.0
34,Saint Joseph's (NEC),12,6-6,146,12.17,04/19/2019,2019.0
35,Bucknell (Patriot),12,4-8,144,12.00,04/19/2019,2019.0
36,Canisius (MAAC),14,8-6,167,11.93,04/19/2019,2019.0
37,Army West Point (Patriot),12,9-3,143,11.92,04/19/2019,2019.0
37,UMass Lowell (America East),12,4-8,143,11.92,04/19/2019,2019.0
37,Princeton (Ivy League),12,6-6,143,11.92,04/19/2019,2019.0
37,Stony Brook (America East),12,7-5,143,11.92,04/19/2019,2019.0
41,St. John's (NY) (Big East),12,4-8,142,11.83,04/19/2019,2019.0
42,Penn St. (Big Ten),11,10-1,130,11.82,04/19/2019,2019.0
43,Hampton (DI Independent),9,5-4,106,11.78,04/19/2019,2019.0
44,Detroit Mercy (MAAC),11,7-4,129,11.73,04/19/2019,2019.0
44,Johns Hopkins (Big Ten),11,6-5,129,11.73,04/19/2019,2019.0
46,Boston U. (Patriot),13,9-4,150,11.54,04/19/2019,2019.0
46,Sacred Heart (NEC),13,8-5,150,11.54,04/19/2019,2019.0
48,Villanova (Big East),12,7-5,138,11.50,04/19/2019,2019.0
49,Towson (CAA),11,7-4,126,11.45,04/19/2019,2019.0
50,Ohio St. (Big Ten),10,8-2,114,11.40,04/19/2019,2019.0
51,Mount St. Mary's (NEC),13,8-5,148,11.38,04/19/2019,2019.0
51,Lehigh (Patriot),13,8-5,148,11.38,04/19/2019,2019.0
53,Fairfield (CAA),12,5-7,136,11.33,04/19/2019,2019.0
54,Hartford (America East),13,4-9,146,11.23,04/19/2019,2019.0
55,Monmouth (MAAC),10,3-7,112,11.20,04/19/2019,2019.0
56,Maryland (Big Ten),12,10-2,132,11.00,04/19/2019,2019.0
57,Hofstra (CAA),12,4-8,130,10.83,04/19/2019,2019.0
58,Hobart (NEC),12,9-3,127,10.58,04/19/2019,2019.0
59,Lafayette (Patriot),13,4-9,136,10.46,04/19/2019,2019.0
60,North Carolina (ACC),12,7-5,125,10.42,04/19/2019,2019.0
61,Jacksonville (SoCon),12,4-8,122,10.17,04/19/2019,2019.0
62,Yale (Ivy League),11,9-2,110,10.00,04/19/2019,2019.0
63,Holy Cross (Patriot),11,6-5,109,9.91,04/19/2019,2019.0
64,Colgate (Patriot),11,3-8,107,9.73,04/19/2019,2019.0
64,Notre Dame (ACC),11,6-5,107,9.73,04/19/2019,2019.0
66,Duke (ACC),13,10-3,125,9.62,04/19/2019,2019.0
67,Marquette (Big East),12,6-6,114,9.50,04/19/2019,2019.0
68,Cleveland St. (DI Independent),13,6-7,123,9.46,04/19/2019,2019.0
69,UMBC (America East),10,3-7,92,9.20,04/19/2019,2019.0
70,Drexel (CAA),11,5-6,99,9.00,04/19/2019,2019.0
70,Denver (Big East),11,7-4,99,9.00,04/19/2019,2019.0
70,Siena (MAAC),11,6-5,99,9.00,04/19/2019,2019.0
73,Air Force (SoCon),12,8-4,105,8.75,04/19/2019,2019.0
1,St. Bonaventure (MAAC),13,0-13,211,16.23,04/17/2019,2019.0
2,NJIT (DI Independent),13,2-11,200,15.38,04/17/2019,2019.0
3,Harvard (Ivy League),11,5-6,168,15.27,04/17/2019,2019.0
4,Loyola Maryland (Patriot),12,9-3,182,15.17,04/17/2019,2019.0
5,Rutgers (Big Ten),12,6-6,178,14.83,04/17/2019,2019.0
6,Quinnipiac (MAAC),11,6-5,157,14.27,04/17/2019,2019.0
7,Bellarmine (SoCon),11,3-8,154,14.00,04/17/2019,2019.0
7,Dartmouth (Ivy League),11,2-9,154,14.00,04/17/2019,2019.0
7,Delaware (CAA),12,10-2,168,14.00,04/17/2019,2019.0
10,VMI (SoCon),11,4-7,152,13.82,04/17/2019,2019.0
11,Manhattan (MAAC),12,5-7,165,13.75,04/17/2019,2019.0
12,Utah (DI Independent),13,4-9,174,13.38,04/17/2019,2019.0
13,Binghamton (America East),11,0-11,147,13.36,04/17/2019,2019.0
14,Mercer (SoCon),11,1-10,146,13.27,04/17/2019,2019.0
14,Syracuse (ACC),11,8-3,146,13.27,04/17/2019,2019.0
16,Wagner (NEC),12,2-10,159,13.25,04/17/2019,2019.0
16,Richmond (SoCon),12,7-5,159,13.25,04/17/2019,2019.0
18,Penn (Ivy League),10,7-3,132,13.20,04/17/2019,2019.0
19,Navy (Patriot),11,5-6,145,13.18,04/17/2019,2019.0
20,UAlbany (America East),11,5-6,144,13.09,04/17/2019,2019.0
21,Cornell (Ivy League),12,8-4,157,13.08,04/17/2019,2019.0
21,High Point (SoCon),12,10-2,157,13.08,04/17/2019,2019.0
21,Bryant (NEC),12,3-9,157,13.08,04/17/2019,2019.0
24,Robert Morris (NEC),12,5-7,156,13.00,04/17/2019,2019.0
25,Massachusetts (CAA),12,8-4,155,12.92,04/17/2019,2019.0
26,Furman (SoCon),12,3-9,153,12.75,04/17/2019,2019.0
27,Brown (Ivy League),12,5-7,152,12.67,04/17/2019,2019.0
28,Michigan (Big Ten),11,3-8,139,12.64,04/17/2019,2019.0
29,Georgetown (Big East),13,9-4,162,12.46,04/17/2019,2019.0
30,Providence (Big East),13,6-7,161,12.38,04/17/2019,2019.0
31,Marist (MAAC),12,7-5,147,12.25,04/17/2019,2019.0
32,Virginia (ACC),13,10-3,159,12.23,04/17/2019,2019.0
33,Vermont (America East),11,7-4,134,12.18,04/17/2019,2019.0
34,Saint Joseph's (NEC),12,6-6,146,12.17,04/17/2019,2019.0
35,Bucknell (Patriot),12,4-8,144,12.00,04/17/2019,2019.0
36,Princeton (Ivy League),12,6-6,143,11.92,04/17/2019,2019.0
36,Army West Point (Patriot),12,9-3,143,11.92,04/17/2019,2019.0
36,UMass Lowell (America East),12,4-8,143,11.92,04/17/2019,2019.0
36,Stony Brook (America East),12,7-5,143,11.92,04/17/2019,2019.0
40,Canisius (MAAC),13,8-5,154,11.85,04/17/2019,2019.0
41,St. John's (NY) (Big East),12,4-8,142,11.83,04/17/2019,2019.0
42,Penn St. (Big Ten),11,10-1,130,11.82,04/17/2019,2019.0
43,Hampton (DI Independent),9,5-4,106,11.78,04/17/2019,2019.0
44,Detroit Mercy (MAAC),11,7-4,129,11.73,04/17/2019,2019.0
44,Johns Hopkins (Big Ten),11,6-5,129,11.73,04/17/2019,2019.0
46,Boston U. (Patriot),13,9-4,150,11.54,04/17/2019,2019.0
46,Sacred Heart (NEC),13,8-5,150,11.54,04/17/2019,2019.0
48,Villanova (Big East),12,7-5,138,11.50,04/17/2019,2019.0
49,Towson (CAA),11,7-4,126,11.45,04/17/2019,2019.0
50,Ohio St. (Big Ten),10,8-2,114,11.40,04/17/2019,2019.0
51,Mount St. Mary's (NEC),13,8-5,148,11.38,04/17/2019,2019.0
51,Lehigh (Patriot),13,8-5,148,11.38,04/17/2019,2019.0
53,Fairfield (CAA),12,5-7,136,11.33,04/17/2019,2019.0
54,Hartford (America East),13,4-9,146,11.23,04/17/2019,2019.0
55,Monmouth (MAAC),10,3-7,112,11.20,04/17/2019,2019.0
56,Maryland (Big Ten),12,10-2,132,11.00,04/17/2019,2019.0
57,Hofstra (CAA),12,4-8,130,10.83,04/17/2019,2019.0
58,Hobart (NEC),12,9-3,127,10.58,04/17/2019,2019.0
59,Lafayette (Patriot),13,4-9,136,10.46,04/17/2019,2019.0
60,North Carolina (ACC),12,7-5,125,10.42,04/17/2019,2019.0
61,Jacksonville (SoCon),12,4-8,122,10.17,04/17/2019,2019.0
62,Holy Cross (Patriot),11,6-5,109,9.91,04/17/2019,2019.0
63,Yale (Ivy League),10,8-2,99,9.90,04/17/2019,2019.0
64,Colgate (Patriot),11,3-8,107,9.73,04/17/2019,2019.0
64,Notre Dame (ACC),11,6-5,107,9.73,04/17/2019,2019.0
66,Duke (ACC),13,10-3,125,9.62,04/17/2019,2019.0
67,Marquette (Big East),12,6-6,114,9.50,04/17/2019,2019.0
68,Cleveland St. (DI Independent),13,6-7,123,9.46,04/17/2019,2019.0
69,UMBC (America East),10,3-7,92,9.20,04/17/2019,2019.0
70,Drexel (CAA),11,5-6,99,9.00,04/17/2019,2019.0
70,Denver (Big East),11,7-4,99,9.00,04/17/2019,2019.0
70,Siena (MAAC),11,6-5,99,9.00,04/17/2019,2019.0
73,Air Force (SoCon),12,8-4,105,8.75,04/17/2019,2019.0
1,St. Bonaventure (MAAC),13,0-13,211,16.23,04/16/2019,2019.0
2,NJIT (DI Independent),13,2-11,200,15.38,04/16/2019,2019.0
3,Harvard (Ivy League),11,5-6,168,15.27,04/16/2019,2019.0
4,Loyola Maryland (Patriot),12,9-3,182,15.17,04/16/2019,2019.0
5,Rutgers (Big Ten),12,6-6,178,14.83,04/16/2019,2019.0
6,Quinnipiac (MAAC),11,6-5,157,14.27,04/16/2019,2019.0
7,Bellarmine (SoCon),11,3-8,154,14.00,04/16/2019,2019.0
7,Dartmouth (Ivy League),11,2-9,154,14.00,04/16/2019,2019.0
7,Delaware (CAA),12,10-2,168,14.00,04/16/2019,2019.0
10,Manhattan (MAAC),12,5-7,165,13.75,04/16/2019,2019.0
11,VMI (SoCon),11,4-7,150,13.64,04/16/2019,2019.0
12,Utah (DI Independent),13,4-9,174,13.38,04/16/2019,2019.0
13,Binghamton (America East),11,0-11,147,13.36,04/16/2019,2019.0
14,Mercer (SoCon),11,1-10,146,13.27,04/16/2019,2019.0
14,Syracuse (ACC),11,8-3,146,13.27,04/16/2019,2019.0
16,Wagner (NEC),12,2-10,159,13.25,04/16/2019,2019.0
16,Richmond (SoCon),12,7-5,159,13.25,04/16/2019,2019.0
18,Penn (Ivy League),10,7-3,132,13.20,04/16/2019,2019.0
19,Navy (Patriot),11,5-6,145,13.18,04/16/2019,2019.0
20,UAlbany (America East),11,5-6,144,13.09,04/16/2019,2019.0
21,Bryant (NEC),12,3-9,157,13.08,04/16/2019,2019.0
21,Cornell (Ivy League),12,8-4,157,13.08,04/16/2019,2019.0
21,High Point (SoCon),12,10-2,157,13.08,04/16/2019,2019.0
24,Robert Morris (NEC),12,5-7,156,13.00,04/16/2019,2019.0
25,Massachusetts (CAA),12,8-4,155,12.92,04/16/2019,2019.0
26,Furman (SoCon),12,3-9,153,12.75,04/16/2019,2019.0
27,Brown (Ivy League),12,5-7,152,12.67,04/16/2019,2019.0
28,Michigan (Big Ten),11,3-8,139,12.64,04/16/2019,2019.0
29,Georgetown (Big East),13,9-4,162,12.46,04/16/2019,2019.0
30,Providence (Big East),13,6-7,161,12.38,04/16/2019,2019.0
31,Marist (MAAC),12,7-5,147,12.25,04/16/2019,2019.0
32,Virginia (ACC),13,10-3,159,12.23,04/16/2019,2019.0
33,Vermont (America East),11,7-4,134,12.18,04/16/2019,2019.0
34,Saint Joseph's (NEC),12,6-6,146,12.17,04/16/2019,2019.0
35,Bucknell (Patriot),12,4-8,144,12.00,04/16/2019,2019.0
36,Stony Brook (America East),12,7-5,143,11.92,04/16/2019,2019.0
36,Princeton (Ivy League),12,6-6,143,11.92,04/16/2019,2019.0
36,Army West Point (Patriot),12,9-3,143,11.92,04/16/2019,2019.0
36,UMass Lowell (America East),12,4-8,143,11.92,04/16/2019,2019.0
40,Hampton (DI Independent),8,4-4,95,11.88,04/16/2019,2019.0
41,Canisius (MAAC),13,8-5,154,11.85,04/16/2019,2019.0
42,St. John's (NY) (Big East),12,4-8,142,11.83,04/16/2019,2019.0
43,Penn St. (Big Ten),11,10-1,130,11.82,04/16/2019,2019.0
44,Detroit Mercy (MAAC),11,7-4,129,11.73,04/16/2019,2019.0
44,Johns Hopkins (Big Ten),11,6-5,129,11.73,04/16/2019,2019.0
46,Boston U. (Patriot),13,9-4,150,11.54,04/16/2019,2019.0
46,Sacred Heart (NEC),13,8-5,150,11.54,04/16/2019,2019.0
48,Villanova (Big East),12,7-5,138,11.50,04/16/2019,2019.0
49,Towson (CAA),11,7-4,126,11.45,04/16/2019,2019.0
50,Ohio St. (Big Ten),10,8-2,114,11.40,04/16/2019,2019.0
51,Mount St. Mary's (NEC),13,8-5,148,11.38,04/16/2019,2019.0
51,Lehigh (Patriot),13,8-5,148,11.38,04/16/2019,2019.0
53,Fairfield (CAA),12,5-7,136,11.33,04/16/2019,2019.0
54,Hartford (America East),13,4-9,146,11.23,04/16/2019,2019.0
55,Monmouth (MAAC),10,3-7,112,11.20,04/16/2019,2019.0
56,Maryland (Big Ten),12,10-2,132,11.00,04/16/2019,2019.0
57,Hofstra (CAA),12,4-8,130,10.83,04/16/2019,2019.0
58,Hobart (NEC),12,9-3,127,10.58,04/16/2019,2019.0
59,Lafayette (Patriot),13,4-9,136,10.46,04/16/2019,2019.0
60,North Carolina (ACC),12,7-5,125,10.42,04/16/2019,2019.0
61,Jacksonville (SoCon),12,4-8,122,10.17,04/16/2019,2019.0
62,Holy Cross (Patriot),11,6-5,109,9.91,04/16/2019,2019.0
63,Yale (Ivy League),10,8-2,99,9.90,04/16/2019,2019.0
64,Colgate (Patriot),11,3-8,107,9.73,04/16/2019,2019.0
64,Notre Dame (ACC),11,6-5,107,9.73,04/16/2019,2019.0
66,Duke (ACC),13,10-3,125,9.62,04/16/2019,2019.0
67,Marquette (Big East),12,6-6,114,9.50,04/16/2019,2019.0
68,Cleveland St. (DI Independent),13,6-7,123,9.46,04/16/2019,2019.0
69,UMBC (America East),10,3-7,92,9.20,04/16/2019,2019.0
70,Drexel (CAA),11,5-6,99,9.00,04/16/2019,2019.0
70,Denver (Big East),11,7-4,99,9.00,04/16/2019,2019.0
70,Siena (MAAC),11,6-5,99,9.00,04/16/2019,2019.0
73,Air Force (SoCon),12,8-4,105,8.75,04/16/2019,2019.0
1,St. Bonaventure (MAAC),12,0-12,192,16.00,04/14/2019,2019.0
2,NJIT (DI Independent),13,2-11,200,15.38,04/14/2019,2019.0
3,Harvard (Ivy League),11,5-6,168,15.27,04/14/2019,2019.0
4,Loyola Maryland (Patriot),12,9-3,182,15.17,04/14/2019,2019.0
5,Rutgers (Big Ten),12,6-6,178,14.83,04/14/2019,2019.0
6,VMI (SoCon),10,4-6,144,14.40,04/14/2019,2019.0
7,Quinnipiac (MAAC),11,6-5,157,14.27,04/14/2019,2019.0
8,Dartmouth (Ivy League),11,2-9,154,14.00,04/14/2019,2019.0
8,Bellarmine (SoCon),11,3-8,154,14.00,04/14/2019,2019.0
8,Delaware (CAA),12,10-2,168,14.00,04/14/2019,2019.0
11,Manhattan (MAAC),12,5-7,165,13.75,04/14/2019,2019.0
12,Utah (DI Independent),13,4-9,174,13.38,04/14/2019,2019.0
13,Syracuse (ACC),11,8-3,146,13.27,04/14/2019,2019.0
13,Mercer (SoCon),11,1-10,146,13.27,04/14/2019,2019.0
15,Richmond (SoCon),12,7-5,159,13.25,04/14/2019,2019.0
15,Wagner (NEC),12,2-10,159,13.25,04/14/2019,2019.0
17,Penn (Ivy League),10,7-3,132,13.20,04/14/2019,2019.0
18,Navy (Patriot),11,5-6,145,13.18,04/14/2019,2019.0
19,UAlbany (America East),11,5-6,144,13.09,04/14/2019,2019.0
20,Cornell (Ivy League),12,8-4,157,13.08,04/14/2019,2019.0
20,High Point (SoCon),12,10-2,157,13.08,04/14/2019,2019.0
20,Bryant (NEC),12,3-9,157,13.08,04/14/2019,2019.0
23,Robert Morris (NEC),12,5-7,156,13.00,04/14/2019,2019.0
24,Massachusetts (CAA),12,8-4,155,12.92,04/14/2019,2019.0
25,Furman (SoCon),12,3-9,153,12.75,04/14/2019,2019.0
26,Virginia (ACC),12,9-3,152,12.67,04/14/2019,2019.0
26,Providence (Big East),12,6-6,152,12.67,04/14/2019,2019.0
28,Michigan (Big Ten),11,3-8,139,12.64,04/14/2019,2019.0
29,Binghamton (America East),10,0-10,126,12.60,04/14/2019,2019.0
30,Marist (MAAC),11,6-5,138,12.55,04/14/2019,2019.0
31,Georgetown (Big East),13,9-4,162,12.46,04/14/2019,2019.0
32,Brown (Ivy League),11,4-7,135,12.27,04/14/2019,2019.0
33,Vermont (America East),11,7-4,134,12.18,04/14/2019,2019.0
34,Saint Joseph's (NEC),12,6-6,146,12.17,04/14/2019,2019.0
