Rank,Team,Games,W-L,Saves,Per Game,Date,Academic Year
3,Penn (Ivy League),5,3-2,74,14.80,03/12/2016,2016.0
4,Jacksonville (SoCon),6,2-4,82,13.67,03/12/2016,2016.0
5,Manhattan (MAAC),7,1-6,94,13.43,03/12/2016,2016.0
6,Fairfield (CAA),7,2-5,93,13.29,03/12/2016,2016.0
7,Stony Brook (America East),5,4-1,66,13.20,03/12/2016,2016.0
8,Providence (Big East),6,3-3,79,13.17,03/12/2016,2016.0
9,Brown (Ivy League),5,5-0,65,13.00,03/12/2016,2016.0
9,Michigan (Big Ten),6,3-3,78,13.00,03/12/2016,2016.0
11,Detroit Mercy (MAAC),5,0-5,63,12.60,03/12/2016,2016.0
11,Hofstra (CAA),5,4-1,63,12.60,03/12/2016,2016.0
13,Lafayette (Patriot),5,1-4,62,12.40,03/12/2016,2016.0
14,Harvard (Ivy League),6,4-2,74,12.33,03/12/2016,2016.0
15,Drexel (CAA),6,2-4,73,12.17,03/12/2016,2016.0
16,St. John's (NY) (Big East),7,1-6,84,12.00,03/12/2016,2016.0
17,VMI (SoCon),7,1-6,82,11.71,03/12/2016,2016.0
17,Robert Morris (NEC),7,2-5,82,11.71,03/12/2016,2016.0
19,NJIT (Independent),7,0-7,80,11.43,03/12/2016,2016.0
20,Georgetown (Big East),6,1-5,68,11.33,03/12/2016,2016.0
21,Holy Cross (Patriot),7,0-7,79,11.29,03/12/2016,2016.0
21,High Point (SoCon),7,4-3,79,11.29,03/12/2016,2016.0
23,Bryant (NEC),7,4-3,78,11.14,03/12/2016,2016.0
23,Massachusetts (CAA),7,3-4,78,11.14,03/12/2016,2016.0
25,Vermont (America East),7,3-4,77,11.00,03/12/2016,2016.0
26,Boston U. (Patriot),7,6-1,76,10.86,03/12/2016,2016.0
27,Quinnipiac (MAAC),4,3-1,43,10.75,03/12/2016,2016.0
28,Johns Hopkins (Big Ten),5,3-2,53,10.60,03/12/2016,2016.0
29,Binghamton (America East),4,0-4,42,10.50,03/12/2016,2016.0
29,UMBC (America East),4,1-3,42,10.50,03/12/2016,2016.0
29,Dartmouth (Ivy League),4,0-4,42,10.50,03/12/2016,2016.0
32,Bucknell (Patriot),6,4-2,62,10.33,03/12/2016,2016.0
32,Rutgers (Big Ten),6,5-1,62,10.33,03/12/2016,2016.0
34,Princeton (Ivy League),4,1-3,41,10.25,03/12/2016,2016.0
34,Cornell (Ivy League),4,2-2,41,10.25,03/12/2016,2016.0
36,Duke (ACC),8,5-3,81,10.13,03/12/2016,2016.0
37,Notre Dame (ACC),4,4-0,40,10.00,03/12/2016,2016.0
38,Mercer (SoCon),6,2-4,59,9.83,03/12/2016,2016.0
38,Mount St. Mary's (NEC),6,4-2,59,9.83,03/12/2016,2016.0
40,Air Force (SoCon),7,5-2,67,9.57,03/12/2016,2016.0
41,Canisius (MAAC),2,1-1,19,9.50,03/12/2016,2016.0
41,Lehigh (Patriot),6,4-2,57,9.50,03/12/2016,2016.0
43,Penn St. (Big Ten),7,5-2,66,9.43,03/12/2016,2016.0
44,Monmouth (MAAC),5,3-2,47,9.40,03/12/2016,2016.0
44,Siena (MAAC),5,1-4,47,9.40,03/12/2016,2016.0
46,Furman (SoCon),6,0-6,56,9.33,03/12/2016,2016.0
46,Loyola Maryland (Patriot),6,4-2,56,9.33,03/12/2016,2016.0
48,Bellarmine (SoCon),7,3-4,65,9.29,03/12/2016,2016.0
48,Richmond (SoCon),7,6-1,65,9.29,03/12/2016,2016.0
50,Denver (Big East),5,5-0,46,9.20,03/12/2016,2016.0
51,Colgate (Patriot),6,3-3,55,9.17,03/12/2016,2016.0
52,Sacred Heart (NEC),7,2-5,64,9.14,03/12/2016,2016.0
53,Hobart (NEC),6,3-3,54,9.00,03/12/2016,2016.0
53,Hartford (America East),5,2-3,45,9.00,03/12/2016,2016.0
53,Wagner (NEC),7,4-3,63,9.00,03/12/2016,2016.0
56,Ohio St. (Big Ten),7,5-2,62,8.86,03/12/2016,2016.0
57,Saint Joseph's (NEC),6,4-2,52,8.67,03/12/2016,2016.0
57,Army West Point (Patriot),6,4-2,52,8.67,03/12/2016,2016.0
57,Towson (CAA),6,5-1,52,8.67,03/12/2016,2016.0
60,Maryland (Big Ten),5,3-2,43,8.60,03/12/2016,2016.0
60,Yale (Ivy League),5,5-0,43,8.60,03/12/2016,2016.0
62,Virginia (ACC),7,3-4,59,8.43,03/12/2016,2016.0
63,North Carolina (ACC),6,3-3,50,8.33,03/12/2016,2016.0
64,Villanova (Big East),5,4-1,39,7.80,03/12/2016,2016.0
65,Delaware (CAA),8,3-5,62,7.75,03/12/2016,2016.0
66,Syracuse (ACC),5,5-0,38,7.60,03/12/2016,2016.0
67,Navy (Patriot),5,3-2,36,7.20,03/12/2016,2016.0
67,Marquette (Big East),5,4-1,36,7.20,03/12/2016,2016.0
-,UMass Lowell (America East),6,1-5,55,9.17,03/12/2016,2016.0
1,Marist (MAAC),3,1-2,52,17.33,03/11/2016,2016.0
2,UAlbany (America East),4,3-1,62,15.50,03/11/2016,2016.0
3,Penn (Ivy League),4,3-1,60,15.00,03/11/2016,2016.0
4,Jacksonville (SoCon),5,2-3,73,14.60,03/11/2016,2016.0
5,Brown (Ivy League),4,4-0,57,14.25,03/11/2016,2016.0
6,Manhattan (MAAC),6,0-6,81,13.50,03/11/2016,2016.0
7,Stony Brook (America East),5,4-1,66,13.20,03/11/2016,2016.0
7,Providence (Big East),5,3-2,66,13.20,03/11/2016,2016.0
9,Fairfield (CAA),6,2-4,79,13.17,03/11/2016,2016.0
10,Harvard (Ivy League),5,4-1,64,12.80,03/11/2016,2016.0
11,Detroit Mercy (MAAC),5,0-5,63,12.60,03/11/2016,2016.0
11,Drexel (CAA),5,1-4,63,12.60,03/11/2016,2016.0
13,Holy Cross (Patriot),6,0-6,75,12.50,03/11/2016,2016.0
14,Lafayette (Patriot),5,1-4,62,12.40,03/11/2016,2016.0
15,Hofstra (CAA),4,3-1,49,12.25,03/11/2016,2016.0
16,Michigan (Big Ten),5,3-2,61,12.20,03/11/2016,2016.0
17,Robert Morris (NEC),6,2-4,71,11.83,03/11/2016,2016.0
18,Georgetown (Big East),5,1-4,59,11.80,03/11/2016,2016.0
19,Johns Hopkins (Big Ten),4,2-2,47,11.75,03/11/2016,2016.0
20,VMI (SoCon),6,1-5,70,11.67,03/11/2016,2016.0
20,St. John's (NY) (Big East),6,1-5,70,11.67,03/11/2016,2016.0
22,NJIT (Independent),7,0-7,80,11.43,03/11/2016,2016.0
23,High Point (SoCon),6,3-3,68,11.33,03/11/2016,2016.0
24,Bryant (NEC),6,4-2,67,11.17,03/11/2016,2016.0
25,Vermont (America East),6,2-4,66,11.00,03/11/2016,2016.0
25,Princeton (Ivy League),3,1-2,33,11.00,03/11/2016,2016.0
27,Boston U. (Patriot),6,5-1,65,10.83,03/11/2016,2016.0
28,Mount St. Mary's (NEC),5,3-2,53,10.60,03/11/2016,2016.0
28,Mercer (SoCon),5,2-3,53,10.60,03/11/2016,2016.0
30,Duke (ACC),7,4-3,74,10.57,03/11/2016,2016.0
31,Dartmouth (Ivy League),4,0-4,42,10.50,03/11/2016,2016.0
32,UMBC (America East),3,0-3,31,10.33,03/11/2016,2016.0
32,Rutgers (Big Ten),6,5-1,62,10.33,03/11/2016,2016.0
34,Bucknell (Patriot),5,3-2,50,10.00,03/11/2016,2016.0
34,Binghamton (America East),3,0-3,30,10.00,03/11/2016,2016.0
34,Notre Dame (ACC),4,4-0,40,10.00,03/11/2016,2016.0
34,Massachusetts (CAA),6,2-4,60,10.00,03/11/2016,2016.0
34,Furman (SoCon),5,0-5,50,10.00,03/11/2016,2016.0
39,Hobart (NEC),5,2-3,49,9.80,03/11/2016,2016.0
40,Quinnipiac (MAAC),3,2-1,29,9.67,03/11/2016,2016.0
41,Saint Joseph's (NEC),5,3-2,48,9.60,03/11/2016,2016.0
41,Army West Point (Patriot),5,3-2,48,9.60,03/11/2016,2016.0
41,Colgate (Patriot),5,3-2,48,9.60,03/11/2016,2016.0
44,Canisius (MAAC),2,1-1,19,9.50,03/11/2016,2016.0
44,Sacred Heart (NEC),6,2-4,57,9.50,03/11/2016,2016.0
44,Monmouth (MAAC),4,3-1,38,9.50,03/11/2016,2016.0
47,Siena (MAAC),5,1-4,47,9.40,03/11/2016,2016.0
48,Richmond (SoCon),6,5-1,56,9.33,03/11/2016,2016.0
48,Penn St. (Big Ten),6,4-2,56,9.33,03/11/2016,2016.0
48,Bellarmine (SoCon),6,2-4,56,9.33,03/11/2016,2016.0
51,Lehigh (Patriot),5,4-1,46,9.20,03/11/2016,2016.0
51,Denver (Big East),5,5-0,46,9.20,03/11/2016,2016.0
53,Air Force (SoCon),6,4-2,55,9.17,03/11/2016,2016.0
54,Towson (CAA),5,5-0,45,9.00,03/11/2016,2016.0
54,Loyola Maryland (Patriot),5,4-1,45,9.00,03/11/2016,2016.0
54,Wagner (NEC),7,4-3,63,9.00,03/11/2016,2016.0
57,Ohio St. (Big Ten),6,5-1,52,8.67,03/11/2016,2016.0
57,Virginia (ACC),6,3-3,52,8.67,03/11/2016,2016.0
59,North Carolina (ACC),5,3-2,43,8.60,03/11/2016,2016.0
60,Syracuse (ACC),4,4-0,34,8.50,03/11/2016,2016.0
61,Cornell (Ivy League),3,1-2,25,8.33,03/11/2016,2016.0
62,Maryland (Big Ten),4,2-2,33,8.25,03/11/2016,2016.0
62,Villanova (Big East),4,3-1,33,8.25,03/11/2016,2016.0
62,Hartford (America East),4,2-2,33,8.25,03/11/2016,2016.0
65,Delaware (CAA),7,2-5,56,8.00,03/11/2016,2016.0
66,Marquette (Big East),4,3-1,30,7.50,03/11/2016,2016.0
67,Yale (Ivy League),4,4-0,29,7.25,03/11/2016,2016.0
68,Navy (Patriot),5,3-2,36,7.20,03/11/2016,2016.0
-,UMass Lowell (America East),5,1-4,49,9.80,03/11/2016,2016.0
1,Marist (MAAC),3,1-2,52,17.33,02/01/2016 - 03/10/2016,2016.0
2,UAlbany (America East),4,3-1,62,15.50,02/01/2016 - 03/10/2016,2016.0
3,Penn (Ivy League),4,3-1,60,15.00,02/01/2016 - 03/10/2016,2016.0
4,Jacksonville (SoCon),5,2-3,73,14.60,02/01/2016 - 03/10/2016,2016.0
5,Brown (Ivy League),4,4-0,57,14.25,02/01/2016 - 03/10/2016,2016.0
6,Stony Brook (America East),4,3-1,56,14.00,02/01/2016 - 03/10/2016,2016.0
7,Manhattan (MAAC),6,0-6,81,13.50,02/01/2016 - 03/10/2016,2016.0
8,Providence (Big East),5,3-2,66,13.20,02/01/2016 - 03/10/2016,2016.0
9,Fairfield (CAA),6,2-4,79,13.17,02/01/2016 - 03/10/2016,2016.0
10,Harvard (Ivy League),5,4-1,64,12.80,02/01/2016 - 03/10/2016,2016.0
11,Detroit Mercy (MAAC),5,0-5,63,12.60,02/01/2016 - 03/10/2016,2016.0
11,Drexel (CAA),5,1-4,63,12.60,02/01/2016 - 03/10/2016,2016.0
13,Holy Cross (Patriot),6,0-6,75,12.50,02/01/2016 - 03/10/2016,2016.0
14,Lafayette (Patriot),5,1-4,62,12.40,02/01/2016 - 03/10/2016,2016.0
15,Hofstra (CAA),4,3-1,49,12.25,02/01/2016 - 03/10/2016,2016.0
16,Michigan (Big Ten),5,3-2,61,12.20,02/01/2016 - 03/10/2016,2016.0
17,Robert Morris (NEC),6,2-4,71,11.83,02/01/2016 - 03/10/2016,2016.0
18,Georgetown (Big East),5,1-4,59,11.80,02/01/2016 - 03/10/2016,2016.0
19,Johns Hopkins (Big Ten),4,2-2,47,11.75,02/01/2016 - 03/10/2016,2016.0
20,St. John's (NY) (Big East),6,1-5,70,11.67,02/01/2016 - 03/10/2016,2016.0
20,VMI (SoCon),6,1-5,70,11.67,02/01/2016 - 03/10/2016,2016.0
22,NJIT (Independent),7,0-7,80,11.43,02/01/2016 - 03/10/2016,2016.0
23,High Point (SoCon),6,3-3,68,11.33,02/01/2016 - 03/10/2016,2016.0
24,Bryant (NEC),6,4-2,67,11.17,02/01/2016 - 03/10/2016,2016.0
25,Princeton (Ivy League),3,1-2,33,11.00,02/01/2016 - 03/10/2016,2016.0
25,Vermont (America East),6,2-4,66,11.00,02/01/2016 - 03/10/2016,2016.0
27,Boston U. (Patriot),6,5-1,65,10.83,02/01/2016 - 03/10/2016,2016.0
28,Mount St. Mary's (NEC),5,3-2,53,10.60,02/01/2016 - 03/10/2016,2016.0
28,Mercer (SoCon),5,2-3,53,10.60,02/01/2016 - 03/10/2016,2016.0
30,Duke (ACC),7,4-3,74,10.57,02/01/2016 - 03/10/2016,2016.0
31,Dartmouth (Ivy League),4,0-4,42,10.50,02/01/2016 - 03/10/2016,2016.0
32,UMBC (America East),3,0-3,31,10.33,02/01/2016 - 03/10/2016,2016.0
33,Bucknell (Patriot),5,3-2,50,10.00,02/01/2016 - 03/10/2016,2016.0
33,Binghamton (America East),3,0-3,30,10.00,02/01/2016 - 03/10/2016,2016.0
33,Rutgers (Big Ten),5,5-0,50,10.00,02/01/2016 - 03/10/2016,2016.0
33,Notre Dame (ACC),4,4-0,40,10.00,02/01/2016 - 03/10/2016,2016.0
33,Massachusetts (CAA),6,2-4,60,10.00,02/01/2016 - 03/10/2016,2016.0
33,Furman (SoCon),5,0-5,50,10.00,02/01/2016 - 03/10/2016,2016.0
39,Hobart (NEC),5,2-3,49,9.80,02/01/2016 - 03/10/2016,2016.0
40,Quinnipiac (MAAC),3,2-1,29,9.67,02/01/2016 - 03/10/2016,2016.0
41,Army West Point (Patriot),5,3-2,48,9.60,02/01/2016 - 03/10/2016,2016.0
41,Saint Joseph's (NEC),5,3-2,48,9.60,02/01/2016 - 03/10/2016,2016.0
41,Colgate (Patriot),5,3-2,48,9.60,02/01/2016 - 03/10/2016,2016.0
44,Sacred Heart (NEC),6,2-4,57,9.50,02/01/2016 - 03/10/2016,2016.0
44,Canisius (MAAC),2,1-1,19,9.50,02/01/2016 - 03/10/2016,2016.0
44,Monmouth (MAAC),4,3-1,38,9.50,02/01/2016 - 03/10/2016,2016.0
47,Siena (MAAC),5,1-4,47,9.40,02/01/2016 - 03/10/2016,2016.0
48,Bellarmine (SoCon),6,2-4,56,9.33,02/01/2016 - 03/10/2016,2016.0
48,Richmond (SoCon),6,5-1,56,9.33,02/01/2016 - 03/10/2016,2016.0
48,Penn St. (Big Ten),6,4-2,56,9.33,02/01/2016 - 03/10/2016,2016.0
51,Denver (Big East),5,5-0,46,9.20,02/01/2016 - 03/10/2016,2016.0
51,Lehigh (Patriot),5,4-1,46,9.20,02/01/2016 - 03/10/2016,2016.0
53,Air Force (SoCon),6,4-2,55,9.17,02/01/2016 - 03/10/2016,2016.0
54,Wagner (NEC),7,4-3,63,9.00,02/01/2016 - 03/10/2016,2016.0
54,Towson (CAA),5,5-0,45,9.00,02/01/2016 - 03/10/2016,2016.0
54,Loyola Maryland (Patriot),5,4-1,45,9.00,02/01/2016 - 03/10/2016,2016.0
57,Virginia (ACC),6,3-3,52,8.67,02/01/2016 - 03/10/2016,2016.0
57,Ohio St. (Big Ten),6,5-1,52,8.67,02/01/2016 - 03/10/2016,2016.0
59,North Carolina (ACC),5,3-2,43,8.60,02/01/2016 - 03/10/2016,2016.0
60,Syracuse (ACC),4,4-0,34,8.50,02/01/2016 - 03/10/2016,2016.0
61,Cornell (Ivy League),3,1-2,25,8.33,02/01/2016 - 03/10/2016,2016.0
62,Villanova (Big East),4,3-1,33,8.25,02/01/2016 - 03/10/2016,2016.0
62,Maryland (Big Ten),4,2-2,33,8.25,02/01/2016 - 03/10/2016,2016.0
62,Hartford (America East),4,2-2,33,8.25,02/01/2016 - 03/10/2016,2016.0
65,Delaware (CAA),7,2-5,56,8.00,02/01/2016 - 03/10/2016,2016.0
66,Marquette (Big East),4,3-1,30,7.50,02/01/2016 - 03/10/2016,2016.0
67,Yale (Ivy League),4,4-0,29,7.25,02/01/2016 - 03/10/2016,2016.0
68,Navy (Patriot),5,3-2,36,7.20,02/01/2016 - 03/10/2016,2016.0
-,UMass Lowell (America East),5,1-4,49,9.80,02/01/2016 - 03/10/2016,2016.0
1,Marist (MAAC),3,1-2,52,17.33,03/08/2016,2016.0
2,UAlbany (America East),4,3-1,62,15.50,03/08/2016,2016.0
3,Penn (Ivy League),4,3-1,60,15.00,03/08/2016,2016.0
4,Jacksonville (SoCon),5,2-3,73,14.60,03/08/2016,2016.0
5,Brown (Ivy League),4,4-0,57,14.25,03/08/2016,2016.0
6,Stony Brook (America East),4,3-1,56,14.00,03/08/2016,2016.0
7,Manhattan (MAAC),6,0-6,81,13.50,03/08/2016,2016.0
8,Providence (Big East),5,3-2,66,13.20,03/08/2016,2016.0
9,Fairfield (CAA),6,2-4,79,13.17,03/08/2016,2016.0
10,Harvard (Ivy League),5,4-1,64,12.80,03/08/2016,2016.0
11,Detroit Mercy (MAAC),5,0-5,63,12.60,03/08/2016,2016.0
11,Drexel (CAA),5,1-4,63,12.60,03/08/2016,2016.0
13,Holy Cross (Patriot),6,0-6,75,12.50,03/08/2016,2016.0
14,Lafayette (Patriot),5,1-4,62,12.40,03/08/2016,2016.0
15,Hofstra (CAA),4,3-1,49,12.25,03/08/2016,2016.0
16,Michigan (Big Ten),5,3-2,61,12.20,03/08/2016,2016.0
17,Georgetown (Big East),5,1-4,59,11.80,03/08/2016,2016.0
18,Johns Hopkins (Big Ten),4,2-2,47,11.75,03/08/2016,2016.0
19,St. John's (NY) (Big East),6,1-5,70,11.67,03/08/2016,2016.0
19,VMI (SoCon),6,1-5,70,11.67,03/08/2016,2016.0
21,NJIT (Independent),7,0-7,80,11.43,03/08/2016,2016.0
22,High Point (SoCon),6,3-3,68,11.33,03/08/2016,2016.0
23,Robert Morris (NEC),6,2-4,67,11.17,03/08/2016,2016.0
23,Bryant (NEC),6,4-2,67,11.17,03/08/2016,2016.0
25,Vermont (America East),6,2-4,66,11.00,03/08/2016,2016.0
25,Princeton (Ivy League),3,1-2,33,11.00,03/08/2016,2016.0
27,Boston U. (Patriot),6,5-1,65,10.83,03/08/2016,2016.0
28,Mercer (SoCon),5,2-3,53,10.60,03/08/2016,2016.0
28,Mount St. Mary's (NEC),5,3-2,53,10.60,03/08/2016,2016.0
30,Duke (ACC),7,4-3,74,10.57,03/08/2016,2016.0
31,Dartmouth (Ivy League),4,0-4,42,10.50,03/08/2016,2016.0
32,UMBC (America East),3,0-3,31,10.33,03/08/2016,2016.0
33,Massachusetts (CAA),6,2-4,60,10.00,03/08/2016,2016.0
33,Furman (SoCon),5,0-5,50,10.00,03/08/2016,2016.0
33,Notre Dame (ACC),4,4-0,40,10.00,03/08/2016,2016.0
33,Rutgers (Big Ten),5,5-0,50,10.00,03/08/2016,2016.0
33,Bucknell (Patriot),5,3-2,50,10.00,03/08/2016,2016.0
33,Binghamton (America East),3,0-3,30,10.00,03/08/2016,2016.0
39,Wagner (NEC),6,3-3,59,9.83,03/08/2016,2016.0
40,Hobart (NEC),5,2-3,49,9.80,03/08/2016,2016.0
41,Quinnipiac (MAAC),3,2-1,29,9.67,03/08/2016,2016.0
42,Army West Point (Patriot),5,3-2,48,9.60,03/08/2016,2016.0
42,Saint Joseph's (NEC),5,3-2,48,9.60,03/08/2016,2016.0
42,Colgate (Patriot),5,3-2,48,9.60,03/08/2016,2016.0
45,Monmouth (MAAC),4,3-1,38,9.50,03/08/2016,2016.0
45,Sacred Heart (NEC),6,2-4,57,9.50,03/08/2016,2016.0
45,Canisius (MAAC),2,1-1,19,9.50,03/08/2016,2016.0
48,Siena (MAAC),5,1-4,47,9.40,03/08/2016,2016.0
49,Richmond (SoCon),6,5-1,56,9.33,03/08/2016,2016.0
49,Bellarmine (SoCon),6,2-4,56,9.33,03/08/2016,2016.0
49,Penn St. (Big Ten),6,4-2,56,9.33,03/08/2016,2016.0
52,Lehigh (Patriot),5,4-1,46,9.20,03/08/2016,2016.0
52,Denver (Big East),5,5-0,46,9.20,03/08/2016,2016.0
54,Air Force (SoCon),6,4-2,55,9.17,03/08/2016,2016.0
55,Loyola Maryland (Patriot),5,4-1,45,9.00,03/08/2016,2016.0
55,Towson (CAA),5,5-0,45,9.00,03/08/2016,2016.0
57,Ohio St. (Big Ten),6,5-1,52,8.67,03/08/2016,2016.0
57,Virginia (ACC),6,3-3,52,8.67,03/08/2016,2016.0
59,North Carolina (ACC),5,3-2,43,8.60,03/08/2016,2016.0
60,Syracuse (ACC),4,4-0,34,8.50,03/08/2016,2016.0
61,Cornell (Ivy League),3,1-2,25,8.33,03/08/2016,2016.0
62,Maryland (Big Ten),4,2-2,33,8.25,03/08/2016,2016.0
62,Hartford (America East),4,2-2,33,8.25,03/08/2016,2016.0
62,Villanova (Big East),4,3-1,33,8.25,03/08/2016,2016.0
65,Delaware (CAA),7,2-5,56,8.00,03/08/2016,2016.0
66,Marquette (Big East),4,3-1,30,7.50,03/08/2016,2016.0
67,Yale (Ivy League),4,4-0,29,7.25,03/08/2016,2016.0
68,Navy (Patriot),5,3-2,36,7.20,03/08/2016,2016.0
-,UMass Lowell (America East),5,1-4,49,9.80,03/08/2016,2016.0
1,Marist (MAAC),3,1-2,52,17.33,03/07/2016,2016.0
2,UAlbany (America East),3,2-1,47,15.67,03/07/2016,2016.0
3,Brown (Ivy League),3,3-0,44,14.67,03/07/2016,2016.0
4,Jacksonville (SoCon),5,2-3,73,14.60,03/07/2016,2016.0
5,Drexel (CAA),4,1-3,58,14.50,03/07/2016,2016.0
6,Penn (Ivy League),3,2-1,43,14.33,03/07/2016,2016.0
7,Stony Brook (America East),4,3-1,56,14.00,03/07/2016,2016.0
7,Manhattan (MAAC),5,0-5,70,14.00,03/07/2016,2016.0
9,Providence (Big East),5,3-2,66,13.20,03/07/2016,2016.0
10,Georgetown (Big East),4,1-3,52,13.00,03/07/2016,2016.0
10,Fairfield (CAA),5,1-4,65,13.00,03/07/2016,2016.0
10,Canisius (MAAC),1,0-1,13,13.00,03/07/2016,2016.0
13,Detroit Mercy (MAAC),5,0-5,63,12.60,03/07/2016,2016.0
14,Hofstra (CAA),4,3-1,49,12.25,03/07/2016,2016.0
15,Michigan (Big Ten),5,3-2,61,12.20,03/07/2016,2016.0
16,Bryant (NEC),5,3-2,60,12.00,03/07/2016,2016.0
16,Lafayette (Patriot),4,1-3,48,12.00,03/07/2016,2016.0
18,Robert Morris (NEC),5,1-4,59,11.80,03/07/2016,2016.0
19,Harvard (Ivy League),4,4-0,47,11.75,03/07/2016,2016.0
19,Johns Hopkins (Big Ten),4,2-2,47,11.75,03/07/2016,2016.0
21,St. John's (NY) (Big East),5,1-4,58,11.60,03/07/2016,2016.0
22,NJIT (Independent),6,0-6,69,11.50,03/07/2016,2016.0
23,Holy Cross (Patriot),5,0-5,57,11.40,03/07/2016,2016.0
23,VMI (SoCon),5,1-4,57,11.40,03/07/2016,2016.0
25,High Point (SoCon),6,3-3,68,11.33,03/07/2016,2016.0
26,Vermont (America East),5,2-3,56,11.20,03/07/2016,2016.0
27,Princeton (Ivy League),3,1-2,33,11.00,03/07/2016,2016.0
27,Furman (SoCon),4,0-4,44,11.00,03/07/2016,2016.0
29,Boston U. (Patriot),6,5-1,65,10.83,03/07/2016,2016.0
30,Mercer (SoCon),4,2-2,43,10.75,03/07/2016,2016.0
31,Mount St. Mary's (NEC),5,3-2,53,10.60,03/07/2016,2016.0
32,Duke (ACC),7,4-3,74,10.57,03/07/2016,2016.0
33,Dartmouth (Ivy League),4,0-4,42,10.50,03/07/2016,2016.0
34,UMBC (America East),3,0-3,31,10.33,03/07/2016,2016.0
34,Monmouth (MAAC),3,2-1,31,10.33,03/07/2016,2016.0
36,Massachusetts (CAA),5,2-3,51,10.20,03/07/2016,2016.0
37,Bucknell (Patriot),5,3-2,50,10.00,03/07/2016,2016.0
37,Binghamton (America East),3,0-3,30,10.00,03/07/2016,2016.0
37,Rutgers (Big Ten),5,5-0,50,10.00,03/07/2016,2016.0
37,Notre Dame (ACC),4,4-0,40,10.00,03/07/2016,2016.0
41,Colgate (Patriot),4,2-2,39,9.75,03/07/2016,2016.0
42,Quinnipiac (MAAC),3,2-1,29,9.67,03/07/2016,2016.0
43,Army West Point (Patriot),5,3-2,48,9.60,03/07/2016,2016.0
44,Hobart (NEC),4,2-2,38,9.50,03/07/2016,2016.0
44,Sacred Heart (NEC),6,2-4,57,9.50,03/07/2016,2016.0
44,Saint Joseph's (NEC),4,3-1,38,9.50,03/07/2016,2016.0
47,Siena (MAAC),5,1-4,47,9.40,03/07/2016,2016.0
48,Bellarmine (SoCon),6,2-4,56,9.33,03/07/2016,2016.0
48,Richmond (SoCon),6,5-1,56,9.33,03/07/2016,2016.0
50,Penn St. (Big Ten),5,3-2,46,9.20,03/07/2016,2016.0
50,Denver (Big East),5,5-0,46,9.20,03/07/2016,2016.0
50,Lehigh (Patriot),5,4-1,46,9.20,03/07/2016,2016.0
53,Air Force (SoCon),6,4-2,55,9.17,03/07/2016,2016.0
54,Towson (CAA),5,5-0,45,9.00,03/07/2016,2016.0
54,Loyola Maryland (Patriot),5,4-1,45,9.00,03/07/2016,2016.0
54,Wagner (NEC),5,2-3,45,9.00,03/07/2016,2016.0
57,Virginia (ACC),5,2-3,44,8.80,03/07/2016,2016.0
58,Delaware (CAA),6,1-5,52,8.67,03/07/2016,2016.0
58,Ohio St. (Big Ten),6,5-1,52,8.67,03/07/2016,2016.0
60,North Carolina (ACC),5,3-2,43,8.60,03/07/2016,2016.0
61,Syracuse (ACC),4,4-0,34,8.50,03/07/2016,2016.0
62,Cornell (Ivy League),3,1-2,25,8.33,03/07/2016,2016.0
63,Villanova (Big East),4,3-1,33,8.25,03/07/2016,2016.0
63,Hartford (America East),4,2-2,33,8.25,03/07/2016,2016.0
65,Maryland (Big Ten),3,1-2,24,8.00,03/07/2016,2016.0
66,Marquette (Big East),4,3-1,30,7.50,03/07/2016,2016.0
67,Yale (Ivy League),3,3-0,22,7.33,03/07/2016,2016.0
68,Navy (Patriot),5,3-2,36,7.20,03/07/2016,2016.0
-,UMass Lowell (America East),5,1-4,49,9.80,03/07/2016,2016.0
1,Marist (MAAC),3,1-2,52,17.33,03/06/2016,2016.0
2,UAlbany (America East),3,2-1,47,15.67,03/06/2016,2016.0
3,Brown (Ivy League),3,3-0,44,14.67,03/06/2016,2016.0
4,Jacksonville (SoCon),5,2-3,73,14.60,03/06/2016,2016.0
5,Drexel (CAA),4,1-3,58,14.50,03/06/2016,2016.0
6,Penn (Ivy League),3,2-1,43,14.33,03/06/2016,2016.0
7,Stony Brook (America East),4,3-1,56,14.00,03/06/2016,2016.0
7,Manhattan (MAAC),5,0-5,70,14.00,03/06/2016,2016.0
9,Providence (Big East),5,3-2,66,13.20,03/06/2016,2016.0
10,Georgetown (Big East),4,1-3,52,13.00,03/06/2016,2016.0
10,Fairfield (CAA),5,1-4,65,13.00,03/06/2016,2016.0
10,Canisius (MAAC),1,0-1,13,13.00,03/06/2016,2016.0
13,Detroit Mercy (MAAC),5,0-5,63,12.60,03/06/2016,2016.0
14,Hofstra (CAA),4,3-1,49,12.25,03/06/2016,2016.0
15,Michigan (Big Ten),5,3-2,61,12.20,03/06/2016,2016.0
16,Bryant (NEC),5,3-2,60,12.00,03/06/2016,2016.0
16,Lafayette (Patriot),4,1-3,48,12.00,03/06/2016,2016.0
18,Robert Morris (NEC),5,1-4,59,11.80,03/06/2016,2016.0
19,Harvard (Ivy League),4,4-0,47,11.75,03/06/2016,2016.0
19,Johns Hopkins (Big Ten),4,2-2,47,11.75,03/06/2016,2016.0
21,St. John's (NY) (Big East),5,1-4,58,11.60,03/06/2016,2016.0
22,NJIT (Independent),6,0-6,69,11.50,03/06/2016,2016.0
23,Holy Cross (Patriot),5,0-5,57,11.40,03/06/2016,2016.0
