Rank,Team,Games,W-L,Goals,Per Game,Date,Academic Year
24,Fairfield (CAA),4,2-2,43,10.75,02/28/2015,2015.0
25,Penn St. (Big Ten),4,2-2,42,10.50,02/28/2015,2015.0
26,Hobart (NEC),3,2-1,31,10.33,02/28/2015,2015.0
26,Georgetown (Big East),3,1-2,31,10.33,02/28/2015,2015.0
28,Colgate (Patriot),4,4-0,41,10.25,02/28/2015,2015.0
28,Lehigh (Patriot),4,2-2,41,10.25,02/28/2015,2015.0
30,Ohio St. (Big Ten),5,4-1,51,10.20,02/28/2015,2015.0
30,Siena (MAAC),5,3-2,51,10.20,02/28/2015,2015.0
32,Massachusetts (CAA),4,0-4,40,10.00,02/28/2015,2015.0
33,St. John's (NY) (Big East),4,1-3,39,9.75,02/28/2015,2015.0
33,Penn (Ivy League),4,2-2,39,9.75,02/28/2015,2015.0
33,Richmond (SoCon),4,2-2,39,9.75,02/28/2015,2015.0
36,Holy Cross (Patriot),3,2-1,29,9.67,02/28/2015,2015.0
36,Wagner (NEC),3,1-2,29,9.67,02/28/2015,2015.0
36,Binghamton (America East),3,0-3,29,9.67,02/28/2015,2015.0
36,Bellarmine (SoCon),3,1-2,29,9.67,02/28/2015,2015.0
40,Saint Joseph's (NEC),4,2-2,38,9.50,02/28/2015,2015.0
40,Marist (MAAC),2,2-0,19,9.50,02/28/2015,2015.0
42,Maryland (Big Ten),4,3-1,37,9.25,02/28/2015,2015.0
43,Robert Morris (NEC),4,0-4,36,9.00,02/28/2015,2015.0
43,Navy (Patriot),4,2-2,36,9.00,02/28/2015,2015.0
45,Rutgers (Big Ten),5,2-3,44,8.80,02/28/2015,2015.0
46,Bucknell (Patriot),4,2-2,34,8.50,02/28/2015,2015.0
46,Towson (CAA),4,3-1,34,8.50,02/28/2015,2015.0
48,Providence (Big East),3,2-1,25,8.33,02/28/2015,2015.0
48,Mount St. Mary's (NEC),3,1-2,25,8.33,02/28/2015,2015.0
50,Delaware (CAA),5,2-3,40,8.00,02/28/2015,2015.0
50,Detroit Mercy (MAAC),4,2-2,32,8.00,02/28/2015,2015.0
50,Vermont (America East),4,0-4,32,8.00,02/28/2015,2015.0
50,Drexel (CAA),4,0-4,32,8.00,02/28/2015,2015.0
50,Quinnipiac (MAAC),2,1-1,16,8.00,02/28/2015,2015.0
50,Jacksonville (SoCon),2,1-1,16,8.00,02/28/2015,2015.0
56,Lafayette (Patriot),3,1-2,23,7.67,02/28/2015,2015.0
57,Air Force (ECAC),5,2-3,38,7.60,02/28/2015,2015.0
58,Bryant (NEC),4,1-3,30,7.50,02/28/2015,2015.0
59,Canisius (MAAC),4,0-4,28,7.00,02/28/2015,2015.0
60,Mercer (SoCon),3,0-3,20,6.67,02/28/2015,2015.0
61,Furman (SoCon),5,1-4,33,6.60,02/28/2015,2015.0
62,UMass Lowell (America East),3,0-3,19,6.33,02/28/2015,2015.0
63,UMBC (America East),4,2-2,25,6.25,02/28/2015,2015.0
64,Monmouth (MAAC),2,1-1,12,6.00,02/28/2015,2015.0
65,VMI (SoCon),4,0-4,21,5.25,02/28/2015,2015.0
66,Dartmouth (Ivy League),2,0-2,10,5.00,02/28/2015,2015.0
66,Sacred Heart (NEC),1,0-1,5,5.00,02/28/2015,2015.0
68,NJIT (Independent),2,0-2,7,3.50,02/28/2015,2015.0
69,Manhattan (MAAC),5,0-5,16,3.20,02/28/2015,2015.0
1,Brown (Ivy League),1,1-0,17,17.00,02/27/2015,2015.0
2,Army West Point (Patriot),4,3-1,65,16.25,02/27/2015,2015.0
3,North Carolina (ACC),5,5-0,79,15.80,02/27/2015,2015.0
4,Syracuse (ACC),3,3-0,47,15.67,02/27/2015,2015.0
5,Notre Dame (ACC),2,2-0,31,15.50,02/27/2015,2015.0
6,Stony Brook (America East),3,2-1,45,15.00,02/27/2015,2015.0
6,UAlbany (America East),1,1-0,15,15.00,02/27/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/27/2015,2015.0
8,Yale (Ivy League),2,2-0,29,14.50,02/27/2015,2015.0
10,Princeton (Ivy League),2,2-0,28,14.00,02/27/2015,2015.0
10,Harvard (Ivy League),1,1-0,14,14.00,02/27/2015,2015.0
12,Virginia (ACC),3,3-0,41,13.67,02/27/2015,2015.0
13,Hofstra (CAA),3,1-2,40,13.33,02/27/2015,2015.0
14,Denver (Big East),4,3-1,53,13.25,02/27/2015,2015.0
15,Cornell (Ivy League),3,2-1,39,13.00,02/27/2015,2015.0
15,Michigan (Big Ten),3,2-1,39,13.00,02/27/2015,2015.0
17,High Point (SoCon),5,2-3,61,12.20,02/27/2015,2015.0
18,Loyola Maryland (Patriot),4,2-2,47,11.75,02/27/2015,2015.0
19,Villanova (Big East),3,2-1,35,11.67,02/27/2015,2015.0
20,Holy Cross (Patriot),2,2-0,23,11.50,02/27/2015,2015.0
21,Fairfield (CAA),3,2-1,34,11.33,02/27/2015,2015.0
21,Richmond (SoCon),3,2-1,34,11.33,02/27/2015,2015.0
23,Johns Hopkins (Big Ten),4,2-2,45,11.25,02/27/2015,2015.0
24,Marquette (Big East),4,4-0,44,11.00,02/27/2015,2015.0
24,Boston U. (Patriot),4,2-2,44,11.00,02/27/2015,2015.0
24,Lehigh (Patriot),3,2-1,33,11.00,02/27/2015,2015.0
27,Siena (MAAC),4,2-2,43,10.75,02/27/2015,2015.0
28,St. John's (NY) (Big East),3,1-2,32,10.67,02/27/2015,2015.0
29,Colgate (Patriot),3,3-0,31,10.33,02/27/2015,2015.0
30,Ohio St. (Big Ten),5,4-1,51,10.20,02/27/2015,2015.0
31,Hobart (NEC),2,1-1,20,10.00,02/27/2015,2015.0
31,Lafayette (Patriot),2,1-1,20,10.00,02/27/2015,2015.0
33,Navy (Patriot),3,1-2,29,9.67,02/27/2015,2015.0
33,Bellarmine (SoCon),3,1-2,29,9.67,02/27/2015,2015.0
33,Drexel (CAA),3,0-3,29,9.67,02/27/2015,2015.0
36,Saint Joseph's (NEC),4,2-2,38,9.50,02/27/2015,2015.0
36,Binghamton (America East),2,0-2,19,9.50,02/27/2015,2015.0
36,Marist (MAAC),2,2-0,19,9.50,02/27/2015,2015.0
39,Penn (Ivy League),3,2-1,28,9.33,02/27/2015,2015.0
39,Penn St. (Big Ten),3,1-2,28,9.33,02/27/2015,2015.0
39,Massachusetts (CAA),3,0-3,28,9.33,02/27/2015,2015.0
42,Delaware (CAA),4,2-2,36,9.00,02/27/2015,2015.0
42,Georgetown (Big East),2,0-2,18,9.00,02/27/2015,2015.0
42,Hartford (America East),1,0-1,9,9.00,02/27/2015,2015.0
45,Rutgers (Big Ten),4,2-2,35,8.75,02/27/2015,2015.0
46,Bucknell (Patriot),3,2-1,26,8.67,02/27/2015,2015.0
46,Robert Morris (NEC),3,0-3,26,8.67,02/27/2015,2015.0
48,Towson (CAA),4,3-1,34,8.50,02/27/2015,2015.0
49,Providence (Big East),3,2-1,25,8.33,02/27/2015,2015.0
49,Vermont (America East),3,0-3,25,8.33,02/27/2015,2015.0
49,Maryland (Big Ten),3,2-1,25,8.33,02/27/2015,2015.0
49,Mount St. Mary's (NEC),3,1-2,25,8.33,02/27/2015,2015.0
53,Air Force (ECAC),4,1-3,32,8.00,02/27/2015,2015.0
53,Detroit Mercy (MAAC),4,2-2,32,8.00,02/27/2015,2015.0
53,Jacksonville (SoCon),2,1-1,16,8.00,02/27/2015,2015.0
56,Canisius (MAAC),3,0-3,23,7.67,02/27/2015,2015.0
57,Wagner (NEC),2,0-2,15,7.50,02/27/2015,2015.0
58,Furman (SoCon),4,1-3,29,7.25,02/27/2015,2015.0
59,Bryant (NEC),3,1-2,21,7.00,02/27/2015,2015.0
60,Mercer (SoCon),3,0-3,20,6.67,02/27/2015,2015.0
61,UMass Lowell (America East),2,0-2,13,6.50,02/27/2015,2015.0
62,Quinnipiac (MAAC),1,0-1,6,6.00,02/27/2015,2015.0
63,UMBC (America East),3,1-2,16,5.33,02/27/2015,2015.0
64,VMI (SoCon),4,0-4,21,5.25,02/27/2015,2015.0
65,Sacred Heart (NEC),1,0-1,5,5.00,02/27/2015,2015.0
65,Dartmouth (Ivy League),1,0-1,5,5.00,02/27/2015,2015.0
67,NJIT (Independent),1,0-1,4,4.00,02/27/2015,2015.0
68,Manhattan (MAAC),4,0-4,11,2.75,02/27/2015,2015.0
69,Monmouth (MAAC),1,0-1,2,2.00,02/27/2015,2015.0
1,Brown (Ivy League),1,1-0,17,17.00,02/25/2015,2015.0
2,North Carolina (ACC),4,4-0,67,16.75,02/25/2015,2015.0
3,Army West Point (Patriot),4,3-1,65,16.25,02/25/2015,2015.0
4,Syracuse (ACC),3,3-0,47,15.67,02/25/2015,2015.0
5,Notre Dame (ACC),2,2-0,31,15.50,02/25/2015,2015.0
6,Stony Brook (America East),3,2-1,45,15.00,02/25/2015,2015.0
6,UAlbany (America East),1,1-0,15,15.00,02/25/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/25/2015,2015.0
8,Yale (Ivy League),2,2-0,29,14.50,02/25/2015,2015.0
10,Denver (Big East),3,3-0,43,14.33,02/25/2015,2015.0
11,Princeton (Ivy League),2,2-0,28,14.00,02/25/2015,2015.0
11,Harvard (Ivy League),1,1-0,14,14.00,02/25/2015,2015.0
13,Virginia (ACC),3,3-0,41,13.67,02/25/2015,2015.0
14,Hofstra (CAA),3,1-2,40,13.33,02/25/2015,2015.0
15,Cornell (Ivy League),3,2-1,39,13.00,02/25/2015,2015.0
15,Michigan (Big Ten),3,2-1,39,13.00,02/25/2015,2015.0
17,High Point (SoCon),5,2-3,61,12.20,02/25/2015,2015.0
18,Loyola Maryland (Patriot),4,2-2,47,11.75,02/25/2015,2015.0
19,Villanova (Big East),3,2-1,35,11.67,02/25/2015,2015.0
20,Holy Cross (Patriot),2,2-0,23,11.50,02/25/2015,2015.0
21,Fairfield (CAA),3,2-1,34,11.33,02/25/2015,2015.0
21,Richmond (SoCon),3,2-1,34,11.33,02/25/2015,2015.0
23,Johns Hopkins (Big Ten),4,2-2,45,11.25,02/25/2015,2015.0
24,Boston U. (Patriot),4,2-2,44,11.00,02/25/2015,2015.0
24,Lehigh (Patriot),3,2-1,33,11.00,02/25/2015,2015.0
24,Bellarmine (SoCon),2,1-1,22,11.00,02/25/2015,2015.0
27,Siena (MAAC),4,2-2,43,10.75,02/25/2015,2015.0
27,Ohio St. (Big Ten),4,3-1,43,10.75,02/25/2015,2015.0
29,St. John's (NY) (Big East),3,1-2,32,10.67,02/25/2015,2015.0
29,Marquette (Big East),3,3-0,32,10.67,02/25/2015,2015.0
31,Mount St. Mary's (NEC),2,1-1,21,10.50,02/25/2015,2015.0
32,Colgate (Patriot),3,3-0,31,10.33,02/25/2015,2015.0
33,Hobart (NEC),2,1-1,20,10.00,02/25/2015,2015.0
33,Lafayette (Patriot),2,1-1,20,10.00,02/25/2015,2015.0
35,Navy (Patriot),3,1-2,29,9.67,02/25/2015,2015.0
35,Drexel (CAA),3,0-3,29,9.67,02/25/2015,2015.0
37,Saint Joseph's (NEC),4,2-2,38,9.50,02/25/2015,2015.0
37,Binghamton (America East),2,0-2,19,9.50,02/25/2015,2015.0
37,Marist (MAAC),2,2-0,19,9.50,02/25/2015,2015.0
40,Massachusetts (CAA),3,0-3,28,9.33,02/25/2015,2015.0
40,Penn St. (Big Ten),3,1-2,28,9.33,02/25/2015,2015.0
40,Penn (Ivy League),3,2-1,28,9.33,02/25/2015,2015.0
43,Delaware (CAA),4,2-2,36,9.00,02/25/2015,2015.0
43,Towson (CAA),3,2-1,27,9.00,02/25/2015,2015.0
43,Georgetown (Big East),2,0-2,18,9.00,02/25/2015,2015.0
43,Hartford (America East),1,0-1,9,9.00,02/25/2015,2015.0
47,Rutgers (Big Ten),4,2-2,35,8.75,02/25/2015,2015.0
48,Robert Morris (NEC),3,0-3,26,8.67,02/25/2015,2015.0
48,Bucknell (Patriot),3,2-1,26,8.67,02/25/2015,2015.0
48,Detroit Mercy (MAAC),3,2-1,26,8.67,02/25/2015,2015.0
51,Maryland (Big Ten),3,2-1,25,8.33,02/25/2015,2015.0
51,Vermont (America East),3,0-3,25,8.33,02/25/2015,2015.0
51,Providence (Big East),3,2-1,25,8.33,02/25/2015,2015.0
54,Air Force (ECAC),4,1-3,32,8.00,02/25/2015,2015.0
54,Jacksonville (SoCon),2,1-1,16,8.00,02/25/2015,2015.0
56,Canisius (MAAC),3,0-3,23,7.67,02/25/2015,2015.0
57,Wagner (NEC),2,0-2,15,7.50,02/25/2015,2015.0
58,Furman (SoCon),4,1-3,29,7.25,02/25/2015,2015.0
59,Bryant (NEC),3,1-2,21,7.00,02/25/2015,2015.0
60,Mercer (SoCon),3,0-3,20,6.67,02/25/2015,2015.0
61,UMass Lowell (America East),2,0-2,13,6.50,02/25/2015,2015.0
62,Quinnipiac (MAAC),1,0-1,6,6.00,02/25/2015,2015.0
63,UMBC (America East),3,1-2,16,5.33,02/25/2015,2015.0
64,VMI (SoCon),4,0-4,21,5.25,02/25/2015,2015.0
65,Sacred Heart (NEC),1,0-1,5,5.00,02/25/2015,2015.0
65,Dartmouth (Ivy League),1,0-1,5,5.00,02/25/2015,2015.0
67,NJIT (Independent),1,0-1,4,4.00,02/25/2015,2015.0
68,Manhattan (MAAC),4,0-4,11,2.75,02/25/2015,2015.0
69,Monmouth (MAAC),1,0-1,2,2.00,02/25/2015,2015.0
1,Brown (Ivy League),1,1-0,17,17.00,02/24/2015,2015.0
2,North Carolina (ACC),4,4-0,67,16.75,02/24/2015,2015.0
3,Army West Point (Patriot),4,3-1,65,16.25,02/24/2015,2015.0
4,Syracuse (ACC),3,3-0,47,15.67,02/24/2015,2015.0
5,Notre Dame (ACC),2,2-0,31,15.50,02/24/2015,2015.0
6,Stony Brook (America East),3,2-1,45,15.00,02/24/2015,2015.0
6,UAlbany (America East),1,1-0,15,15.00,02/24/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/24/2015,2015.0
8,Yale (Ivy League),2,2-0,29,14.50,02/24/2015,2015.0
10,Denver (Big East),3,3-0,43,14.33,02/24/2015,2015.0
11,Princeton (Ivy League),2,2-0,28,14.00,02/24/2015,2015.0
11,Harvard (Ivy League),1,1-0,14,14.00,02/24/2015,2015.0
13,Virginia (ACC),3,3-0,41,13.67,02/24/2015,2015.0
14,Hofstra (CAA),3,1-2,40,13.33,02/24/2015,2015.0
14,Boston U. (Patriot),3,2-1,40,13.33,02/24/2015,2015.0
16,Cornell (Ivy League),3,2-1,39,13.00,02/24/2015,2015.0
16,Michigan (Big Ten),3,2-1,39,13.00,02/24/2015,2015.0
18,High Point (SoCon),5,2-3,61,12.20,02/24/2015,2015.0
19,Loyola Maryland (Patriot),4,2-2,47,11.75,02/24/2015,2015.0
20,Villanova (Big East),3,2-1,35,11.67,02/24/2015,2015.0
21,Holy Cross (Patriot),2,2-0,23,11.50,02/24/2015,2015.0
22,Richmond (SoCon),3,2-1,34,11.33,02/24/2015,2015.0
22,Fairfield (CAA),3,2-1,34,11.33,02/24/2015,2015.0
24,Johns Hopkins (Big Ten),4,2-2,45,11.25,02/24/2015,2015.0
25,Lehigh (Patriot),3,2-1,33,11.00,02/24/2015,2015.0
25,Bellarmine (SoCon),2,1-1,22,11.00,02/24/2015,2015.0
27,Ohio St. (Big Ten),4,3-1,43,10.75,02/24/2015,2015.0
27,Siena (MAAC),4,2-2,43,10.75,02/24/2015,2015.0
29,St. John's (NY) (Big East),3,1-2,32,10.67,02/24/2015,2015.0
29,Marquette (Big East),3,3-0,32,10.67,02/24/2015,2015.0
31,Mount St. Mary's (NEC),2,1-1,21,10.50,02/24/2015,2015.0
32,Colgate (Patriot),3,3-0,31,10.33,02/24/2015,2015.0
33,Hobart (NEC),2,1-1,20,10.00,02/24/2015,2015.0
33,Lafayette (Patriot),2,1-1,20,10.00,02/24/2015,2015.0
35,Drexel (CAA),3,0-3,29,9.67,02/24/2015,2015.0
35,Navy (Patriot),3,1-2,29,9.67,02/24/2015,2015.0
37,Marist (MAAC),2,2-0,19,9.50,02/24/2015,2015.0
37,Binghamton (America East),2,0-2,19,9.50,02/24/2015,2015.0
39,Massachusetts (CAA),3,0-3,28,9.33,02/24/2015,2015.0
39,Penn (Ivy League),3,2-1,28,9.33,02/24/2015,2015.0
39,Penn St. (Big Ten),3,1-2,28,9.33,02/24/2015,2015.0
42,Delaware (CAA),4,2-2,36,9.00,02/24/2015,2015.0
42,Saint Joseph's (NEC),3,1-2,27,9.00,02/24/2015,2015.0
42,Towson (CAA),3,2-1,27,9.00,02/24/2015,2015.0
42,Providence (Big East),2,1-1,18,9.00,02/24/2015,2015.0
42,Georgetown (Big East),2,0-2,18,9.00,02/24/2015,2015.0
42,Hartford (America East),1,0-1,9,9.00,02/24/2015,2015.0
48,Rutgers (Big Ten),4,2-2,35,8.75,02/24/2015,2015.0
49,Bucknell (Patriot),3,2-1,26,8.67,02/24/2015,2015.0
49,Robert Morris (NEC),3,0-3,26,8.67,02/24/2015,2015.0
49,Detroit Mercy (MAAC),3,2-1,26,8.67,02/24/2015,2015.0
52,Maryland (Big Ten),3,2-1,25,8.33,02/24/2015,2015.0
52,Vermont (America East),3,0-3,25,8.33,02/24/2015,2015.0
54,Air Force (ECAC),4,1-3,32,8.00,02/24/2015,2015.0
54,Jacksonville (SoCon),2,1-1,16,8.00,02/24/2015,2015.0
56,Canisius (MAAC),3,0-3,23,7.67,02/24/2015,2015.0
57,Wagner (NEC),2,0-2,15,7.50,02/24/2015,2015.0
58,Furman (SoCon),4,1-3,29,7.25,02/24/2015,2015.0
59,Bryant (NEC),3,1-2,21,7.00,02/24/2015,2015.0
60,Mercer (SoCon),3,0-3,20,6.67,02/24/2015,2015.0
61,UMass Lowell (America East),2,0-2,13,6.50,02/24/2015,2015.0
62,VMI (SoCon),3,0-3,18,6.00,02/24/2015,2015.0
62,Quinnipiac (MAAC),1,0-1,6,6.00,02/24/2015,2015.0
64,UMBC (America East),3,1-2,16,5.33,02/24/2015,2015.0
65,Dartmouth (Ivy League),1,0-1,5,5.00,02/24/2015,2015.0
65,Sacred Heart (NEC),1,0-1,5,5.00,02/24/2015,2015.0
67,NJIT (Independent),1,0-1,4,4.00,02/24/2015,2015.0
68,Manhattan (MAAC),4,0-4,11,2.75,02/24/2015,2015.0
69,Monmouth (MAAC),1,0-1,2,2.00,02/24/2015,2015.0
1,Brown (Ivy League),1,1-0,17,17.00,02/23/2015,2015.0
2,North Carolina (ACC),4,4-0,67,16.75,02/23/2015,2015.0
3,Army West Point (Patriot),4,3-1,65,16.25,02/23/2015,2015.0
4,Syracuse (ACC),3,3-0,47,15.67,02/23/2015,2015.0
5,Notre Dame (ACC),2,2-0,31,15.50,02/23/2015,2015.0
6,Stony Brook (America East),3,2-1,45,15.00,02/23/2015,2015.0
6,UAlbany (America East),1,1-0,15,15.00,02/23/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/23/2015,2015.0
8,Yale (Ivy League),2,2-0,29,14.50,02/23/2015,2015.0
10,Denver (Big East),3,3-0,43,14.33,02/23/2015,2015.0
11,Princeton (Ivy League),2,2-0,28,14.00,02/23/2015,2015.0
11,Harvard (Ivy League),1,1-0,14,14.00,02/23/2015,2015.0
13,Virginia (ACC),3,3-0,41,13.67,02/23/2015,2015.0
14,Boston U. (Patriot),3,2-1,40,13.33,02/23/2015,2015.0
15,Michigan (Big Ten),3,2-1,39,13.00,02/23/2015,2015.0
16,High Point (SoCon),5,2-3,61,12.20,02/23/2015,2015.0
17,Loyola Maryland (Patriot),4,2-2,47,11.75,02/23/2015,2015.0
18,Holy Cross (Patriot),2,2-0,23,11.50,02/23/2015,2015.0
19,Fairfield (CAA),3,2-1,34,11.33,02/23/2015,2015.0
19,Richmond (SoCon),3,2-1,34,11.33,02/23/2015,2015.0
21,Johns Hopkins (Big Ten),4,2-2,45,11.25,02/23/2015,2015.0
22,Lehigh (Patriot),3,2-1,33,11.00,02/23/2015,2015.0
22,Bellarmine (SoCon),2,1-1,22,11.00,02/23/2015,2015.0
22,Cornell (Ivy League),2,1-1,22,11.00,02/23/2015,2015.0
22,Hofstra (CAA),2,0-2,22,11.00,02/23/2015,2015.0
22,Mount St. Mary's (NEC),1,1-0,11,11.00,02/23/2015,2015.0
27,Ohio St. (Big Ten),4,3-1,43,10.75,02/23/2015,2015.0
28,Marquette (Big East),3,3-0,32,10.67,02/23/2015,2015.0
28,St. John's (NY) (Big East),3,1-2,32,10.67,02/23/2015,2015.0
30,Villanova (Big East),2,1-1,21,10.50,02/23/2015,2015.0
30,Penn (Ivy League),2,2-0,21,10.50,02/23/2015,2015.0
32,Colgate (Patriot),3,3-0,31,10.33,02/23/2015,2015.0
33,Lafayette (Patriot),2,1-1,20,10.00,02/23/2015,2015.0
33,Hobart (NEC),2,1-1,20,10.00,02/23/2015,2015.0
35,Navy (Patriot),3,1-2,29,9.67,02/23/2015,2015.0
36,Marist (MAAC),2,2-0,19,9.50,02/23/2015,2015.0
37,Massachusetts (CAA),3,0-3,28,9.33,02/23/2015,2015.0
37,Siena (MAAC),3,1-2,28,9.33,02/23/2015,2015.0
37,Penn St. (Big Ten),3,1-2,28,9.33,02/23/2015,2015.0
40,Towson (CAA),3,2-1,27,9.00,02/23/2015,2015.0
40,Saint Joseph's (NEC),3,1-2,27,9.00,02/23/2015,2015.0
40,Drexel (CAA),2,0-2,18,9.00,02/23/2015,2015.0
40,Providence (Big East),2,1-1,18,9.00,02/23/2015,2015.0
40,Georgetown (Big East),2,0-2,18,9.00,02/23/2015,2015.0
40,Hartford (America East),1,0-1,9,9.00,02/23/2015,2015.0
40,Binghamton (America East),1,0-1,9,9.00,02/23/2015,2015.0
47,Robert Morris (NEC),3,0-3,26,8.67,02/23/2015,2015.0
47,Detroit Mercy (MAAC),3,2-1,26,8.67,02/23/2015,2015.0
47,Bucknell (Patriot),3,2-1,26,8.67,02/23/2015,2015.0
50,Vermont (America East),3,0-3,25,8.33,02/23/2015,2015.0
50,Delaware (CAA),3,1-2,25,8.33,02/23/2015,2015.0
52,Air Force (ECAC),4,1-3,32,8.00,02/23/2015,2015.0
52,Jacksonville (SoCon),2,1-1,16,8.00,02/23/2015,2015.0
54,Canisius (MAAC),3,0-3,23,7.67,02/23/2015,2015.0
55,Rutgers (Big Ten),3,1-2,22,7.33,02/23/2015,2015.0
56,Furman (SoCon),4,1-3,29,7.25,02/23/2015,2015.0
57,Bryant (NEC),3,1-2,21,7.00,02/23/2015,2015.0
57,Maryland (Big Ten),2,1-1,14,7.00,02/23/2015,2015.0
59,UMass Lowell (America East),2,0-2,13,6.50,02/23/2015,2015.0
60,VMI (SoCon),3,0-3,18,6.00,02/23/2015,2015.0
60,Mercer (SoCon),2,0-2,12,6.00,02/23/2015,2015.0
60,Quinnipiac (MAAC),1,0-1,6,6.00,02/23/2015,2015.0
63,UMBC (America East),3,1-2,16,5.33,02/23/2015,2015.0
64,Sacred Heart (NEC),1,0-1,5,5.00,02/23/2015,2015.0
64,Wagner (NEC),1,0-1,5,5.00,02/23/2015,2015.0
64,Dartmouth (Ivy League),1,0-1,5,5.00,02/23/2015,2015.0
67,NJIT (Independent),1,0-1,4,4.00,02/23/2015,2015.0
68,Manhattan (MAAC),3,0-3,11,3.67,02/23/2015,2015.0
69,Monmouth (MAAC),1,0-1,2,2.00,02/23/2015,2015.0
1,Brown (Ivy League),1,1-0,17,17.00,02/22/2015,2015.0
2,North Carolina (ACC),4,4-0,67,16.75,02/22/2015,2015.0
3,Army West Point (Patriot),4,3-1,65,16.25,02/22/2015,2015.0
4,Syracuse (ACC),3,3-0,47,15.67,02/22/2015,2015.0
5,Notre Dame (ACC),2,2-0,31,15.50,02/22/2015,2015.0
6,Stony Brook (America East),3,2-1,45,15.00,02/22/2015,2015.0
6,UAlbany (America East),1,1-0,15,15.00,02/22/2015,2015.0
8,Duke (ACC),4,3-1,58,14.50,02/22/2015,2015.0
8,Yale (Ivy League),2,2-0,29,14.50,02/22/2015,2015.0
10,Denver (Big East),3,3-0,43,14.33,02/22/2015,2015.0
11,Princeton (Ivy League),2,2-0,28,14.00,02/22/2015,2015.0
11,Harvard (Ivy League),1,1-0,14,14.00,02/22/2015,2015.0
13,Virginia (ACC),3,3-0,41,13.67,02/22/2015,2015.0
14,Boston U. (Patriot),3,2-1,40,13.33,02/22/2015,2015.0
15,Michigan (Big Ten),3,2-1,39,13.00,02/22/2015,2015.0
16,High Point (SoCon),5,2-3,61,12.20,02/22/2015,2015.0
17,Loyola Maryland (Patriot),4,2-2,47,11.75,02/22/2015,2015.0
18,Holy Cross (Patriot),2,2-0,23,11.50,02/22/2015,2015.0
19,Fairfield (CAA),3,2-1,34,11.33,02/22/2015,2015.0
19,Richmond (SoCon),3,2-1,34,11.33,02/22/2015,2015.0
21,Johns Hopkins (Big Ten),4,2-2,45,11.25,02/22/2015,2015.0
22,Lehigh (Patriot),3,2-1,33,11.00,02/22/2015,2015.0
22,Bellarmine (SoCon),2,1-1,22,11.00,02/22/2015,2015.0
22,Cornell (Ivy League),2,1-1,22,11.00,02/22/2015,2015.0
22,Hofstra (CAA),2,0-2,22,11.00,02/22/2015,2015.0
22,Mount St. Mary's (NEC),1,1-0,11,11.00,02/22/2015,2015.0
27,Ohio St. (Big Ten),4,3-1,43,10.75,02/22/2015,2015.0
28,Marquette (Big East),3,3-0,32,10.67,02/22/2015,2015.0
28,St. John's (NY) (Big East),3,1-2,32,10.67,02/22/2015,2015.0
30,Villanova (Big East),2,1-1,21,10.50,02/22/2015,2015.0
30,Penn (Ivy League),2,2-0,21,10.50,02/22/2015,2015.0
32,Colgate (Patriot),3,3-0,31,10.33,02/22/2015,2015.0
33,Lafayette (Patriot),2,1-1,20,10.00,02/22/2015,2015.0
33,Hobart (NEC),2,1-1,20,10.00,02/22/2015,2015.0
35,Navy (Patriot),3,1-2,29,9.67,02/22/2015,2015.0
36,Marist (MAAC),2,2-0,19,9.50,02/22/2015,2015.0
37,Massachusetts (CAA),3,0-3,28,9.33,02/22/2015,2015.0
37,Siena (MAAC),3,1-2,28,9.33,02/22/2015,2015.0
37,Penn St. (Big Ten),3,1-2,28,9.33,02/22/2015,2015.0
40,Towson (CAA),3,2-1,27,9.00,02/22/2015,2015.0
40,Saint Joseph's (NEC),3,1-2,27,9.00,02/22/2015,2015.0
40,Drexel (CAA),2,0-2,18,9.00,02/22/2015,2015.0
40,Providence (Big East),2,1-1,18,9.00,02/22/2015,2015.0
40,Georgetown (Big East),2,0-2,18,9.00,02/22/2015,2015.0
40,Hartford (America East),1,0-1,9,9.00,02/22/2015,2015.0
40,Binghamton (America East),1,0-1,9,9.00,02/22/2015,2015.0
47,Robert Morris (NEC),3,0-3,26,8.67,02/22/2015,2015.0
47,Detroit Mercy (MAAC),3,2-1,26,8.67,02/22/2015,2015.0
47,Bucknell (Patriot),3,2-1,26,8.67,02/22/2015,2015.0
50,Vermont (America East),3,0-3,25,8.33,02/22/2015,2015.0
50,Delaware (CAA),3,1-2,25,8.33,02/22/2015,2015.0
52,Air Force (ECAC),4,1-3,32,8.00,02/22/2015,2015.0
52,Jacksonville (SoCon),2,1-1,16,8.00,02/22/2015,2015.0
54,Canisius (MAAC),3,0-3,23,7.67,02/22/2015,2015.0
55,Rutgers (Big Ten),3,1-2,22,7.33,02/22/2015,2015.0
56,Furman (SoCon),4,1-3,29,7.25,02/22/2015,2015.0
57,Bryant (NEC),3,1-2,21,7.00,02/22/2015,2015.0
57,Maryland (Big Ten),2,1-1,14,7.00,02/22/2015,2015.0
59,UMass Lowell (America East),2,0-2,13,6.50,02/22/2015,2015.0
60,VMI (SoCon),3,0-3,18,6.00,02/22/2015,2015.0
60,Mercer (SoCon),2,0-2,12,6.00,02/22/2015,2015.0
