Rank,Team,Games,W-L,FOs Won,FOs Lost,TM FOT,Pct.,Date,Academic Year
38,St. John's (NY) (Big East),8,1-7,88,86,174,0.506,03/29/2017,2017.0
39,Fairfield (CAA),9,3-6,101,99,200,0.505,03/29/2017,2017.0
40,Villanova (Big East),9,5-4,134,132,266,0.504,03/29/2017,2017.0
41,Jacksonville (SoCon),8,0-8,94,94,188,0.500,03/29/2017,2017.0
42,Detroit Mercy (MAAC),10,4-6,120,123,243,0.494,03/29/2017,2017.0
43,Bucknell (Patriot),9,4-5,105,108,213,0.493,03/29/2017,2017.0
44,Georgetown (Big East),9,2-7,104,108,212,0.491,03/29/2017,2017.0
45,Marquette (Big East),7,5-2,69,73,142,0.486,03/29/2017,2017.0
46,Monmouth (MAAC),8,5-3,82,89,171,0.480,03/29/2017,2017.0
47,Lafayette (Patriot),8,1-7,89,103,192,0.464,03/29/2017,2017.0
48,UMBC (America East),8,3-5,77,90,167,0.461,03/29/2017,2017.0
49,Canisius (MAAC),9,4-5,107,129,236,0.453,03/29/2017,2017.0
50,Princeton (Ivy League),8,5-3,102,124,226,0.451,03/29/2017,2017.0
51,Notre Dame (ACC),6,5-1,61,75,136,0.449,03/29/2017,2017.0
52,VMI (SoCon),8,1-7,86,107,193,0.446,03/29/2017,2017.0
53,Sacred Heart (NEC),8,5-3,81,102,183,0.443,03/29/2017,2017.0
54,Robert Morris (NEC),9,6-3,97,126,223,0.435,03/29/2017,2017.0
55,Johns Hopkins (Big Ten),8,5-3,92,120,212,0.434,03/29/2017,2017.0
56,Stony Brook (America East),8,5-3,91,120,211,0.431,03/29/2017,2017.0
57,Penn (Ivy League),7,4-3,75,101,176,0.426,03/29/2017,2017.0
58,Cleveland St. (Independent),10,3-7,104,145,249,0.418,03/29/2017,2017.0
59,Dartmouth (Ivy League),7,1-6,67,94,161,0.416,03/29/2017,2017.0
60,Wagner (NEC),10,5-5,86,121,207,0.415,03/29/2017,2017.0
61,Siena (MAAC),9,0-9,105,167,272,0.386,03/29/2017,2017.0
62,Hampton (DI Independent),5,1-4,45,72,117,0.385,03/29/2017,2017.0
63,Harvard (Ivy League),9,5-4,87,146,233,0.373,03/29/2017,2017.0
64,Bellarmine (SoCon),8,2-6,78,131,209,0.373,03/29/2017,2017.0
65,Cornell (Ivy League),7,1-6,76,128,204,0.373,03/29/2017,2017.0
66,Mount St. Mary's (NEC),8,3-5,66,114,180,0.367,03/29/2017,2017.0
67,Drexel (CAA),8,3-5,70,124,194,0.361,03/29/2017,2017.0
68,Holy Cross (Patriot),9,2-7,75,135,210,0.357,03/29/2017,2017.0
69,High Point (SoCon),9,3-6,68,137,205,0.332,03/29/2017,2017.0
-,UMass Lowell (America East),10,2-8,107,142,249,0.430,03/29/2017,2017.0
1,Denver (Big East),8,6-2,138,55,193,0.715,03/28/2017,2017.0
2,Penn St. (Big Ten),9,9-0,186,82,268,0.694,03/28/2017,2017.0
3,Army West Point (Patriot),9,8-1,133,69,202,0.658,03/28/2017,2017.0
4,UAlbany (America East),7,6-1,131,73,204,0.642,03/28/2017,2017.0
5,Navy (Patriot),10,4-6,149,85,234,0.637,03/28/2017,2017.0
6,Ohio St. (Big Ten),10,9-1,134,86,220,0.609,03/28/2017,2017.0
7,North Carolina (ACC),9,5-4,119,81,200,0.595,03/28/2017,2017.0
8,Loyola Maryland (Patriot),9,5-4,140,99,239,0.586,03/28/2017,2017.0
9,Yale (Ivy League),7,4-3,111,79,190,0.584,03/28/2017,2017.0
10,Mercer (SoCon),8,3-5,99,73,172,0.576,03/28/2017,2017.0
11,Brown (Ivy League),7,4-3,130,96,226,0.575,03/28/2017,2017.0
12,Hartford (America East),8,3-5,111,82,193,0.575,03/28/2017,2017.0
13,Colgate (Patriot),9,3-6,128,95,223,0.574,03/28/2017,2017.0
14,Richmond (SoCon),9,8-1,99,74,173,0.572,03/28/2017,2017.0
15,Lehigh (Patriot),8,4-4,103,82,185,0.557,03/28/2017,2017.0
16,Virginia (ACC),9,5-4,166,133,299,0.555,03/28/2017,2017.0
17,Towson (CAA),7,4-3,81,65,146,0.555,03/28/2017,2017.0
18,Michigan (Big Ten),9,8-1,117,94,211,0.555,03/28/2017,2017.0
19,Providence (Big East),9,6-3,102,82,184,0.554,03/28/2017,2017.0
20,Bryant (NEC),10,5-5,121,103,224,0.540,03/28/2017,2017.0
