Rank,Team,Games,W-L,FOs Won,FOs Lost,TM FOT,Pct.,Date,Academic Year
23,Hofstra (CAA),4,2-2,61,47,108,0.565,02/25/2020,2020.0
24,Quinnipiac (MAAC),4,0-4,58,45,103,0.563,02/25/2020,2020.0
25,Michigan (Big Ten),4,2-2,60,47,107,0.561,02/25/2020,2020.0
26,Virginia (ACC),4,3-1,63,50,113,0.558,02/25/2020,2020.0
27,Hobart (NEC),3,3-0,61,49,110,0.555,02/25/2020,2020.0
28,Utah (DI Independent),4,2-2,59,48,107,0.551,02/25/2020,2020.0
29,Penn (Ivy League),2,1-1,35,29,64,0.547,02/25/2020,2020.0
30,Cleveland St. (DI Independent),5,1-4,65,59,124,0.524,02/25/2020,2020.0
31,Monmouth (MAAC),4,2-2,46,42,88,0.523,02/25/2020,2020.0
32,Dartmouth (Ivy League),2,2-0,26,24,50,0.520,02/25/2020,2020.0
33,Mount St. Mary's (NEC),4,1-3,46,43,89,0.517,02/25/2020,2020.0
34,North Carolina (ACC),4,4-0,60,58,118,0.508,02/25/2020,2020.0
35,Maryland (Big Ten),4,3-1,67,65,132,0.508,02/25/2020,2020.0
36,Princeton (Ivy League),3,3-0,49,48,97,0.505,02/25/2020,2020.0
37,Drexel (CAA),3,1-2,54,53,107,0.505,02/25/2020,2020.0
38,Jacksonville (SoCon),3,2-1,42,42,84,0.500,02/25/2020,2020.0
39,Stony Brook (America East),4,3-1,58,60,118,0.492,02/25/2020,2020.0
40,Merrimack (NEC),4,1-3,55,57,112,0.491,02/25/2020,2020.0
41,Robert Morris (Independent),3,1-2,50,52,102,0.490,02/25/2020,2020.0
42,Hartford (America East),4,1-3,48,50,98,0.490,02/25/2020,2020.0
43,Bryant (NEC),4,1-3,49,53,102,0.480,02/25/2020,2020.0
44,Marquette (Big East),4,3-1,45,51,96,0.469,02/25/2020,2020.0
45,Army West Point (Patriot),5,3-2,55,63,118,0.466,02/25/2020,2020.0
46,Colgate (Patriot),4,0-4,64,75,139,0.460,02/25/2020,2020.0
47,Ohio St. (Big Ten),4,3-1,46,54,100,0.460,02/25/2020,2020.0
48,Hampton (DI Independent),4,0-4,57,68,125,0.456,02/25/2020,2020.0
49,Wagner (NEC),4,1-3,45,54,99,0.455,02/25/2020,2020.0
50,Sacred Heart (NEC),3,1-2,38,47,85,0.447,02/25/2020,2020.0
51,UMass Lowell (America East),5,2-3,56,70,126,0.444,02/25/2020,2020.0
52,UAlbany (America East),2,1-1,28,36,64,0.438,02/25/2020,2020.0
53,Delaware (CAA),4,3-1,35,46,81,0.432,02/25/2020,2020.0
54,Fairfield (CAA),3,2-1,45,60,105,0.429,02/25/2020,2020.0
55,High Point (SoCon),5,1-4,71,96,167,0.425,02/25/2020,2020.0
56,Manhattan (MAAC),3,2-1,26,36,62,0.419,02/25/2020,2020.0
57,NJIT (NEC),5,1-4,52,74,126,0.413,02/25/2020,2020.0
58,Bellarmine (SoCon),6,2-4,69,101,170,0.406,02/25/2020,2020.0
59,Richmond (SoCon),4,2-2,43,63,106,0.406,02/25/2020,2020.0
60,Air Force (SoCon),5,3-2,47,70,117,0.402,02/25/2020,2020.0
61,Siena (MAAC),3,1-2,40,61,101,0.396,02/25/2020,2020.0
62,LIU (NEC),3,0-3,34,52,86,0.395,02/25/2020,2020.0
63,VMI (SoCon),2,0-2,19,30,49,0.388,02/25/2020,2020.0
64,Lafayette (Patriot),4,0-4,41,69,110,0.373,02/25/2020,2020.0
65,Villanova (Big East),4,2-2,43,73,116,0.371,02/25/2020,2020.0
66,Canisius (MAAC),4,0-4,40,73,113,0.354,02/25/2020,2020.0
67,Vermont (America East),2,1-1,18,33,51,0.353,02/25/2020,2020.0
68,Providence (Big East),4,3-1,29,56,85,0.341,02/25/2020,2020.0
69,Towson (CAA),3,0-3,26,55,81,0.321,02/25/2020,2020.0
70,Rutgers (Big Ten),4,2-2,35,76,111,0.315,02/25/2020,2020.0
71,UMBC (America East),2,1-1,12,27,39,0.308,02/25/2020,2020.0
72,Furman (SoCon),4,1-3,33,76,109,0.303,02/25/2020,2020.0
73,Binghamton (America East),3,1-2,27,64,91,0.297,02/25/2020,2020.0
74,Harvard (Ivy League),2,1-1,11,31,42,0.262,02/25/2020,2020.0
75,St. Bonaventure (MAAC),4,0-4,18,73,91,0.198,02/25/2020,2020.0
1,Syracuse (ACC),3,3-0,62,21,83,0.747,02/23/2020,2020.0
2,Saint Joseph's (NEC),4,3-1,70,28,98,0.714,02/23/2020,2020.0
3,Loyola Maryland (Patriot),3,2-1,49,20,69,0.710,02/23/2020,2020.0
4,Navy (Patriot),3,2-1,48,20,68,0.706,02/23/2020,2020.0
5,Mercer (SoCon),3,2-1,59,28,87,0.678,02/23/2020,2020.0
6,Cornell (Ivy League),3,3-0,66,32,98,0.673,02/23/2020,2020.0
7,Georgetown (Big East),3,3-0,58,29,87,0.667,02/23/2020,2020.0
7,Yale (Ivy League),2,2-0,40,20,60,0.667,02/23/2020,2020.0
9,Lehigh (Patriot),4,3-1,73,37,110,0.664,02/23/2020,2020.0
10,Boston U. (Patriot),5,2-3,75,41,116,0.647,02/23/2020,2020.0
11,Holy Cross (Patriot),4,3-1,58,33,91,0.637,02/23/2020,2020.0
12,Marist (MAAC),3,2-1,47,27,74,0.635,02/23/2020,2020.0
13,St. John's (NY) (Big East),4,2-2,78,45,123,0.634,02/23/2020,2020.0
14,Hofstra (CAA),3,2-1,49,31,80,0.613,02/23/2020,2020.0
15,Brown (Ivy League),3,2-1,44,28,72,0.611,02/23/2020,2020.0
16,Denver (Big East),4,3-1,59,38,97,0.608,02/23/2020,2020.0
17,Johns Hopkins (Big Ten),3,1-2,46,30,76,0.605,02/23/2020,2020.0
18,Notre Dame (ACC),2,2-0,30,20,50,0.600,02/23/2020,2020.0
19,Penn St. (Big Ten),4,3-1,67,45,112,0.598,02/23/2020,2020.0
20,Mount St. Mary's (NEC),3,1-2,37,25,62,0.597,02/23/2020,2020.0
21,Robert Morris (Independent),2,1-1,36,26,62,0.581,02/23/2020,2020.0
22,Massachusetts (CAA),3,1-2,37,27,64,0.578,02/23/2020,2020.0
23,Detroit Mercy (MAAC),4,2-2,76,56,132,0.576,02/23/2020,2020.0
24,Duke (ACC),4,2-2,66,49,115,0.574,02/23/2020,2020.0
25,Bucknell (Patriot),4,3-1,62,48,110,0.564,02/23/2020,2020.0
26,Quinnipiac (MAAC),4,0-4,58,45,103,0.563,02/23/2020,2020.0
27,Michigan (Big Ten),4,2-2,60,47,107,0.561,02/23/2020,2020.0
28,Hobart (NEC),3,3-0,61,49,110,0.555,02/23/2020,2020.0
29,Utah (DI Independent),4,2-2,59,48,107,0.551,02/23/2020,2020.0
30,Penn (Ivy League),2,1-1,35,29,64,0.547,02/23/2020,2020.0
31,Hartford (America East),3,1-2,39,35,74,0.527,02/23/2020,2020.0
32,Cleveland St. (DI Independent),5,1-4,65,59,124,0.524,02/23/2020,2020.0
33,Dartmouth (Ivy League),2,2-0,26,24,50,0.520,02/23/2020,2020.0
34,North Carolina (ACC),4,4-0,60,58,118,0.508,02/23/2020,2020.0
35,Maryland (Big Ten),4,3-1,67,65,132,0.508,02/23/2020,2020.0
36,Wagner (NEC),3,1-2,41,40,81,0.506,02/23/2020,2020.0
37,Princeton (Ivy League),3,3-0,49,48,97,0.505,02/23/2020,2020.0
38,Jacksonville (SoCon),3,2-1,42,42,84,0.500,02/23/2020,2020.0
39,Merrimack (NEC),4,1-3,55,57,112,0.491,02/23/2020,2020.0
40,Virginia (ACC),3,2-1,38,40,78,0.487,02/23/2020,2020.0
41,Bryant (NEC),4,1-3,49,53,102,0.480,02/23/2020,2020.0
42,Marquette (Big East),4,3-1,45,51,96,0.469,02/23/2020,2020.0
43,Stony Brook (America East),3,2-1,42,48,90,0.467,02/23/2020,2020.0
44,Army West Point (Patriot),5,3-2,55,63,118,0.466,02/23/2020,2020.0
45,High Point (SoCon),4,1-3,61,71,132,0.462,02/23/2020,2020.0
46,Colgate (Patriot),4,0-4,64,75,139,0.460,02/23/2020,2020.0
47,Ohio St. (Big Ten),4,3-1,46,54,100,0.460,02/23/2020,2020.0
48,Monmouth (MAAC),3,1-2,32,38,70,0.457,02/23/2020,2020.0
49,Hampton (DI Independent),4,0-4,57,68,125,0.456,02/23/2020,2020.0
50,UMass Lowell (America East),4,2-2,46,56,102,0.451,02/23/2020,2020.0
51,Sacred Heart (NEC),3,1-2,38,47,85,0.447,02/23/2020,2020.0
52,UAlbany (America East),2,1-1,28,36,64,0.438,02/23/2020,2020.0
53,Delaware (CAA),4,3-1,35,46,81,0.432,02/23/2020,2020.0
54,Fairfield (CAA),3,2-1,45,60,105,0.429,02/23/2020,2020.0
55,Manhattan (MAAC),3,2-1,26,36,62,0.419,02/23/2020,2020.0
56,Drexel (CAA),2,0-2,28,39,67,0.418,02/23/2020,2020.0
57,NJIT (NEC),5,1-4,52,74,126,0.413,02/23/2020,2020.0
58,Bellarmine (SoCon),6,2-4,69,101,170,0.406,02/23/2020,2020.0
59,Richmond (SoCon),4,2-2,43,63,106,0.406,02/23/2020,2020.0
60,Air Force (SoCon),5,3-2,47,70,117,0.402,02/23/2020,2020.0
61,Siena (MAAC),3,1-2,40,61,101,0.396,02/23/2020,2020.0
62,LIU (NEC),3,0-3,34,52,86,0.395,02/23/2020,2020.0
63,VMI (SoCon),2,0-2,19,30,49,0.388,02/23/2020,2020.0
64,Lafayette (Patriot),4,0-4,41,69,110,0.373,02/23/2020,2020.0
65,Villanova (Big East),4,2-2,43,73,116,0.371,02/23/2020,2020.0
66,Canisius (MAAC),4,0-4,40,73,113,0.354,02/23/2020,2020.0
67,Vermont (America East),2,1-1,18,33,51,0.353,02/23/2020,2020.0
68,Providence (Big East),4,3-1,29,56,85,0.341,02/23/2020,2020.0
69,Towson (CAA),3,0-3,26,55,81,0.321,02/23/2020,2020.0
70,Rutgers (Big Ten),4,2-2,35,76,111,0.315,02/23/2020,2020.0
71,UMBC (America East),2,1-1,11,25,36,0.306,02/23/2020,2020.0
72,Furman (SoCon),4,1-3,33,76,109,0.303,02/23/2020,2020.0
73,Binghamton (America East),3,1-2,20,47,67,0.299,02/23/2020,2020.0
74,Harvard (Ivy League),1,1-0,6,16,22,0.273,02/23/2020,2020.0
75,St. Bonaventure (MAAC),4,0-4,18,73,91,0.198,02/23/2020,2020.0
1,Syracuse (ACC),2,2-0,46,18,64,0.719,02/21/2020,2020.0
2,Navy (Patriot),3,2-1,48,20,68,0.706,02/21/2020,2020.0
2,Yale (Ivy League),1,1-0,24,10,34,0.706,02/21/2020,2020.0
4,Robert Morris (Independent),1,1-0,24,11,35,0.686,02/21/2020,2020.0
5,Georgetown (Big East),2,2-0,32,15,47,0.681,02/21/2020,2020.0
6,Saint Joseph's (NEC),3,2-1,51,25,76,0.671,02/21/2020,2020.0
7,Cornell (Ivy League),2,2-0,42,21,63,0.667,02/21/2020,2020.0
8,Penn St. (Big Ten),3,3-0,57,29,86,0.663,02/21/2020,2020.0
9,Mercer (SoCon),2,1-1,33,17,50,0.660,02/21/2020,2020.0
10,St. John's (NY) (Big East),3,1-2,57,31,88,0.648,02/21/2020,2020.0
11,Hofstra (CAA),2,2-0,38,21,59,0.644,02/21/2020,2020.0
12,Holy Cross (Patriot),4,3-1,58,33,91,0.637,02/21/2020,2020.0
13,Marist (MAAC),3,2-1,47,27,74,0.635,02/21/2020,2020.0
14,Michigan (Big Ten),3,2-1,49,29,78,0.628,02/21/2020,2020.0
15,Duke (ACC),3,2-1,54,32,86,0.628,02/21/2020,2020.0
16,Mount St. Mary's (NEC),2,1-1,31,19,50,0.620,02/21/2020,2020.0
17,Johns Hopkins (Big Ten),2,1-1,28,18,46,0.609,02/21/2020,2020.0
18,Lehigh (Patriot),3,2-1,49,32,81,0.605,02/21/2020,2020.0
19,Brown (Ivy League),2,2-0,29,19,48,0.604,02/21/2020,2020.0
20,Boston U. (Patriot),4,1-3,51,34,85,0.600,02/21/2020,2020.0
21,Bucknell (Patriot),3,3-0,48,33,81,0.593,02/21/2020,2020.0
22,Loyola Maryland (Patriot),2,1-1,26,18,44,0.591,02/21/2020,2020.0
23,Detroit Mercy (MAAC),3,2-1,62,44,106,0.585,02/21/2020,2020.0
24,Hobart (NEC),2,2-0,41,30,71,0.577,02/21/2020,2020.0
25,Denver (Big East),2,1-1,30,24,54,0.556,02/21/2020,2020.0
26,North Carolina (ACC),3,3-0,48,40,88,0.545,02/21/2020,2020.0
27,Princeton (Ivy League),2,2-0,35,31,66,0.530,02/21/2020,2020.0
28,Army West Point (Patriot),4,3-1,52,47,99,0.525,02/21/2020,2020.0
29,Hampton (DI Independent),3,0-3,46,42,88,0.523,02/21/2020,2020.0
30,Quinnipiac (MAAC),3,0-3,39,36,75,0.520,02/21/2020,2020.0
31,Cleveland St. (DI Independent),3,0-3,41,38,79,0.519,02/21/2020,2020.0
32,High Point (SoCon),3,1-2,50,47,97,0.515,02/21/2020,2020.0
33,Penn (Ivy League),1,0-1,18,17,35,0.514,02/21/2020,2020.0
34,Maryland (Big Ten),4,3-1,67,65,132,0.508,02/21/2020,2020.0
35,Stony Brook (America East),2,1-1,33,33,66,0.500,02/21/2020,2020.0
35,Massachusetts (CAA),2,1-1,21,21,42,0.500,02/21/2020,2020.0
37,Utah (DI Independent),3,1-2,39,40,79,0.494,02/21/2020,2020.0
37,Bryant (NEC),3,1-2,39,40,79,0.494,02/21/2020,2020.0
39,NJIT (NEC),4,1-3,47,50,97,0.485,02/21/2020,2020.0
40,Hartford (America East),2,0-2,27,29,56,0.482,02/21/2020,2020.0
41,Dartmouth (Ivy League),1,1-0,13,14,27,0.481,02/21/2020,2020.0
42,Fairfield (CAA),2,2-0,31,34,65,0.477,02/21/2020,2020.0
43,Richmond (SoCon),3,2-1,40,44,84,0.476,02/21/2020,2020.0
44,Jacksonville (SoCon),2,1-1,27,30,57,0.474,02/21/2020,2020.0
44,Manhattan (MAAC),2,1-1,18,20,38,0.474,02/21/2020,2020.0
46,Marquette (Big East),3,2-1,33,37,70,0.471,02/21/2020,2020.0
47,Colgate (Patriot),3,0-3,45,55,100,0.450,02/21/2020,2020.0
48,Sacred Heart (NEC),3,1-2,38,47,85,0.447,02/21/2020,2020.0
49,Virginia (ACC),2,2-0,21,26,47,0.447,02/21/2020,2020.0
50,Bellarmine (SoCon),5,2-3,62,77,139,0.446,02/21/2020,2020.0
51,Merrimack (NEC),3,0-3,37,46,83,0.446,02/21/2020,2020.0
52,Siena (MAAC),2,1-1,30,38,68,0.441,02/21/2020,2020.0
53,Wagner (NEC),2,1-1,25,32,57,0.439,02/21/2020,2020.0
54,Ohio St. (Big Ten),3,2-1,31,40,71,0.437,02/21/2020,2020.0
55,Monmouth (MAAC),2,1-1,24,31,55,0.436,02/21/2020,2020.0
56,Delaware (CAA),3,2-1,28,38,66,0.424,02/21/2020,2020.0
57,Providence (Big East),3,3-0,26,37,63,0.413,02/21/2020,2020.0
58,Notre Dame (ACC),1,1-0,11,17,28,0.393,02/21/2020,2020.0
59,LIU (NEC),2,0-2,20,31,51,0.392,02/21/2020,2020.0
60,Vermont (America East),1,0-1,9,14,23,0.391,02/21/2020,2020.0
61,VMI (SoCon),2,0-2,19,30,49,0.388,02/21/2020,2020.0
62,Rutgers (Big Ten),3,2-1,33,53,86,0.384,02/21/2020,2020.0
63,Drexel (CAA),1,0-1,13,22,35,0.371,02/21/2020,2020.0
64,Canisius (MAAC),3,0-3,34,61,95,0.358,02/21/2020,2020.0
65,Lafayette (Patriot),3,0-3,30,56,86,0.349,02/21/2020,2020.0
66,Villanova (Big East),3,1-2,33,62,95,0.347,02/21/2020,2020.0
67,UAlbany (America East),1,0-1,11,21,32,0.344,02/21/2020,2020.0
68,UMass Lowell (America East),3,1-2,23,46,69,0.333,02/21/2020,2020.0
69,Air Force (SoCon),3,2-1,24,49,73,0.329,02/21/2020,2020.0
70,Towson (CAA),3,0-3,26,55,81,0.321,02/21/2020,2020.0
71,Furman (SoCon),3,1-2,25,56,81,0.309,02/21/2020,2020.0
72,UMBC (America East),1,0-1,5,19,24,0.208,02/21/2020,2020.0
73,Binghamton (America East),2,0-2,7,36,43,0.163,02/21/2020,2020.0
74,St. Bonaventure (MAAC),2,0-2,7,42,49,0.143,02/21/2020,2020.0
1,Syracuse (ACC),2,2-0,46,18,64,0.719,02/20/2020,2020.0
2,Navy (Patriot),3,2-1,48,20,68,0.706,02/20/2020,2020.0
2,Yale (Ivy League),1,1-0,24,10,34,0.706,02/20/2020,2020.0
4,Robert Morris (Independent),1,1-0,24,11,35,0.686,02/20/2020,2020.0
5,Georgetown (Big East),2,2-0,32,15,47,0.681,02/20/2020,2020.0
6,Saint Joseph's (NEC),3,2-1,51,25,76,0.671,02/20/2020,2020.0
7,Penn St. (Big Ten),3,3-0,57,29,86,0.663,02/20/2020,2020.0
8,Mercer (SoCon),2,1-1,33,17,50,0.660,02/20/2020,2020.0
9,Cornell (Ivy League),1,1-0,21,11,32,0.656,02/20/2020,2020.0
10,St. John's (NY) (Big East),3,1-2,57,31,88,0.648,02/20/2020,2020.0
11,Hofstra (CAA),2,2-0,38,21,59,0.644,02/20/2020,2020.0
12,Holy Cross (Patriot),4,3-1,58,33,91,0.637,02/20/2020,2020.0
13,Marist (MAAC),3,2-1,47,27,74,0.635,02/20/2020,2020.0
14,Michigan (Big Ten),3,2-1,49,29,78,0.628,02/20/2020,2020.0
15,Duke (ACC),3,2-1,54,32,86,0.628,02/20/2020,2020.0
16,Mount St. Mary's (NEC),2,1-1,31,19,50,0.620,02/20/2020,2020.0
17,Johns Hopkins (Big Ten),2,1-1,28,18,46,0.609,02/20/2020,2020.0
18,Lehigh (Patriot),3,2-1,49,32,81,0.605,02/20/2020,2020.0
19,Brown (Ivy League),2,2-0,29,19,48,0.604,02/20/2020,2020.0
20,Boston U. (Patriot),4,1-3,51,34,85,0.600,02/20/2020,2020.0
21,Bucknell (Patriot),3,3-0,48,33,81,0.593,02/20/2020,2020.0
22,Loyola Maryland (Patriot),2,1-1,26,18,44,0.591,02/20/2020,2020.0
23,Detroit Mercy (MAAC),3,2-1,62,44,106,0.585,02/20/2020,2020.0
24,Hobart (NEC),2,2-0,41,30,71,0.577,02/20/2020,2020.0
25,Denver (Big East),2,1-1,30,24,54,0.556,02/20/2020,2020.0
26,North Carolina (ACC),3,3-0,48,40,88,0.545,02/20/2020,2020.0
27,Princeton (Ivy League),2,2-0,35,31,66,0.530,02/20/2020,2020.0
28,Army West Point (Patriot),4,3-1,52,47,99,0.525,02/20/2020,2020.0
29,Hampton (DI Independent),3,0-3,46,42,88,0.523,02/20/2020,2020.0
30,Quinnipiac (MAAC),3,0-3,39,36,75,0.520,02/20/2020,2020.0
31,Cleveland St. (DI Independent),3,0-3,41,38,79,0.519,02/20/2020,2020.0
32,High Point (SoCon),3,1-2,50,47,97,0.515,02/20/2020,2020.0
33,Penn (Ivy League),1,0-1,18,17,35,0.514,02/20/2020,2020.0
34,Maryland (Big Ten),4,3-1,67,65,132,0.508,02/20/2020,2020.0
35,Stony Brook (America East),2,1-1,33,33,66,0.500,02/20/2020,2020.0
35,Massachusetts (CAA),2,1-1,21,21,42,0.500,02/20/2020,2020.0
37,Utah (DI Independent),3,1-2,39,40,79,0.494,02/20/2020,2020.0
37,Bryant (NEC),3,1-2,39,40,79,0.494,02/20/2020,2020.0
39,NJIT (NEC),4,1-3,47,50,97,0.485,02/20/2020,2020.0
40,Hartford (America East),2,0-2,27,29,56,0.482,02/20/2020,2020.0
41,Dartmouth (Ivy League),1,1-0,13,14,27,0.481,02/20/2020,2020.0
42,Fairfield (CAA),2,2-0,31,34,65,0.477,02/20/2020,2020.0
43,Richmond (SoCon),3,2-1,40,44,84,0.476,02/20/2020,2020.0
44,Jacksonville (SoCon),2,1-1,27,30,57,0.474,02/20/2020,2020.0
44,Manhattan (MAAC),2,1-1,18,20,38,0.474,02/20/2020,2020.0
46,Marquette (Big East),3,2-1,33,37,70,0.471,02/20/2020,2020.0
47,Colgate (Patriot),3,0-3,45,55,100,0.450,02/20/2020,2020.0
48,Sacred Heart (NEC),3,1-2,38,47,85,0.447,02/20/2020,2020.0
49,Virginia (ACC),2,2-0,21,26,47,0.447,02/20/2020,2020.0
50,Bellarmine (SoCon),5,2-3,62,77,139,0.446,02/20/2020,2020.0
51,Merrimack (NEC),3,0-3,37,46,83,0.446,02/20/2020,2020.0
52,Siena (MAAC),2,1-1,30,38,68,0.441,02/20/2020,2020.0
53,Wagner (NEC),2,1-1,25,32,57,0.439,02/20/2020,2020.0
54,Ohio St. (Big Ten),3,2-1,31,40,71,0.437,02/20/2020,2020.0
55,Monmouth (MAAC),2,1-1,24,31,55,0.436,02/20/2020,2020.0
56,Delaware (CAA),3,2-1,28,38,66,0.424,02/20/2020,2020.0
57,Providence (Big East),3,3-0,26,37,63,0.413,02/20/2020,2020.0
58,Notre Dame (ACC),1,1-0,11,17,28,0.393,02/20/2020,2020.0
59,LIU (NEC),2,0-2,20,31,51,0.392,02/20/2020,2020.0
60,Vermont (America East),1,0-1,9,14,23,0.391,02/20/2020,2020.0
61,VMI (SoCon),2,0-2,19,30,49,0.388,02/20/2020,2020.0
62,Rutgers (Big Ten),3,2-1,33,53,86,0.384,02/20/2020,2020.0
63,Drexel (CAA),1,0-1,13,22,35,0.371,02/20/2020,2020.0
64,Canisius (MAAC),3,0-3,34,61,95,0.358,02/20/2020,2020.0
65,Lafayette (Patriot),3,0-3,30,56,86,0.349,02/20/2020,2020.0
66,Villanova (Big East),3,1-2,33,62,95,0.347,02/20/2020,2020.0
67,UAlbany (America East),1,0-1,11,21,32,0.344,02/20/2020,2020.0
68,UMass Lowell (America East),3,1-2,23,46,69,0.333,02/20/2020,2020.0
69,Air Force (SoCon),3,2-1,24,49,73,0.329,02/20/2020,2020.0
70,Towson (CAA),2,0-2,16,34,50,0.320,02/20/2020,2020.0
71,Furman (SoCon),3,1-2,25,56,81,0.309,02/20/2020,2020.0
72,UMBC (America East),1,0-1,5,19,24,0.208,02/20/2020,2020.0
73,Binghamton (America East),2,0-2,7,36,43,0.163,02/20/2020,2020.0
74,St. Bonaventure (MAAC),2,0-2,7,42,49,0.143,02/20/2020,2020.0
1,Syracuse (ACC),2,2-0,46,18,64,0.719,02/18/2020,2020.0
2,Navy (Patriot),3,2-1,48,20,68,0.706,02/18/2020,2020.0
2,Yale (Ivy League),1,1-0,24,10,34,0.706,02/18/2020,2020.0
4,Robert Morris (Independent),1,1-0,24,11,35,0.686,02/18/2020,2020.0
5,Georgetown (Big East),2,2-0,32,15,47,0.681,02/18/2020,2020.0
6,Saint Joseph's (NEC),3,2-1,51,25,76,0.671,02/18/2020,2020.0
7,Penn St. (Big Ten),3,3-0,57,29,86,0.663,02/18/2020,2020.0
8,Mercer (SoCon),2,1-1,33,17,50,0.660,02/18/2020,2020.0
9,Cornell (Ivy League),1,1-0,21,11,32,0.656,02/18/2020,2020.0
10,St. John's (NY) (Big East),3,1-2,57,31,88,0.648,02/18/2020,2020.0
11,Hofstra (CAA),2,2-0,38,21,59,0.644,02/18/2020,2020.0
12,Holy Cross (Patriot),3,2-1,41,23,64,0.641,02/18/2020,2020.0
13,Marist (MAAC),3,2-1,47,27,74,0.635,02/18/2020,2020.0
14,Michigan (Big Ten),3,2-1,49,29,78,0.628,02/18/2020,2020.0
15,Duke (ACC),3,2-1,54,32,86,0.628,02/18/2020,2020.0
16,Mount St. Mary's (NEC),2,1-1,31,19,50,0.620,02/18/2020,2020.0
17,Johns Hopkins (Big Ten),2,1-1,28,18,46,0.609,02/18/2020,2020.0
18,Brown (Ivy League),2,2-0,29,19,48,0.604,02/18/2020,2020.0
19,Boston U. (Patriot),4,1-3,51,34,85,0.600,02/18/2020,2020.0
20,Bucknell (Patriot),3,3-0,48,33,81,0.593,02/18/2020,2020.0
21,Loyola Maryland (Patriot),2,1-1,26,18,44,0.591,02/18/2020,2020.0
22,Detroit Mercy (MAAC),3,2-1,62,44,106,0.585,02/18/2020,2020.0
22,Lehigh (Patriot),2,1-1,31,22,53,0.585,02/18/2020,2020.0
24,Hobart (NEC),2,2-0,41,30,71,0.577,02/18/2020,2020.0
25,Denver (Big East),2,1-1,30,24,54,0.556,02/18/2020,2020.0
26,North Carolina (ACC),3,3-0,48,40,88,0.545,02/18/2020,2020.0
27,Princeton (Ivy League),2,2-0,35,31,66,0.530,02/18/2020,2020.0
28,Army West Point (Patriot),4,3-1,52,47,99,0.525,02/18/2020,2020.0
29,Hampton (DI Independent),3,0-3,46,42,88,0.523,02/18/2020,2020.0
30,Quinnipiac (MAAC),3,0-3,39,36,75,0.520,02/18/2020,2020.0
31,Cleveland St. (DI Independent),3,0-3,41,38,79,0.519,02/18/2020,2020.0
32,High Point (SoCon),3,1-2,50,47,97,0.515,02/18/2020,2020.0
33,Penn (Ivy League),1,0-1,18,17,35,0.514,02/18/2020,2020.0
34,Maryland (Big Ten),4,3-1,67,65,132,0.508,02/18/2020,2020.0
35,Stony Brook (America East),2,1-1,33,33,66,0.500,02/18/2020,2020.0
35,Massachusetts (CAA),2,1-1,21,21,42,0.500,02/18/2020,2020.0
37,Utah (DI Independent),3,1-2,39,40,79,0.494,02/18/2020,2020.0
37,Bryant (NEC),3,1-2,39,40,79,0.494,02/18/2020,2020.0
39,NJIT (NEC),4,1-3,47,50,97,0.485,02/18/2020,2020.0
40,Hartford (America East),2,0-2,27,29,56,0.482,02/18/2020,2020.0
41,Dartmouth (Ivy League),1,1-0,13,14,27,0.481,02/18/2020,2020.0
42,Fairfield (CAA),2,2-0,31,34,65,0.477,02/18/2020,2020.0
43,Richmond (SoCon),3,2-1,40,44,84,0.476,02/18/2020,2020.0
44,Jacksonville (SoCon),2,1-1,27,30,57,0.474,02/18/2020,2020.0
44,Manhattan (MAAC),2,1-1,18,20,38,0.474,02/18/2020,2020.0
46,Marquette (Big East),3,2-1,33,37,70,0.471,02/18/2020,2020.0
47,Colgate (Patriot),3,0-3,45,55,100,0.450,02/18/2020,2020.0
48,Sacred Heart (NEC),3,1-2,38,47,85,0.447,02/18/2020,2020.0
49,Virginia (ACC),2,2-0,21,26,47,0.447,02/18/2020,2020.0
50,Bellarmine (SoCon),5,2-3,62,77,139,0.446,02/18/2020,2020.0
51,Merrimack (NEC),3,0-3,37,46,83,0.446,02/18/2020,2020.0
52,Siena (MAAC),2,1-1,30,38,68,0.441,02/18/2020,2020.0
53,Wagner (NEC),2,1-1,25,32,57,0.439,02/18/2020,2020.0
54,Ohio St. (Big Ten),3,2-1,31,40,71,0.437,02/18/2020,2020.0
55,Monmouth (MAAC),2,1-1,24,31,55,0.436,02/18/2020,2020.0
56,VMI (SoCon),1,0-1,9,12,21,0.429,02/18/2020,2020.0
57,Delaware (CAA),3,2-1,28,38,66,0.424,02/18/2020,2020.0
58,Providence (Big East),3,3-0,26,37,63,0.413,02/18/2020,2020.0
59,Notre Dame (ACC),1,1-0,11,17,28,0.393,02/18/2020,2020.0
60,LIU (NEC),2,0-2,20,31,51,0.392,02/18/2020,2020.0
61,Vermont (America East),1,0-1,9,14,23,0.391,02/18/2020,2020.0
62,Rutgers (Big Ten),3,2-1,33,53,86,0.384,02/18/2020,2020.0
63,Drexel (CAA),1,0-1,13,22,35,0.371,02/18/2020,2020.0
64,Canisius (MAAC),3,0-3,34,61,95,0.358,02/18/2020,2020.0
65,Lafayette (Patriot),3,0-3,30,56,86,0.349,02/18/2020,2020.0
66,Villanova (Big East),3,1-2,33,62,95,0.347,02/18/2020,2020.0
67,UAlbany (America East),1,0-1,11,21,32,0.344,02/18/2020,2020.0
68,Air Force (SoCon),3,2-1,24,49,73,0.329,02/18/2020,2020.0
69,Towson (CAA),2,0-2,16,34,50,0.320,02/18/2020,2020.0
