Rank,Team,Games,W-L,Goals,Goals Allowed,Margin,Date,Academic Year
3,Robert Morris (NEC),8,6-2,100,65,4.38,03/26/2018,2018.0
4,Colgate (Patriot),9,6-3,123,85,4.22,03/26/2018,2018.0
5,Loyola Maryland (Patriot),8,5-3,103,70,4.13,03/26/2018,2018.0
6,Penn St. (Big Ten),9,6-3,121,84,4.11,03/26/2018,2018.0
7,Johns Hopkins (Big Ten),8,6-2,106,74,4.00,03/26/2018,2018.0
8,Army West Point (Patriot),8,5-3,82,53,3.63,03/26/2018,2018.0
9,Cornell (Ivy League),7,4-3,93,68,3.57,03/26/2018,2018.0
10,Maryland (Big Ten),8,7-1,98,70,3.50,03/26/2018,2018.0
11,Yale (Ivy League),7,6-1,85,61,3.43,03/26/2018,2018.0
12,Lehigh (Patriot),10,7-3,117,83,3.40,03/26/2018,2018.0
13,Georgetown (Big East),8,6-2,98,71,3.38,03/26/2018,2018.0
14,Vermont (America East),9,8-1,103,73,3.33,03/26/2018,2018.0
15,Denver (Big East),8,6-2,95,70,3.13,03/26/2018,2018.0
16,Michigan (Big Ten),9,7-2,105,80,2.78,03/26/2018,2018.0
17,St. John's (NY) (Big East),8,6-2,93,71,2.75,03/26/2018,2018.0
18,Rutgers (Big Ten),9,7-2,103,81,2.44,03/26/2018,2018.0
19,Harvard (Ivy League),8,7-1,99,82,2.13,03/26/2018,2018.0
20,Virginia (ACC),10,7-3,128,108,2.00,03/26/2018,2018.0
20,Brown (Ivy League),7,3-4,88,74,2.00,03/26/2018,2018.0
22,Bryant (NEC),9,4-5,110,93,1.89,03/26/2018,2018.0
23,Bucknell (Patriot),9,6-3,102,86,1.78,03/26/2018,2018.0
24,Notre Dame (ACC),7,5-2,72,63,1.29,03/26/2018,2018.0
25,Jacksonville (SoCon),8,4-4,91,81,1.25,03/26/2018,2018.0
25,Hofstra (CAA),8,4-4,70,60,1.25,03/26/2018,2018.0
27,Villanova (Big East),9,7-2,100,91,1.00,03/26/2018,2018.0
27,Ohio St. (Big Ten),9,5-4,85,76,1.00,03/26/2018,2018.0
29,Quinnipiac (MAAC),9,4-5,97,89,0.89,03/26/2018,2018.0
30,Saint Joseph's (NEC),7,4-3,57,51,0.86,03/26/2018,2018.0
31,Monmouth (MAAC),8,3-5,76,71,0.63,03/26/2018,2018.0
32,North Carolina (ACC),10,6-4,109,105,0.40,03/26/2018,2018.0
33,Penn (Ivy League),9,5-4,88,87,0.11,03/26/2018,2018.0
34,Massachusetts (CAA),9,5-4,109,109,0.00,03/26/2018,2018.0
35,Hobart (NEC),8,3-5,81,82,-0.13,03/26/2018,2018.0
36,Providence (Big East),9,3-6,83,85,-0.22,03/26/2018,2018.0
37,Delaware (CAA),8,3-5,87,89,-0.25,03/26/2018,2018.0
38,Navy (Patriot),9,5-4,78,81,-0.33,03/26/2018,2018.0
39,Drexel (CAA),8,4-4,84,87,-0.38,03/26/2018,2018.0
40,Richmond (SoCon),9,5-4,92,96,-0.44,03/26/2018,2018.0
41,Boston U. (Patriot),10,5-5,110,115,-0.50,03/26/2018,2018.0
42,Marquette (Big East),7,4-3,56,62,-0.86,03/26/2018,2018.0
43,Hartford (America East),8,3-5,92,99,-0.88,03/26/2018,2018.0
44,Sacred Heart (NEC),9,4-5,103,111,-0.89,03/26/2018,2018.0
44,Detroit Mercy (MAAC),9,4-5,77,85,-0.89,03/26/2018,2018.0
44,Wagner (NEC),9,4-5,69,77,-0.89,03/26/2018,2018.0
47,UMass Lowell (America East),9,4-5,92,101,-1.00,03/26/2018,2018.0
47,Syracuse (ACC),7,4-3,79,86,-1.00,03/26/2018,2018.0
49,Towson (CAA),8,3-5,72,84,-1.50,03/26/2018,2018.0
50,Fairfield (CAA),10,3-7,92,109,-1.70,03/26/2018,2018.0
51,Mount St. Mary's (NEC),9,3-6,101,120,-2.11,03/26/2018,2018.0
52,Siena (MAAC),6,2-4,63,76,-2.17,03/26/2018,2018.0
53,UMBC (America East),8,2-6,52,70,-2.25,03/26/2018,2018.0
54,Princeton (Ivy League),7,3-4,78,94,-2.29,03/26/2018,2018.0
55,Canisius (MAAC),7,4-3,79,96,-2.43,03/26/2018,2018.0
56,Manhattan (MAAC),9,3-6,72,94,-2.44,03/26/2018,2018.0
57,Hampton (DI Independent),6,2-4,51,67,-2.67,03/26/2018,2018.0
58,Furman (SoCon),8,2-6,80,103,-2.88,03/26/2018,2018.0
59,Air Force (SoCon),9,3-6,69,95,-2.89,03/26/2018,2018.0
60,Marist (MAAC),10,2-8,80,110,-3.00,03/26/2018,2018.0
60,Mercer (SoCon),9,3-6,71,98,-3.00,03/26/2018,2018.0
60,Stony Brook (America East),8,3-5,72,96,-3.00,03/26/2018,2018.0
60,Bellarmine (SoCon),8,2-6,60,84,-3.00,03/26/2018,2018.0
64,Dartmouth (Ivy League),7,2-5,56,81,-3.57,03/26/2018,2018.0
65,VMI (Southland),7,1-6,60,86,-3.71,03/26/2018,2018.0
66,Cleveland St. (Independent),10,2-8,76,118,-4.20,03/26/2018,2018.0
67,High Point (SoCon),8,1-7,86,121,-4.38,03/26/2018,2018.0
68,Lafayette (Patriot),10,2-8,76,134,-5.80,03/26/2018,2018.0
69,Holy Cross (Patriot),9,2-7,57,110,-5.89,03/26/2018,2018.0
1,UAlbany (America East),8,8-0,127,57,8.75,03/25/2018,2018.0
2,Duke (ACC),10,8-2,139,79,6.00,03/25/2018,2018.0
3,Robert Morris (NEC),8,6-2,100,65,4.38,03/25/2018,2018.0
4,Colgate (Patriot),9,6-3,123,85,4.22,03/25/2018,2018.0
5,Loyola Maryland (Patriot),8,5-3,103,70,4.13,03/25/2018,2018.0
6,Penn St. (Big Ten),9,6-3,121,84,4.11,03/25/2018,2018.0
7,Johns Hopkins (Big Ten),8,6-2,106,74,4.00,03/25/2018,2018.0
8,Army West Point (Patriot),8,5-3,82,53,3.63,03/25/2018,2018.0
9,Cornell (Ivy League),7,4-3,93,68,3.57,03/25/2018,2018.0
10,Maryland (Big Ten),8,7-1,98,70,3.50,03/25/2018,2018.0
11,Yale (Ivy League),7,6-1,85,61,3.43,03/25/2018,2018.0
12,Lehigh (Patriot),10,7-3,117,83,3.40,03/25/2018,2018.0
13,Georgetown (Big East),8,6-2,98,71,3.38,03/25/2018,2018.0
14,Vermont (America East),9,8-1,103,73,3.33,03/25/2018,2018.0
15,Denver (Big East),8,6-2,95,70,3.13,03/25/2018,2018.0
16,Michigan (Big Ten),9,7-2,105,80,2.78,03/25/2018,2018.0
17,St. John's (NY) (Big East),8,6-2,93,71,2.75,03/25/2018,2018.0
18,Rutgers (Big Ten),9,7-2,103,81,2.44,03/25/2018,2018.0
19,Harvard (Ivy League),8,7-1,99,82,2.13,03/25/2018,2018.0
20,Virginia (ACC),10,7-3,128,108,2.00,03/25/2018,2018.0
20,Brown (Ivy League),7,3-4,88,74,2.00,03/25/2018,2018.0
22,Bryant (NEC),9,4-5,110,93,1.89,03/25/2018,2018.0
23,Bucknell (Patriot),9,6-3,102,86,1.78,03/25/2018,2018.0
24,Notre Dame (ACC),7,5-2,72,63,1.29,03/25/2018,2018.0
25,Jacksonville (SoCon),8,4-4,91,81,1.25,03/25/2018,2018.0
25,Hofstra (CAA),8,4-4,70,60,1.25,03/25/2018,2018.0
27,Villanova (Big East),9,7-2,100,91,1.00,03/25/2018,2018.0
27,Ohio St. (Big Ten),9,5-4,85,76,1.00,03/25/2018,2018.0
29,Quinnipiac (MAAC),9,4-5,97,89,0.89,03/25/2018,2018.0
30,Saint Joseph's (NEC),7,4-3,57,51,0.86,03/25/2018,2018.0
31,Monmouth (MAAC),8,3-5,76,71,0.63,03/25/2018,2018.0
32,North Carolina (ACC),10,6-4,109,105,0.40,03/25/2018,2018.0
33,Penn (Ivy League),9,5-4,88,87,0.11,03/25/2018,2018.0
34,Massachusetts (CAA),9,5-4,109,109,0.00,03/25/2018,2018.0
35,Hobart (NEC),8,3-5,81,82,-0.13,03/25/2018,2018.0
36,Providence (Big East),9,3-6,83,85,-0.22,03/25/2018,2018.0
37,Delaware (CAA),8,3-5,87,89,-0.25,03/25/2018,2018.0
38,Navy (Patriot),9,5-4,78,81,-0.33,03/25/2018,2018.0
39,Drexel (CAA),8,4-4,84,87,-0.38,03/25/2018,2018.0
40,Richmond (SoCon),9,5-4,92,96,-0.44,03/25/2018,2018.0
41,Boston U. (Patriot),10,5-5,110,115,-0.50,03/25/2018,2018.0
42,Marquette (Big East),7,4-3,56,62,-0.86,03/25/2018,2018.0
43,Hartford (America East),8,3-5,92,99,-0.88,03/25/2018,2018.0
44,Sacred Heart (NEC),9,4-5,103,111,-0.89,03/25/2018,2018.0
44,Detroit Mercy (MAAC),9,4-5,77,85,-0.89,03/25/2018,2018.0
44,Wagner (NEC),9,4-5,69,77,-0.89,03/25/2018,2018.0
47,UMass Lowell (America East),9,4-5,92,101,-1.00,03/25/2018,2018.0
47,Syracuse (ACC),7,4-3,79,86,-1.00,03/25/2018,2018.0
49,Towson (CAA),8,3-5,72,84,-1.50,03/25/2018,2018.0
50,Fairfield (CAA),10,3-7,92,109,-1.70,03/25/2018,2018.0
51,Mount St. Mary's (NEC),9,3-6,101,120,-2.11,03/25/2018,2018.0
52,Siena (MAAC),6,2-4,63,76,-2.17,03/25/2018,2018.0
53,UMBC (America East),8,2-6,52,70,-2.25,03/25/2018,2018.0
54,Princeton (Ivy League),7,3-4,78,94,-2.29,03/25/2018,2018.0
55,Canisius (MAAC),7,4-3,79,96,-2.43,03/25/2018,2018.0
56,Manhattan (MAAC),9,3-6,72,94,-2.44,03/25/2018,2018.0
57,Hampton (DI Independent),6,2-4,51,67,-2.67,03/25/2018,2018.0
58,Furman (SoCon),8,2-6,80,103,-2.88,03/25/2018,2018.0
59,Air Force (SoCon),9,3-6,69,95,-2.89,03/25/2018,2018.0
60,Marist (MAAC),10,2-8,80,110,-3.00,03/25/2018,2018.0
60,Mercer (SoCon),9,3-6,71,98,-3.00,03/25/2018,2018.0
60,Stony Brook (America East),8,3-5,72,96,-3.00,03/25/2018,2018.0
60,Bellarmine (SoCon),8,2-6,60,84,-3.00,03/25/2018,2018.0
64,Dartmouth (Ivy League),7,2-5,56,81,-3.57,03/25/2018,2018.0
65,VMI (Southland),7,1-6,60,86,-3.71,03/25/2018,2018.0
66,Cleveland St. (Independent),10,2-8,76,118,-4.20,03/25/2018,2018.0
67,High Point (SoCon),8,1-7,86,121,-4.38,03/25/2018,2018.0
68,Lafayette (Patriot),10,2-8,76,134,-5.80,03/25/2018,2018.0
69,Holy Cross (Patriot),9,2-7,57,110,-5.89,03/25/2018,2018.0
1,UAlbany (America East),7,7-0,114,51,9.00,03/21/2018,2018.0
2,Duke (ACC),9,8-1,125,64,6.78,03/21/2018,2018.0
3,Loyola Maryland (Patriot),7,5-2,92,58,4.86,03/21/2018,2018.0
4,Colgate (Patriot),8,5-3,115,79,4.50,03/21/2018,2018.0
5,Army West Point (Patriot),7,5-2,76,45,4.43,03/21/2018,2018.0
6,Johns Hopkins (Big Ten),7,5-2,91,61,4.29,03/21/2018,2018.0
7,Lehigh (Patriot),9,7-2,110,73,4.11,03/21/2018,2018.0
8,Georgetown (Big East),7,6-1,90,62,4.00,03/21/2018,2018.0
9,Robert Morris (NEC),7,5-2,85,60,3.57,03/21/2018,2018.0
10,Maryland (Big Ten),7,6-1,87,63,3.43,03/21/2018,2018.0
10,Denver (Big East),7,5-2,84,60,3.43,03/21/2018,2018.0
12,Penn St. (Big Ten),8,5-3,105,79,3.25,03/21/2018,2018.0
12,Vermont (America East),8,7-1,93,67,3.25,03/21/2018,2018.0
14,St. John's (NY) (Big East),7,5-2,84,63,3.00,03/21/2018,2018.0
14,Cornell (Ivy League),6,3-3,73,55,3.00,03/21/2018,2018.0
16,Michigan (Big Ten),8,6-2,96,74,2.75,03/21/2018,2018.0
17,Brown (Ivy League),6,3-3,76,60,2.67,03/21/2018,2018.0
17,Yale (Ivy League),6,5-1,69,53,2.67,03/21/2018,2018.0
19,Virginia (ACC),9,7-2,115,93,2.44,03/21/2018,2018.0
20,Harvard (Ivy League),7,6-1,89,74,2.14,03/21/2018,2018.0
21,Rutgers (Big Ten),8,6-2,88,71,2.13,03/21/2018,2018.0
22,Bucknell (Patriot),8,5-3,90,75,1.88,03/21/2018,2018.0
23,Hofstra (CAA),7,4-3,62,51,1.57,03/21/2018,2018.0
24,Notre Dame (ACC),6,4-2,63,55,1.33,03/21/2018,2018.0
25,Ohio St. (Big Ten),8,5-3,77,67,1.25,03/21/2018,2018.0
26,Quinnipiac (MAAC),8,4-4,84,75,1.13,03/21/2018,2018.0
27,Bryant (NEC),8,3-5,94,86,1.00,03/21/2018,2018.0
27,Villanova (Big East),8,6-2,87,79,1.00,03/21/2018,2018.0
27,Penn (Ivy League),8,5-3,75,67,1.00,03/21/2018,2018.0
30,North Carolina (ACC),9,6-3,102,94,0.89,03/21/2018,2018.0
31,Jacksonville (SoCon),7,3-4,82,76,0.86,03/21/2018,2018.0
31,Monmouth (MAAC),7,3-4,68,62,0.86,03/21/2018,2018.0
33,Saint Joseph's (NEC),6,3-3,51,46,0.83,03/21/2018,2018.0
34,Delaware (CAA),7,3-4,77,74,0.43,03/21/2018,2018.0
35,Sacred Heart (NEC),8,4-4,96,95,0.13,03/21/2018,2018.0
36,Hobart (NEC),7,3-4,76,76,0.00,03/21/2018,2018.0
37,Providence (Big East),8,3-5,73,74,-0.13,03/21/2018,2018.0
38,Massachusetts (CAA),8,4-4,95,97,-0.25,03/21/2018,2018.0
38,UMass Lowell (America East),8,4-4,86,88,-0.25,03/21/2018,2018.0
40,Drexel (CAA),7,3-4,73,77,-0.57,03/21/2018,2018.0
41,Hartford (America East),7,3-4,84,89,-0.71,03/21/2018,2018.0
42,Navy (Patriot),8,4-4,68,74,-0.75,03/21/2018,2018.0
43,Richmond (SoCon),8,4-4,77,84,-0.88,03/21/2018,2018.0
44,Boston U. (Patriot),9,4-5,98,107,-1.00,03/21/2018,2018.0
45,Mount St. Mary's (NEC),8,3-5,96,105,-1.13,03/21/2018,2018.0
45,Detroit Mercy (MAAC),8,3-5,68,77,-1.13,03/21/2018,2018.0
47,Marquette (Big East),6,3-3,47,54,-1.17,03/21/2018,2018.0
48,Wagner (NEC),8,3-5,62,72,-1.25,03/21/2018,2018.0
49,Princeton (Ivy League),6,3-3,70,78,-1.33,03/21/2018,2018.0
49,Syracuse (ACC),6,3-3,64,72,-1.33,03/21/2018,2018.0
51,Towson (CAA),7,3-4,62,73,-1.57,03/21/2018,2018.0
52,Manhattan (MAAC),8,3-5,68,82,-1.75,03/21/2018,2018.0
53,Fairfield (CAA),9,3-6,80,96,-1.78,03/21/2018,2018.0
54,UMBC (America East),7,2-5,46,61,-2.14,03/21/2018,2018.0
55,Siena (MAAC),5,2-3,51,63,-2.40,03/21/2018,2018.0
56,Hampton (DI Independent),6,2-4,51,67,-2.67,03/21/2018,2018.0
57,Bellarmine (SoCon),7,2-5,55,75,-2.86,03/21/2018,2018.0
58,Air Force (SoCon),8,3-5,62,86,-3.00,03/21/2018,2018.0
58,Canisius (MAAC),6,3-3,66,84,-3.00,03/21/2018,2018.0
60,Cleveland St. (Independent),9,2-7,71,102,-3.44,03/21/2018,2018.0
61,Mercer (SoCon),8,2-6,62,91,-3.63,03/21/2018,2018.0
62,VMI (Southland),6,1-5,53,75,-3.67,03/21/2018,2018.0
63,Stony Brook (America East),7,2-5,62,88,-3.71,03/21/2018,2018.0
64,Dartmouth (Ivy League),6,2-4,48,71,-3.83,03/21/2018,2018.0
65,Furman (SoCon),7,1-6,69,96,-3.86,03/21/2018,2018.0
66,Marist (MAAC),9,1-8,68,106,-4.22,03/21/2018,2018.0
67,High Point (SoCon),7,1-6,74,106,-4.57,03/21/2018,2018.0
68,Lafayette (Patriot),9,2-7,68,122,-6.00,03/21/2018,2018.0
69,Holy Cross (Patriot),8,1-7,43,97,-6.75,03/21/2018,2018.0
1,UAlbany (America East),7,7-0,114,51,9.00,03/20/2018,2018.0
2,Duke (ACC),9,8-1,125,64,6.78,03/20/2018,2018.0
3,Loyola Maryland (Patriot),7,5-2,92,58,4.86,03/20/2018,2018.0
4,Colgate (Patriot),8,5-3,115,79,4.50,03/20/2018,2018.0
5,Army West Point (Patriot),7,5-2,76,45,4.43,03/20/2018,2018.0
6,Johns Hopkins (Big Ten),7,5-2,91,61,4.29,03/20/2018,2018.0
7,Lehigh (Patriot),9,7-2,110,73,4.11,03/20/2018,2018.0
8,Georgetown (Big East),7,6-1,90,62,4.00,03/20/2018,2018.0
9,Robert Morris (NEC),7,5-2,85,60,3.57,03/20/2018,2018.0
10,Maryland (Big Ten),7,6-1,87,63,3.43,03/20/2018,2018.0
10,Denver (Big East),7,5-2,84,60,3.43,03/20/2018,2018.0
12,Penn St. (Big Ten),8,5-3,105,79,3.25,03/20/2018,2018.0
12,Vermont (America East),8,7-1,93,67,3.25,03/20/2018,2018.0
14,St. John's (NY) (Big East),7,5-2,84,63,3.00,03/20/2018,2018.0
14,Michigan (Big Ten),7,5-2,83,62,3.00,03/20/2018,2018.0
14,Cornell (Ivy League),6,3-3,73,55,3.00,03/20/2018,2018.0
17,Brown (Ivy League),6,3-3,76,60,2.67,03/20/2018,2018.0
17,Yale (Ivy League),6,5-1,69,53,2.67,03/20/2018,2018.0
19,Virginia (ACC),9,7-2,115,93,2.44,03/20/2018,2018.0
20,Harvard (Ivy League),7,6-1,89,74,2.14,03/20/2018,2018.0
21,Rutgers (Big Ten),8,6-2,88,71,2.13,03/20/2018,2018.0
22,Bucknell (Patriot),8,5-3,90,75,1.88,03/20/2018,2018.0
23,Notre Dame (ACC),5,4-1,51,42,1.80,03/20/2018,2018.0
24,Hofstra (CAA),7,4-3,62,51,1.57,03/20/2018,2018.0
25,Ohio St. (Big Ten),8,5-3,77,67,1.25,03/20/2018,2018.0
26,Quinnipiac (MAAC),8,4-4,84,75,1.13,03/20/2018,2018.0
27,Bryant (NEC),8,3-5,94,86,1.00,03/20/2018,2018.0
27,Villanova (Big East),8,6-2,87,79,1.00,03/20/2018,2018.0
27,Penn (Ivy League),8,5-3,75,67,1.00,03/20/2018,2018.0
30,North Carolina (ACC),9,6-3,102,94,0.89,03/20/2018,2018.0
31,Jacksonville (SoCon),7,3-4,82,76,0.86,03/20/2018,2018.0
31,Monmouth (MAAC),7,3-4,68,62,0.86,03/20/2018,2018.0
33,Saint Joseph's (NEC),6,3-3,51,46,0.83,03/20/2018,2018.0
34,Delaware (CAA),7,3-4,77,74,0.43,03/20/2018,2018.0
35,Sacred Heart (NEC),8,4-4,96,95,0.13,03/20/2018,2018.0
36,Hobart (NEC),7,3-4,76,76,0.00,03/20/2018,2018.0
37,Providence (Big East),8,3-5,73,74,-0.13,03/20/2018,2018.0
38,Massachusetts (CAA),8,4-4,95,97,-0.25,03/20/2018,2018.0
38,UMass Lowell (America East),8,4-4,86,88,-0.25,03/20/2018,2018.0
40,Drexel (CAA),7,3-4,73,77,-0.57,03/20/2018,2018.0
41,Hartford (America East),7,3-4,84,89,-0.71,03/20/2018,2018.0
42,Navy (Patriot),8,4-4,68,74,-0.75,03/20/2018,2018.0
43,Richmond (SoCon),8,4-4,77,84,-0.88,03/20/2018,2018.0
44,Boston U. (Patriot),9,4-5,98,107,-1.00,03/20/2018,2018.0
45,Mount St. Mary's (NEC),8,3-5,96,105,-1.13,03/20/2018,2018.0
45,Detroit Mercy (MAAC),8,3-5,68,77,-1.13,03/20/2018,2018.0
47,Marquette (Big East),6,3-3,47,54,-1.17,03/20/2018,2018.0
48,Wagner (NEC),8,3-5,62,72,-1.25,03/20/2018,2018.0
49,Princeton (Ivy League),6,3-3,70,78,-1.33,03/20/2018,2018.0
49,Syracuse (ACC),6,3-3,64,72,-1.33,03/20/2018,2018.0
51,Towson (CAA),7,3-4,62,73,-1.57,03/20/2018,2018.0
52,Manhattan (MAAC),8,3-5,68,82,-1.75,03/20/2018,2018.0
53,Fairfield (CAA),9,3-6,80,96,-1.78,03/20/2018,2018.0
54,UMBC (America East),7,2-5,46,61,-2.14,03/20/2018,2018.0
55,Siena (MAAC),5,2-3,51,63,-2.40,03/20/2018,2018.0
56,Hampton (DI Independent),6,2-4,51,67,-2.67,03/20/2018,2018.0
57,Bellarmine (SoCon),7,2-5,55,75,-2.86,03/20/2018,2018.0
58,Air Force (SoCon),8,3-5,62,86,-3.00,03/20/2018,2018.0
58,Canisius (MAAC),6,3-3,66,84,-3.00,03/20/2018,2018.0
60,Cleveland St. (Independent),9,2-7,71,102,-3.44,03/20/2018,2018.0
61,Mercer (SoCon),8,2-6,62,91,-3.63,03/20/2018,2018.0
62,VMI (Southland),6,1-5,53,75,-3.67,03/20/2018,2018.0
63,Stony Brook (America East),7,2-5,62,88,-3.71,03/20/2018,2018.0
64,Dartmouth (Ivy League),6,2-4,48,71,-3.83,03/20/2018,2018.0
65,Furman (SoCon),7,1-6,69,96,-3.86,03/20/2018,2018.0
66,Marist (MAAC),9,1-8,68,106,-4.22,03/20/2018,2018.0
67,High Point (SoCon),7,1-6,74,106,-4.57,03/20/2018,2018.0
68,Lafayette (Patriot),9,2-7,68,122,-6.00,03/20/2018,2018.0
69,Holy Cross (Patriot),8,1-7,43,97,-6.75,03/20/2018,2018.0
1,UAlbany (America East),6,6-0,95,40,9.17,03/19/2018,2018.0
2,Duke (ACC),9,8-1,125,64,6.78,03/19/2018,2018.0
3,Loyola Maryland (Patriot),7,5-2,92,58,4.86,03/19/2018,2018.0
4,Colgate (Patriot),8,5-3,115,79,4.50,03/19/2018,2018.0
5,Army West Point (Patriot),7,5-2,76,45,4.43,03/19/2018,2018.0
6,Johns Hopkins (Big Ten),7,5-2,91,61,4.29,03/19/2018,2018.0
7,Lehigh (Patriot),8,6-2,97,65,4.00,03/19/2018,2018.0
7,Georgetown (Big East),7,6-1,90,62,4.00,03/19/2018,2018.0
9,Robert Morris (NEC),7,5-2,85,60,3.57,03/19/2018,2018.0
10,Maryland (Big Ten),7,6-1,87,63,3.43,03/19/2018,2018.0
10,Denver (Big East),7,5-2,84,60,3.43,03/19/2018,2018.0
12,Penn St. (Big Ten),8,5-3,105,79,3.25,03/19/2018,2018.0
12,Vermont (America East),8,7-1,93,67,3.25,03/19/2018,2018.0
14,St. John's (NY) (Big East),7,5-2,84,63,3.00,03/19/2018,2018.0
14,Michigan (Big Ten),7,5-2,83,62,3.00,03/19/2018,2018.0
14,Cornell (Ivy League),6,3-3,73,55,3.00,03/19/2018,2018.0
17,Yale (Ivy League),6,5-1,69,53,2.67,03/19/2018,2018.0
17,Hofstra (CAA),6,4-2,54,38,2.67,03/19/2018,2018.0
19,Harvard (Ivy League),6,5-1,70,56,2.33,03/19/2018,2018.0
20,Bucknell (Patriot),7,5-2,82,66,2.29,03/19/2018,2018.0
21,Rutgers (Big Ten),8,6-2,88,71,2.13,03/19/2018,2018.0
22,Virginia (ACC),8,6-2,103,87,2.00,03/19/2018,2018.0
23,Quinnipiac (MAAC),7,4-3,76,63,1.86,03/19/2018,2018.0
24,Notre Dame (ACC),5,4-1,51,42,1.80,03/19/2018,2018.0
25,Ohio St. (Big Ten),8,5-3,77,67,1.25,03/19/2018,2018.0
26,Bryant (NEC),8,3-5,94,86,1.00,03/19/2018,2018.0
26,Villanova (Big East),8,6-2,87,79,1.00,03/19/2018,2018.0
26,Penn (Ivy League),7,4-3,66,59,1.00,03/19/2018,2018.0
26,Brown (Ivy League),5,2-3,57,52,1.00,03/19/2018,2018.0
30,North Carolina (ACC),9,6-3,102,94,0.89,03/19/2018,2018.0
31,Jacksonville (SoCon),7,3-4,82,76,0.86,03/19/2018,2018.0
31,Monmouth (MAAC),7,3-4,68,62,0.86,03/19/2018,2018.0
33,Saint Joseph's (NEC),6,3-3,51,46,0.83,03/19/2018,2018.0
34,Delaware (CAA),7,3-4,77,74,0.43,03/19/2018,2018.0
35,Sacred Heart (NEC),8,4-4,96,95,0.13,03/19/2018,2018.0
36,Hobart (NEC),7,3-4,76,76,0.00,03/19/2018,2018.0
37,Providence (Big East),8,3-5,73,74,-0.13,03/19/2018,2018.0
38,Massachusetts (CAA),8,4-4,95,97,-0.25,03/19/2018,2018.0
38,UMass Lowell (America East),8,4-4,86,88,-0.25,03/19/2018,2018.0
40,Drexel (CAA),7,3-4,73,77,-0.57,03/19/2018,2018.0
41,Navy (Patriot),8,4-4,68,74,-0.75,03/19/2018,2018.0
42,Richmond (SoCon),8,4-4,77,84,-0.88,03/19/2018,2018.0
43,Boston U. (Patriot),8,4-4,80,88,-1.00,03/19/2018,2018.0
44,Mount St. Mary's (NEC),8,3-5,96,105,-1.13,03/19/2018,2018.0
44,Detroit Mercy (MAAC),8,3-5,68,77,-1.13,03/19/2018,2018.0
46,Marquette (Big East),6,3-3,47,54,-1.17,03/19/2018,2018.0
47,Wagner (NEC),8,3-5,62,72,-1.25,03/19/2018,2018.0
48,Princeton (Ivy League),6,3-3,70,78,-1.33,03/19/2018,2018.0
48,Syracuse (ACC),6,3-3,64,72,-1.33,03/19/2018,2018.0
50,Hartford (America East),6,2-4,72,81,-1.50,03/19/2018,2018.0
51,Towson (CAA),7,3-4,62,73,-1.57,03/19/2018,2018.0
52,Manhattan (MAAC),8,3-5,68,82,-1.75,03/19/2018,2018.0
53,Canisius (MAAC),5,3-2,55,65,-2.00,03/19/2018,2018.0
54,UMBC (America East),7,2-5,46,61,-2.14,03/19/2018,2018.0
55,Siena (MAAC),5,2-3,51,63,-2.40,03/19/2018,2018.0
56,Fairfield (CAA),8,2-6,68,88,-2.50,03/19/2018,2018.0
57,Hampton (DI Independent),6,2-4,51,67,-2.67,03/19/2018,2018.0
58,Bellarmine (SoCon),7,2-5,55,75,-2.86,03/19/2018,2018.0
59,Air Force (SoCon),8,3-5,62,86,-3.00,03/19/2018,2018.0
60,Dartmouth (Ivy League),5,2-3,42,59,-3.40,03/19/2018,2018.0
61,Cleveland St. (Independent),9,2-7,71,102,-3.44,03/19/2018,2018.0
62,Mercer (SoCon),8,2-6,62,91,-3.63,03/19/2018,2018.0
63,VMI (Southland),6,1-5,53,75,-3.67,03/19/2018,2018.0
64,Stony Brook (America East),7,2-5,62,88,-3.71,03/19/2018,2018.0
65,Furman (SoCon),7,1-6,69,96,-3.86,03/19/2018,2018.0
66,Marist (MAAC),9,1-8,68,106,-4.22,03/19/2018,2018.0
67,High Point (SoCon),7,1-6,74,106,-4.57,03/19/2018,2018.0
68,Lafayette (Patriot),9,2-7,68,122,-6.00,03/19/2018,2018.0
69,Holy Cross (Patriot),7,1-6,35,78,-6.14,03/19/2018,2018.0
1,UAlbany (America East),6,6-0,95,40,9.17,03/18/2018,2018.0
2,Duke (ACC),9,8-1,125,64,6.78,03/18/2018,2018.0
3,Loyola Maryland (Patriot),7,5-2,92,58,4.86,03/18/2018,2018.0
4,Colgate (Patriot),8,5-3,115,79,4.50,03/18/2018,2018.0
5,Army West Point (Patriot),7,5-2,76,45,4.43,03/18/2018,2018.0
6,Johns Hopkins (Big Ten),7,5-2,91,61,4.29,03/18/2018,2018.0
7,Lehigh (Patriot),8,6-2,97,65,4.00,03/18/2018,2018.0
7,Georgetown (Big East),7,6-1,90,62,4.00,03/18/2018,2018.0
9,Robert Morris (NEC),7,5-2,85,60,3.57,03/18/2018,2018.0
10,Maryland (Big Ten),7,6-1,87,63,3.43,03/18/2018,2018.0
10,Denver (Big East),7,5-2,84,60,3.43,03/18/2018,2018.0
12,Penn St. (Big Ten),8,5-3,105,79,3.25,03/18/2018,2018.0
12,Vermont (America East),8,7-1,93,67,3.25,03/18/2018,2018.0
14,St. John's (NY) (Big East),7,5-2,84,63,3.00,03/18/2018,2018.0
14,Michigan (Big Ten),7,5-2,83,62,3.00,03/18/2018,2018.0
