Rank,Team,Games,W-L,EMO Goals,Attempts,Pct.,Date,Academic Year
21,Rutgers (Big Ten),18,15-3,15,37,0.405,05/21/2022,2022.0
22,Stony Brook (America East),14,9-5,24,60,0.400,05/21/2022,2022.0
22,Cornell (Ivy League),16,12-4,18,45,0.400,05/21/2022,2022.0
22,Utah (ASUN),14,10-4,18,45,0.400,05/21/2022,2022.0
25,Towson (CAA),16,7-9,19,48,0.396,05/21/2022,2022.0
26,UMass Lowell (America East),13,2-11,16,41,0.390,05/21/2022,2022.0
27,Manhattan (MAAC),15,8-7,10,26,0.385,05/21/2022,2022.0
28,Hobart (NEC),13,7-6,18,47,0.383,05/21/2022,2022.0
29,Marquette (Big East),15,4-11,26,68,0.382,05/21/2022,2022.0
29,Air Force (ASUN),15,8-7,13,34,0.382,05/21/2022,2022.0
29,North Carolina (ACC),14,8-6,13,34,0.382,05/21/2022,2022.0
32,Johns Hopkins (Big Ten),16,7-9,17,45,0.378,05/21/2022,2022.0
33,Richmond (SoCon),16,11-5,21,56,0.375,05/21/2022,2022.0
33,Providence (Big East),14,6-8,18,48,0.375,05/21/2022,2022.0
35,Navy (Patriot),15,9-6,16,43,0.372,05/21/2022,2022.0
36,Saint Joseph's (NEC),18,14-4,29,79,0.367,05/21/2022,2022.0
37,LIU (NEC),15,7-8,19,53,0.358,05/21/2022,2022.0
38,Bellarmine (ASUN),17,4-13,16,45,0.356,05/21/2022,2022.0
39,Jacksonville (SoCon),17,14-3,22,62,0.355,05/21/2022,2022.0
40,Delaware (CAA),18,13-5,26,74,0.351,05/21/2022,2022.0
41,Penn St. (Big Ten),14,3-11,17,49,0.347,05/21/2022,2022.0
42,Massachusetts (CAA),14,8-6,22,64,0.344,05/21/2022,2022.0
43,Syracuse (ACC),14,4-10,14,41,0.341,05/21/2022,2022.0
44,VMI (SoCon),15,4-11,16,47,0.340,05/21/2022,2022.0
45,Drexel (CAA),14,6-8,17,50,0.340,05/21/2022,2022.0
46,High Point (SoCon),15,7-8,19,57,0.333,05/21/2022,2022.0
46,Georgetown (Big East),17,15-2,13,39,0.333,05/21/2022,2022.0
48,Quinnipiac (MAAC),13,2-11,14,43,0.326,05/21/2022,2022.0
49,Boston U. (Patriot),17,12-5,15,47,0.319,05/21/2022,2022.0
49,Lehigh (Patriot),15,8-7,15,47,0.319,05/21/2022,2022.0
51,Bryant (NEC),15,8-7,16,52,0.308,05/21/2022,2022.0
52,Monmouth (MAAC),12,5-7,11,36,0.306,05/21/2022,2022.0
53,UMBC (America East),13,6-7,14,46,0.304,05/21/2022,2022.0
54,Sacred Heart (NEC),13,3-10,14,47,0.298,05/21/2022,2022.0
55,Marist (MAAC),15,7-8,18,61,0.295,05/21/2022,2022.0
56,Detroit Mercy (ASUN),11,2-9,10,35,0.286,05/21/2022,2022.0
57,Bucknell (Patriot),15,9-6,13,46,0.283,05/21/2022,2022.0
58,Dartmouth (Ivy League),13,4-9,11,39,0.282,05/21/2022,2022.0
59,Harvard (Ivy League),13,8-5,12,43,0.279,05/21/2022,2022.0
60,Canisius (MAAC),14,2-12,10,36,0.278,05/21/2022,2022.0
61,Mercer (SoCon),15,5-10,14,51,0.275,05/21/2022,2022.0
62,Vermont (America East),19,12-7,20,73,0.274,05/21/2022,2022.0
63,Cleveland St. (ASUN),13,3-10,13,48,0.271,05/21/2022,2022.0
64,St. John's (NY) (Big East),14,2-12,14,53,0.264,05/21/2022,2022.0
65,Mount St. Mary's (NEC),15,5-10,10,39,0.256,05/21/2022,2022.0
66,Binghamton (America East),14,5-9,11,45,0.244,05/21/2022,2022.0
67,Wagner (NEC),12,3-9,10,43,0.233,05/21/2022,2022.0
68,Holy Cross (Patriot),14,1-13,8,36,0.222,05/21/2022,2022.0
69,Hofstra (CAA),15,6-9,5,27,0.185,05/21/2022,2022.0
70,NJIT (America East),13,0-13,11,61,0.180,05/21/2022,2022.0
71,Colgate (Patriot),13,4-9,4,37,0.108,05/21/2022,2022.0
72,Hampton (SoCon),10,0-10,2,32,0.063,05/21/2022,2022.0
-,Merrimack (NEC),12,6-6,10,46,0.217,05/21/2022,2022.0
1,Notre Dame (ACC),12,8-4,21,31,0.677,05/15/2022,2022.0
2,Duke (ACC),17,11-6,24,40,0.600,05/15/2022,2022.0
3,Ohio St. (Big Ten),16,10-6,25,45,0.556,05/15/2022,2022.0
4,Fairfield (CAA),14,7-7,22,40,0.550,05/15/2022,2022.0
5,Virginia (ACC),15,12-3,14,27,0.519,05/15/2022,2022.0
6,Michigan (Big Ten),15,7-8,25,50,0.500,05/15/2022,2022.0
6,Yale (Ivy League),16,12-4,23,46,0.500,05/15/2022,2022.0
8,Villanova (Big East),15,9-6,30,64,0.469,05/15/2022,2022.0
9,Penn (Ivy League),15,11-4,22,49,0.449,05/15/2022,2022.0
10,Brown (Ivy League),16,10-6,24,54,0.444,05/15/2022,2022.0
10,Denver (Big East),15,9-6,20,45,0.444,05/15/2022,2022.0
12,Siena (MAAC),15,6-9,19,43,0.442,05/15/2022,2022.0
13,St. Bonaventure (MAAC),15,11-4,13,30,0.433,05/15/2022,2022.0
14,Robert Morris (ASUN),16,10-6,16,37,0.432,05/15/2022,2022.0
15,Lafayette (Patriot),15,4-11,18,42,0.429,05/15/2022,2022.0
15,Maryland (Big Ten),15,15-0,18,42,0.429,05/15/2022,2022.0
15,Princeton (Ivy League),14,10-4,18,42,0.429,05/15/2022,2022.0
18,Loyola Maryland (Patriot),16,8-8,17,40,0.425,05/15/2022,2022.0
19,Army West Point (Patriot),16,12-4,20,48,0.417,05/15/2022,2022.0
19,Rutgers (Big Ten),17,14-3,15,36,0.417,05/15/2022,2022.0
21,UAlbany (America East),15,5-10,22,54,0.407,05/15/2022,2022.0
22,Stony Brook (America East),14,9-5,24,60,0.400,05/15/2022,2022.0
22,Cornell (Ivy League),16,12-4,18,45,0.400,05/15/2022,2022.0
22,Utah (ASUN),14,10-4,18,45,0.400,05/15/2022,2022.0
25,Towson (CAA),16,7-9,19,48,0.396,05/15/2022,2022.0
26,UMass Lowell (America East),13,2-11,16,41,0.390,05/15/2022,2022.0
27,Manhattan (MAAC),15,8-7,10,26,0.385,05/15/2022,2022.0
28,Hobart (NEC),13,7-6,18,47,0.383,05/15/2022,2022.0
29,Marquette (Big East),15,4-11,26,68,0.382,05/15/2022,2022.0
29,Air Force (ASUN),15,8-7,13,34,0.382,05/15/2022,2022.0
29,North Carolina (ACC),14,8-6,13,34,0.382,05/15/2022,2022.0
32,Johns Hopkins (Big Ten),16,7-9,17,45,0.378,05/15/2022,2022.0
33,Richmond (SoCon),16,11-5,21,56,0.375,05/15/2022,2022.0
33,Providence (Big East),14,6-8,18,48,0.375,05/15/2022,2022.0
35,Navy (Patriot),15,9-6,16,43,0.372,05/15/2022,2022.0
36,Saint Joseph's (NEC),18,14-4,29,79,0.367,05/15/2022,2022.0
37,LIU (NEC),15,7-8,19,53,0.358,05/15/2022,2022.0
38,Bellarmine (ASUN),17,4-13,16,45,0.356,05/15/2022,2022.0
39,Jacksonville (SoCon),17,14-3,22,62,0.355,05/15/2022,2022.0
40,Delaware (CAA),18,13-5,26,74,0.351,05/15/2022,2022.0
41,Penn St. (Big Ten),14,3-11,17,49,0.347,05/15/2022,2022.0
42,Massachusetts (CAA),14,8-6,22,64,0.344,05/15/2022,2022.0
43,Syracuse (ACC),14,4-10,14,41,0.341,05/15/2022,2022.0
44,VMI (SoCon),15,4-11,16,47,0.340,05/15/2022,2022.0
45,Drexel (CAA),14,6-8,17,50,0.340,05/15/2022,2022.0
46,High Point (SoCon),15,7-8,19,57,0.333,05/15/2022,2022.0
46,Georgetown (Big East),17,15-2,13,39,0.333,05/15/2022,2022.0
48,Quinnipiac (MAAC),13,2-11,14,43,0.326,05/15/2022,2022.0
49,Boston U. (Patriot),17,12-5,15,47,0.319,05/15/2022,2022.0
49,Lehigh (Patriot),15,8-7,15,47,0.319,05/15/2022,2022.0
51,Bryant (NEC),15,8-7,16,52,0.308,05/15/2022,2022.0
52,Monmouth (MAAC),12,5-7,11,36,0.306,05/15/2022,2022.0
53,UMBC (America East),13,6-7,14,46,0.304,05/15/2022,2022.0
54,Sacred Heart (NEC),13,3-10,14,47,0.298,05/15/2022,2022.0
55,Marist (MAAC),15,7-8,18,61,0.295,05/15/2022,2022.0
56,Detroit Mercy (ASUN),11,2-9,10,35,0.286,05/15/2022,2022.0
57,Bucknell (Patriot),15,9-6,13,46,0.283,05/15/2022,2022.0
58,Dartmouth (Ivy League),13,4-9,11,39,0.282,05/15/2022,2022.0
59,Harvard (Ivy League),13,8-5,12,43,0.279,05/15/2022,2022.0
60,Canisius (MAAC),14,2-12,10,36,0.278,05/15/2022,2022.0
61,Mercer (SoCon),15,5-10,14,51,0.275,05/15/2022,2022.0
62,Vermont (America East),19,12-7,20,73,0.274,05/15/2022,2022.0
63,Cleveland St. (ASUN),13,3-10,13,48,0.271,05/15/2022,2022.0
64,St. John's (NY) (Big East),14,2-12,14,53,0.264,05/15/2022,2022.0
65,Mount St. Mary's (NEC),15,5-10,10,39,0.256,05/15/2022,2022.0
66,Binghamton (America East),14,5-9,11,45,0.244,05/15/2022,2022.0
67,Wagner (NEC),12,3-9,10,43,0.233,05/15/2022,2022.0
68,Holy Cross (Patriot),14,1-13,8,36,0.222,05/15/2022,2022.0
69,Hofstra (CAA),15,6-9,5,27,0.185,05/15/2022,2022.0
70,NJIT (America East),13,0-13,11,61,0.180,05/15/2022,2022.0
71,Colgate (Patriot),13,4-9,4,37,0.108,05/15/2022,2022.0
72,Hampton (SoCon),10,0-10,2,32,0.063,05/15/2022,2022.0
-,Merrimack (NEC),12,6-6,10,46,0.217,05/15/2022,2022.0
1,Notre Dame (ACC),12,8-4,21,31,0.677,05/11/2022,2022.0
2,Duke (ACC),17,11-6,24,40,0.600,05/11/2022,2022.0
3,Ohio St. (Big Ten),15,10-5,25,44,0.568,05/11/2022,2022.0
4,Fairfield (CAA),14,7-7,22,40,0.550,05/11/2022,2022.0
5,Yale (Ivy League),15,11-4,23,45,0.511,05/11/2022,2022.0
6,Michigan (Big Ten),15,7-8,25,50,0.500,05/11/2022,2022.0
6,Virginia (ACC),14,11-3,13,26,0.500,05/11/2022,2022.0
8,Princeton (Ivy League),13,9-4,18,37,0.486,05/11/2022,2022.0
9,Villanova (Big East),15,9-6,30,64,0.469,05/11/2022,2022.0
10,Brown (Ivy League),15,10-5,24,53,0.453,05/11/2022,2022.0
11,Denver (Big East),15,9-6,20,45,0.444,05/11/2022,2022.0
12,Siena (MAAC),15,6-9,19,43,0.442,05/11/2022,2022.0
13,Penn (Ivy League),14,10-4,21,48,0.438,05/11/2022,2022.0
14,Maryland (Big Ten),14,14-0,17,39,0.436,05/11/2022,2022.0
15,St. Bonaventure (MAAC),15,11-4,13,30,0.433,05/11/2022,2022.0
16,Robert Morris (ASUN),16,10-6,16,37,0.432,05/11/2022,2022.0
17,Cornell (Ivy League),15,11-4,18,42,0.429,05/11/2022,2022.0
17,Lafayette (Patriot),15,4-11,18,42,0.429,05/11/2022,2022.0
19,Loyola Maryland (Patriot),16,8-8,17,40,0.425,05/11/2022,2022.0
20,Army West Point (Patriot),16,12-4,20,48,0.417,05/11/2022,2022.0
20,Rutgers (Big Ten),16,13-3,15,36,0.417,05/11/2022,2022.0
22,UAlbany (America East),15,5-10,22,54,0.407,05/11/2022,2022.0
23,Stony Brook (America East),14,9-5,24,60,0.400,05/11/2022,2022.0
23,Utah (ASUN),14,10-4,18,45,0.400,05/11/2022,2022.0
25,Towson (CAA),16,7-9,19,48,0.396,05/11/2022,2022.0
26,UMass Lowell (America East),13,2-11,16,41,0.390,05/11/2022,2022.0
27,Manhattan (MAAC),15,8-7,10,26,0.385,05/11/2022,2022.0
28,Hobart (NEC),13,7-6,18,47,0.383,05/11/2022,2022.0
29,Marquette (Big East),15,4-11,26,68,0.382,05/11/2022,2022.0
29,Air Force (ASUN),15,8-7,13,34,0.382,05/11/2022,2022.0
29,North Carolina (ACC),14,8-6,13,34,0.382,05/11/2022,2022.0
32,Johns Hopkins (Big Ten),16,7-9,17,45,0.378,05/11/2022,2022.0
33,Saint Joseph's (NEC),17,14-3,29,77,0.377,05/11/2022,2022.0
34,Providence (Big East),14,6-8,18,48,0.375,05/11/2022,2022.0
35,Navy (Patriot),15,9-6,16,43,0.372,05/11/2022,2022.0
36,Boston U. (Patriot),16,12-4,15,41,0.366,05/11/2022,2022.0
37,LIU (NEC),15,7-8,19,53,0.358,05/11/2022,2022.0
38,Delaware (CAA),17,12-5,26,73,0.356,05/11/2022,2022.0
39,Bellarmine (ASUN),17,4-13,16,45,0.356,05/11/2022,2022.0
40,Jacksonville (SoCon),17,14-3,22,62,0.355,05/11/2022,2022.0
41,Richmond (SoCon),15,11-4,19,54,0.352,05/11/2022,2022.0
42,Penn St. (Big Ten),14,3-11,17,49,0.347,05/11/2022,2022.0
43,Massachusetts (CAA),14,8-6,22,64,0.344,05/11/2022,2022.0
44,Syracuse (ACC),14,4-10,14,41,0.341,05/11/2022,2022.0
45,VMI (SoCon),15,4-11,16,47,0.340,05/11/2022,2022.0
46,Drexel (CAA),14,6-8,17,50,0.340,05/11/2022,2022.0
47,High Point (SoCon),15,7-8,19,57,0.333,05/11/2022,2022.0
47,Georgetown (Big East),16,15-1,13,39,0.333,05/11/2022,2022.0
49,Quinnipiac (MAAC),13,2-11,14,43,0.326,05/11/2022,2022.0
50,Lehigh (Patriot),15,8-7,15,47,0.319,05/11/2022,2022.0
51,Bryant (NEC),15,8-7,16,52,0.308,05/11/2022,2022.0
52,Monmouth (MAAC),12,5-7,11,36,0.306,05/11/2022,2022.0
53,UMBC (America East),13,6-7,14,46,0.304,05/11/2022,2022.0
54,Sacred Heart (NEC),13,3-10,14,47,0.298,05/11/2022,2022.0
55,Marist (MAAC),15,7-8,18,61,0.295,05/11/2022,2022.0
56,Harvard (Ivy League),12,8-4,12,41,0.293,05/11/2022,2022.0
57,Detroit Mercy (ASUN),11,2-9,10,35,0.286,05/11/2022,2022.0
58,Bucknell (Patriot),15,9-6,13,46,0.283,05/11/2022,2022.0
59,Dartmouth (Ivy League),13,4-9,11,39,0.282,05/11/2022,2022.0
60,Canisius (MAAC),14,2-12,10,36,0.278,05/11/2022,2022.0
61,Mercer (SoCon),15,5-10,14,51,0.275,05/11/2022,2022.0
62,Vermont (America East),18,12-6,19,70,0.271,05/11/2022,2022.0
63,Cleveland St. (ASUN),13,3-10,13,48,0.271,05/11/2022,2022.0
64,St. John's (NY) (Big East),14,2-12,14,53,0.264,05/11/2022,2022.0
65,Mount St. Mary's (NEC),15,5-10,10,39,0.256,05/11/2022,2022.0
66,Binghamton (America East),14,5-9,11,45,0.244,05/11/2022,2022.0
67,Wagner (NEC),12,3-9,10,43,0.233,05/11/2022,2022.0
68,Holy Cross (Patriot),14,1-13,8,36,0.222,05/11/2022,2022.0
69,Hofstra (CAA),15,6-9,5,27,0.185,05/11/2022,2022.0
70,NJIT (America East),13,0-13,11,61,0.180,05/11/2022,2022.0
71,Colgate (Patriot),13,4-9,4,37,0.108,05/11/2022,2022.0
72,Hampton (SoCon),10,0-10,2,32,0.063,05/11/2022,2022.0
-,Merrimack (NEC),12,6-6,10,46,0.217,05/11/2022,2022.0
1,Notre Dame (ACC),12,8-4,21,31,0.677,05/08/2022,2022.0
2,Duke (ACC),17,11-6,24,40,0.600,05/08/2022,2022.0
3,Ohio St. (Big Ten),15,10-5,25,44,0.568,05/08/2022,2022.0
4,Fairfield (CAA),14,7-7,22,40,0.550,05/08/2022,2022.0
5,Yale (Ivy League),15,11-4,23,45,0.511,05/08/2022,2022.0
6,Michigan (Big Ten),15,7-8,25,50,0.500,05/08/2022,2022.0
6,Virginia (ACC),14,11-3,13,26,0.500,05/08/2022,2022.0
8,Princeton (Ivy League),13,9-4,18,37,0.486,05/08/2022,2022.0
9,Villanova (Big East),15,9-6,30,64,0.469,05/08/2022,2022.0
10,Brown (Ivy League),15,10-5,24,53,0.453,05/08/2022,2022.0
11,Denver (Big East),15,9-6,20,45,0.444,05/08/2022,2022.0
12,Siena (MAAC),15,6-9,19,43,0.442,05/08/2022,2022.0
13,Penn (Ivy League),14,10-4,21,48,0.438,05/08/2022,2022.0
14,Maryland (Big Ten),14,14-0,17,39,0.436,05/08/2022,2022.0
15,St. Bonaventure (MAAC),15,11-4,13,30,0.433,05/08/2022,2022.0
16,Cornell (Ivy League),15,11-4,18,42,0.429,05/08/2022,2022.0
16,Lafayette (Patriot),15,4-11,18,42,0.429,05/08/2022,2022.0
16,Robert Morris (ASUN),15,10-5,15,35,0.429,05/08/2022,2022.0
19,Loyola Maryland (Patriot),16,8-8,17,40,0.425,05/08/2022,2022.0
20,Army West Point (Patriot),16,12-4,20,48,0.417,05/08/2022,2022.0
20,Rutgers (Big Ten),16,13-3,15,36,0.417,05/08/2022,2022.0
22,UAlbany (America East),15,5-10,22,54,0.407,05/08/2022,2022.0
23,Stony Brook (America East),14,9-5,24,60,0.400,05/08/2022,2022.0
23,Utah (ASUN),14,10-4,18,45,0.400,05/08/2022,2022.0
23,Manhattan (MAAC),14,8-6,10,25,0.400,05/08/2022,2022.0
26,Towson (CAA),16,7-9,19,48,0.396,05/08/2022,2022.0
27,UMass Lowell (America East),13,2-11,16,41,0.390,05/08/2022,2022.0
28,Hobart (NEC),13,7-6,18,47,0.383,05/08/2022,2022.0
29,Marquette (Big East),15,4-11,26,68,0.382,05/08/2022,2022.0
29,Air Force (ASUN),15,8-7,13,34,0.382,05/08/2022,2022.0
29,North Carolina (ACC),14,8-6,13,34,0.382,05/08/2022,2022.0
32,Johns Hopkins (Big Ten),16,7-9,17,45,0.378,05/08/2022,2022.0
33,Saint Joseph's (NEC),17,14-3,29,77,0.377,05/08/2022,2022.0
34,Providence (Big East),14,6-8,18,48,0.375,05/08/2022,2022.0
35,Navy (Patriot),15,9-6,16,43,0.372,05/08/2022,2022.0
36,Delaware (CAA),16,11-5,23,62,0.371,05/08/2022,2022.0
37,Boston U. (Patriot),16,12-4,15,41,0.366,05/08/2022,2022.0
38,LIU (NEC),15,7-8,19,53,0.358,05/08/2022,2022.0
39,Bellarmine (ASUN),17,4-13,16,45,0.356,05/08/2022,2022.0
40,Jacksonville (SoCon),17,14-3,22,62,0.355,05/08/2022,2022.0
41,Richmond (SoCon),15,11-4,19,54,0.352,05/08/2022,2022.0
42,Penn St. (Big Ten),14,3-11,17,49,0.347,05/08/2022,2022.0
43,Massachusetts (CAA),14,8-6,22,64,0.344,05/08/2022,2022.0
44,Syracuse (ACC),14,4-10,14,41,0.341,05/08/2022,2022.0
45,VMI (SoCon),15,4-11,16,47,0.340,05/08/2022,2022.0
46,Drexel (CAA),14,6-8,17,50,0.340,05/08/2022,2022.0
47,High Point (SoCon),15,7-8,19,57,0.333,05/08/2022,2022.0
47,Georgetown (Big East),16,15-1,13,39,0.333,05/08/2022,2022.0
49,Quinnipiac (MAAC),13,2-11,14,43,0.326,05/08/2022,2022.0
50,Lehigh (Patriot),15,8-7,15,47,0.319,05/08/2022,2022.0
51,Bryant (NEC),15,8-7,16,52,0.308,05/08/2022,2022.0
52,Monmouth (MAAC),12,5-7,11,36,0.306,05/08/2022,2022.0
53,UMBC (America East),13,6-7,14,46,0.304,05/08/2022,2022.0
54,Sacred Heart (NEC),13,3-10,14,47,0.298,05/08/2022,2022.0
55,Marist (MAAC),15,7-8,18,61,0.295,05/08/2022,2022.0
56,Harvard (Ivy League),12,8-4,12,41,0.293,05/08/2022,2022.0
57,Detroit Mercy (ASUN),11,2-9,10,35,0.286,05/08/2022,2022.0
58,Bucknell (Patriot),15,9-6,13,46,0.283,05/08/2022,2022.0
59,Dartmouth (Ivy League),13,4-9,11,39,0.282,05/08/2022,2022.0
60,Canisius (MAAC),14,2-12,10,36,0.278,05/08/2022,2022.0
61,Mercer (SoCon),15,5-10,14,51,0.275,05/08/2022,2022.0
62,Cleveland St. (ASUN),13,3-10,13,48,0.271,05/08/2022,2022.0
63,St. John's (NY) (Big East),14,2-12,14,53,0.264,05/08/2022,2022.0
64,Vermont (America East),17,11-6,17,65,0.262,05/08/2022,2022.0
65,Mount St. Mary's (NEC),15,5-10,10,39,0.256,05/08/2022,2022.0
66,Binghamton (America East),14,5-9,11,45,0.244,05/08/2022,2022.0
67,Wagner (NEC),12,3-9,10,43,0.233,05/08/2022,2022.0
68,Holy Cross (Patriot),14,1-13,8,36,0.222,05/08/2022,2022.0
69,Hofstra (CAA),15,6-9,5,27,0.185,05/08/2022,2022.0
70,NJIT (America East),13,0-13,11,61,0.180,05/08/2022,2022.0
71,Colgate (Patriot),13,4-9,4,37,0.108,05/08/2022,2022.0
72,Hampton (SoCon),10,0-10,2,32,0.063,05/08/2022,2022.0
-,Merrimack (NEC),12,6-6,10,46,0.217,05/08/2022,2022.0
1,Notre Dame (ACC),11,7-4,19,28,0.679,05/05/2022,2022.0
2,Duke (ACC),16,11-5,22,35,0.629,05/05/2022,2022.0
3,Ohio St. (Big Ten),15,10-5,25,44,0.568,05/05/2022,2022.0
4,Fairfield (CAA),14,7-7,22,40,0.550,05/05/2022,2022.0
5,Yale (Ivy League),13,10-3,20,38,0.526,05/05/2022,2022.0
6,Michigan (Big Ten),15,7-8,25,50,0.500,05/05/2022,2022.0
6,Brown (Ivy League),14,10-4,23,46,0.500,05/05/2022,2022.0
6,Virginia (ACC),14,11-3,13,26,0.500,05/05/2022,2022.0
9,Princeton (Ivy League),13,9-4,18,37,0.486,05/05/2022,2022.0
10,Villanova (Big East),14,9-5,29,62,0.468,05/05/2022,2022.0
11,St. Bonaventure (MAAC),14,11-3,13,28,0.464,05/05/2022,2022.0
12,Army West Point (Patriot),14,11-3,19,42,0.452,05/05/2022,2022.0
13,Penn (Ivy League),12,8-4,18,40,0.450,05/05/2022,2022.0
14,Denver (Big East),15,9-6,20,45,0.444,05/05/2022,2022.0
15,Siena (MAAC),15,6-9,19,43,0.442,05/05/2022,2022.0
16,Cornell (Ivy League),14,11-3,18,41,0.439,05/05/2022,2022.0
17,Maryland (Big Ten),13,13-0,16,37,0.432,05/05/2022,2022.0
18,Lafayette (Patriot),15,4-11,18,42,0.429,05/05/2022,2022.0
18,Rutgers (Big Ten),15,13-2,15,35,0.429,05/05/2022,2022.0
20,Towson (CAA),15,7-8,19,45,0.422,05/05/2022,2022.0
21,Delaware (CAA),15,10-5,23,55,0.418,05/05/2022,2022.0
22,Manhattan (MAAC),13,7-6,10,24,0.417,05/05/2022,2022.0
23,UAlbany (America East),15,5-10,22,54,0.407,05/05/2022,2022.0
24,Loyola Maryland (Patriot),15,8-7,15,37,0.405,05/05/2022,2022.0
25,Stony Brook (America East),14,9-5,24,60,0.400,05/05/2022,2022.0
26,UMass Lowell (America East),13,2-11,16,41,0.390,05/05/2022,2022.0
27,Robert Morris (ASUN),14,9-5,12,31,0.387,05/05/2022,2022.0
28,Marquette (Big East),15,4-11,26,68,0.382,05/05/2022,2022.0
28,Air Force (ASUN),15,8-7,13,34,0.382,05/05/2022,2022.0
28,North Carolina (ACC),14,8-6,13,34,0.382,05/05/2022,2022.0
31,Johns Hopkins (Big Ten),16,7-9,17,45,0.378,05/05/2022,2022.0
32,Providence (Big East),14,6-8,18,48,0.375,05/05/2022,2022.0
33,Hobart (NEC),12,7-5,16,43,0.372,05/05/2022,2022.0
33,Navy (Patriot),15,9-6,16,43,0.372,05/05/2022,2022.0
35,Boston U. (Patriot),14,10-4,14,38,0.368,05/05/2022,2022.0
36,Saint Joseph's (NEC),16,13-3,27,74,0.365,05/05/2022,2022.0
37,Utah (ASUN),13,10-3,14,39,0.359,05/05/2022,2022.0
38,LIU (NEC),15,7-8,19,53,0.358,05/05/2022,2022.0
39,Bellarmine (ASUN),17,4-13,16,45,0.356,05/05/2022,2022.0
40,Georgetown (Big East),15,14-1,13,37,0.351,05/05/2022,2022.0
41,Jacksonville (SoCon),16,14-2,21,60,0.350,05/05/2022,2022.0
42,Penn St. (Big Ten),14,3-11,17,49,0.347,05/05/2022,2022.0
43,Massachusetts (CAA),14,8-6,22,64,0.344,05/05/2022,2022.0
44,Syracuse (ACC),14,4-10,14,41,0.341,05/05/2022,2022.0
45,VMI (SoCon),15,4-11,16,47,0.340,05/05/2022,2022.0
46,Drexel (CAA),14,6-8,17,50,0.340,05/05/2022,2022.0
47,Lehigh (Patriot),14,8-6,14,43,0.326,05/05/2022,2022.0
47,Quinnipiac (MAAC),13,2-11,14,43,0.326,05/05/2022,2022.0
49,High Point (SoCon),15,7-8,17,53,0.321,05/05/2022,2022.0
50,Bryant (NEC),15,8-7,16,52,0.308,05/05/2022,2022.0
51,Monmouth (MAAC),12,5-7,11,36,0.306,05/05/2022,2022.0
52,Richmond (SoCon),14,10-4,14,46,0.304,05/05/2022,2022.0
53,UMBC (America East),12,6-6,12,40,0.300,05/05/2022,2022.0
54,Sacred Heart (NEC),13,3-10,14,47,0.298,05/05/2022,2022.0
55,Marist (MAAC),15,7-8,18,61,0.295,05/05/2022,2022.0
56,Harvard (Ivy League),12,8-4,12,41,0.293,05/05/2022,2022.0
57,Detroit Mercy (ASUN),11,2-9,10,35,0.286,05/05/2022,2022.0
58,Bucknell (Patriot),15,9-6,13,46,0.283,05/05/2022,2022.0
59,Dartmouth (Ivy League),13,4-9,11,39,0.282,05/05/2022,2022.0
60,Canisius (MAAC),14,2-12,10,36,0.278,05/05/2022,2022.0
61,Mercer (SoCon),15,5-10,14,51,0.275,05/05/2022,2022.0
62,Cleveland St. (ASUN),13,3-10,13,48,0.271,05/05/2022,2022.0
63,Vermont (America East),16,10-6,17,63,0.270,05/05/2022,2022.0
64,St. John's (NY) (Big East),14,2-12,14,53,0.264,05/05/2022,2022.0
65,Mount St. Mary's (NEC),15,5-10,10,39,0.256,05/05/2022,2022.0
66,Wagner (NEC),12,3-9,10,43,0.233,05/05/2022,2022.0
67,Binghamton (America East),14,5-9,10,44,0.227,05/05/2022,2022.0
68,Holy Cross (Patriot),14,1-13,8,36,0.222,05/05/2022,2022.0
69,Hofstra (CAA),15,6-9,5,27,0.185,05/05/2022,2022.0
70,NJIT (America East),13,0-13,11,61,0.180,05/05/2022,2022.0
71,Colgate (Patriot),13,4-9,4,37,0.108,05/05/2022,2022.0
72,Hampton (SoCon),10,0-10,2,32,0.063,05/05/2022,2022.0
-,Merrimack (NEC),12,6-6,10,46,0.217,05/05/2022,2022.0
1,Notre Dame (ACC),11,7-4,19,28,0.679,05/03/2022,2022.0
2,Duke (ACC),16,11-5,22,35,0.629,05/03/2022,2022.0
3,Ohio St. (Big Ten),14,10-4,25,42,0.595,05/03/2022,2022.0
4,Fairfield (CAA),14,7-7,22,40,0.550,05/03/2022,2022.0
5,Yale (Ivy League),13,10-3,20,38,0.526,05/03/2022,2022.0
6,Michigan (Big Ten),15,7-8,25,50,0.500,05/03/2022,2022.0
6,Brown (Ivy League),14,10-4,23,46,0.500,05/03/2022,2022.0
6,Virginia (ACC),14,11-3,13,26,0.500,05/03/2022,2022.0
9,Princeton (Ivy League),13,9-4,18,37,0.486,05/03/2022,2022.0
10,Delaware (CAA),14,9-5,20,42,0.476,05/03/2022,2022.0
11,Villanova (Big East),13,8-5,26,56,0.464,05/03/2022,2022.0
12,Maryland (Big Ten),12,12-0,16,35,0.457,05/03/2022,2022.0
13,Army West Point (Patriot),14,11-3,19,42,0.452,05/03/2022,2022.0
14,Penn (Ivy League),12,8-4,18,40,0.450,05/03/2022,2022.0
14,Siena (MAAC),14,6-8,18,40,0.450,05/03/2022,2022.0
16,St. Bonaventure (MAAC),13,10-3,12,27,0.444,05/03/2022,2022.0
17,Denver (Big East),14,9-5,19,43,0.442,05/03/2022,2022.0
