Date,Team,Man Down Defense Percent
2019-03-10,NJIT,0.647
2019-03-10,Mount St. Mary's,0.643
2019-03-10,Marist,0.643
2019-03-10,VMI,0.643
2019-03-10,Utah,0.625
2019-03-10,Hampton,0.625
2019-03-10,Towson,0.615
2019-03-10,Saint Joseph's,0.609
2019-03-10,Hobart,0.6
2019-03-10,UMBC,0.6
2019-03-10,Notre Dame,0.583
2019-03-10,Penn St.,0.577
2019-03-10,Massachusetts,0.577
2019-03-10,Hartford,0.576
2019-03-10,Jacksonville,0.543
2019-03-10,Canisius,0.533
2019-03-10,Quinnipiac,0.522
2019-03-10,Detroit Mercy,0.522
2019-03-10,Sacred Heart,0.519
2019-03-10,Furman,0.517
2019-03-10,St. John's,0.5
2019-03-10,UAlbany,0.476
2019-03-10,Penn,0.467
2019-03-10,Siena,0.467
2019-03-10,Fairfield,0.462
2019-03-10,Robert Morris,0.462
2019-03-10,Yale,0.286
2019-03-08,Army West Point,0.889
2019-03-08,Wagner,0.889
2019-03-08,Rutgers,0.846
2019-03-08,St. Bonaventure,0.846
2019-03-08,NJIT,0.833
2019-03-08,Lehigh,0.824
2019-03-08,Hofstra,0.8
2019-03-08,Cleveland St.,0.8
2019-03-08,Manhattan,0.8
2019-03-08,Mercer,0.794
2019-03-08,Johns Hopkins,0.786
2019-03-08,High Point,0.783
2019-03-08,Lafayette,0.778
2019-03-08,Monmouth,0.778
2019-03-08,Syracuse,0.765
2019-03-08,Loyola Maryland,0.765
2019-03-08,Stony Brook,0.762
2019-03-08,Richmond,0.75
2019-03-08,Delaware,0.75
2019-03-08,Michigan,0.75
2019-03-08,Bucknell,0.75
2019-03-08,Air Force,0.733
2019-03-08,Marquette,0.733
2019-03-08,Bryant,0.733
2019-03-08,Colgate,0.727
2019-03-08,Princeton,0.727
2019-03-08,Brown,0.722
2019-03-08,Boston U.,0.722
2019-03-08,Holy Cross,0.722
2019-03-08,Binghamton,0.722
2019-03-08,Providence,0.722
2019-03-08,Denver,0.714
2019-03-08,Duke,0.7
2019-03-08,Drexel,0.7
2019-03-08,Cornell,0.7
2019-03-08,Dartmouth,0.692
2019-03-08,Harvard,0.688
2019-03-08,North Carolina,0.667
2019-03-08,Virginia,0.667
2019-03-08,Saint Joseph's,0.667
2019-03-08,UMass Lowell,0.667
2019-03-08,VMI,0.667
2019-03-08,Notre Dame,0.667
2019-03-08,Georgetown,0.647
2019-03-08,Mount St. Mary's,0.643
2019-03-08,Marist,0.643
2019-03-08,Maryland,0.632
2019-03-08,Vermont,0.632
2019-03-08,Hampton,0.625
2019-03-08,Villanova,0.615
2019-03-08,Navy,0.615
2019-03-08,Bellarmine,0.615
2019-03-08,Jacksonville,0.613
2019-03-08,Massachusetts,0.609
2019-03-08,Ohio St.,0.609
2019-03-08,Utah,0.609
2019-03-08,Towson,0.583
2019-03-08,Hartford,0.571
2019-03-08,Canisius,0.571
2019-03-08,UMBC,0.556
2019-03-08,Penn St.,0.545
2019-03-08,Robert Morris,0.545
2019-03-08,Hobart,0.538
2019-03-08,Sacred Heart,0.522
2019-03-08,Furman,0.517
2019-03-08,Siena,0.5
2019-03-08,Penn,0.5
2019-03-08,Fairfield,0.5
2019-03-08,Quinnipiac,0.474
2019-03-08,Detroit Mercy,0.467
2019-03-08,UAlbany,0.438
2019-03-08,St. John's,0.417
2019-03-08,Yale,0.364
2019-03-07,Army West Point,0.889
2019-03-07,Wagner,0.889
2019-03-07,Rutgers,0.846
2019-03-07,St. Bonaventure,0.846
2019-03-07,NJIT,0.833
2019-03-07,Lehigh,0.824
2019-03-07,Cleveland St.,0.8
2019-03-07,Hofstra,0.8
2019-03-07,Manhattan,0.8
2019-03-07,Johns Hopkins,0.786
2019-03-07,High Point,0.783
2019-03-07,Monmouth,0.778
2019-03-07,Lafayette,0.778
2019-03-07,Syracuse,0.765
2019-03-07,Loyola Maryland,0.765
2019-03-07,Stony Brook,0.762
2019-03-07,Mercer,0.759
2019-03-07,Delaware,0.75
2019-03-07,Richmond,0.75
2019-03-07,Cornell,0.75
2019-03-07,Michigan,0.75
2019-03-07,Bucknell,0.75
2019-03-07,Hampton,0.75
2019-03-07,Air Force,0.733
2019-03-07,Bryant,0.733
2019-03-07,Marquette,0.733
2019-03-07,Colgate,0.727
2019-03-07,Princeton,0.727
2019-03-07,Brown,0.722
2019-03-07,Boston U.,0.722
2019-03-07,Binghamton,0.722
2019-03-07,Holy Cross,0.722
2019-03-07,Providence,0.722
2019-03-07,Denver,0.714
2019-03-07,Saint Joseph's,0.706
2019-03-07,Duke,0.7
2019-03-07,Marist,0.7
2019-03-07,Dartmouth,0.692
2019-03-07,Harvard,0.688
2019-03-07,North Carolina,0.667
2019-03-07,Virginia,0.667
2019-03-07,UMass Lowell,0.667
2019-03-07,VMI,0.667
2019-03-07,Notre Dame,0.667
2019-03-07,Georgetown,0.647
2019-03-07,Drexel,0.643
2019-03-07,Maryland,0.632
2019-03-07,Towson,0.632
2019-03-07,Vermont,0.632
2019-03-07,Mount St. Mary's,0.63
2019-03-07,Navy,0.615
2019-03-07,Bellarmine,0.615
2019-03-07,Penn St.,0.611
2019-03-07,Massachusetts,0.609
2019-03-07,Ohio St.,0.609
2019-03-07,Utah,0.609
2019-03-07,Jacksonville,0.593
2019-03-07,Hartford,0.571
2019-03-07,Canisius,0.571
2019-03-07,UMBC,0.556
2019-03-07,Robert Morris,0.545
2019-03-07,Villanova,0.545
2019-03-07,Hobart,0.538
2019-03-07,Sacred Heart,0.522
2019-03-07,Furman,0.517
2019-03-07,Siena,0.5
2019-03-07,Fairfield,0.5
2019-03-07,Quinnipiac,0.474
2019-03-07,Detroit Mercy,0.467
2019-03-07,UAlbany,0.467
2019-03-07,St. John's,0.417
2019-03-07,Yale,0.364
2019-03-07,Penn,0.25
2019-03-06,Army West Point,0.889
2019-03-06,Wagner,0.889
2019-03-06,Rutgers,0.846
2019-03-06,St. Bonaventure,0.846
2019-03-06,NJIT,0.833
2019-03-06,Lehigh,0.824
2019-03-06,Cleveland St.,0.8
2019-03-06,Hofstra,0.8
2019-03-06,Manhattan,0.8
2019-03-06,Monmouth,0.789
2019-03-06,Johns Hopkins,0.786
2019-03-06,Loyola Maryland,0.786
2019-03-06,High Point,0.783
2019-03-06,Lafayette,0.778
2019-03-06,Syracuse,0.765
2019-03-06,Stony Brook,0.762
2019-03-06,Mercer,0.759
2019-03-06,Delaware,0.75
2019-03-06,Richmond,0.75
2019-03-06,Duke,0.75
2019-03-06,Cornell,0.75
2019-03-06,Michigan,0.75
2019-03-06,Bucknell,0.75
2019-03-06,Hampton,0.75
2019-03-06,Air Force,0.733
2019-03-06,Marquette,0.733
2019-03-06,Bryant,0.733
2019-03-06,Colgate,0.727
2019-03-06,Princeton,0.727
2019-03-06,Brown,0.722
2019-03-06,Providence,0.722
2019-03-06,Binghamton,0.722
2019-03-06,Holy Cross,0.722
2019-03-06,Boston U.,0.722
2019-03-06,Denver,0.714
2019-03-06,Saint Joseph's,0.706
2019-03-06,Marist,0.7
2019-03-06,Dartmouth,0.692
2019-03-06,Harvard,0.688
2019-03-06,North Carolina,0.667
2019-03-06,Virginia,0.667
2019-03-06,UMass Lowell,0.667
2019-03-06,VMI,0.667
2019-03-06,Notre Dame,0.667
2019-03-06,Georgetown,0.647
2019-03-06,Drexel,0.643
2019-03-06,Towson,0.632
2019-03-06,Maryland,0.632
2019-03-06,Vermont,0.632
2019-03-06,Mount St. Mary's,0.63
2019-03-06,Navy,0.615
2019-03-06,Bellarmine,0.615
2019-03-06,Penn St.,0.611
2019-03-06,Utah,0.609
2019-03-06,Ohio St.,0.609
2019-03-06,Massachusetts,0.609
2019-03-06,Jacksonville,0.593
2019-03-06,Hartford,0.571
2019-03-06,Canisius,0.571
2019-03-06,UMBC,0.556
2019-03-06,Robert Morris,0.545
2019-03-06,Villanova,0.545
2019-03-06,Hobart,0.538
2019-03-06,Sacred Heart,0.522
2019-03-06,Furman,0.517
2019-03-06,Siena,0.5
2019-03-06,Fairfield,0.5
2019-03-06,Quinnipiac,0.474
2019-03-06,Detroit Mercy,0.467
2019-03-06,UAlbany,0.467
2019-03-05,Army West Point,0.889
2019-03-05,Wagner,0.889
2019-03-05,Rutgers,0.846
2019-03-05,St. Bonaventure,0.846
2019-03-05,NJIT,0.833
2019-03-05,Lehigh,0.824
2019-03-05,Cleveland St.,0.8
2019-03-05,Hofstra,0.8
2019-03-05,Manhattan,0.8
2019-03-05,Dartmouth,0.8
2019-03-05,Monmouth,0.789
2019-03-05,Johns Hopkins,0.786
2019-03-05,Loyola Maryland,0.786
2019-03-05,Mercer,0.783
2019-03-05,High Point,0.783
2019-03-05,Air Force,0.783
2019-03-05,Lafayette,0.778
2019-03-05,Syracuse,0.765
2019-03-05,Delaware,0.765
2019-03-05,Stony Brook,0.762
2019-03-05,Richmond,0.75
2019-03-05,Duke,0.75
2019-03-05,Cornell,0.75
2019-03-05,Michigan,0.75
2019-03-05,Bucknell,0.75
2019-03-05,Hampton,0.75
2019-03-05,Bryant,0.733
2019-03-05,Marquette,0.733
2019-03-05,Princeton,0.727
2019-03-05,Colgate,0.727
2019-03-05,Brown,0.722
2019-03-05,Holy Cross,0.722
2019-03-05,Boston U.,0.722
2019-03-05,Binghamton,0.722
2019-03-05,Providence,0.722
2019-03-05,Denver,0.714
2019-03-05,Saint Joseph's,0.706
2019-03-05,Marist,0.7
2019-03-05,Harvard,0.688
2019-03-05,North Carolina,0.667
2019-03-05,Virginia,0.667
2019-03-05,UMass Lowell,0.667
2019-03-05,VMI,0.667
2019-03-05,Notre Dame,0.667
2019-03-05,Georgetown,0.647
2019-03-05,Drexel,0.643
2019-03-05,Vermont,0.632
2019-03-05,Maryland,0.632
2019-03-05,Towson,0.632
2019-03-05,Mount St. Mary's,0.63
2019-03-05,Navy,0.615
2019-03-05,Bellarmine,0.615
2019-03-05,Penn St.,0.611
2019-03-05,Utah,0.609
2019-03-05,Ohio St.,0.609
2019-03-05,Massachusetts,0.609
2019-03-05,Jacksonville,0.593
2019-03-05,Hartford,0.571
2019-03-05,Canisius,0.571
2019-03-05,UMBC,0.556
2019-03-05,Villanova,0.545
2019-03-05,Robert Morris,0.545
2019-03-05,Hobart,0.538
2019-03-05,Detroit Mercy,0.538
2019-03-05,Sacred Heart,0.522
2019-03-05,Furman,0.517
2019-03-05,Siena,0.5
2019-03-05,Fairfield,0.5
2019-03-05,Quinnipiac,0.474
2019-03-03,Army West Point,0.889
2019-03-03,Wagner,0.875
2019-03-03,St. Bonaventure,0.846
2019-03-03,Rutgers,0.846
2019-03-03,Lehigh,0.824
2019-03-03,Manhattan,0.818
2019-03-03,Cleveland St.,0.8
2019-03-03,Hofstra,0.8
2019-03-03,Princeton,0.8
2019-03-03,NJIT,0.8
2019-03-03,Johns Hopkins,0.786
2019-03-03,Loyola Maryland,0.786
2019-03-03,Mercer,0.783
2019-03-03,High Point,0.783
2019-03-03,Air Force,0.783
2019-03-03,Lafayette,0.778
2019-03-03,Holy Cross,0.778
2019-03-03,Syracuse,0.765
2019-03-03,Stony Brook,0.765
2019-03-03,Delaware,0.765
2019-03-03,Cornell,0.75
2019-03-03,Duke,0.75
2019-03-03,Michigan,0.75
2019-03-03,Bucknell,0.75
2019-03-03,Hampton,0.75
2019-03-03,Marquette,0.733
2019-03-03,Bryant,0.733
2019-03-03,Colgate,0.727
2019-03-03,Boston U.,0.722
2019-03-03,Binghamton,0.722
2019-03-03,Brown,0.722
2019-03-03,Providence,0.722
2019-03-03,Monmouth,0.714
2019-03-03,Denver,0.714
2019-03-03,Saint Joseph's,0.706
2019-03-03,Navy,0.7
2019-03-03,Dartmouth,0.7
2019-03-03,Marist,0.7
2019-03-03,Richmond,0.688
2019-03-03,Harvard,0.688
2019-03-03,Vermont,0.684
2019-03-03,North Carolina,0.667
2019-03-03,Virginia,0.667
2019-03-03,VMI,0.667
2019-03-03,Notre Dame,0.667
2019-03-03,Georgetown,0.647
2019-03-03,UMass Lowell,0.647
2019-03-03,Canisius,0.643
2019-03-03,Drexel,0.643
2019-03-03,Maryland,0.632
2019-03-03,Towson,0.632
2019-03-03,Mount St. Mary's,0.625
2019-03-03,Bellarmine,0.615
2019-03-03,Penn St.,0.611
2019-03-03,Utah,0.609
2019-03-03,Ohio St.,0.609
2019-03-03,Jacksonville,0.593
2019-03-03,Hartford,0.591
2019-03-03,Fairfield,0.571
2019-03-03,Furman,0.565
2019-03-03,UMBC,0.556
2019-03-03,Villanova,0.545
2019-03-03,Robert Morris,0.545
2019-03-03,Detroit Mercy,0.538
2019-03-03,Hobart,0.538
2019-03-03,Sacred Heart,0.524
2019-03-03,Massachusetts,0.5
2019-03-03,UAlbany,0.5
2019-03-03,Quinnipiac,0.474
2019-03-02,Army West Point,0.889
2019-03-02,Wagner,0.875
2019-03-02,Rutgers,0.846
2019-03-02,St. Bonaventure,0.846
2019-03-02,Lehigh,0.824
2019-03-02,Manhattan,0.818
2019-03-02,Cleveland St.,0.8
2019-03-02,Hofstra,0.8
2019-03-02,Princeton,0.8
2019-03-02,NJIT,0.8
2019-03-02,Johns Hopkins,0.786
2019-03-02,Loyola Maryland,0.786
2019-03-02,Mercer,0.783
2019-03-02,High Point,0.783
2019-03-02,Air Force,0.783
2019-03-02,Holy Cross,0.778
2019-03-02,Lafayette,0.778
2019-03-02,Syracuse,0.765
2019-03-02,Delaware,0.765
2019-03-02,Stony Brook,0.765
2019-03-02,Cornell,0.75
2019-03-02,Duke,0.75
2019-03-02,Michigan,0.75
2019-03-02,Bucknell,0.75
2019-03-02,Hampton,0.75
2019-03-02,Marquette,0.733
2019-03-02,Bryant,0.733
2019-03-02,Colgate,0.727
2019-03-02,Providence,0.722
2019-03-02,Brown,0.722
2019-03-02,Boston U.,0.722
2019-03-02,Binghamton,0.722
2019-03-02,Denver,0.714
2019-03-02,Monmouth,0.714
2019-03-02,Saint Joseph's,0.706
2019-03-02,Navy,0.7
2019-03-02,Marist,0.7
2019-03-02,Dartmouth,0.7
2019-03-02,Richmond,0.688
2019-03-02,Harvard,0.688
2019-03-02,Vermont,0.684
2019-03-02,North Carolina,0.667
2019-03-02,Virginia,0.667
2019-03-02,VMI,0.667
2019-03-02,Georgetown,0.647
2019-03-02,UMass Lowell,0.647
2019-03-02,Canisius,0.643
2019-03-02,Drexel,0.643
2019-03-02,Towson,0.632
2019-03-02,Mount St. Mary's,0.625
2019-03-02,Maryland,0.625
2019-03-02,Bellarmine,0.615
2019-03-02,Penn St.,0.611
2019-03-02,Utah,0.609
2019-03-02,Ohio St.,0.609
2019-03-02,Jacksonville,0.593
2019-03-02,Hartford,0.591
2019-03-02,Fairfield,0.571
2019-03-02,Furman,0.565
2019-03-02,UMBC,0.556
2019-03-02,Villanova,0.545
2019-03-02,Robert Morris,0.545
2019-03-02,Hobart,0.538
2019-03-02,Detroit Mercy,0.538
2019-03-02,Sacred Heart,0.524
2019-03-02,Massachusetts,0.5
2019-03-02,UAlbany,0.5
2019-03-02,Quinnipiac,0.474
2019-03-02,St. John's,0.417
2019-02-27,Navy,1.0
2019-02-27,Army West Point,0.917
2019-02-27,Delaware,0.9
2019-02-27,Johns Hopkins,0.9
2019-02-27,Cornell,0.9
2019-02-27,Holy Cross,0.867
2019-02-27,Lehigh,0.857
2019-02-27,Princeton,0.857
2019-02-27,St. Bonaventure,0.846
2019-02-27,Air Force,0.833
2019-02-27,Cleveland St.,0.833
2019-02-27,Wagner,0.833
2019-02-27,Hofstra,0.824
2019-02-27,Michigan,0.818
2019-02-27,Binghamton,0.818
2019-02-27,Lafayette,0.813
2019-02-27,Providence,0.8
2019-02-27,Harvard,0.8
2019-02-27,Rutgers,0.8
2019-02-27,NJIT,0.8
2019-02-27,Manhattan,0.778
2019-02-27,Bryant,0.778
2019-02-27,Denver,0.778
2019-02-27,High Point,0.773
2019-02-27,Vermont,0.769
2019-02-27,Loyola Maryland,0.769
2019-02-27,Mercer,0.75
2019-02-27,Monmouth,0.75
2019-02-27,Syracuse,0.75
2019-02-27,VMI,0.75
2019-02-27,Brown,0.733
2019-02-27,Duke,0.714
2019-02-27,Colgate,0.7
2019-02-27,Boston U.,0.692
2019-02-27,Marquette,0.692
2019-02-27,Saint Joseph's,0.688
2019-02-27,Hartford,0.688
2019-02-27,Virginia,0.667
2019-02-27,Richmond,0.667
2019-02-27,Stony Brook,0.667
2019-02-27,Canisius,0.667
2019-02-27,Bucknell,0.667
2019-02-27,Drexel,0.667
2019-02-27,Dartmouth,0.667
2019-02-27,North Carolina,0.652
2019-02-27,Towson,0.65
2019-02-27,UMass Lowell,0.647
2019-02-27,Maryland,0.625
2019-02-27,Marist,0.625
2019-02-27,Penn St.,0.6
2019-02-27,Bellarmine,0.583
2019-02-27,Jacksonville,0.579
2019-02-27,Georgetown,0.571
2019-02-27,Ohio St.,0.556
2019-02-27,Mount St. Mary's,0.55
2019-02-27,Furman,0.55
2019-02-27,Hobart,0.545
2019-02-27,Detroit Mercy,0.538
2019-02-27,Utah,0.526
2019-02-27,UAlbany,0.5
2019-02-27,Villanova,0.5
2019-02-27,Robert Morris,0.5
2019-02-27,Fairfield,0.5
2019-02-27,UMBC,0.5
2019-02-27,Quinnipiac,0.467
2019-02-27,Sacred Heart,0.462
2019-02-27,Massachusetts,0.455
2019-02-27,St. John's,0.429
2019-02-27,Yale,0.375
2019-02-26,Navy,1.0
2019-02-26,Army West Point,0.917
2019-02-26,Cornell,0.9
2019-02-26,Johns Hopkins,0.9
2019-02-26,Delaware,0.9
2019-02-26,Holy Cross,0.867
2019-02-26,Lehigh,0.857
2019-02-26,Princeton,0.857
2019-02-26,St. Bonaventure,0.846
2019-02-26,Air Force,0.833
2019-02-26,Cleveland St.,0.833
2019-02-26,Wagner,0.833
2019-02-26,Hofstra,0.824
2019-02-26,Michigan,0.818
2019-02-26,Binghamton,0.818
2019-02-26,Lafayette,0.813
2019-02-26,Providence,0.8
2019-02-26,Harvard,0.8
2019-02-26,NJIT,0.8
2019-02-26,Rutgers,0.8
2019-02-26,Bryant,0.778
2019-02-26,Denver,0.778
2019-02-26,Manhattan,0.778
2019-02-26,High Point,0.773
2019-02-26,Vermont,0.769
2019-02-26,Mercer,0.75
2019-02-26,Loyola Maryland,0.75
2019-02-26,Monmouth,0.75
2019-02-26,Syracuse,0.75
2019-02-26,VMI,0.75
2019-02-26,Brown,0.733
2019-02-26,Duke,0.714
2019-02-26,Colgate,0.7
2019-02-26,Marquette,0.692
2019-02-26,Boston U.,0.692
2019-02-26,Hartford,0.688
2019-02-26,Saint Joseph's,0.688
2019-02-26,Virginia,0.667
2019-02-26,Richmond,0.667
2019-02-26,Towson,0.667
2019-02-26,Canisius,0.667
2019-02-26,Stony Brook,0.667
2019-02-26,Drexel,0.667
2019-02-26,Bucknell,0.667
2019-02-26,Dartmouth,0.667
2019-02-26,North Carolina,0.652
2019-02-26,UMass Lowell,0.647
2019-02-26,Maryland,0.625
2019-02-26,Marist,0.625
2019-02-26,Penn St.,0.6
2019-02-26,Bellarmine,0.583
2019-02-26,Jacksonville,0.579
2019-02-26,Georgetown,0.571
2019-02-26,Ohio St.,0.556
2019-02-26,Mount St. Mary's,0.55
2019-02-26,Furman,0.55
2019-02-26,Hobart,0.545
2019-02-26,Detroit Mercy,0.538
2019-02-26,Utah,0.526
2019-02-26,UAlbany,0.5
2019-02-26,Villanova,0.5
2019-02-26,Robert Morris,0.5
2019-02-26,UMBC,0.5
2019-02-26,Fairfield,0.5
2019-02-26,Quinnipiac,0.467
2019-02-26,Sacred Heart,0.462
2019-02-26,Massachusetts,0.455
2019-02-26,St. John's,0.429
2019-02-26,Yale,0.375
2019-02-24,Delaware,1.0
2019-02-24,Bryant,1.0
2019-02-24,Marist,1.0
2019-02-24,Navy,1.0
2019-02-24,Army West Point,0.917
2019-02-24,Johns Hopkins,0.9
2019-02-24,Cornell,0.9
2019-02-24,Hofstra,0.867
2019-02-24,Lehigh,0.857
2019-02-24,Princeton,0.857
2019-02-24,Monmouth,0.857
2019-02-24,St. Bonaventure,0.846
2019-02-24,Cleveland St.,0.833
2019-02-24,Air Force,0.833
2019-02-24,Michigan,0.818
2019-02-24,Holy Cross,0.818
2019-02-24,Binghamton,0.818
2019-02-24,Lafayette,0.813
2019-02-24,Providence,0.8
2019-02-24,NJIT,0.8
2019-02-24,Rutgers,0.8
2019-02-24,Manhattan,0.778
2019-02-24,Denver,0.778
2019-02-24,Harvard,0.778
2019-02-24,High Point,0.773
2019-02-24,Vermont,0.769
2019-02-24,Mercer,0.75
2019-02-24,Loyola Maryland,0.75
2019-02-24,Syracuse,0.75
2019-02-24,VMI,0.75
2019-02-24,Wagner,0.75
2019-02-24,Brown,0.733
2019-02-24,Duke,0.714
2019-02-24,Colgate,0.7
2019-02-24,Stony Brook,0.7
2019-02-24,Marquette,0.692
2019-02-24,Saint Joseph's,0.692
2019-02-24,Virginia,0.667
2019-02-24,Richmond,0.667
2019-02-24,Towson,0.667
2019-02-24,Canisius,0.667
2019-02-24,Boston U.,0.667
2019-02-24,Drexel,0.667
2019-02-24,Bucknell,0.667
2019-02-24,Dartmouth,0.667
2019-02-24,North Carolina,0.652
2019-02-24,UMass Lowell,0.647
2019-02-24,Hartford,0.636
2019-02-24,Maryland,0.625
2019-02-24,Sacred Heart,0.625
2019-02-24,Penn St.,0.6
2019-02-24,Georgetown,0.6
2019-02-24,Bellarmine,0.583
2019-02-24,Jacksonville,0.579
2019-02-24,Ohio St.,0.556
2019-02-24,Furman,0.55
2019-02-24,Hobart,0.545
2019-02-24,Detroit Mercy,0.538
2019-02-24,Utah,0.526
2019-02-24,UAlbany,0.5
2019-02-24,Villanova,0.5
2019-02-24,Robert Morris,0.5
2019-02-24,UMBC,0.5
2019-02-24,Quinnipiac,0.467
2019-02-24,Mount St. Mary's,0.467
2019-02-24,Massachusetts,0.455
2019-02-24,St. John's,0.429
2019-02-24,Yale,0.375
2019-02-24,Siena,0.333
2019-02-24,Notre Dame,0.333
2019-02-24,Penn,0.333
2019-02-22,VMI,1.0
2019-02-22,Air Force,1.0
2019-02-22,Bryant,1.0
2019-02-22,Stony Brook,1.0
2019-02-22,Hofstra,1.0
2019-02-22,Marist,1.0
2019-02-22,Denver,1.0
2019-02-22,Navy,1.0
2019-02-22,Cornell,1.0
2019-02-22,Delaware,1.0
2019-02-22,Princeton,1.0
2019-02-22,Vermont,0.9
2019-02-22,Lehigh,0.9
2019-02-22,St. Bonaventure,0.889
2019-02-22,Army West Point,0.889
2019-02-22,Brown,0.875
2019-02-22,Johns Hopkins,0.857
2019-02-22,Rutgers,0.857
2019-02-22,Cleveland St.,0.846
2019-02-22,Holy Cross,0.818
2019-02-22,Monmouth,0.8
2019-02-22,Saint Joseph's,0.778
2019-02-22,Lafayette,0.769
2019-02-22,Mercer,0.75
2019-02-22,NJIT,0.75
2019-02-22,Providence,0.75
2019-02-22,Wagner,0.75
2019-02-22,High Point,0.737
2019-02-22,Duke,0.727
2019-02-22,Michigan,0.714
2019-02-22,Manhattan,0.714
2019-02-22,Colgate,0.7
2019-02-22,Loyola Maryland,0.7
2019-02-22,Richmond,0.667
2019-02-22,Boston U.,0.667
2019-02-22,Canisius,0.667
2019-02-22,Hartford,0.667
2019-02-22,Bucknell,0.667
2019-02-22,Syracuse,0.667
2019-02-22,Binghamton,0.667
2019-02-22,Drexel,0.667
2019-02-22,Yale,0.667
2019-02-22,Virginia,0.647
2019-02-22,Maryland,0.636
2019-02-22,UMass Lowell,0.636
2019-02-22,North Carolina,0.625
2019-02-22,Georgetown,0.625
2019-02-22,Marquette,0.625
2019-02-22,Sacred Heart,0.625
2019-02-22,Ohio St.,0.615
2019-02-22,Towson,0.6
2019-02-22,Penn St.,0.583
2019-02-22,Villanova,0.571
2019-02-22,UAlbany,0.571
2019-02-22,Furman,0.556
2019-02-22,Hobart,0.545
2019-02-22,Jacksonville,0.533
2019-02-22,Quinnipiac,0.5
2019-02-22,Detroit Mercy,0.5
2019-02-22,Bellarmine,0.5
2019-02-22,Robert Morris,0.5
2019-02-22,Harvard,0.5
2019-02-22,Mount St. Mary's,0.462
2019-02-22,Utah,0.364
2019-02-22,Penn,0.333
2019-02-22,Siena,0.333
2019-02-22,UMBC,0.25
2019-02-22,Massachusetts,0.25
2019-02-22,Fairfield,0.25
2019-02-22,St. John's,0.25
2019-02-19,Stony Brook,1.0
2019-02-19,Princeton,1.0
2019-02-19,Navy,1.0
2019-02-19,Marist,1.0
2019-02-19,VMI,1.0
2019-02-19,Denver,1.0
2019-02-19,Delaware,1.0
2019-02-19,Hofstra,1.0
2019-02-19,Bryant,1.0
2019-02-19,Air Force,1.0
2019-02-19,Holy Cross,0.909
2019-02-19,Vermont,0.9
2019-02-19,Lehigh,0.9
2019-02-19,Army West Point,0.889
2019-02-19,St. Bonaventure,0.889
2019-02-19,Brown,0.875
2019-02-19,Rutgers,0.857
2019-02-19,Johns Hopkins,0.857
2019-02-19,Cleveland St.,0.846
2019-02-19,Monmouth,0.8
2019-02-19,Saint Joseph's,0.778
2019-02-19,Lafayette,0.769
2019-02-19,Mercer,0.75
2019-02-19,Providence,0.75
2019-02-19,NJIT,0.75
2019-02-19,Wagner,0.75
2019-02-19,Bucknell,0.75
2019-02-19,High Point,0.737
2019-02-19,Duke,0.727
2019-02-19,Michigan,0.714
2019-02-19,Manhattan,0.714
2019-02-19,Loyola Maryland,0.7
2019-02-19,Colgate,0.7
2019-02-19,Canisius,0.667
2019-02-19,Richmond,0.667
2019-02-19,Boston U.,0.667
2019-02-19,Syracuse,0.667
2019-02-19,Drexel,0.667
2019-02-19,Binghamton,0.667
2019-02-19,Hartford,0.667
2019-02-19,Yale,0.667
2019-02-19,Virginia,0.647
2019-02-19,UMass Lowell,0.636
2019-02-19,Maryland,0.636
2019-02-19,North Carolina,0.625
2019-02-19,Marquette,0.625
2019-02-19,Sacred Heart,0.625
2019-02-19,Georgetown,0.625
2019-02-19,Ohio St.,0.615
2019-02-19,Towson,0.6
2019-02-19,Penn St.,0.583
2019-02-19,UAlbany,0.571
2019-02-19,Villanova,0.571
2019-02-19,Furman,0.556
2019-02-19,Jacksonville,0.533
2019-02-19,Detroit Mercy,0.5
2019-02-19,Quinnipiac,0.5
2019-02-19,Hobart,0.5
2019-02-19,Bellarmine,0.5
2019-02-19,Robert Morris,0.5
2019-02-19,Harvard,0.5
2019-02-19,Notre Dame,0.5
2019-02-19,Mount St. Mary's,0.462
2019-02-19,Utah,0.364
2019-02-19,Siena,0.333
2019-02-19,Penn,0.333
2019-02-19,Fairfield,0.25
2019-02-19,St. John's,0.25
2019-02-19,Massachusetts,0.25
2019-02-19,UMBC,0.25
2019-02-18,Stony Brook,1.0
2019-02-18,Princeton,1.0
2019-02-18,Navy,1.0
2019-02-18,Michigan,1.0
2019-02-18,Marist,1.0
2019-02-18,VMI,1.0
2019-02-18,Denver,1.0
2019-02-18,Delaware,1.0
2019-02-18,Hofstra,1.0
2019-02-18,Bryant,1.0
2019-02-18,Air Force,1.0
2019-02-18,Lehigh,0.9
2019-02-18,Vermont,0.9
2019-02-18,St. Bonaventure,0.889
2019-02-18,Brown,0.875
2019-02-18,Johns Hopkins,0.857
2019-02-18,Holy Cross,0.857
2019-02-18,Rutgers,0.857
2019-02-18,Cleveland St.,0.846
2019-02-18,Monmouth,0.8
2019-02-18,UMass Lowell,0.8
2019-02-18,Saint Joseph's,0.778
2019-02-18,Mercer,0.75
2019-02-18,Providence,0.75
2019-02-18,NJIT,0.75
2019-02-18,Wagner,0.75
2019-02-18,Army West Point,0.75
2019-02-18,High Point,0.737
2019-02-18,Duke,0.727
2019-02-18,Boston U.,0.714
2019-02-18,Loyola Maryland,0.7
2019-02-18,Lafayette,0.7
