Date,Team,Man Down Defense Percent
2022-04-10,Penn,0.455
2022-04-10,Merrimack,0.667
2022-04-07,Villanova,0.84
2022-04-07,UMBC,0.81
2022-04-07,Vermont,0.806
2022-04-07,Wagner,0.778
2022-04-07,Monmouth,0.767
2022-04-07,Bellarmine,0.765
2022-04-07,Brown,0.75
2022-04-07,Ohio St.,0.741
2022-04-07,Utah,0.741
2022-04-07,Bryant,0.735
2022-04-07,Dartmouth,0.733
2022-04-07,Drexel,0.733
2022-04-07,Air Force,0.714
2022-04-07,Army West Point,0.711
2022-04-07,UAlbany,0.704
2022-04-07,Virginia,0.704
2022-04-07,Robert Morris,0.697
2022-04-07,Navy,0.696
2022-04-07,Manhattan,0.679
2022-04-07,Bucknell,0.677
2022-04-07,Jacksonville,0.676
2022-04-07,Duke,0.674
2022-04-07,LIU,0.674
2022-04-07,Fairfield,0.667
2022-04-07,Lafayette,0.667
2022-04-07,NJIT,0.667
2022-04-07,Mount St. Mary's,0.66
2022-04-07,St. Bonaventure,0.656
2022-04-07,Holy Cross,0.654
2022-04-07,Boston U.,0.65
2022-04-07,Mercer,0.649
2022-04-07,High Point,0.647
2022-04-07,Hampton,0.647
2022-04-07,Hofstra,0.645
2022-04-07,Michigan,0.645
2022-04-07,Yale,0.636
2022-04-07,Georgetown,0.636
2022-04-07,Harvard,0.636
2022-04-07,Cleveland St.,0.63
2022-04-07,Providence,0.63
2022-04-07,Massachusetts,0.625
2022-04-07,Siena,0.622
2022-04-07,Penn St.,0.621
2022-04-07,Hobart,0.611
2022-04-07,Colgate,0.609
2022-04-07,Marquette,0.6
2022-04-07,Cornell,0.593
2022-04-07,Marist,0.593
2022-04-07,Maryland,0.583
2022-04-07,Princeton,0.581
2022-04-07,Towson,0.579
2022-04-07,Saint Joseph's,0.575
2022-04-07,UMass Lowell,0.575
2022-04-07,Johns Hopkins,0.571
2022-04-07,VMI,0.571
2022-04-07,Notre Dame,0.563
2022-04-07,Delaware,0.561
2022-04-07,Canisius,0.56
2022-04-07,Detroit Mercy,0.56
2022-04-07,Lehigh,0.56
2022-04-07,North Carolina,0.559
2022-04-07,Stony Brook,0.545
2022-04-07,Loyola Maryland,0.538
2022-04-07,Denver,0.536
2022-04-07,Rutgers,0.533
2022-04-07,Sacred Heart,0.529
2022-04-07,Richmond,0.52
2022-04-07,Syracuse,0.5
2022-04-07,Binghamton,0.5
2022-04-07,Penn,0.5
2022-04-07,Quinnipiac,0.471
2022-04-07,St. John's,0.368
2022-04-07,Merrimack,0.65
2022-04-05,Villanova,0.84
2022-04-05,UMBC,0.81
2022-04-05,Vermont,0.806
2022-04-05,Monmouth,0.767
2022-04-05,Bellarmine,0.765
2022-04-05,Brown,0.75
2022-04-05,Ohio St.,0.741
2022-04-05,Utah,0.741
2022-04-05,Bryant,0.735
2022-04-05,Dartmouth,0.733
2022-04-05,Drexel,0.733
2022-04-05,Wagner,0.722
2022-04-05,Air Force,0.714
2022-04-05,Army West Point,0.711
2022-04-05,NJIT,0.708
2022-04-05,Virginia,0.704
2022-04-05,Robert Morris,0.697
2022-04-05,Navy,0.696
2022-04-05,UAlbany,0.696
2022-04-05,Manhattan,0.679
2022-04-05,Bucknell,0.677
2022-04-05,Jacksonville,0.676
2022-04-05,Duke,0.674
2022-04-05,LIU,0.674
2022-04-05,Fairfield,0.667
2022-04-05,Lafayette,0.667
2022-04-05,Mount St. Mary's,0.66
2022-04-05,St. Bonaventure,0.656
2022-04-05,Holy Cross,0.654
2022-04-05,Boston U.,0.65
2022-04-05,Mercer,0.649
2022-04-05,High Point,0.647
2022-04-05,Hampton,0.647
2022-04-05,Hofstra,0.645
2022-04-05,Michigan,0.645
2022-04-05,Yale,0.636
2022-04-05,Georgetown,0.636
2022-04-05,Harvard,0.636
2022-04-05,Cleveland St.,0.63
2022-04-05,Providence,0.63
2022-04-05,Massachusetts,0.625
2022-04-05,Siena,0.622
2022-04-05,Penn St.,0.621
2022-04-05,Princeton,0.613
2022-04-05,Hobart,0.611
2022-04-05,Colgate,0.609
2022-04-05,Marquette,0.6
2022-04-05,Cornell,0.593
2022-04-05,Marist,0.593
2022-04-05,Maryland,0.583
2022-04-05,Towson,0.579
2022-04-05,Saint Joseph's,0.575
2022-04-05,UMass Lowell,0.575
2022-04-05,Johns Hopkins,0.571
2022-04-05,VMI,0.571
2022-04-05,Notre Dame,0.563
2022-04-05,Delaware,0.561
2022-04-05,Canisius,0.56
2022-04-05,Detroit Mercy,0.56
2022-04-05,Lehigh,0.56
2022-04-05,North Carolina,0.559
2022-04-05,Stony Brook,0.545
2022-04-05,Loyola Maryland,0.538
2022-04-05,Denver,0.536
2022-04-05,Rutgers,0.533
2022-04-05,Sacred Heart,0.529
2022-04-05,Richmond,0.52
2022-04-05,Syracuse,0.514
2022-04-05,Binghamton,0.5
2022-04-05,Penn,0.5
2022-04-05,Quinnipiac,0.471
2022-04-05,St. John's,0.368
2022-04-05,Merrimack,0.65
2022-04-03,Villanova,0.84
2022-04-03,UMBC,0.81
2022-04-03,Vermont,0.806
2022-04-03,Monmouth,0.767
2022-04-03,Bellarmine,0.75
2022-04-03,Brown,0.75
2022-04-03,Dartmouth,0.75
2022-04-03,Ohio St.,0.741
2022-04-03,Utah,0.741
2022-04-03,Drexel,0.733
2022-04-03,Bryant,0.724
2022-04-03,Wagner,0.722
2022-04-03,Air Force,0.714
2022-04-03,Army West Point,0.711
2022-04-03,NJIT,0.708
2022-04-03,Virginia,0.704
2022-04-03,Robert Morris,0.697
2022-04-03,Navy,0.696
2022-04-03,UAlbany,0.696
2022-04-03,Manhattan,0.679
2022-04-03,Bucknell,0.677
2022-04-03,Boston U.,0.676
2022-04-03,Jacksonville,0.676
2022-04-03,Duke,0.674
2022-04-03,LIU,0.674
2022-04-03,Fairfield,0.667
2022-04-03,Lafayette,0.667
2022-04-03,Hobart,0.667
2022-04-03,Mount St. Mary's,0.66
2022-04-03,St. Bonaventure,0.656
2022-04-03,Holy Cross,0.654
2022-04-03,Mercer,0.649
2022-04-03,High Point,0.647
2022-04-03,Hampton,0.647
2022-04-03,Hofstra,0.645
2022-04-03,Michigan,0.645
2022-04-03,Georgetown,0.636
2022-04-03,Harvard,0.636
2022-04-03,Cleveland St.,0.63
2022-04-03,Providence,0.63
2022-04-03,Massachusetts,0.625
2022-04-03,Siena,0.622
2022-04-03,Penn St.,0.621
2022-04-03,Johns Hopkins,0.619
2022-04-03,Colgate,0.609
2022-04-03,Yale,0.607
2022-04-03,Marquette,0.6
2022-04-03,Cornell,0.593
2022-04-03,Maryland,0.583
2022-04-03,Towson,0.579
2022-04-03,Saint Joseph's,0.575
2022-04-03,UMass Lowell,0.575
2022-04-03,Princeton,0.571
2022-04-03,VMI,0.571
2022-04-03,Notre Dame,0.563
2022-04-03,Delaware,0.561
2022-04-03,Canisius,0.56
2022-04-03,Detroit Mercy,0.56
2022-04-03,Lehigh,0.56
2022-04-03,Marist,0.56
2022-04-03,North Carolina,0.559
2022-04-03,Loyola Maryland,0.538
2022-04-03,Denver,0.536
2022-04-03,Rutgers,0.533
2022-04-03,Stony Brook,0.531
2022-04-03,Sacred Heart,0.529
2022-04-03,Richmond,0.52
2022-04-03,Syracuse,0.514
2022-04-03,Binghamton,0.5
2022-04-03,Penn,0.5
2022-04-03,Quinnipiac,0.471
2022-04-03,St. John's,0.368
2022-04-03,Merrimack,0.65
2022-03-29,Villanova,0.81
2022-03-29,Vermont,0.793
2022-03-29,Drexel,0.786
2022-03-29,UMBC,0.778
2022-03-29,Monmouth,0.769
2022-03-29,Bellarmine,0.756
2022-03-29,Army West Point,0.75
2022-03-29,Bryant,0.741
2022-03-29,NJIT,0.741
2022-03-29,Ohio St.,0.741
2022-03-29,Utah,0.739
2022-03-29,Brown,0.733
2022-03-29,Air Force,0.722
2022-03-29,Mercer,0.697
2022-03-29,Dartmouth,0.696
2022-03-29,Virginia,0.696
2022-03-29,Wagner,0.692
2022-03-29,Jacksonville,0.69
2022-03-29,Hobart,0.688
2022-03-29,Navy,0.684
2022-03-29,Duke,0.682
2022-03-29,Cleveland St.,0.682
2022-03-29,UAlbany,0.682
2022-03-29,Mount St. Mary's,0.68
2022-03-29,Michigan,0.68
2022-03-29,High Point,0.679
2022-03-29,LIU,0.674
2022-03-29,Bucknell,0.667
2022-03-29,Robert Morris,0.667
2022-03-29,Manhattan,0.667
2022-03-29,Providence,0.667
2022-03-29,Georgetown,0.667
2022-03-29,Boston U.,0.657
2022-03-29,St. Bonaventure,0.656
2022-03-29,Hofstra,0.655
2022-03-29,Penn St.,0.654
2022-03-29,Fairfield,0.649
2022-03-29,Hampton,0.647
2022-03-29,Lafayette,0.636
2022-03-29,Maryland,0.632
2022-03-29,Denver,0.625
2022-03-29,Massachusetts,0.621
2022-03-29,Harvard,0.619
2022-03-29,Holy Cross,0.619
2022-03-29,Johns Hopkins,0.6
2022-03-29,VMI,0.6
2022-03-29,Colgate,0.591
2022-03-29,Marquette,0.591
2022-03-29,Siena,0.588
2022-03-29,North Carolina,0.581
2022-03-29,UMass Lowell,0.579
2022-03-29,Yale,0.577
2022-03-29,Towson,0.571
2022-03-29,Canisius,0.571
2022-03-29,Princeton,0.565
2022-03-29,Marist,0.56
2022-03-29,Delaware,0.553
2022-03-29,Syracuse,0.545
2022-03-29,Detroit Mercy,0.545
2022-03-29,Lehigh,0.545
2022-03-29,Cornell,0.542
2022-03-29,Saint Joseph's,0.541
2022-03-29,Rutgers,0.533
2022-03-29,Notre Dame,0.533
2022-03-29,Stony Brook,0.531
2022-03-29,Penn,0.529
2022-03-29,Richmond,0.522
2022-03-29,Sacred Heart,0.5
2022-03-29,Binghamton,0.5
2022-03-29,Loyola Maryland,0.5
2022-03-29,Quinnipiac,0.407
2022-03-29,St. John's,0.333
2022-03-29,Merrimack,0.647
2022-03-27,Villanova,0.81
2022-03-27,Vermont,0.793
2022-03-27,Drexel,0.786
2022-03-27,Utah,0.783
2022-03-27,UMBC,0.778
2022-03-27,Monmouth,0.769
2022-03-27,Bellarmine,0.756
2022-03-27,Army West Point,0.75
2022-03-27,Bryant,0.741
2022-03-27,NJIT,0.741
2022-03-27,Ohio St.,0.741
2022-03-27,Mercer,0.735
2022-03-27,Brown,0.733
2022-03-27,Air Force,0.722
2022-03-27,LIU,0.698
2022-03-27,Dartmouth,0.696
2022-03-27,Virginia,0.696
2022-03-27,Wagner,0.692
2022-03-27,Jacksonville,0.69
2022-03-27,Hobart,0.688
2022-03-27,Navy,0.684
2022-03-27,Duke,0.682
2022-03-27,UAlbany,0.682
2022-03-27,Mount St. Mary's,0.68
2022-03-27,Michigan,0.68
2022-03-27,High Point,0.679
2022-03-27,Bucknell,0.667
2022-03-27,Robert Morris,0.667
2022-03-27,Manhattan,0.667
2022-03-27,Providence,0.667
2022-03-27,Georgetown,0.667
2022-03-27,VMI,0.667
2022-03-27,Boston U.,0.657
2022-03-27,St. Bonaventure,0.656
2022-03-27,Hofstra,0.655
2022-03-27,Penn St.,0.654
2022-03-27,Fairfield,0.649
2022-03-27,Lafayette,0.643
2022-03-27,Maryland,0.632
2022-03-27,Denver,0.625
2022-03-27,Massachusetts,0.621
2022-03-27,Harvard,0.619
2022-03-27,Holy Cross,0.619
2022-03-27,Cleveland St.,0.611
2022-03-27,Johns Hopkins,0.6
2022-03-27,Hampton,0.6
2022-03-27,Marquette,0.591
2022-03-27,Siena,0.588
2022-03-27,North Carolina,0.581
2022-03-27,UMass Lowell,0.579
2022-03-27,Colgate,0.579
2022-03-27,Yale,0.577
2022-03-27,Towson,0.571
2022-03-27,Canisius,0.571
2022-03-27,Princeton,0.565
2022-03-27,Marist,0.56
2022-03-27,Delaware,0.553
2022-03-27,Syracuse,0.545
2022-03-27,Detroit Mercy,0.545
2022-03-27,Saint Joseph's,0.541
2022-03-27,Rutgers,0.533
2022-03-27,Notre Dame,0.533
2022-03-27,Stony Brook,0.531
2022-03-27,Penn,0.529
2022-03-27,Binghamton,0.52
2022-03-27,Lehigh,0.5
2022-03-27,Loyola Maryland,0.5
2022-03-27,Sacred Heart,0.483
2022-03-27,Richmond,0.476
2022-03-27,Cornell,0.45
2022-03-27,Quinnipiac,0.407
2022-03-27,St. John's,0.333
2022-03-27,Merrimack,0.647
2022-03-22,Drexel,0.821
2022-03-22,Vermont,0.808
2022-03-22,Villanova,0.8
2022-03-22,Air Force,0.8
2022-03-22,Wagner,0.8
2022-03-22,Monmouth,0.783
2022-03-22,Ohio St.,0.773
2022-03-22,Army West Point,0.742
2022-03-22,Brown,0.731
2022-03-22,Bryant,0.731
2022-03-22,Manhattan,0.727
2022-03-22,Michigan,0.727
2022-03-22,Bellarmine,0.722
2022-03-22,Boston U.,0.719
2022-03-22,NJIT,0.714
2022-03-22,Navy,0.706
2022-03-22,Duke,0.7
2022-03-22,Dartmouth,0.7
2022-03-22,High Point,0.692
2022-03-22,Robert Morris,0.692
2022-03-22,Mercer,0.69
2022-03-22,St. Bonaventure,0.69
2022-03-22,UAlbany,0.688
2022-03-22,UMBC,0.688
2022-03-22,LIU,0.684
2022-03-22,Virginia,0.684
2022-03-22,Mount St. Mary's,0.683
2022-03-22,Hofstra,0.667
2022-03-22,Utah,0.667
2022-03-22,VMI,0.667
2022-03-22,Jacksonville,0.654
2022-03-22,Penn St.,0.654
2022-03-22,Fairfield,0.649
2022-03-22,Lafayette,0.643
2022-03-22,Hobart,0.643
2022-03-22,Bucknell,0.64
2022-03-22,Marquette,0.632
2022-03-22,Georgetown,0.625
2022-03-22,Providence,0.619
2022-03-22,Towson,0.613
2022-03-22,Cleveland St.,0.611
2022-03-22,Denver,0.609
2022-03-22,Hampton,0.6
2022-03-22,Massachusetts,0.593
2022-03-22,Maryland,0.588
2022-03-22,Holy Cross,0.579
2022-03-22,Stony Brook,0.577
2022-03-22,Delaware,0.571
2022-03-22,Penn,0.571
2022-03-22,Marist,0.565
2022-03-22,Siena,0.563
2022-03-22,Harvard,0.556
2022-03-22,Johns Hopkins,0.556
2022-03-22,North Carolina,0.552
2022-03-22,Canisius,0.55
2022-03-22,Syracuse,0.533
2022-03-22,Detroit Mercy,0.526
2022-03-22,Lehigh,0.526
2022-03-22,Binghamton,0.524
2022-03-22,Princeton,0.524
2022-03-22,Yale,0.524
2022-03-22,UMass Lowell,0.516
2022-03-22,Saint Joseph's,0.514
2022-03-22,Rutgers,0.5
2022-03-22,Notre Dame,0.5
2022-03-22,Richmond,0.476
2022-03-22,Colgate,0.467
2022-03-22,Cornell,0.467
2022-03-22,Loyola Maryland,0.4
2022-03-22,Sacred Heart,0.391
2022-03-22,Quinnipiac,0.364
2022-03-22,St. John's,0.345
2022-03-22,Merrimack,0.583
2022-03-20,Drexel,0.821
2022-03-20,Ohio St.,0.8
2022-03-20,Villanova,0.8
2022-03-20,Air Force,0.8
2022-03-20,Wagner,0.8
2022-03-20,Monmouth,0.783
2022-03-20,Vermont,0.783
2022-03-20,Army West Point,0.742
2022-03-20,Brown,0.731
2022-03-20,Bryant,0.731
2022-03-20,Manhattan,0.727
2022-03-20,Michigan,0.727
2022-03-20,Bellarmine,0.722
2022-03-20,NJIT,0.714
2022-03-20,Navy,0.706
2022-03-20,Duke,0.7
2022-03-20,Boston U.,0.7
2022-03-20,High Point,0.692
2022-03-20,Mercer,0.69
2022-03-20,St. Bonaventure,0.69
2022-03-20,Fairfield,0.688
2022-03-20,Dartmouth,0.688
2022-03-20,UAlbany,0.688
2022-03-20,UMBC,0.688
2022-03-20,LIU,0.684
2022-03-20,Virginia,0.684
2022-03-20,Mount St. Mary's,0.683
2022-03-20,Hofstra,0.667
2022-03-20,Utah,0.667
2022-03-20,VMI,0.667
2022-03-20,Jacksonville,0.654
2022-03-20,Penn St.,0.654
2022-03-20,Lafayette,0.643
2022-03-20,Hobart,0.643
2022-03-20,Bucknell,0.64
2022-03-20,Georgetown,0.625
2022-03-20,Providence,0.619
2022-03-20,Robert Morris,0.619
2022-03-20,Towson,0.613
2022-03-20,Denver,0.609
2022-03-20,Hampton,0.6
2022-03-20,Marquette,0.588
2022-03-20,Maryland,0.588
2022-03-20,Holy Cross,0.579
2022-03-20,Stony Brook,0.577
2022-03-20,Delaware,0.571
2022-03-20,Penn,0.571
2022-03-20,Marist,0.565
2022-03-20,Siena,0.563
2022-03-20,Cleveland St.,0.563
2022-03-20,Johns Hopkins,0.556
2022-03-20,North Carolina,0.552
2022-03-20,Canisius,0.55
2022-03-20,Syracuse,0.533
2022-03-20,Colgate,0.533
2022-03-20,Harvard,0.533
2022-03-20,Detroit Mercy,0.526
2022-03-20,Lehigh,0.526
2022-03-20,Binghamton,0.524
2022-03-20,Princeton,0.524
2022-03-20,Yale,0.524
2022-03-20,Massachusetts,0.522
2022-03-20,UMass Lowell,0.516
2022-03-20,Saint Joseph's,0.514
2022-03-20,Rutgers,0.5
2022-03-20,Notre Dame,0.5
2022-03-20,Richmond,0.476
2022-03-20,Cornell,0.467
2022-03-20,Loyola Maryland,0.4
2022-03-20,Sacred Heart,0.391
2022-03-20,Quinnipiac,0.364
2022-03-20,St. John's,0.348
2022-03-20,Merrimack,0.583
2022-03-16,Drexel,0.8
2022-03-16,Villanova,0.8
2022-03-16,Michigan,0.789
2022-03-16,Monmouth,0.783
2022-03-16,Army West Point,0.769
2022-03-16,Air Force,0.769
2022-03-16,Bellarmine,0.765
2022-03-16,Ohio St.,0.765
2022-03-16,Brown,0.762
2022-03-16,Vermont,0.762
2022-03-16,Boston U.,0.75
2022-03-16,Manhattan,0.75
2022-03-16,Virginia,0.75
2022-03-16,Wagner,0.75
2022-03-16,NJIT,0.737
2022-03-16,UAlbany,0.733
2022-03-16,High Point,0.708
2022-03-16,St. Bonaventure,0.708
2022-03-16,Dartmouth,0.7
2022-03-16,Navy,0.692
2022-03-16,Mercer,0.69
2022-03-16,Princeton,0.688
2022-03-16,Mount St. Mary's,0.684
2022-03-16,Bryant,0.682
2022-03-16,Hofstra,0.682
2022-03-16,Fairfield,0.679
2022-03-16,Duke,0.676
2022-03-16,UMBC,0.667
2022-03-16,VMI,0.667
2022-03-16,Penn St.,0.654
2022-03-16,Providence,0.65
2022-03-16,Georgetown,0.643
2022-03-16,Bucknell,0.64
2022-03-16,LIU,0.636
2022-03-16,Denver,0.636
2022-03-16,Towson,0.633
2022-03-16,Maryland,0.625
2022-03-16,Johns Hopkins,0.615
2022-03-16,Utah,0.615
2022-03-16,Jacksonville,0.609
2022-03-16,Stony Brook,0.609
2022-03-16,Lafayette,0.6
2022-03-16,Robert Morris,0.6
2022-03-16,Hampton,0.6
2022-03-16,Penn,0.6
2022-03-16,Holy Cross,0.588
2022-03-16,Hobart,0.583
2022-03-16,Delaware,0.567
2022-03-16,Marist,0.565
2022-03-16,Cleveland St.,0.563
2022-03-16,Lehigh,0.563
2022-03-16,Marquette,0.563
2022-03-16,Binghamton,0.556
2022-03-16,Yale,0.556
2022-03-16,Siena,0.548
2022-03-16,Detroit Mercy,0.526
2022-03-16,North Carolina,0.524
2022-03-16,Massachusetts,0.522
2022-03-16,Saint Joseph's,0.514
2022-03-16,Canisius,0.5
2022-03-16,Notre Dame,0.5
2022-03-16,Harvard,0.5
2022-03-16,UMass Lowell,0.481
2022-03-16,Rutgers,0.48
2022-03-16,Syracuse,0.478
2022-03-16,Richmond,0.471
2022-03-16,Colgate,0.462
2022-03-16,Loyola Maryland,0.444
2022-03-16,St. John's,0.421
2022-03-16,Cornell,0.385
2022-03-16,Quinnipiac,0.333
2022-03-16,Sacred Heart,0.294
2022-03-16,Merrimack,0.636
2022-03-14,Drexel,0.8
2022-03-14,Villanova,0.8
2022-03-14,Michigan,0.789
2022-03-14,Army West Point,0.769
2022-03-14,Air Force,0.769
2022-03-14,Bellarmine,0.765
2022-03-14,Ohio St.,0.765
2022-03-14,Brown,0.762
2022-03-14,Vermont,0.762
2022-03-14,Boston U.,0.75
2022-03-14,Manhattan,0.75
2022-03-14,Monmouth,0.75
2022-03-14,Virginia,0.75
2022-03-14,Wagner,0.75
2022-03-14,NJIT,0.737
2022-03-14,Bucknell,0.727
2022-03-14,High Point,0.708
2022-03-14,St. Bonaventure,0.708
2022-03-14,Dartmouth,0.7
2022-03-14,Navy,0.692
2022-03-14,Mercer,0.69
2022-03-14,Princeton,0.688
2022-03-14,Mount St. Mary's,0.684
2022-03-14,Bryant,0.682
2022-03-14,Hofstra,0.682
2022-03-14,Fairfield,0.679
2022-03-14,Duke,0.676
2022-03-14,Stony Brook,0.667
2022-03-14,UMBC,0.667
2022-03-14,Providence,0.65
2022-03-14,Georgetown,0.643
2022-03-14,Denver,0.636
2022-03-14,Towson,0.633
2022-03-14,Penn St.,0.625
2022-03-14,Maryland,0.625
2022-03-14,VMI,0.625
2022-03-14,Johns Hopkins,0.615
2022-03-14,Utah,0.615
2022-03-14,Jacksonville,0.609
2022-03-14,Lafayette,0.609
2022-03-14,Robert Morris,0.6
2022-03-14,Hampton,0.6
2022-03-14,Penn,0.6
2022-03-14,Holy Cross,0.588
2022-03-14,Hobart,0.583
2022-03-14,Delaware,0.567
2022-03-14,Marist,0.565
2022-03-14,Cleveland St.,0.563
2022-03-14,Lehigh,0.563
2022-03-14,Marquette,0.563
2022-03-14,Yale,0.556
2022-03-14,Siena,0.548
2022-03-14,Saint Joseph's,0.543
2022-03-14,Detroit Mercy,0.526
2022-03-14,North Carolina,0.524
2022-03-14,Massachusetts,0.522
2022-03-14,Canisius,0.5
2022-03-14,Notre Dame,0.5
2022-03-14,Harvard,0.5
2022-03-14,Syracuse,0.478
2022-03-14,UMass Lowell,0.478
2022-03-14,Richmond,0.471
2022-03-14,Colgate,0.462
2022-03-14,Cornell,0.462
2022-03-14,Rutgers,0.455
2022-03-14,Loyola Maryland,0.444
2022-03-14,St. John's,0.421
2022-03-14,Quinnipiac,0.333
2022-03-14,Sacred Heart,0.294
2022-03-14,Merrimack,0.636
2022-03-13,Drexel,0.8
2022-03-13,Villanova,0.8
2022-03-13,Michigan,0.789
2022-03-13,Army West Point,0.769
2022-03-13,Air Force,0.769
2022-03-13,Bellarmine,0.765
2022-03-13,Ohio St.,0.765
2022-03-13,Brown,0.762
2022-03-13,Vermont,0.762
2022-03-13,Boston U.,0.75
2022-03-13,Manhattan,0.75
2022-03-13,Monmouth,0.75
2022-03-13,Virginia,0.75
2022-03-13,Wagner,0.75
2022-03-13,NJIT,0.737
2022-03-13,Towson,0.733
2022-03-13,UAlbany,0.733
2022-03-13,Bucknell,0.727
2022-03-13,High Point,0.708
2022-03-13,St. Bonaventure,0.708
2022-03-13,Dartmouth,0.7
2022-03-13,Navy,0.692
2022-03-13,Mercer,0.69
2022-03-13,Princeton,0.688
2022-03-13,Mount St. Mary's,0.684
2022-03-13,Bryant,0.682
2022-03-13,Hofstra,0.682
2022-03-13,Duke,0.676
2022-03-13,Stony Brook,0.667
2022-03-13,UMBC,0.667
2022-03-13,Fairfield,0.654
2022-03-13,Providence,0.65
2022-03-13,Georgetown,0.643
2022-03-13,LIU,0.636
2022-03-13,Denver,0.636
2022-03-13,Penn,0.636
2022-03-13,Penn St.,0.625
2022-03-13,Maryland,0.625
2022-03-13,VMI,0.625
2022-03-13,Johns Hopkins,0.615
2022-03-13,Utah,0.615
2022-03-13,Jacksonville,0.609
2022-03-13,Lafayette,0.609
2022-03-13,Robert Morris,0.6
2022-03-13,Hampton,0.6
2022-03-13,Holy Cross,0.588
2022-03-13,Hobart,0.583
2022-03-13,Delaware,0.567
2022-03-13,Marist,0.565
2022-03-13,Cleveland St.,0.563
2022-03-13,Lehigh,0.563
2022-03-13,Marquette,0.563
2022-03-13,Yale,0.556
2022-03-13,Siena,0.548
2022-03-13,Saint Joseph's,0.543
2022-03-13,Binghamton,0.533
2022-03-13,Detroit Mercy,0.526
2022-03-13,North Carolina,0.524
2022-03-13,Massachusetts,0.522
2022-03-13,Canisius,0.5
2022-03-13,Notre Dame,0.5
2022-03-13,Harvard,0.5
2022-03-13,Syracuse,0.478
2022-03-13,UMass Lowell,0.478
2022-03-13,Richmond,0.471
2022-03-13,Colgate,0.462
2022-03-13,Cornell,0.462
2022-03-13,Rutgers,0.455
2022-03-13,Loyola Maryland,0.444
2022-03-13,St. John's,0.421
2022-03-13,Quinnipiac,0.333
2022-03-13,Sacred Heart,0.294
2022-03-13,Merrimack,0.636
2022-03-10,Bellarmine,0.828
2022-03-10,UAlbany,0.818
2022-03-10,Ohio St.,0.813
2022-03-10,Drexel,0.81
2022-03-10,Army West Point,0.8
2022-03-10,Villanova,0.8
2022-03-10,Vermont,0.789
2022-03-10,Michigan,0.778
2022-03-10,Notre Dame,0.778
2022-03-10,Bryant,0.765
2022-03-10,Boston U.,0.762
2022-03-10,High Point,0.762
2022-03-10,Brown,0.75
2022-03-10,Virginia,0.75
2022-03-10,Bucknell,0.737
2022-03-10,NJIT,0.733
2022-03-10,Air Force,0.727
2022-03-10,Monmouth,0.714
2022-03-10,Wagner,0.714
2022-03-10,Duke,0.706
2022-03-10,Manhattan,0.706
2022-03-10,Hofstra,0.7
2022-03-10,Dartmouth,0.7
2022-03-10,Johns Hopkins,0.7
2022-03-10,Mercer,0.692
2022-03-10,Navy,0.692
2022-03-10,Princeton,0.692
2022-03-10,Mount St. Mary's,0.684
2022-03-10,Penn St.,0.684
2022-03-10,Stony Brook,0.684
2022-03-10,Towson,0.682
2022-03-10,Denver,0.667
2022-03-10,Marist,0.667
2022-03-10,St. Bonaventure,0.667
2022-03-10,Georgetown,0.667
2022-03-10,Fairfield,0.654
2022-03-10,LIU,0.64
2022-03-10,Penn,0.625
2022-03-10,VMI,0.625
2022-03-10,Holy Cross,0.615
2022-03-10,Hampton,0.6
2022-03-10,UMBC,0.6
2022-03-10,Colgate,0.6
2022-03-10,Jacksonville,0.591
2022-03-10,Providence,0.588
2022-03-10,Robert Morris,0.588
2022-03-10,Hobart,0.583
2022-03-10,Yale,0.571
2022-03-10,Siena,0.56
2022-03-10,Utah,0.545
2022-03-10,Maryland,0.538
2022-03-10,Binghamton,0.533
2022-03-10,Lafayette,0.533
2022-03-10,Marquette,0.533
2022-03-10,North Carolina,0.524
2022-03-10,Delaware,0.5
2022-03-10,UMass Lowell,0.5
2022-03-10,Canisius,0.5
2022-03-10,Detroit Mercy,0.5
2022-03-10,Loyola Maryland,0.5
2022-03-10,Syracuse,0.478
2022-03-10,Rutgers,0.474
2022-03-10,Saint Joseph's,0.467
2022-03-10,Lehigh,0.462
2022-03-10,Cleveland St.,0.444
2022-03-10,Richmond,0.438
2022-03-10,St. John's,0.438
2022-03-10,Cornell,0.429
2022-03-10,Massachusetts,0.421
2022-03-10,Harvard,0.4
2022-03-10,Quinnipiac,0.333
2022-03-10,Sacred Heart,0.267
2022-03-10,Merrimack,0.636
2022-03-09,Virginia,0.846
2022-03-09,Bellarmine,0.828
2022-03-09,UAlbany,0.818
2022-03-09,Ohio St.,0.813
2022-03-09,Drexel,0.81
2022-03-09,Army West Point,0.8
2022-03-09,Villanova,0.8
2022-03-09,Vermont,0.789
2022-03-09,Michigan,0.778
2022-03-09,Notre Dame,0.778
2022-03-09,Bryant,0.765
2022-03-09,Boston U.,0.762
2022-03-09,High Point,0.762
2022-03-09,Brown,0.75
2022-03-09,Bucknell,0.737
2022-03-09,NJIT,0.733
2022-03-09,Air Force,0.727
2022-03-09,Monmouth,0.714
2022-03-09,Wagner,0.714
2022-03-09,Duke,0.706
2022-03-09,Manhattan,0.706
2022-03-09,Hofstra,0.7
2022-03-09,Dartmouth,0.7
2022-03-09,Johns Hopkins,0.7
2022-03-09,Navy,0.692
2022-03-09,Princeton,0.692
2022-03-09,Penn St.,0.684
2022-03-09,Stony Brook,0.684
2022-03-09,Towson,0.682
2022-03-09,Mercer,0.68
