Date,Team,Shot Percent
2021-04-29,NJIT,0.232
2021-04-29,Sacred Heart,0.228
2021-04-29,Providence,0.227
2021-04-29,Monmouth,0.226
2021-04-29,Marquette,0.222
2021-04-29,Air Force,0.22
2021-04-29,Quinnipiac,0.22
2021-04-29,Siena,0.198
2021-04-29,Merrimack,0.295
2021-04-28,Penn,0.479
2021-04-28,Maryland,0.403
2021-04-28,LIU,0.364
2021-04-28,UAlbany,0.361
2021-04-28,Duke,0.356
2021-04-28,High Point,0.355
2021-04-28,Massachusetts,0.346
2021-04-28,Rutgers,0.337
2021-04-28,Lehigh,0.336
2021-04-28,North Carolina,0.335
2021-04-28,Virginia,0.335
2021-04-28,Delaware,0.331
2021-04-28,Richmond,0.33
2021-04-28,Hofstra,0.325
2021-04-28,Drexel,0.318
2021-04-28,Robert Morris,0.316
2021-04-28,Syracuse,0.315
2021-04-28,Jacksonville,0.311
2021-04-28,Denver,0.307
2021-04-28,Stony Brook,0.305
2021-04-28,Colgate,0.302
2021-04-28,Ohio St.,0.302
2021-04-28,Johns Hopkins,0.3
2021-04-28,Villanova,0.298
2021-04-28,Notre Dame,0.297
2021-04-28,Loyola Maryland,0.292
2021-04-28,Georgetown,0.292
2021-04-28,St. Bonaventure,0.292
2021-04-28,Marist,0.291
2021-04-28,Boston U.,0.29
2021-04-28,Navy,0.29
2021-04-28,Mercer,0.288
2021-04-28,Vermont,0.285
2021-04-28,Binghamton,0.283
2021-04-28,Michigan,0.283
2021-04-28,Utah,0.282
2021-04-28,Bryant,0.281
2021-04-28,Fairfield,0.281
2021-04-28,Penn St.,0.279
2021-04-28,Army West Point,0.277
2021-04-28,Mount St. Mary's,0.274
2021-04-28,Lafayette,0.273
2021-04-28,Towson,0.268
2021-04-28,UMBC,0.263
2021-04-28,St. John's,0.262
2021-04-28,Saint Joseph's,0.257
2021-04-28,VMI,0.256
2021-04-28,Manhattan,0.253
2021-04-28,Hobart,0.253
2021-04-28,Hartford,0.252
2021-04-28,Brown,0.25
2021-04-28,Canisius,0.248
2021-04-28,Wagner,0.248
2021-04-28,Bucknell,0.245
2021-04-28,Holy Cross,0.245
2021-04-28,Bellarmine,0.244
2021-04-28,Cleveland St.,0.243
2021-04-28,Dartmouth,0.243
2021-04-28,Detroit Mercy,0.237
2021-04-28,UMass Lowell,0.235
2021-04-28,NJIT,0.232
2021-04-28,Sacred Heart,0.228
2021-04-28,Providence,0.227
2021-04-28,Monmouth,0.226
2021-04-28,Marquette,0.222
2021-04-28,Air Force,0.22
2021-04-28,Quinnipiac,0.22
2021-04-28,Siena,0.198
2021-04-28,Merrimack,0.295
2021-04-27,Penn,0.479
2021-04-27,Maryland,0.403
2021-04-27,LIU,0.364
2021-04-27,UAlbany,0.359
2021-04-27,Duke,0.356
2021-04-27,High Point,0.355
2021-04-27,Massachusetts,0.346
2021-04-27,Rutgers,0.337
2021-04-27,Lehigh,0.336
2021-04-27,North Carolina,0.335
2021-04-27,Virginia,0.335
2021-04-27,Delaware,0.331
2021-04-27,Richmond,0.33
2021-04-27,Hofstra,0.325
2021-04-27,Drexel,0.318
2021-04-27,Robert Morris,0.316
2021-04-27,Syracuse,0.315
2021-04-27,Jacksonville,0.311
2021-04-27,Villanova,0.311
2021-04-27,Denver,0.307
2021-04-27,Stony Brook,0.305
2021-04-27,Colgate,0.302
2021-04-27,Ohio St.,0.302
2021-04-27,Johns Hopkins,0.3
2021-04-27,Notre Dame,0.297
2021-04-27,Loyola Maryland,0.292
2021-04-27,Georgetown,0.292
2021-04-27,St. Bonaventure,0.292
2021-04-27,Marist,0.291
2021-04-27,Boston U.,0.29
2021-04-27,Navy,0.29
2021-04-27,Mercer,0.288
2021-04-27,Binghamton,0.283
2021-04-27,Michigan,0.283
2021-04-27,Utah,0.282
2021-04-27,Bryant,0.281
2021-04-27,Fairfield,0.281
2021-04-27,Penn St.,0.279
2021-04-27,Army West Point,0.277
2021-04-27,Vermont,0.275
2021-04-27,Mount St. Mary's,0.274
2021-04-27,Lafayette,0.273
2021-04-27,Towson,0.268
2021-04-27,UMBC,0.263
2021-04-27,St. John's,0.262
2021-04-27,Saint Joseph's,0.257
2021-04-27,VMI,0.256
2021-04-27,Manhattan,0.253
2021-04-27,Hobart,0.253
2021-04-27,Hartford,0.252
2021-04-27,Brown,0.25
2021-04-27,Canisius,0.248
2021-04-27,Wagner,0.248
2021-04-27,Bucknell,0.245
2021-04-27,Holy Cross,0.245
2021-04-27,Bellarmine,0.244
2021-04-27,Cleveland St.,0.243
2021-04-27,Dartmouth,0.243
2021-04-27,Detroit Mercy,0.237
2021-04-27,UMass Lowell,0.235
2021-04-27,NJIT,0.232
2021-04-27,Sacred Heart,0.228
2021-04-27,Providence,0.227
2021-04-27,Monmouth,0.226
2021-04-27,Marquette,0.222
2021-04-27,Air Force,0.22
2021-04-27,Quinnipiac,0.22
2021-04-27,Siena,0.198
2021-04-27,Merrimack,0.295
2021-04-25,Penn,0.479
2021-04-25,Maryland,0.403
2021-04-25,UAlbany,0.359
2021-04-25,Duke,0.356
2021-04-25,High Point,0.355
2021-04-25,LIU,0.354
2021-04-25,Massachusetts,0.346
2021-04-25,Rutgers,0.337
2021-04-25,Lehigh,0.336
2021-04-25,North Carolina,0.335
2021-04-25,Virginia,0.335
2021-04-25,Delaware,0.331
2021-04-25,Richmond,0.33
2021-04-25,Hofstra,0.325
2021-04-25,Marist,0.322
2021-04-25,Jacksonville,0.319
2021-04-25,Drexel,0.318
2021-04-25,Robert Morris,0.316
2021-04-25,Syracuse,0.315
2021-04-25,Villanova,0.311
2021-04-25,Denver,0.307
2021-04-25,Stony Brook,0.305
2021-04-25,Colgate,0.302
2021-04-25,Ohio St.,0.302
2021-04-25,Johns Hopkins,0.3
2021-04-25,Notre Dame,0.297
2021-04-25,Loyola Maryland,0.292
2021-04-25,Georgetown,0.292
2021-04-25,St. Bonaventure,0.292
2021-04-25,Boston U.,0.29
2021-04-25,Navy,0.29
2021-04-25,Mercer,0.288
2021-04-25,Bryant,0.286
2021-04-25,Binghamton,0.283
2021-04-25,Michigan,0.283
2021-04-25,Utah,0.282
2021-04-25,Fairfield,0.281
2021-04-25,Penn St.,0.279
2021-04-25,Army West Point,0.277
2021-04-25,Vermont,0.275
2021-04-25,Mount St. Mary's,0.274
2021-04-25,Lafayette,0.273
2021-04-25,Manhattan,0.269
2021-04-25,Towson,0.268
2021-04-25,Hobart,0.265
2021-04-25,UMBC,0.263
2021-04-25,St. John's,0.262
2021-04-25,Saint Joseph's,0.257
2021-04-25,VMI,0.256
2021-04-25,Hartford,0.252
2021-04-25,Brown,0.25
2021-04-25,Canisius,0.248
2021-04-25,Bucknell,0.245
2021-04-25,Holy Cross,0.245
2021-04-25,Bellarmine,0.244
2021-04-25,Cleveland St.,0.243
2021-04-25,Dartmouth,0.243
2021-04-25,Wagner,0.241
2021-04-25,Detroit Mercy,0.237
2021-04-25,UMass Lowell,0.235
2021-04-25,NJIT,0.232
2021-04-25,Sacred Heart,0.228
2021-04-25,Providence,0.227
2021-04-25,Monmouth,0.226
2021-04-25,Marquette,0.222
2021-04-25,Air Force,0.22
2021-04-25,Quinnipiac,0.22
2021-04-25,Siena,0.198
2021-04-25,Merrimack,0.295
2021-04-23,Penn,0.479
2021-04-23,Maryland,0.408
2021-04-23,High Point,0.364
2021-04-23,UAlbany,0.356
2021-04-23,Duke,0.356
2021-04-23,LIU,0.347
2021-04-23,North Carolina,0.341
2021-04-23,Hofstra,0.338
2021-04-23,Rutgers,0.336
2021-04-23,Virginia,0.334
2021-04-23,Lehigh,0.328
2021-04-23,Syracuse,0.325
2021-04-23,Massachusetts,0.324
2021-04-23,Marist,0.322
2021-04-23,Richmond,0.322
2021-04-23,Delaware,0.319
2021-04-23,Jacksonville,0.319
2021-04-23,Drexel,0.318
2021-04-23,Robert Morris,0.316
2021-04-23,Stony Brook,0.308
2021-04-23,Ohio St.,0.306
2021-04-23,Denver,0.305
2021-04-23,Notre Dame,0.303
2021-04-23,Colgate,0.302
2021-04-23,Navy,0.301
2021-04-23,Army West Point,0.299
2021-04-23,Johns Hopkins,0.295
2021-04-23,Villanova,0.293
2021-04-23,Loyola Maryland,0.291
2021-04-23,Boston U.,0.29
2021-04-23,Georgetown,0.29
2021-04-23,Michigan,0.288
2021-04-23,Binghamton,0.287
2021-04-23,Vermont,0.286
2021-04-23,St. Bonaventure,0.286
2021-04-23,Penn St.,0.285
2021-04-23,Utah,0.276
2021-04-23,Fairfield,0.275
2021-04-23,Mercer,0.275
2021-04-23,Mount St. Mary's,0.274
2021-04-23,Lafayette,0.273
2021-04-23,Towson,0.271
2021-04-23,Bryant,0.27
2021-04-23,Manhattan,0.269
2021-04-23,Hobart,0.262
2021-04-23,VMI,0.26
2021-04-23,St. John's,0.253
2021-04-23,Saint Joseph's,0.253
2021-04-23,UMBC,0.252
2021-04-23,Hartford,0.252
2021-04-23,Brown,0.25
2021-04-23,Canisius,0.248
2021-04-23,Cleveland St.,0.248
2021-04-23,Holy Cross,0.245
2021-04-23,Bellarmine,0.244
2021-04-23,Wagner,0.241
2021-04-23,Bucknell,0.241
2021-04-23,Providence,0.239
2021-04-23,Detroit Mercy,0.237
2021-04-23,UMass Lowell,0.235
2021-04-23,NJIT,0.232
2021-04-23,Monmouth,0.226
2021-04-23,Air Force,0.225
2021-04-23,Marquette,0.223
2021-04-23,Sacred Heart,0.222
2021-04-23,Quinnipiac,0.22
2021-04-23,Siena,0.202
2021-04-23,Merrimack,0.298
2021-04-22,Maryland,0.408
2021-04-22,High Point,0.364
2021-04-22,UAlbany,0.356
2021-04-22,Duke,0.356
2021-04-22,LIU,0.347
2021-04-22,North Carolina,0.341
2021-04-22,Hofstra,0.338
2021-04-22,Rutgers,0.336
2021-04-22,Virginia,0.334
2021-04-22,Lehigh,0.328
2021-04-22,Syracuse,0.325
2021-04-22,Massachusetts,0.324
2021-04-22,Marist,0.322
2021-04-22,Richmond,0.322
2021-04-22,Delaware,0.319
2021-04-22,Jacksonville,0.319
2021-04-22,Drexel,0.318
2021-04-22,Robert Morris,0.316
2021-04-22,Stony Brook,0.308
2021-04-22,Ohio St.,0.306
2021-04-22,Denver,0.305
2021-04-22,Notre Dame,0.303
2021-04-22,Colgate,0.302
2021-04-22,Navy,0.301
2021-04-22,Boston U.,0.301
2021-04-22,Army West Point,0.299
2021-04-22,Johns Hopkins,0.295
2021-04-22,Villanova,0.293
2021-04-22,Loyola Maryland,0.291
2021-04-22,Georgetown,0.29
2021-04-22,Michigan,0.288
2021-04-22,Binghamton,0.287
2021-04-22,Vermont,0.286
2021-04-22,St. Bonaventure,0.286
2021-04-22,Penn St.,0.285
2021-04-22,Utah,0.276
2021-04-22,Fairfield,0.275
2021-04-22,Mercer,0.275
2021-04-22,Mount St. Mary's,0.274
2021-04-22,Lafayette,0.273
2021-04-22,Towson,0.271
2021-04-22,Bryant,0.27
2021-04-22,Manhattan,0.269
2021-04-22,Hobart,0.262
2021-04-22,VMI,0.26
2021-04-22,St. John's,0.253
2021-04-22,Saint Joseph's,0.253
2021-04-22,UMBC,0.252
2021-04-22,Hartford,0.252
2021-04-22,Canisius,0.249
2021-04-22,Cleveland St.,0.248
2021-04-22,Holy Cross,0.245
2021-04-22,Bellarmine,0.244
2021-04-22,Wagner,0.241
2021-04-22,Bucknell,0.241
2021-04-22,Providence,0.239
2021-04-22,Detroit Mercy,0.237
2021-04-22,Monmouth,0.236
2021-04-22,UMass Lowell,0.235
2021-04-22,NJIT,0.232
2021-04-22,Air Force,0.225
2021-04-22,Marquette,0.223
2021-04-22,Sacred Heart,0.222
2021-04-22,Quinnipiac,0.22
2021-04-22,Siena,0.202
2021-04-22,Merrimack,0.298
2021-04-20,Maryland,0.408
2021-04-20,High Point,0.364
2021-04-20,Duke,0.359
2021-04-20,UAlbany,0.356
2021-04-20,LIU,0.347
2021-04-20,North Carolina,0.341
2021-04-20,Hofstra,0.338
2021-04-20,Rutgers,0.336
2021-04-20,Virginia,0.334
2021-04-20,Lehigh,0.328
2021-04-20,Syracuse,0.325
2021-04-20,Massachusetts,0.324
2021-04-20,Marist,0.322
2021-04-20,Richmond,0.322
2021-04-20,Delaware,0.319
2021-04-20,Jacksonville,0.319
2021-04-20,Drexel,0.318
2021-04-20,Robert Morris,0.316
2021-04-20,Stony Brook,0.308
2021-04-20,Ohio St.,0.306
2021-04-20,Denver,0.305
2021-04-20,Notre Dame,0.304
2021-04-20,Colgate,0.302
2021-04-20,Navy,0.301
2021-04-20,Boston U.,0.301
2021-04-20,Army West Point,0.299
2021-04-20,Johns Hopkins,0.295
2021-04-20,Villanova,0.293
2021-04-20,Loyola Maryland,0.291
2021-04-20,Georgetown,0.29
2021-04-20,Michigan,0.288
2021-04-20,Binghamton,0.287
2021-04-20,Vermont,0.286
2021-04-20,St. Bonaventure,0.286
2021-04-20,Penn St.,0.285
2021-04-20,Utah,0.276
2021-04-20,Fairfield,0.275
2021-04-20,Mercer,0.275
2021-04-20,Mount St. Mary's,0.274
2021-04-20,Lafayette,0.273
2021-04-20,Towson,0.271
2021-04-20,Bryant,0.27
2021-04-20,Manhattan,0.269
2021-04-20,Hobart,0.262
2021-04-20,VMI,0.26
2021-04-20,St. John's,0.253
2021-04-20,Saint Joseph's,0.253
2021-04-20,UMBC,0.252
2021-04-20,Hartford,0.252
2021-04-20,Canisius,0.249
2021-04-20,Cleveland St.,0.248
2021-04-20,Holy Cross,0.245
2021-04-20,Bellarmine,0.244
2021-04-20,Wagner,0.241
2021-04-20,Bucknell,0.241
2021-04-20,Providence,0.239
2021-04-20,Detroit Mercy,0.237
2021-04-20,Monmouth,0.236
2021-04-20,UMass Lowell,0.235
2021-04-20,NJIT,0.232
2021-04-20,Air Force,0.225
2021-04-20,Marquette,0.223
2021-04-20,Sacred Heart,0.222
2021-04-20,Quinnipiac,0.22
2021-04-20,Siena,0.202
2021-04-20,Merrimack,0.298
2021-04-18,Maryland,0.408
2021-04-18,High Point,0.364
2021-04-18,Duke,0.359
2021-04-18,UAlbany,0.356
2021-04-18,LIU,0.347
2021-04-18,Marist,0.341
2021-04-18,North Carolina,0.341
2021-04-18,Hofstra,0.338
2021-04-18,Rutgers,0.336
2021-04-18,Virginia,0.334
2021-04-18,Lehigh,0.328
2021-04-18,Syracuse,0.325
2021-04-18,Massachusetts,0.324
2021-04-18,Richmond,0.322
2021-04-18,Delaware,0.319
2021-04-18,Jacksonville,0.319
2021-04-18,Drexel,0.318
2021-04-18,Robert Morris,0.316
2021-04-18,Stony Brook,0.308
2021-04-18,Ohio St.,0.306
2021-04-18,Denver,0.305
2021-04-18,Notre Dame,0.304
2021-04-18,Colgate,0.302
2021-04-18,Navy,0.301
2021-04-18,Boston U.,0.301
2021-04-18,Army West Point,0.299
2021-04-18,Johns Hopkins,0.295
2021-04-18,Villanova,0.293
2021-04-18,Loyola Maryland,0.291
2021-04-18,Georgetown,0.29
2021-04-18,Michigan,0.288
2021-04-18,Binghamton,0.287
2021-04-18,Vermont,0.286
2021-04-18,St. Bonaventure,0.286
2021-04-18,Penn St.,0.285
2021-04-18,Utah,0.276
2021-04-18,Fairfield,0.275
2021-04-18,Mercer,0.275
2021-04-18,Mount St. Mary's,0.274
2021-04-18,Lafayette,0.273
2021-04-18,Towson,0.271
2021-04-18,Bryant,0.27
2021-04-18,Manhattan,0.269
2021-04-18,Hobart,0.262
2021-04-18,VMI,0.26
2021-04-18,St. John's,0.253
2021-04-18,Saint Joseph's,0.253
2021-04-18,UMBC,0.252
2021-04-18,Hartford,0.252
2021-04-18,Canisius,0.249
2021-04-18,Cleveland St.,0.248
2021-04-18,Holy Cross,0.245
2021-04-18,Bellarmine,0.244
2021-04-18,Wagner,0.241
2021-04-18,Bucknell,0.241
2021-04-18,Providence,0.239
2021-04-18,Detroit Mercy,0.237
2021-04-18,Monmouth,0.236
2021-04-18,UMass Lowell,0.235
2021-04-18,NJIT,0.232
2021-04-18,Quinnipiac,0.228
2021-04-18,Air Force,0.225
2021-04-18,Marquette,0.223
2021-04-18,Sacred Heart,0.222
2021-04-18,Siena,0.202
2021-04-18,Merrimack,0.298
2021-04-17,Maryland,0.405
2021-04-17,High Point,0.364
2021-04-17,Duke,0.359
2021-04-17,UAlbany,0.356
2021-04-17,LIU,0.347
2021-04-17,Marist,0.341
2021-04-17,North Carolina,0.341
2021-04-17,Hofstra,0.338
2021-04-17,Rutgers,0.336
2021-04-17,Virginia,0.334
2021-04-17,Lehigh,0.333
2021-04-17,Syracuse,0.325
2021-04-17,Massachusetts,0.324
2021-04-17,Richmond,0.322
2021-04-17,Delaware,0.319
2021-04-17,Jacksonville,0.319
2021-04-17,Drexel,0.318
2021-04-17,Robert Morris,0.316
2021-04-17,Ohio St.,0.316
2021-04-17,Stony Brook,0.308
2021-04-17,Denver,0.305
2021-04-17,Notre Dame,0.304
2021-04-17,Colgate,0.302
2021-04-17,Navy,0.301
2021-04-17,Boston U.,0.301
2021-04-17,Army West Point,0.299
2021-04-17,Johns Hopkins,0.295
2021-04-17,Villanova,0.293
2021-04-17,Loyola Maryland,0.291
2021-04-17,Georgetown,0.29
2021-04-17,Michigan,0.288
2021-04-17,Binghamton,0.287
2021-04-17,Vermont,0.286
2021-04-17,St. Bonaventure,0.286
2021-04-17,Penn St.,0.285
2021-04-17,Utah,0.276
2021-04-17,Fairfield,0.275
2021-04-17,Mercer,0.275
2021-04-17,Mount St. Mary's,0.274
2021-04-17,Towson,0.271
2021-04-17,Bryant,0.27
2021-04-17,Manhattan,0.269
2021-04-17,Hobart,0.262
2021-04-17,Lafayette,0.26
2021-04-17,VMI,0.26
2021-04-17,St. John's,0.253
2021-04-17,Saint Joseph's,0.253
2021-04-17,UMBC,0.252
2021-04-17,Hartford,0.252
2021-04-17,Canisius,0.249
2021-04-17,Cleveland St.,0.248
2021-04-17,Holy Cross,0.245
2021-04-17,Bellarmine,0.244
2021-04-17,Wagner,0.241
2021-04-17,Bucknell,0.241
2021-04-17,Providence,0.239
2021-04-17,Detroit Mercy,0.237
2021-04-17,Monmouth,0.236
2021-04-17,UMass Lowell,0.235
2021-04-17,NJIT,0.232
2021-04-17,Quinnipiac,0.228
2021-04-17,Air Force,0.225
2021-04-17,Marquette,0.223
2021-04-17,Sacred Heart,0.222
2021-04-17,Siena,0.202
2021-04-17,Merrimack,0.298
2021-04-16,Maryland,0.405
2021-04-16,High Point,0.369
2021-04-16,Duke,0.359
2021-04-16,UAlbany,0.356
2021-04-16,Hofstra,0.346
2021-04-16,Massachusetts,0.342
2021-04-16,Marist,0.341
2021-04-16,North Carolina,0.339
2021-04-16,LIU,0.338
2021-04-16,Syracuse,0.334
2021-04-16,Virginia,0.33
2021-04-16,Rutgers,0.33
2021-04-16,Jacksonville,0.326
2021-04-16,Lehigh,0.325
2021-04-16,Delaware,0.318
2021-04-16,Drexel,0.318
2021-04-16,Richmond,0.317
2021-04-16,Robert Morris,0.316
2021-04-16,Ohio St.,0.316
2021-04-16,Stony Brook,0.308
2021-04-16,Army West Point,0.307
2021-04-16,Denver,0.307
2021-04-16,Boston U.,0.304
2021-04-16,Notre Dame,0.304
2021-04-16,Colgate,0.302
2021-04-16,Georgetown,0.297
2021-04-16,Navy,0.293
2021-04-16,Loyola Maryland,0.292
2021-04-16,Bryant,0.292
2021-04-16,Johns Hopkins,0.291
2021-04-16,Michigan,0.288
2021-04-16,Binghamton,0.287
2021-04-16,Vermont,0.286
2021-04-16,St. Bonaventure,0.286
2021-04-16,Penn St.,0.285
2021-04-16,Fairfield,0.283
2021-04-16,Mercer,0.273
2021-04-16,Villanova,0.273
2021-04-16,Towson,0.272
2021-04-16,Utah,0.271
2021-04-16,Manhattan,0.271
2021-04-16,VMI,0.266
2021-04-16,Mount St. Mary's,0.263
2021-04-16,Hobart,0.262
2021-04-16,Lafayette,0.26
2021-04-16,Canisius,0.254
2021-04-16,Providence,0.251
2021-04-16,St. John's,0.25
2021-04-16,Saint Joseph's,0.249
2021-04-16,Cleveland St.,0.248
2021-04-16,UMBC,0.245
2021-04-16,Holy Cross,0.245
2021-04-16,Wagner,0.241
2021-04-16,Bucknell,0.241
2021-04-16,Detroit Mercy,0.237
2021-04-16,Hartford,0.237
2021-04-16,Monmouth,0.236
2021-04-16,UMass Lowell,0.234
2021-04-16,NJIT,0.233
2021-04-16,Bellarmine,0.233
2021-04-16,Marquette,0.231
2021-04-16,Sacred Heart,0.213
2021-04-16,Air Force,0.207
2021-04-16,Quinnipiac,0.201
2021-04-16,Siena,0.198
2021-04-16,Merrimack,0.294
2021-04-15,Maryland,0.405
2021-04-15,High Point,0.369
2021-04-15,Duke,0.359
2021-04-15,UAlbany,0.356
2021-04-15,Hofstra,0.346
2021-04-15,Massachusetts,0.342
2021-04-15,Marist,0.341
2021-04-15,North Carolina,0.339
2021-04-15,LIU,0.338
2021-04-15,Syracuse,0.334
2021-04-15,Virginia,0.33
2021-04-15,Rutgers,0.33
2021-04-15,Jacksonville,0.326
2021-04-15,Lehigh,0.325
2021-04-15,Robert Morris,0.322
2021-04-15,Delaware,0.318
2021-04-15,Drexel,0.318
2021-04-15,Richmond,0.317
2021-04-15,Ohio St.,0.316
2021-04-15,Army West Point,0.307
2021-04-15,Denver,0.307
2021-04-15,Boston U.,0.304
2021-04-15,Notre Dame,0.304
2021-04-15,Colgate,0.302
2021-04-15,Georgetown,0.297
2021-04-15,Navy,0.293
2021-04-15,Stony Brook,0.293
2021-04-15,Loyola Maryland,0.292
2021-04-15,Bryant,0.292
2021-04-15,Johns Hopkins,0.291
2021-04-15,Michigan,0.288
2021-04-15,Vermont,0.286
2021-04-15,Binghamton,0.286
2021-04-15,St. Bonaventure,0.286
2021-04-15,Fairfield,0.283
2021-04-15,Mercer,0.273
2021-04-15,Villanova,0.273
2021-04-15,Towson,0.272
2021-04-15,Utah,0.271
2021-04-15,Penn St.,0.271
2021-04-15,Manhattan,0.271
2021-04-15,VMI,0.266
2021-04-15,Mount St. Mary's,0.263
2021-04-15,Hobart,0.262
2021-04-15,Canisius,0.254
2021-04-15,Providence,0.251
2021-04-15,Lafayette,0.25
2021-04-15,St. John's,0.25
2021-04-15,Saint Joseph's,0.249
2021-04-15,Cleveland St.,0.248
2021-04-15,UMBC,0.245
2021-04-15,Holy Cross,0.245
2021-04-15,Bucknell,0.242
2021-04-15,Wagner,0.241
2021-04-15,Detroit Mercy,0.237
2021-04-15,Hartford,0.237
2021-04-15,Monmouth,0.236
2021-04-15,UMass Lowell,0.234
2021-04-15,NJIT,0.233
2021-04-15,Bellarmine,0.233
2021-04-15,Marquette,0.231
2021-04-15,Sacred Heart,0.213
2021-04-15,Air Force,0.207
2021-04-15,Quinnipiac,0.201
2021-04-15,Siena,0.198
2021-04-15,Merrimack,0.294
2021-04-14,Maryland,0.405
2021-04-14,Duke,0.37
2021-04-14,High Point,0.369
2021-04-14,UAlbany,0.356
2021-04-14,Hofstra,0.346
2021-04-14,Massachusetts,0.342
2021-04-14,Marist,0.341
2021-04-14,Virginia,0.339
2021-04-14,North Carolina,0.339
2021-04-14,LIU,0.338
2021-04-14,Syracuse,0.334
2021-04-14,Rutgers,0.33
2021-04-14,Jacksonville,0.326
2021-04-14,Lehigh,0.325
2021-04-14,Robert Morris,0.322
2021-04-14,Delaware,0.318
2021-04-14,Drexel,0.318
2021-04-14,Richmond,0.317
2021-04-14,Ohio St.,0.316
2021-04-14,Army West Point,0.307
2021-04-14,Denver,0.307
2021-04-14,Boston U.,0.304
2021-04-14,Notre Dame,0.304
2021-04-14,Colgate,0.302
2021-04-14,Georgetown,0.297
2021-04-14,Navy,0.293
2021-04-14,Stony Brook,0.293
2021-04-14,Loyola Maryland,0.292
2021-04-14,Bryant,0.292
2021-04-14,Johns Hopkins,0.291
2021-04-14,Michigan,0.288
2021-04-14,Vermont,0.286
2021-04-14,Binghamton,0.286
2021-04-14,St. Bonaventure,0.286
2021-04-14,Fairfield,0.283
2021-04-14,Mercer,0.273
2021-04-14,Villanova,0.273
2021-04-14,Towson,0.272
2021-04-14,Utah,0.271
2021-04-14,Penn St.,0.271
2021-04-14,Manhattan,0.271
2021-04-14,VMI,0.266
2021-04-14,Mount St. Mary's,0.263
2021-04-14,Hobart,0.262
2021-04-14,Canisius,0.254
2021-04-14,Providence,0.251
2021-04-14,Lafayette,0.25
2021-04-14,St. John's,0.25
2021-04-14,Saint Joseph's,0.249
2021-04-14,Cleveland St.,0.248
2021-04-14,UMBC,0.245
2021-04-14,Holy Cross,0.245
2021-04-14,Bucknell,0.242
2021-04-14,Wagner,0.241
2021-04-14,Detroit Mercy,0.237
2021-04-14,Hartford,0.237
2021-04-14,Monmouth,0.236
2021-04-14,UMass Lowell,0.234
2021-04-14,NJIT,0.233
2021-04-14,Bellarmine,0.233
2021-04-14,Marquette,0.231
2021-04-14,Sacred Heart,0.213
2021-04-14,Air Force,0.207
2021-04-14,Quinnipiac,0.201
2021-04-14,Siena,0.198
2021-04-14,Merrimack,0.294
2021-04-13,Maryland,0.405
2021-04-13,Duke,0.37
2021-04-13,High Point,0.369
2021-04-13,UAlbany,0.356
2021-04-13,Hofstra,0.346
2021-04-13,Massachusetts,0.342
2021-04-13,Marist,0.341
2021-04-13,Virginia,0.339
2021-04-13,North Carolina,0.339
2021-04-13,LIU,0.338
2021-04-13,Syracuse,0.334
2021-04-13,Rutgers,0.33
2021-04-13,Jacksonville,0.326
2021-04-13,Lehigh,0.325
2021-04-13,Robert Morris,0.322
2021-04-13,Delaware,0.318
2021-04-13,Drexel,0.318
2021-04-13,Richmond,0.317
2021-04-13,Ohio St.,0.316
2021-04-13,Army West Point,0.307
2021-04-13,Denver,0.307
2021-04-13,Boston U.,0.304
2021-04-13,Notre Dame,0.304
2021-04-13,Colgate,0.302
2021-04-13,Georgetown,0.297
2021-04-13,Navy,0.293
2021-04-13,Stony Brook,0.293
2021-04-13,Loyola Maryland,0.292
2021-04-13,Bryant,0.292
2021-04-13,Johns Hopkins,0.291
2021-04-13,Michigan,0.288
2021-04-13,Vermont,0.286
2021-04-13,Binghamton,0.286
2021-04-13,St. Bonaventure,0.286
2021-04-13,Fairfield,0.283
2021-04-13,Mercer,0.273
2021-04-13,Villanova,0.273
2021-04-13,Towson,0.272
2021-04-13,Utah,0.271
2021-04-13,Penn St.,0.271
2021-04-13,Manhattan,0.271
2021-04-13,VMI,0.266
2021-04-13,Hobart,0.262
2021-04-13,Canisius,0.254
2021-04-13,Mount St. Mary's,0.254
2021-04-13,St. John's,0.252
2021-04-13,Providence,0.251
2021-04-13,Lafayette,0.25
2021-04-13,Saint Joseph's,0.249
2021-04-13,Cleveland St.,0.248
2021-04-13,UMBC,0.245
2021-04-13,Holy Cross,0.245
2021-04-13,Marquette,0.243
2021-04-13,Bucknell,0.242
2021-04-13,Wagner,0.241
2021-04-13,Detroit Mercy,0.237
2021-04-13,Hartford,0.237
2021-04-13,Monmouth,0.236
2021-04-13,UMass Lowell,0.234
2021-04-13,NJIT,0.233
2021-04-13,Bellarmine,0.233
2021-04-13,Sacred Heart,0.21
2021-04-13,Air Force,0.207
2021-04-13,Quinnipiac,0.201
2021-04-13,Siena,0.198
2021-04-13,Merrimack,0.294
2021-04-11,Maryland,0.405
2021-04-11,Duke,0.37
2021-04-11,High Point,0.369
2021-04-11,Hofstra,0.36
2021-04-11,UAlbany,0.356
2021-04-11,Massachusetts,0.342
2021-04-11,Marist,0.341
2021-04-11,Virginia,0.339
2021-04-11,North Carolina,0.339
2021-04-11,LIU,0.338
2021-04-11,Syracuse,0.334
2021-04-11,Rutgers,0.33
2021-04-11,Jacksonville,0.326
2021-04-11,Lehigh,0.325
2021-04-11,Robert Morris,0.322
2021-04-11,Delaware,0.318
2021-04-11,Drexel,0.318
