Date,Team,Faceoff Percent
2019-04-02,Bucknell,0.472
2019-04-02,Providence,0.47
2019-04-02,Canisius,0.467
2019-04-02,Delaware,0.464
2019-04-02,Harvard,0.455
2019-04-02,Stony Brook,0.45
2019-04-02,Wagner,0.448
2019-04-02,Princeton,0.446
2019-04-02,Georgetown,0.445
2019-04-02,UMBC,0.44
2019-04-02,Siena,0.439
2019-04-02,Hartford,0.427
2019-04-02,Rutgers,0.417
2019-04-02,Richmond,0.416
2019-04-02,NJIT,0.415
2019-04-02,Furman,0.409
2019-04-02,Bellarmine,0.402
2019-04-02,Sacred Heart,0.399
2019-04-02,Binghamton,0.396
2019-04-02,Cornell,0.389
2019-04-02,VMI,0.387
2019-04-02,Michigan,0.379
2019-04-02,Dartmouth,0.356
2019-04-02,Army West Point,0.355
2019-04-02,Jacksonville,0.348
2019-04-02,Utah,0.293
2019-04-02,Lafayette,0.291
2019-04-02,St. Bonaventure,0.237
2019-03-31,Yale,0.75
2019-03-31,Towson,0.735
2019-03-31,Lehigh,0.677
2019-03-31,Hobart,0.664
2019-03-31,Marist,0.659
2019-03-31,Massachusetts,0.639
2019-03-31,Cleveland St.,0.613
2019-03-31,Hampton,0.611
2019-03-31,Syracuse,0.61
2019-03-31,Saint Joseph's,0.607
2019-03-31,Ohio St.,0.604
2019-03-31,Detroit Mercy,0.599
2019-03-31,Holy Cross,0.595
2019-03-31,UMass Lowell,0.595
2019-03-31,High Point,0.592
2019-03-31,Penn,0.592
2019-03-31,Penn St.,0.585
2019-03-31,Maryland,0.582
2019-03-31,Bryant,0.575
2019-03-31,Boston U.,0.567
2019-03-31,Air Force,0.567
2019-03-31,Johns Hopkins,0.565
2019-03-31,Hofstra,0.558
2019-03-31,Duke,0.558
2019-03-31,Denver,0.549
2019-03-31,Quinnipiac,0.546
2019-03-31,Fairfield,0.537
2019-03-31,Villanova,0.533
2019-03-31,Notre Dame,0.528
2019-03-31,Virginia,0.526
2019-03-31,Brown,0.524
2019-03-31,North Carolina,0.524
2019-03-31,Mercer,0.514
2019-03-31,Mount St. Mary's,0.513
2019-03-31,Drexel,0.51
2019-03-31,St. John's,0.5
2019-03-31,Robert Morris,0.495
2019-03-31,Loyola Maryland,0.492
2019-03-31,Colgate,0.49
2019-03-31,Marquette,0.49
2019-03-31,UAlbany,0.488
2019-03-31,Canisius,0.484
2019-03-31,Monmouth,0.483
2019-03-31,Navy,0.483
2019-03-31,Vermont,0.478
2019-03-31,Bucknell,0.474
2019-03-31,Manhattan,0.473
2019-03-31,Providence,0.47
2019-03-31,Delaware,0.464
2019-03-31,Harvard,0.455
2019-03-31,Wagner,0.448
2019-03-31,Princeton,0.446
2019-03-31,Georgetown,0.445
2019-03-31,Stony Brook,0.444
2019-03-31,UMBC,0.44
2019-03-31,Siena,0.439
2019-03-31,Hartford,0.427
2019-03-31,Rutgers,0.417
2019-03-31,Richmond,0.416
2019-03-31,NJIT,0.415
2019-03-31,Furman,0.409
2019-03-31,Bellarmine,0.402
2019-03-31,Sacred Heart,0.399
2019-03-31,Binghamton,0.396
2019-03-31,Cornell,0.389
2019-03-31,VMI,0.387
2019-03-31,Michigan,0.379
2019-03-31,Dartmouth,0.356
2019-03-31,Army West Point,0.355
2019-03-31,Jacksonville,0.348
2019-03-31,Utah,0.293
2019-03-31,Lafayette,0.291
2019-03-31,St. Bonaventure,0.235
2019-03-27,Yale,0.785
2019-03-27,Towson,0.756
2019-03-27,Lehigh,0.681
2019-03-27,Marist,0.678
2019-03-27,Hobart,0.664
2019-03-27,Massachusetts,0.638
2019-03-27,Detroit Mercy,0.62
2019-03-27,Cleveland St.,0.613
2019-03-27,Maryland,0.613
2019-03-27,Holy Cross,0.611
2019-03-27,Syracuse,0.609
2019-03-27,Penn,0.608
2019-03-27,Hampton,0.606
2019-03-27,UMass Lowell,0.601
2019-03-27,High Point,0.595
2019-03-27,Saint Joseph's,0.591
2019-03-27,Boston U.,0.585
2019-03-27,Ohio St.,0.584
2019-03-27,Bryant,0.576
2019-03-27,Penn St.,0.574
2019-03-27,Duke,0.571
2019-03-27,Hofstra,0.567
2019-03-27,Notre Dame,0.55
2019-03-27,Johns Hopkins,0.542
2019-03-27,Fairfield,0.539
2019-03-27,Denver,0.538
2019-03-27,Villanova,0.537
2019-03-27,Quinnipiac,0.532
2019-03-27,Air Force,0.531
2019-03-27,Drexel,0.525
2019-03-27,Mount St. Mary's,0.521
2019-03-27,Robert Morris,0.52
2019-03-27,North Carolina,0.518
2019-03-27,Brown,0.516
2019-03-27,Mercer,0.514
2019-03-27,Monmouth,0.5
2019-03-27,Loyola Maryland,0.498
2019-03-27,St. John's,0.493
2019-03-27,Marquette,0.488
2019-03-27,Manhattan,0.485
2019-03-27,Colgate,0.48
2019-03-27,Navy,0.478
2019-03-27,Virginia,0.477
2019-03-27,Vermont,0.476
2019-03-27,Providence,0.474
2019-03-27,Canisius,0.471
2019-03-27,Delaware,0.462
2019-03-27,UAlbany,0.462
2019-03-27,Harvard,0.455
2019-03-27,Georgetown,0.453
2019-03-27,Siena,0.452
2019-03-27,Princeton,0.45
2019-03-27,Wagner,0.45
2019-03-27,Bucknell,0.449
2019-03-27,Hartford,0.44
2019-03-27,Stony Brook,0.435
2019-03-27,Rutgers,0.435
2019-03-27,Richmond,0.426
2019-03-27,Furman,0.406
2019-03-27,NJIT,0.395
2019-03-27,Michigan,0.394
2019-03-27,VMI,0.39
2019-03-27,Bellarmine,0.388
2019-03-27,Binghamton,0.386
2019-03-27,Sacred Heart,0.383
2019-03-27,UMBC,0.382
2019-03-27,Jacksonville,0.369
2019-03-27,Cornell,0.363
2019-03-27,Dartmouth,0.359
2019-03-27,Army West Point,0.355
2019-03-27,Lafayette,0.306
2019-03-27,Utah,0.303
2019-03-27,St. Bonaventure,0.235
2019-03-26,Yale,0.785
2019-03-26,Towson,0.756
2019-03-26,Lehigh,0.681
2019-03-26,Marist,0.678
2019-03-26,Hobart,0.651
2019-03-26,Massachusetts,0.638
2019-03-26,Detroit Mercy,0.62
2019-03-26,Cleveland St.,0.613
2019-03-26,Maryland,0.613
2019-03-26,Holy Cross,0.611
2019-03-26,Syracuse,0.609
2019-03-26,Penn,0.608
2019-03-26,Hampton,0.606
2019-03-26,UMass Lowell,0.601
2019-03-26,High Point,0.595
2019-03-26,Saint Joseph's,0.591
2019-03-26,Boston U.,0.585
2019-03-26,Ohio St.,0.584
2019-03-26,Bryant,0.576
2019-03-26,Penn St.,0.574
2019-03-26,Duke,0.571
2019-03-26,Hofstra,0.567
2019-03-26,Notre Dame,0.55
2019-03-26,Johns Hopkins,0.542
2019-03-26,Fairfield,0.539
2019-03-26,Denver,0.538
2019-03-26,Villanova,0.537
2019-03-26,Quinnipiac,0.532
2019-03-26,Air Force,0.531
2019-03-26,Drexel,0.525
2019-03-26,Mount St. Mary's,0.521
2019-03-26,Robert Morris,0.52
2019-03-26,North Carolina,0.518
2019-03-26,Brown,0.516
2019-03-26,Mercer,0.514
2019-03-26,Monmouth,0.5
2019-03-26,Loyola Maryland,0.498
2019-03-26,St. John's,0.493
2019-03-26,Marquette,0.488
2019-03-26,Manhattan,0.485
2019-03-26,Colgate,0.48
2019-03-26,Navy,0.478
2019-03-26,Virginia,0.477
2019-03-26,Vermont,0.476
2019-03-26,Providence,0.474
2019-03-26,Canisius,0.471
2019-03-26,Delaware,0.462
2019-03-26,Harvard,0.46
2019-03-26,Georgetown,0.453
2019-03-26,Siena,0.452
2019-03-26,Princeton,0.45
2019-03-26,Wagner,0.45
2019-03-26,Bucknell,0.449
2019-03-26,UAlbany,0.443
2019-03-26,Hartford,0.44
2019-03-26,Stony Brook,0.435
2019-03-26,Rutgers,0.435
2019-03-26,Richmond,0.426
2019-03-26,Furman,0.406
2019-03-26,NJIT,0.395
2019-03-26,Michigan,0.394
2019-03-26,VMI,0.39
2019-03-26,Bellarmine,0.388
2019-03-26,Binghamton,0.386
2019-03-26,Sacred Heart,0.383
2019-03-26,UMBC,0.382
2019-03-26,Jacksonville,0.369
2019-03-26,Cornell,0.363
2019-03-26,Dartmouth,0.359
2019-03-26,Army West Point,0.355
2019-03-26,Lafayette,0.306
2019-03-26,Utah,0.303
2019-03-26,St. Bonaventure,0.236
2019-03-25,Yale,0.773
2019-03-25,Towson,0.756
2019-03-25,Lehigh,0.681
2019-03-25,Marist,0.678
2019-03-25,Hobart,0.651
2019-03-25,Massachusetts,0.638
2019-03-25,Detroit Mercy,0.62
2019-03-25,Cleveland St.,0.613
2019-03-25,Maryland,0.613
2019-03-25,Holy Cross,0.611
2019-03-25,Syracuse,0.609
2019-03-25,Penn,0.608
2019-03-25,Hampton,0.606
2019-03-25,UMass Lowell,0.601
2019-03-25,High Point,0.595
2019-03-25,Saint Joseph's,0.591
2019-03-25,Boston U.,0.585
2019-03-25,Ohio St.,0.584
2019-03-25,Air Force,0.582
2019-03-25,Bryant,0.576
2019-03-25,Penn St.,0.574
2019-03-25,Duke,0.571
2019-03-25,Hofstra,0.567
2019-03-25,Notre Dame,0.55
2019-03-25,Johns Hopkins,0.542
2019-03-25,Fairfield,0.539
2019-03-25,Villanova,0.537
2019-03-25,Quinnipiac,0.532
2019-03-25,Drexel,0.525
2019-03-25,Mount St. Mary's,0.521
2019-03-25,Robert Morris,0.52
2019-03-25,North Carolina,0.518
2019-03-25,Denver,0.516
2019-03-25,Brown,0.516
2019-03-25,Mercer,0.514
2019-03-25,Monmouth,0.5
2019-03-25,Loyola Maryland,0.498
2019-03-25,St. John's,0.493
2019-03-25,Marquette,0.488
2019-03-25,Manhattan,0.485
2019-03-25,Colgate,0.48
2019-03-25,Navy,0.478
2019-03-25,Virginia,0.477
2019-03-25,Providence,0.474
2019-03-25,Vermont,0.472
2019-03-25,Canisius,0.471
2019-03-25,Princeton,0.465
2019-03-25,Delaware,0.462
2019-03-25,Harvard,0.46
2019-03-25,Georgetown,0.453
2019-03-25,Siena,0.452
2019-03-25,Wagner,0.45
2019-03-25,Bucknell,0.449
2019-03-25,Hartford,0.444
2019-03-25,UAlbany,0.443
2019-03-25,Stony Brook,0.435
2019-03-25,Rutgers,0.435
2019-03-25,Richmond,0.426
2019-03-25,Furman,0.406
2019-03-25,NJIT,0.395
2019-03-25,Michigan,0.394
2019-03-25,VMI,0.39
2019-03-25,Bellarmine,0.388
2019-03-25,Binghamton,0.386
2019-03-25,Sacred Heart,0.383
2019-03-25,UMBC,0.382
2019-03-25,Jacksonville,0.369
2019-03-25,Cornell,0.363
2019-03-25,Dartmouth,0.359
2019-03-25,Army West Point,0.355
2019-03-25,Lafayette,0.306
2019-03-25,Utah,0.303
2019-03-25,St. Bonaventure,0.236
2019-03-24,Yale,0.773
2019-03-24,Towson,0.756
2019-03-24,Lehigh,0.681
2019-03-24,Marist,0.678
2019-03-24,Hobart,0.651
2019-03-24,Massachusetts,0.638
2019-03-24,Detroit Mercy,0.62
2019-03-24,Cleveland St.,0.613
2019-03-24,Maryland,0.613
2019-03-24,Holy Cross,0.611
2019-03-24,Syracuse,0.609
2019-03-24,Penn,0.608
2019-03-24,Hampton,0.606
2019-03-24,UMass Lowell,0.601
2019-03-24,High Point,0.595
2019-03-24,Saint Joseph's,0.591
2019-03-24,Boston U.,0.585
2019-03-24,Ohio St.,0.584
2019-03-24,Air Force,0.582
2019-03-24,Bryant,0.576
2019-03-24,Penn St.,0.574
2019-03-24,Duke,0.571
2019-03-24,Hofstra,0.567
2019-03-24,Notre Dame,0.55
2019-03-24,Johns Hopkins,0.542
2019-03-24,Fairfield,0.539
2019-03-24,Villanova,0.538
2019-03-24,Quinnipiac,0.532
2019-03-24,Drexel,0.525
2019-03-24,Mount St. Mary's,0.521
2019-03-24,Brown,0.52
2019-03-24,Robert Morris,0.52
2019-03-24,North Carolina,0.518
2019-03-24,Denver,0.516
2019-03-24,Mercer,0.514
2019-03-24,Monmouth,0.5
2019-03-24,Loyola Maryland,0.498
2019-03-24,St. John's,0.493
2019-03-24,Marquette,0.488
2019-03-24,Manhattan,0.485
2019-03-24,Colgate,0.48
2019-03-24,Navy,0.478
2019-03-24,Virginia,0.477
2019-03-24,Providence,0.474
2019-03-24,Vermont,0.472
2019-03-24,Canisius,0.471
2019-03-24,Princeton,0.465
2019-03-24,Delaware,0.462
2019-03-24,Harvard,0.46
2019-03-24,Georgetown,0.453
2019-03-24,Siena,0.452
2019-03-24,Wagner,0.45
2019-03-24,Bucknell,0.449
2019-03-24,Hartford,0.444
2019-03-24,UAlbany,0.443
2019-03-24,Stony Brook,0.435
2019-03-24,Rutgers,0.435
2019-03-24,Richmond,0.426
2019-03-24,Furman,0.406
2019-03-24,NJIT,0.395
2019-03-24,Michigan,0.394
2019-03-24,VMI,0.39
2019-03-24,Bellarmine,0.388
2019-03-24,Binghamton,0.386
2019-03-24,Sacred Heart,0.383
2019-03-24,UMBC,0.382
2019-03-24,Jacksonville,0.369
2019-03-24,Cornell,0.363
2019-03-24,Dartmouth,0.359
2019-03-24,Army West Point,0.355
2019-03-24,Lafayette,0.306
2019-03-24,Utah,0.303
2019-03-24,St. Bonaventure,0.236
2019-03-20,Yale,0.783
2019-03-20,Towson,0.761
2019-03-20,Lehigh,0.685
2019-03-20,Marist,0.664
2019-03-20,Hobart,0.657
2019-03-20,Massachusetts,0.652
2019-03-20,Cleveland St.,0.631
2019-03-20,UMass Lowell,0.621
2019-03-20,Holy Cross,0.611
2019-03-20,Detroit Mercy,0.609
2019-03-20,Syracuse,0.609
2019-03-20,Penn,0.608
2019-03-20,Hampton,0.606
2019-03-20,Ohio St.,0.6
2019-03-20,Saint Joseph's,0.595
2019-03-20,High Point,0.595
2019-03-20,Maryland,0.592
2019-03-20,Bryant,0.591
2019-03-20,Duke,0.585
2019-03-20,Penn St.,0.581
2019-03-20,Fairfield,0.564
2019-03-20,Air Force,0.558
2019-03-20,North Carolina,0.556
2019-03-20,Notre Dame,0.556
2019-03-20,Boston U.,0.554
2019-03-20,Denver,0.543
2019-03-20,Hofstra,0.543
2019-03-20,Johns Hopkins,0.538
2019-03-20,Robert Morris,0.538
2019-03-20,Drexel,0.534
2019-03-20,Monmouth,0.529
2019-03-20,Brown,0.526
2019-03-20,Villanova,0.519
2019-03-20,Manhattan,0.508
2019-03-20,Mount St. Mary's,0.507
2019-03-20,Quinnipiac,0.503
2019-03-20,Navy,0.497
2019-03-20,Princeton,0.497
2019-03-20,Marquette,0.49
2019-03-20,St. John's,0.487
2019-03-20,Virginia,0.484
2019-03-20,Vermont,0.479
2019-03-20,Canisius,0.476
2019-03-20,Bucknell,0.472
2019-03-20,Loyola Maryland,0.469
2019-03-20,Mercer,0.467
2019-03-20,Providence,0.465
2019-03-20,Colgate,0.464
2019-03-20,Rutgers,0.455
2019-03-20,Wagner,0.451
2019-03-20,Georgetown,0.446
2019-03-20,Delaware,0.444
2019-03-20,Siena,0.439
2019-03-20,Hartford,0.43
2019-03-20,VMI,0.429
2019-03-20,Furman,0.422
2019-03-20,UAlbany,0.418
2019-03-20,Stony Brook,0.417
2019-03-20,Harvard,0.409
2019-03-20,Dartmouth,0.405
2019-03-20,Richmond,0.398
2019-03-20,Bellarmine,0.39
2019-03-20,Binghamton,0.389
2019-03-20,Michigan,0.387
2019-03-20,Sacred Heart,0.381
2019-03-20,NJIT,0.377
2019-03-20,UMBC,0.374
2019-03-20,Jacksonville,0.366
2019-03-20,Cornell,0.358
2019-03-20,Army West Point,0.347
2019-03-20,Lafayette,0.324
2019-03-20,Utah,0.303
2019-03-20,St. Bonaventure,0.238
2019-03-19,Yale,0.783
2019-03-19,Towson,0.761
2019-03-19,Lehigh,0.685
2019-03-19,Marist,0.664
2019-03-19,Hobart,0.657
2019-03-19,Massachusetts,0.652
2019-03-19,Cleveland St.,0.631
2019-03-19,UMass Lowell,0.621
2019-03-19,Holy Cross,0.611
2019-03-19,Detroit Mercy,0.609
2019-03-19,Syracuse,0.609
2019-03-19,Penn,0.608
2019-03-19,Ohio St.,0.6
2019-03-19,Saint Joseph's,0.595
2019-03-19,High Point,0.595
2019-03-19,Maryland,0.592
2019-03-19,Bryant,0.591
2019-03-19,Hampton,0.59
2019-03-19,Duke,0.585
2019-03-19,Penn St.,0.581
2019-03-19,Fairfield,0.564
2019-03-19,Air Force,0.558
2019-03-19,North Carolina,0.556
2019-03-19,Notre Dame,0.556
2019-03-19,Boston U.,0.554
2019-03-19,Denver,0.543
2019-03-19,Hofstra,0.543
2019-03-19,Johns Hopkins,0.538
2019-03-19,Robert Morris,0.538
2019-03-19,Drexel,0.534
2019-03-19,Monmouth,0.529
2019-03-19,Brown,0.526
2019-03-19,Villanova,0.519
2019-03-19,Manhattan,0.508
2019-03-19,Mount St. Mary's,0.507
2019-03-19,Quinnipiac,0.503
2019-03-19,Navy,0.497
2019-03-19,Princeton,0.497
2019-03-19,Marquette,0.49
2019-03-19,St. John's,0.487
2019-03-19,Virginia,0.484
2019-03-19,Vermont,0.479
2019-03-19,Canisius,0.476
2019-03-19,Bucknell,0.472
2019-03-19,Loyola Maryland,0.469
2019-03-19,Mercer,0.467
2019-03-19,Providence,0.465
2019-03-19,Colgate,0.464
2019-03-19,Rutgers,0.455
2019-03-19,Wagner,0.451
2019-03-19,Georgetown,0.446
2019-03-19,Delaware,0.444
2019-03-19,Siena,0.439
2019-03-19,Hartford,0.43
2019-03-19,VMI,0.429
2019-03-19,Furman,0.422
2019-03-19,UAlbany,0.418
2019-03-19,Stony Brook,0.417
2019-03-19,Harvard,0.409
2019-03-19,Dartmouth,0.405
2019-03-19,Richmond,0.398
2019-03-19,Bellarmine,0.39
2019-03-19,Binghamton,0.389
2019-03-19,Michigan,0.387
2019-03-19,Sacred Heart,0.381
2019-03-19,NJIT,0.377
2019-03-19,UMBC,0.374
2019-03-19,Jacksonville,0.366
2019-03-19,Cornell,0.358
2019-03-19,Army West Point,0.347
2019-03-19,Lafayette,0.324
2019-03-19,Utah,0.303
2019-03-19,St. Bonaventure,0.238
2019-03-17,Yale,0.783
2019-03-17,Towson,0.761
2019-03-17,Lehigh,0.685
2019-03-17,Hobart,0.677
2019-03-17,Marist,0.664
2019-03-17,Massachusetts,0.652
2019-03-17,Cleveland St.,0.631
2019-03-17,UMass Lowell,0.616
2019-03-17,Detroit Mercy,0.609
2019-03-17,Syracuse,0.609
2019-03-17,Penn,0.608
2019-03-17,Holy Cross,0.604
2019-03-17,Ohio St.,0.6
2019-03-17,Saint Joseph's,0.595
2019-03-17,High Point,0.595
2019-03-17,Maryland,0.592
2019-03-17,Bryant,0.591
2019-03-17,Hampton,0.59
2019-03-17,Duke,0.585
2019-03-17,Boston U.,0.585
2019-03-17,Penn St.,0.581
2019-03-17,Air Force,0.558
2019-03-17,Brown,0.557
2019-03-17,North Carolina,0.556
2019-03-17,Denver,0.543
2019-03-17,Hofstra,0.543
2019-03-17,Johns Hopkins,0.538
2019-03-17,Robert Morris,0.538
2019-03-17,Drexel,0.534
2019-03-17,Fairfield,0.531
2019-03-17,Monmouth,0.529
2019-03-17,Villanova,0.519
2019-03-17,Manhattan,0.508
2019-03-17,Mount St. Mary's,0.507
2019-03-17,Quinnipiac,0.506
2019-03-17,Notre Dame,0.5
2019-03-17,Navy,0.497
2019-03-17,Princeton,0.497
2019-03-17,Marquette,0.49
2019-03-17,Virginia,0.484
2019-03-17,Providence,0.482
2019-03-17,Vermont,0.479
2019-03-17,Canisius,0.476
2019-03-17,Bucknell,0.472
2019-03-17,Loyola Maryland,0.469
2019-03-17,Mercer,0.467
2019-03-17,St. John's,0.457
2019-03-17,Rutgers,0.455
2019-03-17,Colgate,0.454
2019-03-17,Wagner,0.451
2019-03-17,Georgetown,0.446
2019-03-17,Delaware,0.444
2019-03-17,Siena,0.439
2019-03-17,VMI,0.429
2019-03-17,Dartmouth,0.429
2019-03-17,Furman,0.422
2019-03-17,UAlbany,0.418
2019-03-17,Michigan,0.417
2019-03-17,Stony Brook,0.417
2019-03-17,Hartford,0.414
2019-03-17,NJIT,0.4
2019-03-17,Richmond,0.398
2019-03-17,Bellarmine,0.39
2019-03-17,Binghamton,0.389
2019-03-17,Sacred Heart,0.381
2019-03-17,UMBC,0.374
2019-03-17,Jacksonville,0.366
2019-03-17,Harvard,0.366
2019-03-17,Army West Point,0.347
2019-03-17,Lafayette,0.324
2019-03-17,Cornell,0.303
2019-03-17,Utah,0.303
2019-03-17,St. Bonaventure,0.246
2019-03-15,Yale,0.779
2019-03-15,Towson,0.756
2019-03-15,Marist,0.696
2019-03-15,Hobart,0.686
2019-03-15,Lehigh,0.679
2019-03-15,Cleveland St.,0.656
2019-03-15,Detroit Mercy,0.641
2019-03-15,Massachusetts,0.636
2019-03-15,Duke,0.629
2019-03-15,Maryland,0.621
2019-03-15,Hampton,0.602
2019-03-15,Ohio St.,0.6
2019-03-15,UMass Lowell,0.6
2019-03-15,High Point,0.595
2019-03-15,Penn,0.59
2019-03-15,Penn St.,0.581
2019-03-15,Bryant,0.58
2019-03-15,Saint Joseph's,0.578
2019-03-15,Holy Cross,0.578
2019-03-15,Syracuse,0.568
2019-03-15,Boston U.,0.562
2019-03-15,North Carolina,0.559
2019-03-15,Hofstra,0.557
2019-03-15,Air Force,0.55
2019-03-15,Denver,0.543
2019-03-15,Princeton,0.54
2019-03-15,Robert Morris,0.535
2019-03-15,Fairfield,0.531
2019-03-15,Monmouth,0.53
2019-03-15,Manhattan,0.529
2019-03-15,Mount St. Mary's,0.527
2019-03-15,Drexel,0.525
2019-03-15,Brown,0.522
2019-03-15,Villanova,0.506
2019-03-15,Bucknell,0.503
2019-03-15,Johns Hopkins,0.5
2019-03-15,Rutgers,0.497
2019-03-15,Loyola Maryland,0.497
2019-03-15,Virginia,0.494
2019-03-15,Quinnipiac,0.489
2019-03-15,Delaware,0.48
2019-03-15,Mercer,0.48
2019-03-15,Notre Dame,0.479
2019-03-15,Providence,0.472
2019-03-15,Vermont,0.469
2019-03-15,Canisius,0.464
2019-03-15,Navy,0.461
2019-03-15,Colgate,0.46
2019-03-15,Wagner,0.46
2019-03-15,St. John's,0.457
2019-03-15,Georgetown,0.452
2019-03-15,Michigan,0.451
2019-03-15,UAlbany,0.442
2019-03-15,Marquette,0.442
2019-03-15,Furman,0.43
2019-03-15,VMI,0.429
2019-03-15,NJIT,0.415
2019-03-15,Siena,0.413
2019-03-15,Stony Brook,0.401
2019-03-15,Hartford,0.401
2019-03-15,Binghamton,0.391
2019-03-15,Dartmouth,0.381
2019-03-15,Harvard,0.377
2019-03-15,Jacksonville,0.371
2019-03-15,Sacred Heart,0.368
2019-03-15,Army West Point,0.365
2019-03-15,Richmond,0.364
2019-03-15,UMBC,0.358
2019-03-15,Bellarmine,0.348
2019-03-15,Lafayette,0.33
2019-03-15,Cornell,0.322
2019-03-15,Utah,0.31
2019-03-15,St. Bonaventure,0.246
2019-03-12,Yale,0.779
2019-03-12,Towson,0.756
2019-03-12,Marist,0.696
2019-03-12,Hobart,0.686
2019-03-12,Lehigh,0.679
2019-03-12,Cleveland St.,0.656
2019-03-12,Detroit Mercy,0.641
2019-03-12,Massachusetts,0.636
2019-03-12,Duke,0.629
2019-03-12,Maryland,0.621
2019-03-12,Hampton,0.602
2019-03-12,Ohio St.,0.6
2019-03-12,UMass Lowell,0.6
2019-03-12,Penn,0.59
2019-03-12,Penn St.,0.581
2019-03-12,Bryant,0.58
2019-03-12,Saint Joseph's,0.578
2019-03-12,Holy Cross,0.571
2019-03-12,Syracuse,0.568
2019-03-12,Boston U.,0.562
2019-03-12,Hofstra,0.561
2019-03-12,North Carolina,0.559
2019-03-12,Air Force,0.55
2019-03-12,High Point,0.55
2019-03-12,Denver,0.543
2019-03-12,Princeton,0.54
2019-03-12,Robert Morris,0.535
2019-03-12,Monmouth,0.53
2019-03-12,Manhattan,0.529
2019-03-12,Mount St. Mary's,0.527
2019-03-12,Drexel,0.525
2019-03-12,Brown,0.522
2019-03-12,VMI,0.508
2019-03-12,Villanova,0.506
2019-03-12,Bucknell,0.503
2019-03-12,Fairfield,0.5
2019-03-12,Johns Hopkins,0.5
2019-03-12,Rutgers,0.497
2019-03-12,Loyola Maryland,0.497
2019-03-12,Virginia,0.494
2019-03-12,Quinnipiac,0.489
2019-03-12,Mercer,0.48
2019-03-12,Delaware,0.48
2019-03-12,Notre Dame,0.479
2019-03-12,Vermont,0.475
2019-03-12,Providence,0.472
2019-03-12,Canisius,0.464
2019-03-12,Navy,0.461
2019-03-12,Colgate,0.46
2019-03-12,Wagner,0.46
2019-03-12,St. John's,0.453
2019-03-12,Georgetown,0.452
2019-03-12,Michigan,0.451
2019-03-12,UAlbany,0.442
2019-03-12,Marquette,0.442
2019-03-12,Furman,0.43
2019-03-12,NJIT,0.415
2019-03-12,Siena,0.413
2019-03-12,Stony Brook,0.401
2019-03-12,Hartford,0.401
2019-03-12,Binghamton,0.391
2019-03-12,Dartmouth,0.381
2019-03-12,Harvard,0.377
2019-03-12,Jacksonville,0.371
2019-03-12,Sacred Heart,0.368
2019-03-12,Army West Point,0.365
2019-03-12,Richmond,0.364
2019-03-12,UMBC,0.358
2019-03-12,Bellarmine,0.348
2019-03-12,Lafayette,0.33
2019-03-12,Cornell,0.322
2019-03-12,Utah,0.32
2019-03-12,St. Bonaventure,0.246
2019-03-10,Yale,0.779
2019-03-10,Towson,0.756
2019-03-10,Lehigh,0.698
2019-03-10,Marist,0.696
2019-03-10,Hobart,0.686
2019-03-10,UMass Lowell,0.667
2019-03-10,Detroit Mercy,0.641
2019-03-10,Cleveland St.,0.632
2019-03-10,Maryland,0.621
2019-03-10,Massachusetts,0.617
2019-03-10,Ohio St.,0.6
2019-03-10,Hampton,0.6
2019-03-10,Penn,0.59
2019-03-10,Penn St.,0.581
2019-03-10,Duke,0.58
2019-03-10,Saint Joseph's,0.578
2019-03-10,North Carolina,0.572
2019-03-10,Holy Cross,0.571
2019-03-10,Syracuse,0.568
2019-03-10,Boston U.,0.562
2019-03-10,Mount St. Mary's,0.551
2019-03-10,Air Force,0.55
2019-03-10,High Point,0.55
2019-03-10,Fairfield,0.545
2019-03-10,Bryant,0.545
2019-03-10,Denver,0.543
2019-03-10,Princeton,0.54
2019-03-10,Robert Morris,0.536
2019-03-10,Hofstra,0.531
2019-03-10,Monmouth,0.53
2019-03-10,Manhattan,0.529
2019-03-10,Drexel,0.525
2019-03-10,Brown,0.522
2019-03-10,Rutgers,0.514
2019-03-10,VMI,0.508
2019-03-10,Villanova,0.506
2019-03-10,Loyola Maryland,0.497
2019-03-10,Bucknell,0.497
2019-03-10,Virginia,0.494
2019-03-10,Quinnipiac,0.489
2019-03-10,St. John's,0.481
2019-03-10,Delaware,0.48
2019-03-10,Mercer,0.48
2019-03-10,Notre Dame,0.479
2019-03-10,Johns Hopkins,0.475
2019-03-10,Vermont,0.475
2019-03-10,Providence,0.472
2019-03-10,Canisius,0.464
2019-03-10,Navy,0.461
2019-03-10,Colgate,0.46
2019-03-10,Wagner,0.46
2019-03-10,Georgetown,0.452
2019-03-10,Michigan,0.451
2019-03-10,UAlbany,0.442
2019-03-10,Marquette,0.434
2019-03-10,Furman,0.43
2019-03-10,NJIT,0.415
2019-03-10,Stony Brook,0.401
2019-03-10,Hartford,0.401
2019-03-10,Dartmouth,0.381
2019-03-10,Harvard,0.377
2019-03-10,Jacksonville,0.371
2019-03-10,Sacred Heart,0.368
2019-03-10,Richmond,0.364
2019-03-10,Utah,0.362
2019-03-10,UMBC,0.358
2019-03-10,Siena,0.352
2019-03-10,Lafayette,0.351
2019-03-10,Army West Point,0.351
2019-03-10,Binghamton,0.35
2019-03-10,Bellarmine,0.348
2019-03-10,Cornell,0.322
2019-03-10,St. Bonaventure,0.229
2019-03-08,Yale,0.744
2019-03-08,Towson,0.742
2019-03-08,Marist,0.696
