Date,Team,Opponent Clear Percent
2024-04-26,Penn,0.811
2024-04-26,Lafayette,0.813
2024-04-26,Michigan,0.814
2024-04-26,Binghamton,0.815
2024-04-26,Cornell,0.819
2024-04-26,Notre Dame,0.82
2024-04-26,Virginia,0.821
2024-04-26,Penn St.,0.825
2024-04-26,Towson,0.826
2024-04-26,Bucknell,0.828
2024-04-26,Brown,0.832
2024-04-26,Army West Point,0.838
2024-04-26,LIU,0.84
2024-04-26,Hofstra,0.841
2024-04-26,Cleveland St.,0.841
2024-04-26,UMBC,0.848
2024-04-26,North Carolina,0.848
2024-04-26,Johns Hopkins,0.856
2024-04-26,Quinnipiac,0.857
2024-04-26,Fairfield,0.858
2024-04-26,Vermont,0.86
2024-04-26,Lehigh,0.862
2024-04-26,St. John's,0.862
2024-04-26,Holy Cross,0.864
2024-04-26,Richmond,0.865
2024-04-26,Massachusetts,0.866
2024-04-26,Marist,0.869
2024-04-26,Mercer,0.869
2024-04-26,Dartmouth,0.872
2024-04-26,Denver,0.873
2024-04-26,Providence,0.873
2024-04-26,Jacksonville,0.874
2024-04-26,Princeton,0.874
2024-04-26,Hobart,0.875
2024-04-26,NJIT,0.875
2024-04-26,UAlbany,0.876
2024-04-26,Canisius,0.878
2024-04-26,Detroit Mercy,0.878
2024-04-26,Georgetown,0.879
2024-04-26,Bellarmine,0.88
2024-04-26,Robert Morris,0.881
2024-04-26,Syracuse,0.882
2024-04-26,Siena,0.884
2024-04-26,Duke,0.887
2024-04-26,Loyola Maryland,0.887
2024-04-26,Merrimack,0.887
2024-04-26,Navy,0.887
2024-04-26,Rutgers,0.888
2024-04-26,UMass Lowell,0.895
2024-04-26,Bryant,0.895
2024-04-26,Ohio St.,0.897
2024-04-26,St. Bonaventure,0.901
2024-04-26,Sacred Heart,0.903
2024-04-26,Delaware,0.905
2024-04-26,Stony Brook,0.907
2024-04-26,Marquette,0.91
2024-04-26,Utah,0.912
2024-04-26,Mount St. Mary's,0.912
2024-04-26,Monmouth,0.929
2024-04-26,Maryland,0.93
2024-04-26,Manhattan,0.931
2024-04-26,Drexel,0.932
2024-04-26,Wagner,0.934
2024-04-26,Hampton,0.936
2024-04-26,Queens,0.882
2024-04-26,Lindenwood,0.883
2024-04-26,Le Moyne,0.914
2024-04-25,Colgate,0.723
2024-04-25,Saint Joseph's,0.763
2024-04-25,VMI,0.779
2024-04-25,Boston U.,0.788
2024-04-25,Villanova,0.792
2024-04-25,Air Force,0.807
2024-04-25,Yale,0.808
2024-04-25,Harvard,0.809
2024-04-25,Penn,0.811
2024-04-25,High Point,0.813
2024-04-25,Michigan,0.814
2024-04-25,Binghamton,0.815
2024-04-25,Lafayette,0.818
2024-04-25,Cornell,0.819
2024-04-25,Notre Dame,0.82
2024-04-25,Virginia,0.821
2024-04-25,Bucknell,0.824
2024-04-25,Penn St.,0.825
2024-04-25,Towson,0.826
2024-04-25,Brown,0.832
2024-04-25,Army West Point,0.84
2024-04-25,LIU,0.84
2024-04-25,Hofstra,0.841
2024-04-25,Cleveland St.,0.841
2024-04-25,UMBC,0.848
2024-04-25,North Carolina,0.848
2024-04-25,Johns Hopkins,0.856
2024-04-25,Quinnipiac,0.857
2024-04-25,Fairfield,0.858
2024-04-25,Vermont,0.86
2024-04-25,St. John's,0.863
2024-04-25,Holy Cross,0.864
2024-04-25,Richmond,0.865
2024-04-25,Lehigh,0.866
2024-04-25,Massachusetts,0.868
2024-04-25,Marist,0.869
2024-04-25,Mercer,0.869
2024-04-25,Denver,0.872
2024-04-25,Dartmouth,0.872
2024-04-25,Jacksonville,0.874
2024-04-25,Princeton,0.874
2024-04-25,Providence,0.875
2024-04-25,Hobart,0.875
2024-04-25,NJIT,0.875
2024-04-25,UAlbany,0.876
2024-04-25,Canisius,0.878
2024-04-25,Detroit Mercy,0.878
2024-04-25,Georgetown,0.879
2024-04-25,Bellarmine,0.88
2024-04-25,Robert Morris,0.881
2024-04-25,Syracuse,0.882
2024-04-25,Siena,0.884
2024-04-25,Duke,0.887
2024-04-25,Merrimack,0.887
2024-04-25,Rutgers,0.888
2024-04-25,Navy,0.894
2024-04-25,UMass Lowell,0.895
2024-04-25,Bryant,0.895
2024-04-25,Loyola Maryland,0.895
2024-04-25,Ohio St.,0.897
2024-04-25,St. Bonaventure,0.901
2024-04-25,Sacred Heart,0.903
2024-04-25,Delaware,0.905
2024-04-25,Marquette,0.907
2024-04-25,Stony Brook,0.907
2024-04-25,Utah,0.912
2024-04-25,Mount St. Mary's,0.912
2024-04-25,Monmouth,0.926
2024-04-25,Maryland,0.93
2024-04-25,Manhattan,0.931
2024-04-25,Wagner,0.934
2024-04-25,Hampton,0.936
2024-04-25,Drexel,0.944
2024-04-25,Queens,0.882
2024-04-25,Lindenwood,0.883
2024-04-25,Le Moyne,0.914
2024-04-23,Colgate,0.723
2024-04-23,Saint Joseph's,0.763
2024-04-23,VMI,0.779
2024-04-23,Boston U.,0.788
2024-04-23,Villanova,0.792
2024-04-23,Air Force,0.807
2024-04-23,Yale,0.808
2024-04-23,Penn,0.811
2024-04-23,Harvard,0.813
2024-04-23,High Point,0.813
2024-04-23,Michigan,0.814
2024-04-23,Binghamton,0.815
2024-04-23,Lafayette,0.818
2024-04-23,Cornell,0.819
2024-04-23,Notre Dame,0.82
2024-04-23,Virginia,0.821
2024-04-23,Bucknell,0.824
2024-04-23,Penn St.,0.825
2024-04-23,Towson,0.826
2024-04-23,Brown,0.832
2024-04-23,Army West Point,0.84
2024-04-23,LIU,0.84
2024-04-23,Hofstra,0.841
2024-04-23,Cleveland St.,0.841
2024-04-23,UMBC,0.848
2024-04-23,North Carolina,0.848
2024-04-23,Johns Hopkins,0.856
2024-04-23,Quinnipiac,0.857
2024-04-23,Fairfield,0.858
2024-04-23,Vermont,0.86
2024-04-23,Jacksonville,0.861
2024-04-23,St. John's,0.863
2024-04-23,Richmond,0.865
2024-04-23,Lehigh,0.866
2024-04-23,Massachusetts,0.868
2024-04-23,Marist,0.869
2024-04-23,Mercer,0.869
2024-04-23,Denver,0.872
2024-04-23,Dartmouth,0.872
2024-04-23,Princeton,0.874
2024-04-23,Providence,0.875
2024-04-23,Hobart,0.875
2024-04-23,NJIT,0.875
2024-04-23,UAlbany,0.876
2024-04-23,Robert Morris,0.877
2024-04-23,Canisius,0.878
2024-04-23,Detroit Mercy,0.878
2024-04-23,Georgetown,0.879
2024-04-23,Bellarmine,0.88
2024-04-23,Holy Cross,0.882
2024-04-23,Syracuse,0.882
2024-04-23,Siena,0.884
2024-04-23,Duke,0.887
2024-04-23,Merrimack,0.887
2024-04-23,Rutgers,0.888
2024-04-23,Navy,0.894
2024-04-23,UMass Lowell,0.895
2024-04-23,Bryant,0.895
2024-04-23,Loyola Maryland,0.895
2024-04-23,Ohio St.,0.897
2024-04-23,St. Bonaventure,0.901
2024-04-23,Sacred Heart,0.903
2024-04-23,Delaware,0.905
2024-04-23,Marquette,0.907
2024-04-23,Stony Brook,0.907
2024-04-23,Mount St. Mary's,0.912
2024-04-23,Utah,0.913
2024-04-23,Monmouth,0.926
2024-04-23,Maryland,0.93
2024-04-23,Manhattan,0.931
2024-04-23,Wagner,0.934
2024-04-23,Hampton,0.936
2024-04-23,Drexel,0.944
2024-04-23,Lindenwood,0.881
2024-04-23,Queens,0.882
2024-04-23,Le Moyne,0.921
2024-04-21,Colgate,0.723
2024-04-21,Saint Joseph's,0.763
2024-04-21,VMI,0.781
2024-04-21,Boston U.,0.791
2024-04-21,Villanova,0.792
2024-04-21,Air Force,0.807
2024-04-21,Yale,0.808
2024-04-21,Penn,0.811
2024-04-21,Harvard,0.813
2024-04-21,High Point,0.813
2024-04-21,Michigan,0.814
2024-04-21,Binghamton,0.815
2024-04-21,Lafayette,0.818
2024-04-21,Cornell,0.819
2024-04-21,Notre Dame,0.82
2024-04-21,Virginia,0.821
2024-04-21,Bucknell,0.824
2024-04-21,Penn St.,0.825
2024-04-21,Towson,0.826
2024-04-21,Brown,0.829
2024-04-21,LIU,0.838
2024-04-21,Army West Point,0.84
2024-04-21,Hofstra,0.841
2024-04-21,Cleveland St.,0.846
2024-04-21,UMBC,0.848
2024-04-21,North Carolina,0.848
2024-04-21,Quinnipiac,0.85
2024-04-21,Johns Hopkins,0.856
2024-04-21,Fairfield,0.858
2024-04-21,Vermont,0.86
2024-04-21,Jacksonville,0.861
2024-04-21,St. John's,0.863
2024-04-21,Richmond,0.865
2024-04-21,Marist,0.865
2024-04-21,Massachusetts,0.868
2024-04-21,Mercer,0.869
2024-04-21,Lehigh,0.87
2024-04-21,Denver,0.872
2024-04-21,Dartmouth,0.872
2024-04-21,Princeton,0.874
2024-04-21,Providence,0.875
2024-04-21,Hobart,0.875
2024-04-21,NJIT,0.875
2024-04-21,UAlbany,0.876
2024-04-21,Robert Morris,0.877
2024-04-21,Canisius,0.878
2024-04-21,Detroit Mercy,0.878
2024-04-21,Georgetown,0.879
2024-04-21,Bellarmine,0.88
2024-04-21,Holy Cross,0.882
2024-04-21,Syracuse,0.882
2024-04-21,Siena,0.884
2024-04-21,Duke,0.887
2024-04-21,Merrimack,0.887
2024-04-21,Rutgers,0.888
2024-04-21,Navy,0.894
2024-04-21,UMass Lowell,0.895
2024-04-21,Loyola Maryland,0.895
2024-04-21,Ohio St.,0.897
2024-04-21,Bryant,0.898
2024-04-21,St. Bonaventure,0.901
2024-04-21,Sacred Heart,0.903
2024-04-21,Delaware,0.905
2024-04-21,Marquette,0.907
2024-04-21,Stony Brook,0.907
2024-04-21,Mount St. Mary's,0.912
2024-04-21,Utah,0.916
2024-04-21,Monmouth,0.926
2024-04-21,Maryland,0.93
2024-04-21,Wagner,0.932
2024-04-21,Manhattan,0.933
2024-04-21,Hampton,0.936
2024-04-21,Drexel,0.944
2024-04-21,Lindenwood,0.881
2024-04-21,Queens,0.882
2024-04-21,Le Moyne,0.921
2024-04-19,Colgate,0.73
2024-04-19,VMI,0.775
2024-04-19,Saint Joseph's,0.784
2024-04-19,Boston U.,0.786
2024-04-19,Villanova,0.791
2024-04-19,Air Force,0.799
2024-04-19,Michigan,0.808
2024-04-19,Yale,0.808
2024-04-19,High Point,0.809
2024-04-19,Penn,0.813
2024-04-19,Cornell,0.813
2024-04-19,Harvard,0.814
2024-04-19,Binghamton,0.814
2024-04-19,Notre Dame,0.818
2024-04-19,Lafayette,0.818
2024-04-19,Virginia,0.821
2024-04-19,Bucknell,0.824
2024-04-19,Penn St.,0.825
2024-04-19,Brown,0.83
2024-04-19,Towson,0.835
2024-04-19,North Carolina,0.836
2024-04-19,LIU,0.838
2024-04-19,Army West Point,0.84
2024-04-19,Hofstra,0.843
2024-04-19,Cleveland St.,0.846
2024-04-19,Quinnipiac,0.85
2024-04-19,Johns Hopkins,0.854
2024-04-19,Jacksonville,0.855
2024-04-19,Vermont,0.856
2024-04-19,Richmond,0.859
2024-04-19,St. John's,0.862
2024-04-19,Massachusetts,0.864
2024-04-19,UMBC,0.865
2024-04-19,NJIT,0.866
2024-04-19,Dartmouth,0.867
2024-04-19,UAlbany,0.868
2024-04-19,Denver,0.868
2024-04-19,Providence,0.869
2024-04-19,Lehigh,0.872
2024-04-19,Marist,0.873
2024-04-19,Princeton,0.874
2024-04-19,Canisius,0.875
2024-04-19,Fairfield,0.875
2024-04-19,Mercer,0.878
2024-04-19,Syracuse,0.878
2024-04-19,Robert Morris,0.879
2024-04-19,Georgetown,0.879
2024-04-19,Holy Cross,0.879
2024-04-19,Detroit Mercy,0.88
2024-04-19,Bellarmine,0.88
2024-04-19,Merrimack,0.882
2024-04-19,Hobart,0.884
2024-04-19,Siena,0.886
2024-04-19,Duke,0.887
2024-04-19,Rutgers,0.888
2024-04-19,St. Bonaventure,0.892
2024-04-19,Navy,0.894
2024-04-19,Delaware,0.894
2024-04-19,Loyola Maryland,0.895
2024-04-19,UMass Lowell,0.895
2024-04-19,Bryant,0.897
2024-04-19,Stony Brook,0.903
2024-04-19,Ohio St.,0.904
2024-04-19,Mount St. Mary's,0.905
2024-04-19,Sacred Heart,0.91
2024-04-19,Marquette,0.91
2024-04-19,Utah,0.916
2024-04-19,Maryland,0.923
2024-04-19,Monmouth,0.924
2024-04-19,Wagner,0.932
2024-04-19,Manhattan,0.933
2024-04-19,Hampton,0.942
2024-04-19,Drexel,0.943
2024-04-19,Queens,0.88
2024-04-19,Lindenwood,0.887
2024-04-19,Le Moyne,0.921
2024-04-17,Colgate,0.73
2024-04-17,VMI,0.775
2024-04-17,Saint Joseph's,0.784
2024-04-17,Boston U.,0.786
2024-04-17,Villanova,0.791
2024-04-17,Air Force,0.799
2024-04-17,Michigan,0.808
2024-04-17,High Point,0.809
2024-04-17,Penn,0.813
2024-04-17,Cornell,0.813
2024-04-17,Harvard,0.814
2024-04-17,Binghamton,0.814
2024-04-17,Yale,0.817
2024-04-17,Notre Dame,0.818
2024-04-17,Penn St.,0.821
2024-04-17,Virginia,0.821
2024-04-17,Bucknell,0.823
2024-04-17,Lafayette,0.829
2024-04-17,Brown,0.83
2024-04-17,Towson,0.835
2024-04-17,North Carolina,0.836
2024-04-17,LIU,0.838
2024-04-17,Hofstra,0.843
2024-04-17,Cleveland St.,0.846
2024-04-17,Army West Point,0.847
2024-04-17,Quinnipiac,0.85
2024-04-17,Johns Hopkins,0.854
2024-04-17,Jacksonville,0.855
2024-04-17,Vermont,0.856
2024-04-17,Richmond,0.859
2024-04-17,St. John's,0.862
2024-04-17,Massachusetts,0.864
2024-04-17,UAlbany,0.864
2024-04-17,UMBC,0.865
2024-04-17,NJIT,0.866
2024-04-17,Dartmouth,0.867
2024-04-17,Denver,0.868
2024-04-17,Providence,0.869
2024-04-17,Lehigh,0.872
2024-04-17,Marist,0.873
2024-04-17,Princeton,0.874
2024-04-17,Canisius,0.875
2024-04-17,Fairfield,0.875
2024-04-17,Rutgers,0.878
2024-04-17,Mercer,0.878
2024-04-17,Syracuse,0.878
2024-04-17,Robert Morris,0.879
2024-04-17,Georgetown,0.879
2024-04-17,Holy Cross,0.879
2024-04-17,Detroit Mercy,0.88
2024-04-17,Bellarmine,0.88
2024-04-17,Merrimack,0.882
2024-04-17,Hobart,0.884
2024-04-17,Siena,0.886
2024-04-17,Duke,0.887
2024-04-17,St. Bonaventure,0.892
2024-04-17,Delaware,0.894
2024-04-17,Navy,0.895
2024-04-17,Loyola Maryland,0.895
2024-04-17,UMass Lowell,0.895
2024-04-17,Bryant,0.897
2024-04-17,Stony Brook,0.903
2024-04-17,Ohio St.,0.904
2024-04-17,Mount St. Mary's,0.905
2024-04-17,Sacred Heart,0.91
2024-04-17,Marquette,0.91
2024-04-17,Utah,0.916
2024-04-17,Maryland,0.923
2024-04-17,Monmouth,0.924
2024-04-17,Wagner,0.932
2024-04-17,Manhattan,0.933
2024-04-17,Hampton,0.942
2024-04-17,Drexel,0.943
2024-04-17,Queens,0.88
2024-04-17,Lindenwood,0.887
2024-04-17,Le Moyne,0.921
2024-04-16,Colgate,0.73
2024-04-16,VMI,0.775
2024-04-16,Saint Joseph's,0.784
2024-04-16,Boston U.,0.786
2024-04-16,Villanova,0.791
2024-04-16,Air Force,0.808
2024-04-16,Michigan,0.808
2024-04-16,High Point,0.809
2024-04-16,Penn,0.813
2024-04-16,Cornell,0.813
2024-04-16,Harvard,0.814
2024-04-16,Binghamton,0.814
2024-04-16,Yale,0.817
2024-04-16,Notre Dame,0.818
2024-04-16,Penn St.,0.821
2024-04-16,Virginia,0.821
2024-04-16,Bucknell,0.823
2024-04-16,Lafayette,0.829
2024-04-16,Brown,0.83
2024-04-16,Towson,0.835
2024-04-16,North Carolina,0.836
2024-04-16,LIU,0.838
2024-04-16,Hofstra,0.843
2024-04-16,Cleveland St.,0.846
2024-04-16,Army West Point,0.847
2024-04-16,Quinnipiac,0.85
2024-04-16,Johns Hopkins,0.854
2024-04-16,Jacksonville,0.855
2024-04-16,Vermont,0.856
2024-04-16,Richmond,0.859
2024-04-16,St. John's,0.862
2024-04-16,Massachusetts,0.864
2024-04-16,UAlbany,0.864
2024-04-16,UMBC,0.865
2024-04-16,NJIT,0.866
2024-04-16,Dartmouth,0.867
2024-04-16,Denver,0.868
2024-04-16,Providence,0.869
2024-04-16,Lehigh,0.872
2024-04-16,Marist,0.873
2024-04-16,Princeton,0.874
2024-04-16,Canisius,0.875
2024-04-16,Fairfield,0.875
2024-04-16,Mercer,0.877
2024-04-16,Rutgers,0.878
2024-04-16,Syracuse,0.878
2024-04-16,Robert Morris,0.879
2024-04-16,Georgetown,0.879
2024-04-16,Holy Cross,0.879
2024-04-16,Detroit Mercy,0.88
2024-04-16,Bellarmine,0.88
2024-04-16,Merrimack,0.882
2024-04-16,Hobart,0.884
2024-04-16,Siena,0.886
2024-04-16,Duke,0.887
2024-04-16,St. Bonaventure,0.892
2024-04-16,Delaware,0.894
2024-04-16,Navy,0.895
2024-04-16,Loyola Maryland,0.895
2024-04-16,UMass Lowell,0.895
2024-04-16,Bryant,0.897
2024-04-16,Stony Brook,0.903
2024-04-16,Ohio St.,0.904
2024-04-16,Mount St. Mary's,0.905
2024-04-16,Sacred Heart,0.91
2024-04-16,Marquette,0.91
2024-04-16,Utah,0.916
2024-04-16,Maryland,0.923
2024-04-16,Monmouth,0.924
2024-04-16,Wagner,0.932
2024-04-16,Manhattan,0.933
2024-04-16,Hampton,0.942
2024-04-16,Drexel,0.943
2024-04-16,Queens,0.88
2024-04-16,Lindenwood,0.887
2024-04-16,Le Moyne,0.921
2024-04-14,Colgate,0.73
2024-04-14,VMI,0.775
2024-04-14,Saint Joseph's,0.784
2024-04-14,Boston U.,0.786
2024-04-14,Villanova,0.791
2024-04-14,Air Force,0.808
2024-04-14,Michigan,0.808
2024-04-14,High Point,0.809
2024-04-14,Penn,0.813
2024-04-14,Cornell,0.813
2024-04-14,Harvard,0.814
2024-04-14,Binghamton,0.814
2024-04-14,Yale,0.815
2024-04-14,Notre Dame,0.818
2024-04-14,Penn St.,0.821
2024-04-14,Virginia,0.821
2024-04-14,Bucknell,0.823
2024-04-14,Lafayette,0.829
2024-04-14,Brown,0.83
2024-04-14,Towson,0.835
2024-04-14,North Carolina,0.836
2024-04-14,Hofstra,0.837
2024-04-14,LIU,0.838
2024-04-14,Cleveland St.,0.846
2024-04-14,Army West Point,0.847
2024-04-14,Quinnipiac,0.85
2024-04-14,Johns Hopkins,0.854
2024-04-14,Jacksonville,0.855
2024-04-14,Vermont,0.856
2024-04-14,Richmond,0.859
2024-04-14,St. John's,0.862
2024-04-14,Massachusetts,0.864
2024-04-14,UAlbany,0.864
2024-04-14,UMBC,0.865
2024-04-14,NJIT,0.866
2024-04-14,Dartmouth,0.867
2024-04-14,Denver,0.868
2024-04-14,Providence,0.869
2024-04-14,Lehigh,0.872
2024-04-14,Marist,0.873
2024-04-14,Princeton,0.874
2024-04-14,Canisius,0.875
2024-04-14,Fairfield,0.875
2024-04-14,Mercer,0.877
2024-04-14,Rutgers,0.878
2024-04-14,Syracuse,0.878
2024-04-14,Robert Morris,0.879
2024-04-14,Georgetown,0.879
2024-04-14,Holy Cross,0.879
2024-04-14,Detroit Mercy,0.88
2024-04-14,Bellarmine,0.88
2024-04-14,Merrimack,0.882
2024-04-14,Hobart,0.884
2024-04-14,Siena,0.886
2024-04-14,Duke,0.887
2024-04-14,St. Bonaventure,0.892
2024-04-14,Delaware,0.894
2024-04-14,Navy,0.895
2024-04-14,Loyola Maryland,0.895
2024-04-14,UMass Lowell,0.895
2024-04-14,Bryant,0.897
2024-04-14,Stony Brook,0.903
2024-04-14,Ohio St.,0.904
2024-04-14,Mount St. Mary's,0.905
2024-04-14,Sacred Heart,0.91
2024-04-14,Marquette,0.91
2024-04-14,Utah,0.916
2024-04-14,Maryland,0.923
2024-04-14,Monmouth,0.924
2024-04-14,Wagner,0.932
2024-04-14,Manhattan,0.933
2024-04-14,Hampton,0.942
2024-04-14,Drexel,0.943
2024-04-14,Queens,0.88
2024-04-14,Lindenwood,0.887
2024-04-14,Le Moyne,0.921
2024-04-10,Colgate,0.726
2024-04-10,Villanova,0.785
2024-04-10,VMI,0.786
2024-04-10,Saint Joseph's,0.787
2024-04-10,Boston U.,0.793
2024-04-10,Cornell,0.806
2024-04-10,High Point,0.808
2024-04-10,Harvard,0.81
2024-04-10,Bucknell,0.811
2024-04-10,Penn St.,0.811
2024-04-10,Air Force,0.812
2024-04-10,Virginia,0.813
2024-04-10,Michigan,0.817
2024-04-10,Penn,0.818
2024-04-10,Notre Dame,0.821
2024-04-10,Yale,0.824
2024-04-10,LIU,0.825
2024-04-10,Binghamton,0.828
2024-04-10,Brown,0.83
2024-04-10,North Carolina,0.839
2024-04-10,Cleveland St.,0.843
2024-04-10,Hofstra,0.843
2024-04-10,Lafayette,0.845
2024-04-10,Towson,0.846
2024-04-10,Johns Hopkins,0.847
2024-04-10,Army West Point,0.851
2024-04-10,Vermont,0.853
2024-04-10,Jacksonville,0.855
2024-04-10,UAlbany,0.857
2024-04-10,St. John's,0.859
2024-04-10,Richmond,0.86
2024-04-10,Quinnipiac,0.861
2024-04-10,Providence,0.864
2024-04-10,Dartmouth,0.865
2024-04-10,NJIT,0.865
2024-04-10,Denver,0.865
2024-04-10,Lehigh,0.867
2024-04-10,Marist,0.868
2024-04-10,Princeton,0.87
2024-04-10,Georgetown,0.87
2024-04-10,Mercer,0.873
2024-04-10,Bellarmine,0.874
2024-04-10,Massachusetts,0.875
2024-04-10,Canisius,0.876
2024-04-10,Fairfield,0.876
2024-04-10,Robert Morris,0.877
2024-04-10,Rutgers,0.877
2024-04-10,Detroit Mercy,0.88
2024-04-10,St. Bonaventure,0.883
2024-04-10,Siena,0.884
2024-04-10,Merrimack,0.885
2024-04-10,Hobart,0.885
2024-04-10,UMBC,0.886
2024-04-10,Delaware,0.886
2024-04-10,Syracuse,0.887
2024-04-10,Navy,0.89
2024-04-10,Loyola Maryland,0.891
2024-04-10,Duke,0.894
2024-04-10,Holy Cross,0.894
2024-04-10,Bryant,0.896
2024-04-10,Stony Brook,0.898
2024-04-10,Mount St. Mary's,0.899
2024-04-10,Sacred Heart,0.904
2024-04-10,Ohio St.,0.907
2024-04-10,Marquette,0.907
2024-04-10,Utah,0.91
2024-04-10,UMass Lowell,0.914
2024-04-10,Maryland,0.916
2024-04-10,Monmouth,0.922
2024-04-10,Wagner,0.931
2024-04-10,Drexel,0.939
2024-04-10,Manhattan,0.939
2024-04-10,Hampton,0.943
2024-04-10,Queens,0.873
2024-04-10,Lindenwood,0.887
2024-04-10,Le Moyne,0.939
2024-04-09,Colgate,0.726
2024-04-09,VMI,0.784
2024-04-09,Villanova,0.785
2024-04-09,Saint Joseph's,0.787
2024-04-09,Boston U.,0.793
2024-04-09,Cornell,0.806
2024-04-09,High Point,0.808
2024-04-09,Harvard,0.81
2024-04-09,Bucknell,0.811
2024-04-09,Penn St.,0.811
2024-04-09,Air Force,0.812
2024-04-09,Virginia,0.813
2024-04-09,Michigan,0.817
2024-04-09,LIU,0.818
2024-04-09,Penn,0.818
2024-04-09,Notre Dame,0.821
2024-04-09,Yale,0.824
2024-04-09,Binghamton,0.828
2024-04-09,Brown,0.83
2024-04-09,North Carolina,0.839
2024-04-09,Hofstra,0.843
2024-04-09,Cleveland St.,0.844
2024-04-09,Lafayette,0.845
2024-04-09,Towson,0.846
2024-04-09,Johns Hopkins,0.847
2024-04-09,Army West Point,0.851
2024-04-09,Vermont,0.853
2024-04-09,Quinnipiac,0.853
2024-04-09,Jacksonville,0.856
2024-04-09,UAlbany,0.857
2024-04-09,St. John's,0.859
2024-04-09,Richmond,0.86
2024-04-09,Providence,0.864
2024-04-09,Dartmouth,0.865
2024-04-09,NJIT,0.865
2024-04-09,Denver,0.865
2024-04-09,Bellarmine,0.866
2024-04-09,Marist,0.866
2024-04-09,Lehigh,0.867
2024-04-09,Princeton,0.87
2024-04-09,Georgetown,0.87
2024-04-09,Mercer,0.873
2024-04-09,Massachusetts,0.875
2024-04-09,Robert Morris,0.876
2024-04-09,Fairfield,0.876
2024-04-09,Detroit Mercy,0.877
2024-04-09,Rutgers,0.877
2024-04-09,Canisius,0.879
2024-04-09,Siena,0.879
2024-04-09,St. Bonaventure,0.883
2024-04-09,Merrimack,0.885
2024-04-09,Hobart,0.885
2024-04-09,UMBC,0.886
2024-04-09,Delaware,0.886
2024-04-09,Syracuse,0.887
2024-04-09,Navy,0.89
2024-04-09,Loyola Maryland,0.891
2024-04-09,Duke,0.894
2024-04-09,Holy Cross,0.894
2024-04-09,Bryant,0.896
2024-04-09,Stony Brook,0.898
2024-04-09,Mount St. Mary's,0.902
2024-04-09,Sacred Heart,0.903
2024-04-09,Ohio St.,0.907
2024-04-09,Marquette,0.907
2024-04-09,UMass Lowell,0.914
2024-04-09,Utah,0.915
2024-04-09,Maryland,0.916
2024-04-09,Monmouth,0.922
2024-04-09,Wagner,0.929
2024-04-09,Manhattan,0.93
2024-04-09,Drexel,0.939
2024-04-09,Hampton,0.943
2024-04-09,Queens,0.883
2024-04-09,Lindenwood,0.884
2024-04-09,Le Moyne,0.939
2024-04-07,Colgate,0.726
2024-04-07,VMI,0.784
2024-04-07,Saint Joseph's,0.787
2024-04-07,Villanova,0.788
2024-04-07,Boston U.,0.792
2024-04-07,Cornell,0.806
2024-04-07,High Point,0.808
2024-04-07,Harvard,0.81
2024-04-07,Bucknell,0.811
2024-04-07,Penn St.,0.811
2024-04-07,Air Force,0.812
2024-04-07,Virginia,0.813
2024-04-07,Michigan,0.817
2024-04-07,LIU,0.818
2024-04-07,Penn,0.818
2024-04-07,Yale,0.82
2024-04-07,Notre Dame,0.821
2024-04-07,Binghamton,0.828
2024-04-07,Brown,0.83
2024-04-07,North Carolina,0.839
2024-04-07,Hofstra,0.843
2024-04-07,Cleveland St.,0.844
2024-04-07,Towson,0.846
2024-04-07,Johns Hopkins,0.847
2024-04-07,Army West Point,0.851
2024-04-07,Vermont,0.853
2024-04-07,Quinnipiac,0.853
2024-04-07,Lafayette,0.854
2024-04-07,Jacksonville,0.856
2024-04-07,UAlbany,0.857
2024-04-07,St. John's,0.859
2024-04-07,Richmond,0.86
2024-04-07,Providence,0.861
2024-04-07,Dartmouth,0.865
2024-04-07,NJIT,0.865
2024-04-07,Denver,0.865
2024-04-07,Bellarmine,0.866
2024-04-07,Marist,0.866
2024-04-07,Princeton,0.87
2024-04-07,Georgetown,0.87
2024-04-07,Lehigh,0.871
2024-04-07,Mercer,0.873
2024-04-07,Robert Morris,0.876
2024-04-07,Fairfield,0.876
2024-04-07,Detroit Mercy,0.877
2024-04-07,Rutgers,0.877
2024-04-07,Canisius,0.879
2024-04-07,Siena,0.879
2024-04-07,Massachusetts,0.88
2024-04-07,St. Bonaventure,0.883
2024-04-07,Merrimack,0.885
2024-04-07,Hobart,0.885
2024-04-07,UMBC,0.886
2024-04-07,Delaware,0.886
2024-04-07,Syracuse,0.887
2024-04-07,Navy,0.89
2024-04-07,Loyola Maryland,0.891
2024-04-07,Holy Cross,0.893
2024-04-07,Duke,0.894
2024-04-07,Bryant,0.896
2024-04-07,Stony Brook,0.898
2024-04-07,Mount St. Mary's,0.902
2024-04-07,Sacred Heart,0.903
2024-04-07,Ohio St.,0.907
2024-04-07,Marquette,0.907
2024-04-07,UMass Lowell,0.914
2024-04-07,Utah,0.915
2024-04-07,Maryland,0.916
2024-04-07,Monmouth,0.922
2024-04-07,Wagner,0.929
2024-04-07,Manhattan,0.93
2024-04-07,Drexel,0.939
2024-04-07,Hampton,0.943
2024-04-07,Queens,0.883
2024-04-07,Lindenwood,0.884
2024-04-07,Le Moyne,0.939
2024-04-02,Colgate,0.713
2024-04-02,Saint Joseph's,0.78
2024-04-02,VMI,0.784
2024-04-02,Boston U.,0.792
