Date,Team,Opponent Clear Percent
2023-05-05,Canisius,0.867
2023-05-05,St. Bonaventure,0.868
2023-05-05,Princeton,0.87
2023-05-05,Robert Morris,0.871
2023-05-05,Johns Hopkins,0.872
2023-05-05,Richmond,0.872
2023-05-05,Lafayette,0.874
2023-05-05,UAlbany,0.876
2023-05-05,Mount St. Mary's,0.877
2023-05-05,Providence,0.88
2023-05-05,Marquette,0.881
2023-05-05,Wagner,0.881
2023-05-05,Hofstra,0.886
2023-05-05,Rutgers,0.887
2023-05-05,Siena,0.888
2023-05-05,Duke,0.888
2023-05-05,Sacred Heart,0.889
2023-05-05,Utah,0.892
2023-05-05,Manhattan,0.892
2023-05-05,Colgate,0.893
2023-05-05,Stony Brook,0.893
2023-05-05,Detroit Mercy,0.894
2023-05-05,Mercer,0.895
2023-05-05,Penn,0.895
2023-05-05,Holy Cross,0.895
2023-05-05,Maryland,0.897
2023-05-05,Massachusetts,0.901
2023-05-05,Quinnipiac,0.902
2023-05-05,Michigan,0.905
2023-05-05,Marist,0.909
2023-05-05,Ohio St.,0.918
2023-05-05,UMass Lowell,0.918
2023-05-05,Monmouth,0.926
2023-05-05,Drexel,0.927
2023-05-05,NJIT,0.928
2023-05-05,Hartford,0.708
2023-05-05,Lindenwood,0.849
2023-05-05,Merrimack,0.874
2023-05-05,Queens,0.885
2023-05-04,High Point,0.768
2023-05-04,Boston U.,0.785
2023-05-04,North Carolina,0.786
2023-05-04,Harvard,0.789
2023-05-04,Bucknell,0.806
2023-05-04,Jacksonville,0.806
2023-05-04,Army West Point,0.806
2023-05-04,Fairfield,0.813
2023-05-04,Villanova,0.813
2023-05-04,Hobart,0.817
2023-05-04,Cornell,0.817
2023-05-04,Dartmouth,0.825
2023-05-04,Yale,0.827
2023-05-04,Georgetown,0.828
2023-05-04,UMBC,0.831
2023-05-04,VMI,0.832
2023-05-04,Towson,0.833
2023-05-04,Air Force,0.838
2023-05-04,Delaware,0.842
2023-05-04,Denver,0.843
2023-05-04,Vermont,0.844
2023-05-04,Penn St.,0.845
2023-05-04,St. John's,0.845
2023-05-04,Saint Joseph's,0.846
2023-05-04,Binghamton,0.847
2023-05-04,Navy,0.849
2023-05-04,Notre Dame,0.849
2023-05-04,Virginia,0.85
2023-05-04,Bellarmine,0.851
2023-05-04,Lehigh,0.851
2023-05-04,Brown,0.853
2023-05-04,Cleveland St.,0.856
2023-05-04,LIU,0.86
2023-05-04,Loyola Maryland,0.861
2023-05-04,Robert Morris,0.863
2023-05-04,Bryant,0.863
2023-05-04,Hampton,0.865
2023-05-04,Syracuse,0.865
2023-05-04,Canisius,0.867
2023-05-04,St. Bonaventure,0.868
2023-05-04,Johns Hopkins,0.872
2023-05-04,Richmond,0.872
2023-05-04,Princeton,0.874
2023-05-04,Lafayette,0.874
2023-05-04,UAlbany,0.876
2023-05-04,Mount St. Mary's,0.877
2023-05-04,Providence,0.88
2023-05-04,Marquette,0.881
2023-05-04,Wagner,0.881
2023-05-04,Hofstra,0.886
2023-05-04,Rutgers,0.887
2023-05-04,Utah,0.888
2023-05-04,Siena,0.888
2023-05-04,Duke,0.888
2023-05-04,Sacred Heart,0.889
2023-05-04,Manhattan,0.892
2023-05-04,Colgate,0.893
2023-05-04,Stony Brook,0.893
2023-05-04,Detroit Mercy,0.894
2023-05-04,Penn,0.894
2023-05-04,Mercer,0.895
2023-05-04,Holy Cross,0.895
2023-05-04,Maryland,0.897
2023-05-04,Massachusetts,0.901
2023-05-04,Quinnipiac,0.902
2023-05-04,Michigan,0.905
2023-05-04,Marist,0.909
2023-05-04,Ohio St.,0.918
2023-05-04,UMass Lowell,0.918
2023-05-04,Monmouth,0.926
2023-05-04,Drexel,0.927
2023-05-04,NJIT,0.928
2023-05-04,Hartford,0.708
2023-05-04,Lindenwood,0.849
2023-05-04,Merrimack,0.874
2023-05-04,Queens,0.885
2023-05-02,High Point,0.764
2023-05-02,Boston U.,0.785
2023-05-02,North Carolina,0.786
2023-05-02,Harvard,0.789
2023-05-02,Bucknell,0.806
2023-05-02,Jacksonville,0.806
2023-05-02,Army West Point,0.806
2023-05-02,Fairfield,0.813
2023-05-02,Villanova,0.814
2023-05-02,Hobart,0.817
2023-05-02,Cornell,0.817
2023-05-02,Dartmouth,0.825
2023-05-02,Yale,0.827
2023-05-02,UMBC,0.831
2023-05-02,VMI,0.832
2023-05-02,Towson,0.833
2023-05-02,Georgetown,0.836
2023-05-02,Delaware,0.837
2023-05-02,Air Force,0.838
2023-05-02,Denver,0.842
2023-05-02,Penn St.,0.843
2023-05-02,Binghamton,0.843
2023-05-02,Vermont,0.844
2023-05-02,St. John's,0.845
2023-05-02,Saint Joseph's,0.847
2023-05-02,Navy,0.849
2023-05-02,Notre Dame,0.849
2023-05-02,Virginia,0.85
2023-05-02,Bellarmine,0.851
2023-05-02,Lehigh,0.851
2023-05-02,Brown,0.853
2023-05-02,Cleveland St.,0.856
2023-05-02,LIU,0.86
2023-05-02,Loyola Maryland,0.861
2023-05-02,Robert Morris,0.863
2023-05-02,Johns Hopkins,0.864
2023-05-02,Hampton,0.865
2023-05-02,Syracuse,0.865
2023-05-02,Canisius,0.867
2023-05-02,Bryant,0.867
2023-05-02,St. Bonaventure,0.868
2023-05-02,Princeton,0.874
2023-05-02,Lafayette,0.874
2023-05-02,Richmond,0.877
2023-05-02,Providence,0.879
2023-05-02,Mount St. Mary's,0.879
2023-05-02,UAlbany,0.879
2023-05-02,Marquette,0.881
2023-05-02,Wagner,0.881
2023-05-02,Siena,0.885
2023-05-02,Hofstra,0.886
2023-05-02,Stony Brook,0.887
2023-05-02,Rutgers,0.887
2023-05-02,Utah,0.888
2023-05-02,Duke,0.888
2023-05-02,Sacred Heart,0.889
2023-05-02,Manhattan,0.891
2023-05-02,Colgate,0.893
2023-05-02,Detroit Mercy,0.894
2023-05-02,Penn,0.894
2023-05-02,Mercer,0.895
2023-05-02,Holy Cross,0.895
2023-05-02,Maryland,0.896
2023-05-02,Massachusetts,0.897
2023-05-02,Quinnipiac,0.902
2023-05-02,Marist,0.908
2023-05-02,Michigan,0.909
2023-05-02,Ohio St.,0.918
2023-05-02,UMass Lowell,0.918
2023-05-02,Monmouth,0.926
2023-05-02,NJIT,0.928
2023-05-02,Drexel,0.929
2023-05-02,Hartford,0.708
2023-05-02,Lindenwood,0.849
2023-05-02,Merrimack,0.874
2023-05-02,Queens,0.885
2023-04-30,High Point,0.764
2023-04-30,Boston U.,0.785
2023-04-30,North Carolina,0.786
2023-04-30,Harvard,0.789
2023-04-30,Jacksonville,0.805
2023-04-30,Bucknell,0.806
2023-04-30,Army West Point,0.806
2023-04-30,Fairfield,0.813
2023-04-30,Villanova,0.814
2023-04-30,Hobart,0.817
2023-04-30,Cornell,0.817
2023-04-30,Dartmouth,0.825
2023-04-30,Yale,0.827
2023-04-30,UMBC,0.831
2023-04-30,VMI,0.832
2023-04-30,Towson,0.833
2023-04-30,Georgetown,0.836
2023-04-30,Delaware,0.837
2023-04-30,Air Force,0.838
2023-04-30,Denver,0.842
2023-04-30,Penn St.,0.843
2023-04-30,Binghamton,0.843
2023-04-30,Vermont,0.844
2023-04-30,St. John's,0.845
2023-04-30,Navy,0.845
2023-04-30,Virginia,0.847
2023-04-30,Saint Joseph's,0.847
2023-04-30,Lehigh,0.849
2023-04-30,Bellarmine,0.851
2023-04-30,Brown,0.853
2023-04-30,Cleveland St.,0.856
2023-04-30,Notre Dame,0.857
2023-04-30,Robert Morris,0.859
2023-04-30,LIU,0.86
2023-04-30,Johns Hopkins,0.864
2023-04-30,Hampton,0.865
2023-04-30,Syracuse,0.865
2023-04-30,Canisius,0.867
2023-04-30,Bryant,0.867
2023-04-30,St. Bonaventure,0.868
2023-04-30,Loyola Maryland,0.869
2023-04-30,Lafayette,0.87
2023-04-30,Princeton,0.874
2023-04-30,Richmond,0.877
2023-04-30,Providence,0.879
2023-04-30,Mount St. Mary's,0.879
2023-04-30,UAlbany,0.879
2023-04-30,Marquette,0.881
2023-04-30,Wagner,0.881
2023-04-30,Siena,0.885
2023-04-30,Hofstra,0.886
2023-04-30,Stony Brook,0.887
2023-04-30,Rutgers,0.887
2023-04-30,Utah,0.888
2023-04-30,Duke,0.888
2023-04-30,Sacred Heart,0.889
2023-04-30,Manhattan,0.891
2023-04-30,Colgate,0.893
2023-04-30,Detroit Mercy,0.894
2023-04-30,Penn,0.894
2023-04-30,Holy Cross,0.895
2023-04-30,Maryland,0.896
2023-04-30,Massachusetts,0.897
2023-04-30,Mercer,0.897
2023-04-30,Quinnipiac,0.902
2023-04-30,Marist,0.908
2023-04-30,Michigan,0.909
2023-04-30,Ohio St.,0.918
2023-04-30,UMass Lowell,0.918
2023-04-30,Monmouth,0.926
2023-04-30,NJIT,0.928
2023-04-30,Drexel,0.929
2023-04-30,Hartford,0.708
2023-04-30,Lindenwood,0.849
2023-04-30,Merrimack,0.874
2023-04-30,Queens,0.885
2023-04-26,High Point,0.761
2023-04-26,Boston U.,0.786
2023-04-26,North Carolina,0.786
2023-04-26,Harvard,0.788
2023-04-26,Jacksonville,0.802
2023-04-26,Army West Point,0.805
2023-04-26,Bucknell,0.807
2023-04-26,Villanova,0.812
2023-04-26,Yale,0.814
2023-04-26,UMBC,0.815
2023-04-26,Fairfield,0.816
2023-04-26,Hobart,0.822
2023-04-26,Dartmouth,0.825
2023-04-26,Cornell,0.826
2023-04-26,Towson,0.829
2023-04-26,VMI,0.832
2023-04-26,Air Force,0.835
2023-04-26,Delaware,0.835
2023-04-26,Georgetown,0.835
2023-04-26,Vermont,0.836
2023-04-26,Virginia,0.841
2023-04-26,Penn St.,0.843
2023-04-26,Saint Joseph's,0.845
2023-04-26,Bellarmine,0.846
2023-04-26,Navy,0.847
2023-04-26,St. John's,0.847
2023-04-26,Binghamton,0.849
2023-04-26,Denver,0.849
2023-04-26,Cleveland St.,0.851
2023-04-26,Robert Morris,0.855
2023-04-26,Brown,0.857
2023-04-26,Syracuse,0.857
2023-04-26,Lehigh,0.858
2023-04-26,Notre Dame,0.86
2023-04-26,LIU,0.86
2023-04-26,Johns Hopkins,0.864
2023-04-26,St. Bonaventure,0.865
2023-04-26,Loyola Maryland,0.866
2023-04-26,Bryant,0.866
2023-04-26,Hampton,0.867
2023-04-26,Canisius,0.867
2023-04-26,Lafayette,0.87
2023-04-26,UAlbany,0.875
2023-04-26,Marquette,0.878
2023-04-26,Mount St. Mary's,0.879
2023-04-26,Richmond,0.88
2023-04-26,Rutgers,0.881
2023-04-26,Wagner,0.881
2023-04-26,Duke,0.881
2023-04-26,Hofstra,0.884
2023-04-26,Colgate,0.884
2023-04-26,Sacred Heart,0.886
2023-04-26,Princeton,0.886
2023-04-26,Stony Brook,0.887
2023-04-26,Siena,0.887
2023-04-26,Providence,0.888
2023-04-26,Manhattan,0.891
2023-04-26,Holy Cross,0.892
2023-04-26,Massachusetts,0.892
2023-04-26,Penn,0.894
2023-04-26,Maryland,0.895
2023-04-26,Utah,0.898
2023-04-26,Detroit Mercy,0.902
2023-04-26,Quinnipiac,0.903
2023-04-26,Marist,0.905
2023-04-26,Mercer,0.907
2023-04-26,Michigan,0.909
2023-04-26,Ohio St.,0.912
2023-04-26,UMass Lowell,0.914
2023-04-26,Monmouth,0.92
2023-04-26,NJIT,0.921
2023-04-26,Drexel,0.932
2023-04-26,Hartford,0.708
2023-04-26,Lindenwood,0.845
2023-04-26,Merrimack,0.877
2023-04-26,Queens,0.879
2023-04-25,High Point,0.761
2023-04-25,Boston U.,0.786
2023-04-25,North Carolina,0.786
2023-04-25,Harvard,0.788
2023-04-25,Jacksonville,0.802
2023-04-25,Army West Point,0.805
2023-04-25,Bucknell,0.807
2023-04-25,Villanova,0.812
2023-04-25,Yale,0.814
2023-04-25,UMBC,0.815
2023-04-25,Fairfield,0.816
2023-04-25,Hobart,0.822
2023-04-25,Dartmouth,0.825
2023-04-25,Cornell,0.826
2023-04-25,Towson,0.829
2023-04-25,VMI,0.832
2023-04-25,Air Force,0.835
2023-04-25,Delaware,0.835
2023-04-25,Georgetown,0.835
2023-04-25,Vermont,0.836
2023-04-25,Virginia,0.841
2023-04-25,Penn St.,0.843
2023-04-25,Saint Joseph's,0.845
2023-04-25,Bellarmine,0.846
2023-04-25,Navy,0.847
2023-04-25,St. John's,0.847
2023-04-25,Binghamton,0.849
2023-04-25,Denver,0.849
2023-04-25,Cleveland St.,0.851
2023-04-25,Robert Morris,0.855
2023-04-25,Brown,0.857
2023-04-25,Syracuse,0.857
2023-04-25,Lehigh,0.858
2023-04-25,Notre Dame,0.86
2023-04-25,LIU,0.86
2023-04-25,Johns Hopkins,0.864
2023-04-25,St. Bonaventure,0.865
2023-04-25,Loyola Maryland,0.866
2023-04-25,Bryant,0.866
2023-04-25,Hampton,0.867
2023-04-25,Canisius,0.867
2023-04-25,Lafayette,0.87
2023-04-25,UAlbany,0.877
2023-04-25,Marquette,0.878
2023-04-25,Mount St. Mary's,0.879
2023-04-25,Richmond,0.88
2023-04-25,Rutgers,0.881
2023-04-25,Wagner,0.881
2023-04-25,Duke,0.881
2023-04-25,Hofstra,0.884
2023-04-25,Colgate,0.884
2023-04-25,Sacred Heart,0.886
2023-04-25,Princeton,0.886
2023-04-25,Stony Brook,0.887
2023-04-25,Siena,0.887
2023-04-25,Providence,0.888
2023-04-25,Manhattan,0.891
2023-04-25,Holy Cross,0.892
2023-04-25,Massachusetts,0.892
2023-04-25,Penn,0.893
2023-04-25,Maryland,0.895
2023-04-25,Utah,0.898
2023-04-25,Detroit Mercy,0.902
2023-04-25,Quinnipiac,0.903
2023-04-25,Marist,0.905
2023-04-25,Mercer,0.907
2023-04-25,Michigan,0.909
2023-04-25,Ohio St.,0.912
2023-04-25,UMass Lowell,0.914
2023-04-25,Monmouth,0.92
2023-04-25,NJIT,0.921
2023-04-25,Drexel,0.932
2023-04-25,Hartford,0.708
2023-04-25,Lindenwood,0.845
2023-04-25,Merrimack,0.877
2023-04-25,Queens,0.879
2023-04-24,High Point,0.761
2023-04-24,Boston U.,0.786
2023-04-24,North Carolina,0.786
2023-04-24,Harvard,0.788
2023-04-24,Jacksonville,0.802
2023-04-24,Army West Point,0.805
2023-04-24,Bucknell,0.807
2023-04-24,Villanova,0.812
2023-04-24,Yale,0.814
2023-04-24,UMBC,0.815
2023-04-24,Fairfield,0.816
2023-04-24,Hobart,0.822
2023-04-24,Dartmouth,0.825
2023-04-24,Cornell,0.826
2023-04-24,Towson,0.829
2023-04-24,VMI,0.832
2023-04-24,Air Force,0.835
2023-04-24,Delaware,0.835
2023-04-24,Georgetown,0.835
2023-04-24,Vermont,0.836
2023-04-24,Penn St.,0.843
2023-04-24,Saint Joseph's,0.845
2023-04-24,Virginia,0.846
2023-04-24,Bellarmine,0.846
2023-04-24,Navy,0.847
2023-04-24,St. John's,0.847
2023-04-24,Binghamton,0.849
2023-04-24,Denver,0.849
2023-04-24,Brown,0.85
2023-04-24,Cleveland St.,0.851
2023-04-24,Robert Morris,0.855
2023-04-24,Syracuse,0.857
2023-04-24,Lehigh,0.858
2023-04-24,Bryant,0.86
2023-04-24,Notre Dame,0.86
2023-04-24,LIU,0.86
2023-04-24,Johns Hopkins,0.864
2023-04-24,St. Bonaventure,0.865
2023-04-24,Lafayette,0.865
2023-04-24,Loyola Maryland,0.866
2023-04-24,Hampton,0.867
2023-04-24,Canisius,0.867
2023-04-24,UAlbany,0.877
2023-04-24,Marquette,0.878
2023-04-24,Mount St. Mary's,0.879
2023-04-24,Richmond,0.88
2023-04-24,Rutgers,0.881
2023-04-24,Wagner,0.881
2023-04-24,Duke,0.881
2023-04-24,Hofstra,0.884
2023-04-24,Colgate,0.884
2023-04-24,Sacred Heart,0.886
2023-04-24,Princeton,0.886
2023-04-24,Stony Brook,0.887
2023-04-24,Siena,0.887
2023-04-24,Providence,0.888
2023-04-24,Manhattan,0.891
2023-04-24,Holy Cross,0.892
2023-04-24,Massachusetts,0.892
2023-04-24,Penn,0.893
2023-04-24,Maryland,0.895
2023-04-24,Utah,0.898
2023-04-24,Detroit Mercy,0.902
2023-04-24,Quinnipiac,0.903
2023-04-24,Marist,0.905
2023-04-24,Mercer,0.907
2023-04-24,Michigan,0.909
2023-04-24,Ohio St.,0.912
2023-04-24,UMass Lowell,0.914
2023-04-24,Monmouth,0.92
2023-04-24,NJIT,0.921
2023-04-24,Drexel,0.932
2023-04-24,Hartford,0.708
2023-04-24,Lindenwood,0.845
2023-04-24,Merrimack,0.877
2023-04-24,Queens,0.879
2023-04-23,High Point,0.761
2023-04-23,Boston U.,0.786
2023-04-23,North Carolina,0.786
2023-04-23,Harvard,0.788
2023-04-23,Jacksonville,0.802
2023-04-23,Army West Point,0.805
2023-04-23,Bucknell,0.807
2023-04-23,Villanova,0.812
2023-04-23,Yale,0.814
2023-04-23,UMBC,0.815
2023-04-23,Fairfield,0.816
2023-04-23,Hobart,0.822
2023-04-23,Georgetown,0.823
2023-04-23,Dartmouth,0.825
2023-04-23,Cornell,0.826
2023-04-23,Towson,0.829
2023-04-23,VMI,0.832
2023-04-23,Air Force,0.835
2023-04-23,Delaware,0.835
2023-04-23,Vermont,0.836
2023-04-23,St. John's,0.842
2023-04-23,Penn St.,0.843
2023-04-23,Saint Joseph's,0.845
2023-04-23,Virginia,0.846
2023-04-23,Bellarmine,0.846
2023-04-23,Cleveland St.,0.846
2023-04-23,Navy,0.847
2023-04-23,Binghamton,0.849
2023-04-23,Denver,0.849
2023-04-23,Brown,0.85
2023-04-23,Robert Morris,0.855
2023-04-23,Syracuse,0.857
2023-04-23,Lehigh,0.858
2023-04-23,Bryant,0.86
2023-04-23,Notre Dame,0.86
2023-04-23,LIU,0.86
2023-04-23,Johns Hopkins,0.864
2023-04-23,St. Bonaventure,0.865
2023-04-23,Lafayette,0.865
2023-04-23,Loyola Maryland,0.866
2023-04-23,Hampton,0.867
2023-04-23,Canisius,0.867
2023-04-23,UAlbany,0.877
2023-04-23,Marquette,0.878
2023-04-23,Mount St. Mary's,0.879
2023-04-23,Richmond,0.88
2023-04-23,Rutgers,0.881
2023-04-23,Wagner,0.881
2023-04-23,Duke,0.881
2023-04-23,Hofstra,0.884
2023-04-23,Colgate,0.884
2023-04-23,Sacred Heart,0.886
2023-04-23,Princeton,0.886
2023-04-23,Stony Brook,0.887
2023-04-23,Siena,0.887
2023-04-23,Providence,0.888
2023-04-23,Utah,0.89
2023-04-23,Manhattan,0.891
2023-04-23,Holy Cross,0.892
2023-04-23,Massachusetts,0.892
2023-04-23,Penn,0.893
2023-04-23,Maryland,0.895
2023-04-23,Detroit Mercy,0.902
2023-04-23,Quinnipiac,0.903
2023-04-23,Marist,0.905
2023-04-23,Mercer,0.907
2023-04-23,Michigan,0.909
2023-04-23,Ohio St.,0.912
2023-04-23,UMass Lowell,0.914
2023-04-23,Monmouth,0.92
2023-04-23,NJIT,0.921
2023-04-23,Drexel,0.932
2023-04-23,Hartford,0.708
2023-04-23,Lindenwood,0.845
2023-04-23,Merrimack,0.877
2023-04-23,Queens,0.879
2023-04-18,High Point,0.754
2023-04-18,North Carolina,0.777
2023-04-18,Boston U.,0.779
2023-04-18,Harvard,0.785
2023-04-18,Army West Point,0.793
2023-04-18,Yale,0.803
2023-04-18,Bucknell,0.804
2023-04-18,Jacksonville,0.807
2023-04-18,Hobart,0.809
2023-04-18,UMBC,0.81
2023-04-18,Fairfield,0.813
2023-04-18,Villanova,0.819
2023-04-18,Dartmouth,0.819
2023-04-18,Georgetown,0.823
2023-04-18,Air Force,0.831
2023-04-18,Cornell,0.833
2023-04-18,Towson,0.833
2023-04-18,Delaware,0.835
2023-04-18,Binghamton,0.836
2023-04-18,Virginia,0.838
2023-04-18,VMI,0.84
2023-04-18,Penn St.,0.84
2023-04-18,St. John's,0.842
2023-04-18,Cleveland St.,0.846
2023-04-18,Saint Joseph's,0.847
2023-04-18,Navy,0.849
2023-04-18,Syracuse,0.85
2023-04-18,Brown,0.851
2023-04-18,Bellarmine,0.852
2023-04-18,Denver,0.852
2023-04-18,Bryant,0.855
2023-04-18,Johns Hopkins,0.859
2023-04-18,LIU,0.86
2023-04-18,Vermont,0.86
2023-04-18,Lafayette,0.86
2023-04-18,Hampton,0.861
2023-04-18,Canisius,0.866
2023-04-18,Lehigh,0.866
2023-04-18,Notre Dame,0.869
2023-04-18,Mount St. Mary's,0.87
2023-04-18,Richmond,0.874
2023-04-18,Loyola Maryland,0.874
2023-04-18,Robert Morris,0.875
2023-04-18,St. Bonaventure,0.875
2023-04-18,UAlbany,0.878
2023-04-18,Marquette,0.878
2023-04-18,Providence,0.878
2023-04-18,Wagner,0.878
2023-04-18,Stony Brook,0.879
2023-04-18,Princeton,0.879
2023-04-18,Rutgers,0.881
2023-04-18,Colgate,0.881
2023-04-18,Duke,0.881
2023-04-18,Siena,0.883
2023-04-18,Maryland,0.888
2023-04-18,Manhattan,0.888
2023-04-18,Sacred Heart,0.889
2023-04-18,Hofstra,0.889
2023-04-18,Utah,0.89
2023-04-18,Holy Cross,0.892
2023-04-18,Penn,0.892
2023-04-18,Detroit Mercy,0.892
2023-04-18,Massachusetts,0.896
2023-04-18,Ohio St.,0.907
2023-04-18,Quinnipiac,0.909
2023-04-18,Michigan,0.91
2023-04-18,Mercer,0.911
2023-04-18,UMass Lowell,0.913
2023-04-18,Marist,0.914
2023-04-18,Monmouth,0.915
2023-04-18,NJIT,0.919
2023-04-18,Drexel,0.941
2023-04-18,Hartford,0.714
2023-04-18,Lindenwood,0.843
2023-04-18,Merrimack,0.876
2023-04-18,Queens,0.876
2023-04-16,High Point,0.754
2023-04-16,North Carolina,0.777
2023-04-16,Boston U.,0.779
2023-04-16,Harvard,0.785
2023-04-16,Army West Point,0.793
2023-04-16,Yale,0.803
2023-04-16,Bucknell,0.804
2023-04-16,Jacksonville,0.807
2023-04-16,Hobart,0.809
2023-04-16,UMBC,0.81
2023-04-16,Fairfield,0.813
2023-04-16,Villanova,0.819
2023-04-16,Dartmouth,0.822
2023-04-16,Georgetown,0.823
2023-04-16,Air Force,0.831
2023-04-16,Cornell,0.833
2023-04-16,Towson,0.833
2023-04-16,Delaware,0.835
2023-04-16,Binghamton,0.836
2023-04-16,Virginia,0.838
2023-04-16,VMI,0.84
2023-04-16,Penn St.,0.84
2023-04-16,St. John's,0.842
2023-04-16,Cleveland St.,0.846
2023-04-16,Saint Joseph's,0.847
2023-04-16,Navy,0.849
2023-04-16,Syracuse,0.85
2023-04-16,Brown,0.851
2023-04-16,Bellarmine,0.852
2023-04-16,Denver,0.852
2023-04-16,Bryant,0.855
2023-04-16,Johns Hopkins,0.859
2023-04-16,LIU,0.86
2023-04-16,Vermont,0.86
2023-04-16,Lafayette,0.86
2023-04-16,Hampton,0.861
2023-04-16,Canisius,0.866
2023-04-16,Lehigh,0.866
2023-04-16,Loyola Maryland,0.868
2023-04-16,Notre Dame,0.869
2023-04-16,Mount St. Mary's,0.87
2023-04-16,Richmond,0.874
2023-04-16,Robert Morris,0.875
2023-04-16,St. Bonaventure,0.875
2023-04-16,UAlbany,0.878
2023-04-16,Marquette,0.878
2023-04-16,Providence,0.878
2023-04-16,Wagner,0.878
2023-04-16,Princeton,0.879
2023-04-16,Stony Brook,0.879
2023-04-16,Rutgers,0.881
2023-04-16,Colgate,0.881
2023-04-16,Duke,0.881
2023-04-16,Siena,0.883
2023-04-16,Maryland,0.888
2023-04-16,Manhattan,0.888
2023-04-16,Sacred Heart,0.889
2023-04-16,Hofstra,0.889
2023-04-16,Utah,0.89
2023-04-16,Penn,0.892
2023-04-16,Detroit Mercy,0.892
2023-04-16,Massachusetts,0.896
2023-04-16,Holy Cross,0.898
2023-04-16,Ohio St.,0.907
2023-04-16,Quinnipiac,0.909
2023-04-16,Michigan,0.91
2023-04-16,Mercer,0.911
2023-04-16,Marist,0.914
2023-04-16,UMass Lowell,0.915
2023-04-16,Monmouth,0.915
2023-04-16,NJIT,0.919
2023-04-16,Drexel,0.941
2023-04-16,Hartford,0.714
2023-04-16,Lindenwood,0.843
2023-04-16,Merrimack,0.876
2023-04-16,Queens,0.876
2023-04-13,High Point,0.747
2023-04-13,Boston U.,0.781
2023-04-13,North Carolina,0.782
2023-04-13,Army West Point,0.785
2023-04-13,Harvard,0.785
2023-04-13,Hobart,0.807
2023-04-13,Yale,0.807
2023-04-13,Dartmouth,0.807
2023-04-13,Villanova,0.81
2023-04-13,UMBC,0.815
2023-04-13,Bucknell,0.817
2023-04-13,Jacksonville,0.83
2023-04-13,Fairfield,0.831
2023-04-13,Georgetown,0.832
2023-04-13,Penn St.,0.834
2023-04-13,Cornell,0.836
2023-04-13,Virginia,0.836
2023-04-13,St. John's,0.837
2023-04-13,Delaware,0.838
2023-04-13,Air Force,0.838
2023-04-13,Navy,0.838
2023-04-13,Binghamton,0.839
2023-04-13,VMI,0.841
2023-04-13,Cleveland St.,0.844
2023-04-13,Denver,0.847
2023-04-13,Bryant,0.847
2023-04-13,Saint Joseph's,0.847
2023-04-13,Hampton,0.848
2023-04-13,Lafayette,0.848
2023-04-13,Johns Hopkins,0.849
2023-04-13,Brown,0.851
2023-04-13,Towson,0.851
2023-04-13,Bellarmine,0.851
2023-04-13,LIU,0.851
2023-04-13,Syracuse,0.852
2023-04-13,Vermont,0.854
2023-04-13,Providence,0.863
2023-04-13,Canisius,0.866
2023-04-13,Lehigh,0.868
2023-04-13,Notre Dame,0.869
2023-04-13,St. Bonaventure,0.869
2023-04-13,Stony Brook,0.869
2023-04-13,Richmond,0.87
2023-04-13,Princeton,0.87
2023-04-13,Robert Morris,0.872
2023-04-13,Colgate,0.872
2023-04-13,Loyola Maryland,0.873
2023-04-13,Rutgers,0.873
2023-04-13,Marquette,0.874
2023-04-13,Duke,0.876
2023-04-13,Siena,0.877
2023-04-13,Mount St. Mary's,0.88
2023-04-13,Sacred Heart,0.885
2023-04-13,Utah,0.885
2023-04-13,Maryland,0.886
2023-04-13,Detroit Mercy,0.886
2023-04-13,Wagner,0.887
2023-04-13,Hofstra,0.891
2023-04-13,Manhattan,0.892
2023-04-13,UAlbany,0.893
2023-04-13,Holy Cross,0.894
2023-04-13,Penn,0.904
2023-04-13,Quinnipiac,0.905
2023-04-13,Massachusetts,0.906
2023-04-13,Mercer,0.91
2023-04-13,Ohio St.,0.912
2023-04-13,Monmouth,0.916
2023-04-13,UMass Lowell,0.918
2023-04-13,NJIT,0.919
2023-04-13,Marist,0.922
2023-04-13,Michigan,0.926
2023-04-13,Drexel,0.94
2023-04-13,Hartford,0.714
2023-04-13,Lindenwood,0.847
2023-04-13,Merrimack,0.873
2023-04-13,Queens,0.874
2023-04-12,High Point,0.747
2023-04-12,Boston U.,0.781
2023-04-12,North Carolina,0.782
2023-04-12,Army West Point,0.785
2023-04-12,Harvard,0.785
2023-04-12,Hobart,0.807
2023-04-12,Yale,0.807
2023-04-12,Dartmouth,0.807
2023-04-12,Villanova,0.81
2023-04-12,UMBC,0.815
2023-04-12,Bucknell,0.817
2023-04-12,Jacksonville,0.83
2023-04-12,Fairfield,0.831
2023-04-12,Georgetown,0.832
2023-04-12,Penn St.,0.834
2023-04-12,Cornell,0.836
2023-04-12,Virginia,0.836
2023-04-12,St. John's,0.837
2023-04-12,Delaware,0.838
2023-04-12,Air Force,0.838
2023-04-12,Navy,0.838
2023-04-12,Binghamton,0.839
2023-04-12,VMI,0.841
2023-04-12,Cleveland St.,0.844
2023-04-12,Bryant,0.847
2023-04-12,Saint Joseph's,0.847
2023-04-12,Hampton,0.848
2023-04-12,Lafayette,0.848
2023-04-12,Denver,0.849
2023-04-12,Johns Hopkins,0.849
2023-04-12,Brown,0.851
2023-04-12,Bellarmine,0.851
2023-04-12,LIU,0.851
2023-04-12,Syracuse,0.852
