Date,Team,Saves per Game
2019-03-17,Massachusetts,12.5
2019-03-17,Johns Hopkins,12.43
2019-03-17,Penn St.,12.43
2019-03-17,Navy,12.29
2019-03-17,Towson,12.29
2019-03-17,Robert Morris,12.14
2019-03-17,Boston U.,12.0
2019-03-17,Wagner,11.88
2019-03-17,Vermont,11.86
2019-03-17,Holy Cross,11.86
2019-03-17,Monmouth,11.83
2019-03-17,Cornell,11.67
2019-03-17,Hampton,11.6
2019-03-17,Stony Brook,11.57
2019-03-17,Princeton,11.5
2019-03-17,Bucknell,11.5
2019-03-17,Mount St. Mary's,11.33
2019-03-17,Detroit Mercy,11.29
2019-03-17,Maryland,11.25
2019-03-17,Georgetown,11.25
2019-03-17,Hartford,11.14
2019-03-17,Sacred Heart,11.13
2019-03-17,St. John's,11.0
2019-03-17,Saint Joseph's,11.0
2019-03-17,Fairfield,10.86
2019-03-17,Colgate,10.83
2019-03-17,Brown,10.8
2019-03-17,Hofstra,10.75
2019-03-17,Lehigh,10.75
2019-03-17,Hobart,10.5
2019-03-17,Jacksonville,10.13
2019-03-17,Cleveland St.,10.0
2019-03-17,Lafayette,9.67
2019-03-17,Notre Dame,9.6
2019-03-17,UMass Lowell,9.57
2019-03-17,Marquette,9.43
2019-03-17,Siena,9.33
2019-03-17,UMBC,9.17
2019-03-17,North Carolina,9.13
2019-03-17,Villanova,9.0
2019-03-17,Denver,8.5
2019-03-17,Duke,8.33
2019-03-17,Air Force,8.29
2019-03-17,Yale,8.2
2019-03-17,Drexel,8.14
2019-03-15,NJIT,16.43
2019-03-15,St. Bonaventure,16.0
2019-03-15,Bellarmine,15.83
2019-03-15,Harvard,15.6
2019-03-15,Mercer,15.17
2019-03-15,Binghamton,15.0
2019-03-15,Loyola Maryland,14.5
2019-03-15,Delaware,14.43
2019-03-15,Quinnipiac,14.4
2019-03-15,Syracuse,14.2
2019-03-15,Bryant,14.14
2019-03-15,VMI,14.0
2019-03-15,Rutgers,14.0
2019-03-15,Virginia,14.0
2019-03-15,Utah,13.67
2019-03-15,Michigan,13.6
2019-03-15,Canisius,13.5
2019-03-15,Navy,13.33
2019-03-15,Richmond,13.29
2019-03-15,High Point,13.25
2019-03-15,Army West Point,12.86
2019-03-15,Massachusetts,12.86
2019-03-15,Johns Hopkins,12.67
2019-03-15,Ohio St.,12.67
2019-03-15,UAlbany,12.6
2019-03-15,Dartmouth,12.5
2019-03-15,Manhattan,12.43
2019-03-15,Penn St.,12.43
2019-03-15,Monmouth,12.2
2019-03-15,Providence,12.17
2019-03-15,Boston U.,12.14
2019-03-15,Furman,12.14
2019-03-15,Penn,12.0
2019-03-15,Marist,12.0
2019-03-15,Hampton,12.0
2019-03-15,Vermont,11.67
2019-03-15,Robert Morris,11.67
2019-03-15,Towson,11.67
2019-03-15,Mount St. Mary's,11.63
2019-03-15,Colgate,11.6
2019-03-15,Holy Cross,11.5
2019-03-15,Bucknell,11.43
2019-03-15,Wagner,11.29
2019-03-15,Hobart,11.2
2019-03-15,Stony Brook,11.0
2019-03-15,St. John's,11.0
2019-03-15,Cornell,11.0
2019-03-15,Saint Joseph's,11.0
2019-03-15,Lehigh,10.86
2019-03-15,Georgetown,10.86
2019-03-15,Fairfield,10.86
2019-03-15,Princeton,10.8
2019-03-15,Hartford,10.67
2019-03-15,Hofstra,10.57
2019-03-15,Maryland,10.57
2019-03-15,Detroit Mercy,10.5
2019-03-15,Sacred Heart,10.43
2019-03-15,Brown,10.0
2019-03-15,Jacksonville,10.0
2019-03-15,Marquette,9.83
2019-03-15,Villanova,9.83
2019-03-15,Siena,9.8
2019-03-15,UMBC,9.4
2019-03-15,Lafayette,9.38
2019-03-15,UMass Lowell,9.33
2019-03-15,North Carolina,9.29
2019-03-15,Cleveland St.,9.25
2019-03-15,Notre Dame,9.25
2019-03-15,Duke,8.75
2019-03-15,Denver,8.5
2019-03-15,Drexel,8.17
2019-03-15,Air Force,8.17
2019-03-15,Yale,8.0
2019-03-12,NJIT,16.43
2019-03-12,St. Bonaventure,16.0
2019-03-12,Bellarmine,15.5
2019-03-12,Harvard,15.2
2019-03-12,VMI,15.2
2019-03-12,Mercer,15.0
2019-03-12,Binghamton,15.0
2019-03-12,Loyola Maryland,14.5
2019-03-12,Delaware,14.43
2019-03-12,Quinnipiac,14.4
2019-03-12,Syracuse,14.2
2019-03-12,Bryant,14.14
2019-03-12,Rutgers,14.0
2019-03-12,Virginia,14.0
2019-03-12,Michigan,13.6
2019-03-12,Canisius,13.5
2019-03-12,High Point,13.43
2019-03-12,Utah,13.38
2019-03-12,Navy,13.33
2019-03-12,Richmond,13.29
2019-03-12,Army West Point,12.86
2019-03-12,Massachusetts,12.86
2019-03-12,Ohio St.,12.67
2019-03-12,Johns Hopkins,12.67
2019-03-12,UAlbany,12.6
2019-03-12,Dartmouth,12.5
2019-03-12,Manhattan,12.43
2019-03-12,Penn St.,12.43
2019-03-12,Monmouth,12.2
2019-03-12,Providence,12.17
2019-03-12,Furman,12.14
2019-03-12,Boston U.,12.14
2019-03-12,Penn,12.0
2019-03-12,Marist,12.0
2019-03-12,Hampton,12.0
2019-03-12,Vermont,11.67
2019-03-12,Robert Morris,11.67
2019-03-12,Towson,11.67
2019-03-12,Mount St. Mary's,11.63
2019-03-12,Colgate,11.6
2019-03-12,Holy Cross,11.5
2019-03-12,Bucknell,11.43
2019-03-12,Wagner,11.29
2019-03-12,Hobart,11.2
2019-03-12,Stony Brook,11.0
2019-03-12,St. John's,11.0
2019-03-12,Cornell,11.0
2019-03-12,Saint Joseph's,11.0
2019-03-12,Georgetown,10.86
2019-03-12,Lehigh,10.86
2019-03-12,Princeton,10.8
2019-03-12,Hartford,10.67
2019-03-12,Maryland,10.57
2019-03-12,Detroit Mercy,10.5
2019-03-12,Fairfield,10.5
2019-03-12,Sacred Heart,10.43
2019-03-12,Hofstra,10.29
2019-03-12,Brown,10.0
2019-03-12,Jacksonville,10.0
2019-03-12,Villanova,9.83
2019-03-12,Marquette,9.83
2019-03-12,Siena,9.8
2019-03-12,UMBC,9.4
2019-03-12,Lafayette,9.38
2019-03-12,UMass Lowell,9.33
2019-03-12,North Carolina,9.29
2019-03-12,Cleveland St.,9.25
2019-03-12,Notre Dame,9.25
2019-03-12,Duke,8.75
2019-03-12,Denver,8.5
2019-03-12,Drexel,8.17
2019-03-12,Air Force,8.17
2019-03-12,Yale,8.0
2019-03-10,NJIT,16.43
2019-03-10,St. Bonaventure,16.0
2019-03-10,Binghamton,15.75
2019-03-10,Bellarmine,15.5
2019-03-10,VMI,15.2
2019-03-10,Harvard,15.2
2019-03-10,Mercer,15.0
2019-03-10,Rutgers,14.5
2019-03-10,Loyola Maryland,14.5
2019-03-10,Delaware,14.43
2019-03-10,Quinnipiac,14.4
2019-03-10,Syracuse,14.2
2019-03-10,Bryant,14.17
2019-03-10,Virginia,14.0
2019-03-10,Michigan,13.6
2019-03-10,Massachusetts,13.5
2019-03-10,Canisius,13.5
2019-03-10,Army West Point,13.5
2019-03-10,High Point,13.43
2019-03-10,Utah,13.43
2019-03-10,Navy,13.33
2019-03-10,Richmond,13.29
2019-03-10,Johns Hopkins,12.8
2019-03-10,Ohio St.,12.67
2019-03-10,UAlbany,12.6
2019-03-10,Dartmouth,12.5
2019-03-10,Penn St.,12.43
2019-03-10,Manhattan,12.43
2019-03-10,Hampton,12.33
2019-03-10,Robert Morris,12.2
2019-03-10,Monmouth,12.2
2019-03-10,Providence,12.17
2019-03-10,Furman,12.14
2019-03-10,Boston U.,12.14
2019-03-10,Marist,12.0
2019-03-10,Penn,12.0
2019-03-10,Vermont,11.67
2019-03-10,Towson,11.67
2019-03-10,Colgate,11.6
2019-03-10,Holy Cross,11.5
2019-03-10,Wagner,11.29
2019-03-10,Hobart,11.2
2019-03-10,Fairfield,11.0
2019-03-10,Bucknell,11.0
2019-03-10,Saint Joseph's,11.0
2019-03-10,Cornell,11.0
2019-03-10,Mount St. Mary's,11.0
2019-03-10,Stony Brook,11.0
2019-03-10,Georgetown,10.86
2019-03-10,Princeton,10.8
2019-03-10,St. John's,10.8
2019-03-10,Hartford,10.67
2019-03-10,Maryland,10.57
2019-03-10,Siena,10.5
2019-03-10,Detroit Mercy,10.5
2019-03-10,Sacred Heart,10.43
2019-03-10,Jacksonville,10.0
2019-03-10,Brown,10.0
2019-03-10,Villanova,9.83
2019-03-10,Lehigh,9.83
2019-03-10,Hofstra,9.83
2019-03-10,Lafayette,9.71
2019-03-10,Cleveland St.,9.43
2019-03-10,UMBC,9.4
2019-03-10,Marquette,9.4
2019-03-10,North Carolina,9.33
2019-03-10,Notre Dame,9.25
2019-03-10,Duke,9.0
2019-03-10,UMass Lowell,8.8
2019-03-10,Denver,8.5
2019-03-10,Drexel,8.17
2019-03-10,Air Force,8.17
2019-03-10,Yale,8.0
2019-03-08,Bellarmine,16.6
2019-03-08,Binghamton,16.33
2019-03-08,St. Bonaventure,16.33
2019-03-08,NJIT,15.67
2019-03-08,Quinnipiac,15.5
2019-03-08,VMI,15.25
2019-03-08,Mercer,15.0
2019-03-08,Delaware,14.67
2019-03-08,Syracuse,14.5
2019-03-08,Loyola Maryland,14.5
2019-03-08,Harvard,14.0
2019-03-08,Massachusetts,14.0
2019-03-08,Bryant,14.0
2019-03-08,Rutgers,13.8
2019-03-08,Utah,13.67
2019-03-08,UAlbany,13.5
2019-03-08,High Point,13.5
2019-03-08,Penn St.,13.33
2019-03-08,Canisius,13.2
2019-03-08,Army West Point,13.2
2019-03-08,Virginia,13.0
2019-03-08,Richmond,13.0
2019-03-08,Providence,12.8
2019-03-08,Navy,12.8
2019-03-08,Ohio St.,12.6
2019-03-08,Dartmouth,12.5
2019-03-08,Colgate,12.5
2019-03-08,Towson,12.4
2019-03-08,Hampton,12.33
2019-03-08,Robert Morris,12.25
2019-03-08,Monmouth,12.2
2019-03-08,Manhattan,12.17
2019-03-08,Furman,12.14
2019-03-08,Boston U.,12.0
2019-03-08,Marist,12.0
2019-03-08,Bucknell,11.8
2019-03-08,Princeton,11.75
2019-03-08,Wagner,11.67
2019-03-08,Hobart,11.5
2019-03-08,Sacred Heart,11.5
2019-03-08,Johns Hopkins,11.5
2019-03-08,Fairfield,11.5
2019-03-08,Penn,11.5
2019-03-08,Georgetown,11.33
2019-03-08,Michigan,11.25
2019-03-08,Cornell,11.25
2019-03-08,Holy Cross,11.2
2019-03-08,Saint Joseph's,11.17
2019-03-08,Hartford,11.0
2019-03-08,Siena,11.0
2019-03-08,Mount St. Mary's,11.0
2019-03-08,Maryland,10.83
2019-03-08,Vermont,10.4
2019-03-08,Detroit Mercy,10.4
2019-03-08,Villanova,10.2
2019-03-08,Hofstra,10.0
2019-03-08,Jacksonville,10.0
2019-03-08,Stony Brook,10.0
2019-03-08,Lehigh,9.8
2019-03-08,St. John's,9.75
2019-03-08,Cleveland St.,9.33
2019-03-08,North Carolina,9.33
2019-03-08,UMBC,9.25
2019-03-08,Denver,9.2
2019-03-08,Lafayette,9.17
2019-03-08,UMass Lowell,9.0
2019-03-08,Duke,9.0
2019-03-08,Notre Dame,9.0
2019-03-08,Marquette,8.5
2019-03-08,Brown,8.33
2019-03-08,Air Force,8.17
2019-03-08,Yale,7.33
2019-03-08,Drexel,7.2
2019-03-07,Bellarmine,16.6
2019-03-07,St. Bonaventure,16.33
2019-03-07,Binghamton,16.33
2019-03-07,NJIT,15.67
2019-03-07,Quinnipiac,15.5
2019-03-07,VMI,15.25
2019-03-07,Mercer,14.8
2019-03-07,Delaware,14.67
2019-03-07,Syracuse,14.5
2019-03-07,Loyola Maryland,14.5
2019-03-07,Penn St.,14.4
2019-03-07,Bryant,14.0
2019-03-07,Towson,14.0
2019-03-07,Harvard,14.0
2019-03-07,Rutgers,13.8
2019-03-07,Utah,13.67
2019-03-07,Massachusetts,13.6
2019-03-07,High Point,13.5
2019-03-07,UAlbany,13.5
2019-03-07,Canisius,13.2
2019-03-07,Army West Point,13.2
2019-03-07,Virginia,13.0
2019-03-07,Richmond,13.0
2019-03-07,Navy,12.8
2019-03-07,Providence,12.8
2019-03-07,Ohio St.,12.6
2019-03-07,Colgate,12.5
2019-03-07,Dartmouth,12.5
2019-03-07,Robert Morris,12.25
2019-03-07,Monmouth,12.2
2019-03-07,Manhattan,12.17
2019-03-07,Furman,12.14
2019-03-07,Boston U.,12.0
2019-03-07,Bucknell,11.8
2019-03-07,Princeton,11.75
2019-03-07,Wagner,11.67
2019-03-07,Penn,11.67
2019-03-07,Sacred Heart,11.5
2019-03-07,Hobart,11.5
2019-03-07,Johns Hopkins,11.5
2019-03-07,Hampton,11.5
2019-03-07,Fairfield,11.5
2019-03-07,Saint Joseph's,11.4
2019-03-07,Georgetown,11.33
2019-03-07,Mount St. Mary's,11.33
2019-03-07,Marist,11.25
2019-03-07,Michigan,11.25
2019-03-07,Holy Cross,11.2
2019-03-07,Hartford,11.0
2019-03-07,Siena,11.0
2019-03-07,Maryland,10.83
2019-03-07,Jacksonville,10.8
2019-03-07,Cornell,10.67
2019-03-07,Detroit Mercy,10.4
2019-03-07,Vermont,10.4
2019-03-07,Stony Brook,10.0
2019-03-07,Hofstra,10.0
2019-03-07,Lehigh,9.8
2019-03-07,Villanova,9.75
2019-03-07,St. John's,9.75
2019-03-07,Cleveland St.,9.33
2019-03-07,UMBC,9.25
2019-03-07,Denver,9.2
2019-03-07,Lafayette,9.17
2019-03-07,UMass Lowell,9.0
2019-03-07,Duke,9.0
2019-03-07,Notre Dame,9.0
2019-03-07,North Carolina,8.8
2019-03-07,Marquette,8.5
2019-03-07,Brown,8.33
2019-03-07,Air Force,8.17
2019-03-07,Drexel,7.5
2019-03-07,Yale,7.33
2019-03-06,Bellarmine,16.6
2019-03-06,Binghamton,16.33
2019-03-06,St. Bonaventure,16.33
2019-03-06,NJIT,15.67
2019-03-06,Quinnipiac,15.5
2019-03-06,VMI,15.25
2019-03-06,Mercer,14.8
2019-03-06,Delaware,14.67
2019-03-06,Syracuse,14.5
2019-03-06,Penn St.,14.4
2019-03-06,Loyola Maryland,14.4
2019-03-06,Bryant,14.0
2019-03-06,Harvard,14.0
2019-03-06,Towson,14.0
2019-03-06,Rutgers,13.8
2019-03-06,Utah,13.67
2019-03-06,Massachusetts,13.6
2019-03-06,UAlbany,13.5
2019-03-06,High Point,13.5
2019-03-06,Army West Point,13.2
2019-03-06,Canisius,13.2
2019-03-06,Richmond,13.0
2019-03-06,Virginia,13.0
2019-03-06,Providence,12.8
2019-03-06,Navy,12.8
2019-03-06,Ohio St.,12.6
2019-03-06,Dartmouth,12.5
2019-03-06,Colgate,12.5
2019-03-06,Robert Morris,12.25
2019-03-06,Monmouth,12.2
2019-03-06,Manhattan,12.17
2019-03-06,Furman,12.14
2019-03-06,Boston U.,12.0
2019-03-06,Bucknell,11.8
2019-03-06,Princeton,11.75
2019-03-06,Penn,11.67
2019-03-06,Wagner,11.67
2019-03-06,Sacred Heart,11.5
2019-03-06,Hobart,11.5
2019-03-06,Hampton,11.5
2019-03-06,Fairfield,11.5
2019-03-06,Johns Hopkins,11.5
2019-03-06,Saint Joseph's,11.4
2019-03-06,Mount St. Mary's,11.33
2019-03-06,Georgetown,11.33
2019-03-06,Michigan,11.25
2019-03-06,Marist,11.25
2019-03-06,Holy Cross,11.2
2019-03-06,Hartford,11.0
2019-03-06,Siena,11.0
2019-03-06,Maryland,10.83
2019-03-06,Jacksonville,10.8
2019-03-06,Cornell,10.67
2019-03-06,Detroit Mercy,10.4
2019-03-06,Vermont,10.4
2019-03-06,Hofstra,10.0
2019-03-06,Stony Brook,10.0
2019-03-06,Lehigh,9.8
2019-03-06,Villanova,9.75
2019-03-06,St. John's,9.75
2019-03-06,Cleveland St.,9.33
2019-03-06,UMBC,9.25
2019-03-06,Denver,9.2
2019-03-06,Lafayette,9.17
2019-03-06,UMass Lowell,9.0
2019-03-06,Notre Dame,9.0
2019-03-06,Duke,8.83
2019-03-06,North Carolina,8.8
2019-03-06,Marquette,8.5
2019-03-05,Bellarmine,16.6
2019-03-05,St. Bonaventure,16.33
2019-03-05,Binghamton,16.33
2019-03-05,NJIT,15.67
2019-03-05,Quinnipiac,15.5
2019-03-05,VMI,15.25
2019-03-05,Syracuse,14.5
2019-03-05,Mercer,14.5
2019-03-05,Penn St.,14.4
2019-03-05,Loyola Maryland,14.4
2019-03-05,Delaware,14.2
2019-03-05,Bryant,14.0
2019-03-05,Harvard,14.0
2019-03-05,Towson,14.0
2019-03-05,Rutgers,13.8
2019-03-05,Utah,13.67
2019-03-05,Massachusetts,13.6
2019-03-05,UAlbany,13.5
2019-03-05,High Point,13.5
2019-03-05,Canisius,13.2
2019-03-05,Army West Point,13.2
2019-03-05,Virginia,13.0
2019-03-05,Richmond,13.0
2019-03-05,Providence,12.8
2019-03-05,Navy,12.8
2019-03-05,Ohio St.,12.6
2019-03-05,Dartmouth,12.5
2019-03-05,Colgate,12.5
2019-03-05,Robert Morris,12.25
2019-03-05,Monmouth,12.2
2019-03-05,Manhattan,12.17
2019-03-05,Furman,12.14
2019-03-05,Boston U.,12.0
2019-03-05,Bucknell,11.8
2019-03-05,Princeton,11.75
2019-03-05,Penn,11.67
2019-03-05,Wagner,11.67
2019-03-05,Sacred Heart,11.5
2019-03-05,Johns Hopkins,11.5
2019-03-05,Hampton,11.5
2019-03-05,Fairfield,11.5
2019-03-05,Hobart,11.5
2019-03-05,Saint Joseph's,11.4
2019-03-05,Georgetown,11.33
2019-03-05,Mount St. Mary's,11.33
2019-03-05,Michigan,11.25
2019-03-05,Marist,11.25
2019-03-05,Holy Cross,11.2
2019-03-05,Siena,11.0
2019-03-05,Hartford,11.0
2019-03-05,Maryland,10.83
2019-03-05,Jacksonville,10.8
2019-03-05,Cornell,10.67
2019-03-05,Detroit Mercy,10.5
2019-03-05,Vermont,10.4
2019-03-05,Hofstra,10.0
2019-03-05,Stony Brook,10.0
2019-03-05,Lehigh,9.8
2019-03-05,Villanova,9.75
2019-03-05,St. John's,9.75
2019-03-05,Cleveland St.,9.33
2019-03-05,UMBC,9.25
2019-03-05,Denver,9.2
2019-03-05,Lafayette,9.17
2019-03-05,UMass Lowell,9.0
2019-03-05,Notre Dame,9.0
2019-03-05,Duke,8.83
2019-03-05,North Carolina,8.8
2019-03-05,Marquette,8.5
2019-03-03,Bellarmine,16.6
2019-03-03,St. Bonaventure,16.33
2019-03-03,Binghamton,16.33
2019-03-03,NJIT,16.2
2019-03-03,Quinnipiac,15.5
2019-03-03,VMI,15.33
2019-03-03,Syracuse,14.5
2019-03-03,Loyola Maryland,14.4
2019-03-03,Penn St.,14.4
2019-03-03,Delaware,14.2
2019-03-03,Bryant,14.0
2019-03-03,Towson,14.0
2019-03-03,Harvard,14.0
2019-03-03,Mercer,14.0
2019-03-03,Rutgers,13.8
2019-03-03,Utah,13.67
2019-03-03,High Point,13.5
2019-03-03,UAlbany,13.33
2019-03-03,Canisius,13.2
2019-03-03,Massachusetts,13.0
2019-03-03,Dartmouth,13.0
2019-03-03,Virginia,13.0
2019-03-03,Army West Point,12.8
2019-03-03,Providence,12.8
2019-03-03,Ohio St.,12.6
2019-03-03,Richmond,12.6
2019-03-03,Sacred Heart,12.6
2019-03-03,Colgate,12.5
2019-03-03,Monmouth,12.5
2019-03-03,Fairfield,12.33
2019-03-03,Robert Morris,12.25
2019-03-03,Princeton,12.0
2019-03-03,Siena,12.0
2019-03-03,Boston U.,12.0
2019-03-03,Wagner,11.8
2019-03-03,Georgetown,11.8
2019-03-03,Bucknell,11.8
2019-03-03,Navy,11.75
2019-03-03,Furman,11.67
2019-03-03,Penn,11.67
2019-03-03,Johns Hopkins,11.5
2019-03-03,Hobart,11.5
2019-03-03,Hampton,11.5
2019-03-03,Saint Joseph's,11.4
2019-03-03,Manhattan,11.4
2019-03-03,Michigan,11.25
2019-03-03,Marist,11.25
2019-03-03,Mount St. Mary's,11.2
2019-03-03,Holy Cross,11.2
2019-03-03,Maryland,10.83
2019-03-03,Jacksonville,10.8
2019-03-03,Cornell,10.67
2019-03-03,Hartford,10.5
2019-03-03,Detroit Mercy,10.5
2019-03-03,Vermont,10.4
2019-03-03,Stony Brook,10.25
2019-03-03,Hofstra,10.0
2019-03-03,Lehigh,9.8
2019-03-03,Villanova,9.75
2019-03-03,St. John's,9.75
2019-03-03,Cleveland St.,9.33
2019-03-03,UMBC,9.25
2019-03-03,Denver,9.2
2019-03-03,Lafayette,9.17
2019-03-03,Notre Dame,9.0
2019-03-03,UMass Lowell,9.0
2019-03-03,Duke,8.83
2019-03-03,North Carolina,8.8
2019-03-03,Marquette,8.5
2019-03-02,Bellarmine,16.6
2019-03-02,St. Bonaventure,16.33
2019-03-02,Binghamton,16.33
2019-03-02,NJIT,16.2
2019-03-02,Quinnipiac,15.5
2019-03-02,VMI,15.33
2019-03-02,Syracuse,14.5
2019-03-02,Penn St.,14.4
2019-03-02,Loyola Maryland,14.4
2019-03-02,Delaware,14.2
2019-03-02,Mercer,14.0
2019-03-02,Towson,14.0
2019-03-02,Bryant,14.0
2019-03-02,Harvard,14.0
2019-03-02,Rutgers,13.8
2019-03-02,Utah,13.67
2019-03-02,High Point,13.5
2019-03-02,UAlbany,13.33
2019-03-02,Canisius,13.2
2019-03-02,Massachusetts,13.0
2019-03-02,Dartmouth,13.0
2019-03-02,Virginia,13.0
2019-03-02,Providence,12.8
2019-03-02,Army West Point,12.8
2019-03-02,Ohio St.,12.6
2019-03-02,Sacred Heart,12.6
2019-03-02,Richmond,12.6
2019-03-02,Monmouth,12.5
2019-03-02,Colgate,12.5
2019-03-02,Fairfield,12.33
2019-03-02,Robert Morris,12.25
2019-03-02,Siena,12.0
2019-03-02,Princeton,12.0
2019-03-02,Boston U.,12.0
2019-03-02,Bucknell,11.8
2019-03-02,Wagner,11.8
2019-03-02,Georgetown,11.8
2019-03-02,Navy,11.75
2019-03-02,Furman,11.67
2019-03-02,Penn,11.67
2019-03-02,Maryland,11.6
2019-03-02,Hobart,11.5
2019-03-02,Johns Hopkins,11.5
2019-03-02,Hampton,11.5
2019-03-02,Manhattan,11.4
2019-03-02,Saint Joseph's,11.4
2019-03-02,Michigan,11.25
2019-03-02,Marist,11.25
2019-03-02,Mount St. Mary's,11.2
2019-03-02,Holy Cross,11.2
2019-03-02,Jacksonville,10.8
2019-03-02,Cornell,10.67
2019-03-02,Detroit Mercy,10.5
2019-03-02,Hartford,10.5
2019-03-02,Vermont,10.4
2019-03-02,Stony Brook,10.25
2019-03-02,Hofstra,10.0
2019-03-02,Lehigh,9.8
2019-03-02,St. John's,9.75
2019-03-02,Villanova,9.75
2019-03-02,Cleveland St.,9.33
2019-03-02,UMBC,9.25
2019-03-02,Denver,9.2
2019-03-02,Lafayette,9.17
2019-03-02,UMass Lowell,9.0
2019-03-02,Duke,8.83
2019-03-02,North Carolina,8.8
2019-03-02,Marquette,8.5
2019-03-02,Air Force,8.4
2019-02-27,NJIT,17.75
2019-02-27,Hampton,17.0
2019-02-27,Quinnipiac,17.0
2019-02-27,St. Bonaventure,16.33
2019-02-27,Bellarmine,15.75
2019-02-27,Harvard,15.67
2019-02-27,Loyola Maryland,15.25
2019-02-27,Penn St.,15.25
2019-02-27,UAlbany,15.0
2019-02-27,Syracuse,14.67
2019-02-27,Army West Point,14.5
2019-02-27,Canisius,14.25
2019-02-27,Towson,14.0
2019-02-27,Delaware,14.0
2019-02-27,Virginia,13.75
2019-02-27,Bryant,13.75
2019-02-27,Ohio St.,13.75
2019-02-27,Mercer,13.67
2019-02-27,VMI,13.5
2019-02-27,Providence,13.25
2019-02-27,High Point,13.2
2019-02-27,Monmouth,13.0
2019-02-27,Rutgers,13.0
2019-02-27,Dartmouth,13.0
2019-02-27,Richmond,13.0
2019-02-27,Utah,13.0
2019-02-27,Binghamton,13.0
2019-02-27,Furman,13.0
2019-02-27,Massachusetts,12.67
2019-02-27,Navy,12.67
2019-02-27,Fairfield,12.5
2019-02-27,Cornell,12.5
2019-02-27,Manhattan,12.25
2019-02-27,Wagner,12.25
2019-02-27,Georgetown,12.0
2019-02-27,Siena,12.0
2019-02-27,Saint Joseph's,11.75
2019-02-27,Boston U.,11.6
2019-02-27,Maryland,11.6
2019-02-27,Sacred Heart,11.5
2019-02-27,Penn,11.5
2019-02-27,Bucknell,11.5
2019-02-27,Colgate,11.33
2019-02-27,Holy Cross,11.25
2019-02-27,Michigan,11.0
2019-02-27,Robert Morris,11.0
2019-02-27,Princeton,11.0
2019-02-27,Jacksonville,11.0
2019-02-27,Johns Hopkins,11.0
2019-02-27,Detroit Mercy,11.0
2019-02-27,Marist,11.0
2019-02-27,Hofstra,10.75
2019-02-27,Villanova,10.67
2019-02-27,Hobart,10.33
2019-02-27,St. John's,10.33
2019-02-27,Mount St. Mary's,10.25
2019-02-27,Stony Brook,10.0
2019-02-27,Hartford,10.0
2019-02-27,Cleveland St.,10.0
2019-02-27,Lehigh,9.5
2019-02-27,North Carolina,9.25
2019-02-27,Vermont,9.0
2019-02-27,UMass Lowell,9.0
2019-02-27,Duke,9.0
2019-02-27,Denver,8.75
2019-02-27,Yale,8.5
2019-02-27,Air Force,8.5
2019-02-27,Lafayette,8.4
2019-02-27,Drexel,8.33
2019-02-26,NJIT,17.75
2019-02-26,Quinnipiac,17.67
2019-02-26,Hampton,17.0
2019-02-26,St. Bonaventure,16.33
2019-02-26,Loyola Maryland,16.0
2019-02-26,Bellarmine,15.75
2019-02-26,Harvard,15.67
2019-02-26,Penn St.,15.25
2019-02-26,UAlbany,15.0
2019-02-26,Syracuse,14.67
2019-02-26,Army West Point,14.5
2019-02-26,Canisius,14.25
2019-02-26,Delaware,14.0
2019-02-26,Towson,14.0
2019-02-26,Bryant,13.75
2019-02-26,Virginia,13.75
2019-02-26,Ohio St.,13.75
2019-02-26,Mercer,13.67
2019-02-26,VMI,13.5
2019-02-26,Providence,13.25
2019-02-26,High Point,13.2
2019-02-26,Monmouth,13.0
2019-02-26,Furman,13.0
2019-02-26,Utah,13.0
2019-02-26,Binghamton,13.0
2019-02-26,Richmond,13.0
2019-02-26,Dartmouth,13.0
2019-02-26,Rutgers,13.0
2019-02-26,Navy,12.67
2019-02-26,Massachusetts,12.67
2019-02-26,Fairfield,12.5
2019-02-26,Cornell,12.5
2019-02-26,Manhattan,12.25
2019-02-26,Wagner,12.25
2019-02-26,Georgetown,12.0
2019-02-26,Siena,12.0
2019-02-26,Saint Joseph's,11.75
2019-02-26,Maryland,11.6
2019-02-26,Boston U.,11.6
2019-02-26,Sacred Heart,11.5
2019-02-26,Penn,11.5
2019-02-26,Bucknell,11.5
2019-02-26,Colgate,11.33
2019-02-26,Holy Cross,11.25
2019-02-26,Jacksonville,11.0
2019-02-26,Michigan,11.0
2019-02-26,Detroit Mercy,11.0
2019-02-26,Johns Hopkins,11.0
2019-02-26,Robert Morris,11.0
2019-02-26,Princeton,11.0
2019-02-26,Marist,11.0
2019-02-26,Hofstra,10.75
2019-02-26,Villanova,10.67
2019-02-26,St. John's,10.33
2019-02-26,Hobart,10.33
2019-02-26,Mount St. Mary's,10.25
2019-02-26,Hartford,10.0
2019-02-26,Stony Brook,10.0
2019-02-26,Cleveland St.,10.0
2019-02-26,Lehigh,9.5
2019-02-26,Vermont,9.25
2019-02-26,North Carolina,9.25
2019-02-26,Duke,9.0
2019-02-26,UMass Lowell,9.0
2019-02-26,Denver,8.75
2019-02-26,Air Force,8.5
2019-02-26,Yale,8.5
2019-02-26,Lafayette,8.4
2019-02-26,Drexel,8.33
2019-02-24,NJIT,17.75
2019-02-24,Quinnipiac,17.67
2019-02-24,Hampton,17.0
2019-02-24,St. Bonaventure,16.33
2019-02-24,Loyola Maryland,16.0
2019-02-24,Bellarmine,15.75
2019-02-24,Penn St.,15.25
