Date,Team,Groundballs per Game
2021-05-06,Massachusetts,32.3
2021-05-06,Detroit Mercy,32.29
2021-05-06,Syracuse,32.27
2021-05-06,Colgate,32.0
2021-05-06,Binghamton,31.89
2021-05-06,Duke,31.64
2021-05-06,Penn St.,31.55
2021-05-06,Hofstra,31.46
2021-05-06,Quinnipiac,31.14
2021-05-06,LIU,31.09
2021-05-06,Mercer,30.77
2021-05-06,Boston U.,30.64
2021-05-06,UMass Lowell,30.44
2021-05-06,Richmond,30.42
2021-05-06,Fairfield,30.18
2021-05-06,Hartford,29.86
2021-05-06,Ohio St.,29.73
2021-05-06,Rutgers,29.64
2021-05-06,Lafayette,29.45
2021-05-06,Michigan,29.42
2021-05-06,Providence,29.38
2021-05-06,Jacksonville,29.36
2021-05-06,High Point,29.33
2021-05-06,Mount St. Mary's,29.33
2021-05-06,Johns Hopkins,29.0
2021-05-06,Canisius,28.5
2021-05-06,Cleveland St.,28.3
2021-05-06,Marist,28.25
2021-05-06,Siena,28.25
2021-05-06,Utah,28.18
2021-05-06,UMBC,28.0
2021-05-06,Air Force,27.92
2021-05-06,Marquette,27.25
2021-05-06,Towson,27.07
2021-05-06,NJIT,26.91
2021-05-06,Wagner,26.75
2021-05-06,Sacred Heart,26.5
2021-05-06,VMI,26.27
2021-05-06,St. John's,25.55
2021-05-06,Villanova,24.83
2021-05-06,Holy Cross,24.67
2021-05-06,Manhattan,24.56
2021-05-06,St. Bonaventure,24.4
2021-05-06,Bellarmine,21.8
2021-05-06,Merrimack,31.3
2021-05-05,Virginia,42.86
2021-05-05,Lehigh,42.5
2021-05-05,UAlbany,37.73
2021-05-05,Saint Joseph's,36.92
2021-05-05,Vermont,36.27
2021-05-05,North Carolina,35.62
2021-05-05,Monmouth,35.56
2021-05-05,Bryant,35.45
2021-05-05,Notre Dame,35.4
2021-05-05,Stony Brook,35.31
2021-05-05,Georgetown,35.08
2021-05-05,Loyola Maryland,34.69
2021-05-05,Navy,34.67
2021-05-05,Delaware,34.0
2021-05-05,Robert Morris,33.92
2021-05-05,Massachusetts,33.56
2021-05-05,Bucknell,33.5
2021-05-05,Hobart,33.44
2021-05-05,Denver,33.36
2021-05-05,Drexel,32.9
2021-05-05,Army West Point,32.7
2021-05-05,Maryland,32.5
2021-05-05,Detroit Mercy,32.29
2021-05-05,Syracuse,32.27
2021-05-05,Hofstra,32.25
2021-05-05,Colgate,32.0
2021-05-05,Binghamton,31.89
2021-05-05,Duke,31.64
2021-05-05,Penn St.,31.55
2021-05-05,Quinnipiac,31.14
2021-05-05,LIU,31.09
2021-05-05,Mercer,30.77
2021-05-05,Boston U.,30.64
2021-05-05,UMass Lowell,30.44
2021-05-05,Richmond,30.42
2021-05-05,Fairfield,30.18
2021-05-05,Rutgers,30.0
2021-05-05,Hartford,29.86
2021-05-05,Michigan,29.82
2021-05-05,Ohio St.,29.73
2021-05-05,Lafayette,29.45
2021-05-05,Jacksonville,29.36
2021-05-05,High Point,29.33
2021-05-05,Mount St. Mary's,29.33
2021-05-05,Providence,29.33
2021-05-05,Johns Hopkins,28.55
2021-05-05,Canisius,28.5
2021-05-05,Cleveland St.,28.3
2021-05-05,Marist,28.25
2021-05-05,Siena,28.25
2021-05-05,Utah,28.18
2021-05-05,Air Force,27.92
2021-05-05,UMBC,27.6
2021-05-05,Marquette,27.25
2021-05-05,Towson,27.07
2021-05-05,NJIT,26.91
2021-05-05,Wagner,26.75
2021-05-05,Sacred Heart,26.5
2021-05-05,VMI,26.27
2021-05-05,St. John's,25.55
2021-05-05,Villanova,24.82
2021-05-05,Holy Cross,24.67
2021-05-05,Manhattan,24.56
2021-05-05,St. Bonaventure,24.4
2021-05-05,Bellarmine,21.8
2021-05-05,Merrimack,31.3
2021-05-04,Virginia,42.86
2021-05-04,Lehigh,42.5
2021-05-04,UAlbany,37.73
2021-05-04,Vermont,36.27
2021-05-04,Bryant,36.2
2021-05-04,Saint Joseph's,36.18
2021-05-04,Monmouth,35.63
2021-05-04,North Carolina,35.62
2021-05-04,Notre Dame,35.4
2021-05-04,Stony Brook,35.31
2021-05-04,Georgetown,35.08
2021-05-04,Loyola Maryland,34.69
2021-05-04,Navy,34.67
2021-05-04,Delaware,34.0
2021-05-04,Robert Morris,33.92
2021-05-04,Massachusetts,33.56
2021-05-04,Bucknell,33.5
2021-05-04,Denver,33.36
2021-05-04,Drexel,32.9
2021-05-04,Hobart,32.88
2021-05-04,Army West Point,32.7
2021-05-04,Maryland,32.5
2021-05-04,Detroit Mercy,32.29
2021-05-04,Syracuse,32.27
2021-05-04,Hofstra,32.25
2021-05-04,Colgate,32.0
2021-05-04,Binghamton,31.89
2021-05-04,LIU,31.8
2021-05-04,Duke,31.64
2021-05-04,Penn St.,31.55
2021-05-04,Quinnipiac,31.14
2021-05-04,Mercer,30.77
2021-05-04,Boston U.,30.64
2021-05-04,UMass Lowell,30.44
2021-05-04,Richmond,30.36
2021-05-04,Fairfield,30.18
2021-05-04,High Point,30.09
2021-05-04,Rutgers,30.0
2021-05-04,Jacksonville,29.92
2021-05-04,Hartford,29.86
2021-05-04,Michigan,29.82
2021-05-04,Ohio St.,29.73
2021-05-04,Lafayette,29.45
2021-05-04,Mount St. Mary's,29.33
2021-05-04,Providence,29.33
2021-05-04,Canisius,29.0
2021-05-04,Johns Hopkins,28.55
2021-05-04,Cleveland St.,28.3
2021-05-04,Marist,28.25
2021-05-04,Siena,28.25
2021-05-04,Utah,28.18
2021-05-04,Air Force,28.08
2021-05-04,UMBC,27.6
2021-05-04,Marquette,27.25
2021-05-04,Towson,27.07
2021-05-04,NJIT,26.91
2021-05-04,Wagner,26.75
2021-05-04,Sacred Heart,26.5
2021-05-04,VMI,26.27
2021-05-04,St. John's,25.55
2021-05-04,Villanova,24.82
2021-05-04,Holy Cross,24.67
2021-05-04,St. Bonaventure,24.56
2021-05-04,Manhattan,23.5
2021-05-04,Bellarmine,21.8
2021-05-04,Merrimack,31.3
2021-05-02,Virginia,42.86
2021-05-02,Lehigh,42.5
2021-05-02,UAlbany,37.73
2021-05-02,Vermont,36.27
2021-05-02,Bryant,36.2
2021-05-02,Saint Joseph's,36.18
2021-05-02,Navy,35.88
2021-05-02,Monmouth,35.63
2021-05-02,North Carolina,35.62
2021-05-02,Notre Dame,35.4
2021-05-02,Stony Brook,35.31
2021-05-02,Georgetown,35.08
2021-05-02,Loyola Maryland,34.25
2021-05-02,Delaware,34.0
2021-05-02,Robert Morris,33.92
2021-05-02,Massachusetts,33.67
2021-05-02,Bucknell,33.5
2021-05-02,Denver,33.36
2021-05-02,Drexel,32.9
2021-05-02,Hobart,32.88
2021-05-02,Army West Point,32.7
2021-05-02,Maryland,32.5
2021-05-02,Detroit Mercy,32.29
2021-05-02,Syracuse,32.27
2021-05-02,Hofstra,32.25
2021-05-02,Binghamton,31.89
2021-05-02,LIU,31.8
2021-05-02,Duke,31.64
2021-05-02,Penn St.,31.55
2021-05-02,Quinnipiac,31.14
2021-05-02,Boston U.,31.0
2021-05-02,Mercer,30.77
2021-05-02,UMass Lowell,30.44
2021-05-02,Richmond,30.36
2021-05-02,Fairfield,30.18
2021-05-02,High Point,30.09
2021-05-02,Rutgers,30.0
2021-05-02,Jacksonville,29.92
2021-05-02,Hartford,29.86
2021-05-02,Michigan,29.82
2021-05-02,Ohio St.,29.73
2021-05-02,Colgate,29.63
2021-05-02,Lafayette,29.45
2021-05-02,Mount St. Mary's,29.33
2021-05-02,Providence,29.33
2021-05-02,Canisius,29.0
2021-05-02,Johns Hopkins,28.55
2021-05-02,Cleveland St.,28.3
2021-05-02,Marist,28.25
2021-05-02,Siena,28.25
2021-05-02,Utah,28.18
2021-05-02,Air Force,28.08
2021-05-02,UMBC,27.6
2021-05-02,Marquette,27.25
2021-05-02,Towson,27.07
2021-05-02,NJIT,26.91
2021-05-02,Wagner,26.75
2021-05-02,Sacred Heart,26.5
2021-05-02,VMI,26.27
2021-05-02,St. John's,25.55
2021-05-02,Villanova,24.82
2021-05-02,Holy Cross,24.67
2021-05-02,St. Bonaventure,24.56
2021-05-02,Manhattan,23.5
2021-05-02,Bellarmine,21.8
2021-05-02,Merrimack,31.3
2021-05-01,Penn,43.0
2021-05-01,Virginia,42.86
2021-05-01,Lehigh,42.5
2021-05-01,UAlbany,37.73
2021-05-01,Vermont,36.27
2021-05-01,Bryant,36.2
2021-05-01,Saint Joseph's,36.18
2021-05-01,Navy,35.88
2021-05-01,Monmouth,35.63
2021-05-01,North Carolina,35.5
2021-05-01,Notre Dame,35.4
2021-05-01,Stony Brook,35.31
2021-05-01,Georgetown,35.08
2021-05-01,Loyola Maryland,34.25
2021-05-01,Brown,34.0
2021-05-01,Dartmouth,34.0
2021-05-01,Delaware,34.0
2021-05-01,Robert Morris,33.92
2021-05-01,Massachusetts,33.67
2021-05-01,Bucknell,33.5
2021-05-01,Denver,33.36
2021-05-01,Drexel,32.9
2021-05-01,Hobart,32.88
2021-05-01,Army West Point,32.7
2021-05-01,Maryland,32.5
2021-05-01,Duke,32.38
2021-05-01,Detroit Mercy,32.29
2021-05-01,Syracuse,32.27
2021-05-01,Hofstra,32.25
2021-05-01,LIU,31.8
2021-05-01,Penn St.,31.55
2021-05-01,Binghamton,31.25
2021-05-01,Quinnipiac,31.14
2021-05-01,Boston U.,31.0
2021-05-01,UMass Lowell,30.88
2021-05-01,Mercer,30.77
2021-05-01,Richmond,30.36
2021-05-01,Fairfield,30.18
2021-05-01,High Point,30.09
2021-05-01,Rutgers,30.0
2021-05-01,Jacksonville,29.92
2021-05-01,Hartford,29.86
2021-05-01,Michigan,29.82
2021-05-01,Ohio St.,29.73
2021-05-01,Colgate,29.63
2021-05-01,Lafayette,29.45
2021-05-01,Mount St. Mary's,29.33
2021-05-01,Providence,29.33
2021-05-01,Canisius,29.0
2021-05-01,Johns Hopkins,28.55
2021-05-01,Cleveland St.,28.3
2021-05-01,Marist,28.25
2021-05-01,Siena,28.25
2021-05-01,Utah,28.18
2021-05-01,Air Force,28.08
2021-05-01,UMBC,27.6
2021-05-01,Marquette,27.25
2021-05-01,Towson,27.07
2021-05-01,NJIT,26.91
2021-05-01,Wagner,26.75
2021-05-01,Sacred Heart,26.5
2021-05-01,VMI,26.27
2021-05-01,St. John's,25.55
2021-05-01,Villanova,24.82
2021-05-01,Holy Cross,24.67
2021-05-01,St. Bonaventure,24.56
2021-05-01,Manhattan,23.5
2021-05-01,Bellarmine,21.8
2021-05-01,Merrimack,31.3
2021-04-30,Lehigh,43.89
2021-04-30,Penn,43.0
2021-04-30,Virginia,42.86
2021-04-30,UAlbany,37.73
2021-04-30,Vermont,36.3
2021-04-30,Bryant,36.2
2021-04-30,Saint Joseph's,36.18
2021-04-30,Stony Brook,36.17
2021-04-30,Navy,35.71
2021-04-30,Monmouth,35.63
2021-04-30,North Carolina,35.5
2021-04-30,Georgetown,35.08
2021-04-30,Notre Dame,34.67
2021-04-30,Loyola Maryland,34.25
2021-04-30,Robert Morris,34.09
2021-04-30,Brown,34.0
2021-04-30,Dartmouth,34.0
2021-04-30,Delaware,34.0
2021-04-30,Massachusetts,33.67
2021-04-30,Bucknell,33.5
2021-04-30,Denver,33.36
2021-04-30,Drexel,33.11
2021-04-30,Army West Point,32.7
2021-04-30,Maryland,32.5
2021-04-30,Syracuse,32.5
2021-04-30,Duke,32.38
2021-04-30,Detroit Mercy,32.29
2021-04-30,Hofstra,32.25
2021-04-30,Penn St.,31.9
2021-04-30,LIU,31.8
2021-04-30,Binghamton,31.25
2021-04-30,Quinnipiac,31.14
2021-04-30,Boston U.,31.0
2021-04-30,Hobart,31.0
2021-04-30,Mercer,30.92
2021-04-30,UMass Lowell,30.88
2021-04-30,Richmond,30.4
2021-04-30,Fairfield,30.18
2021-04-30,Jacksonville,30.17
2021-04-30,Lafayette,30.0
2021-04-30,Rutgers,30.0
2021-04-30,High Point,29.9
2021-04-30,Hartford,29.86
2021-04-30,Ohio St.,29.8
2021-04-30,Colgate,29.63
2021-04-30,Michigan,29.6
2021-04-30,Mount St. Mary's,29.33
2021-04-30,Providence,29.33
2021-04-30,Canisius,29.0
2021-04-30,Johns Hopkins,28.6
2021-04-30,Utah,28.6
2021-04-30,Air Force,28.36
2021-04-30,Marist,28.25
2021-04-30,Siena,28.25
2021-04-30,Cleveland St.,27.56
2021-04-30,Marquette,27.25
2021-04-30,Sacred Heart,27.09
2021-04-30,NJIT,27.0
2021-04-30,Towson,26.92
2021-04-30,UMBC,26.89
2021-04-30,Wagner,26.75
2021-04-30,VMI,26.0
2021-04-30,St. John's,25.55
2021-04-30,Villanova,24.9
2021-04-30,Holy Cross,24.67
2021-04-30,St. Bonaventure,24.56
2021-04-30,Manhattan,23.5
2021-04-30,Bellarmine,22.64
2021-04-30,Merrimack,31.3
2021-04-29,Lehigh,43.89
2021-04-29,Penn,43.0
2021-04-29,Virginia,42.86
2021-04-29,UAlbany,37.73
2021-04-29,Vermont,36.3
2021-04-29,Bryant,36.2
2021-04-29,Stony Brook,36.17
2021-04-29,Saint Joseph's,36.1
2021-04-29,Navy,35.71
2021-04-29,North Carolina,35.5
2021-04-29,Monmouth,35.14
2021-04-29,Georgetown,35.08
2021-04-29,Notre Dame,34.67
2021-04-29,Loyola Maryland,34.25
2021-04-29,Massachusetts,34.13
2021-04-29,Robert Morris,34.09
2021-04-29,Brown,34.0
2021-04-29,Dartmouth,34.0
2021-04-29,Delaware,33.73
2021-04-29,Bucknell,33.5
2021-04-29,Denver,33.36
2021-04-29,Detroit Mercy,33.17
2021-04-29,Drexel,33.11
2021-04-29,Maryland,32.5
2021-04-29,Syracuse,32.5
2021-04-29,Duke,32.38
2021-04-29,Hofstra,31.91
2021-04-29,Penn St.,31.9
2021-04-29,Army West Point,31.89
2021-04-29,LIU,31.8
2021-04-29,Binghamton,31.25
2021-04-29,Quinnipiac,31.14
2021-04-29,Boston U.,31.0
2021-04-29,Hobart,31.0
2021-04-29,Mercer,30.92
2021-04-29,UMass Lowell,30.88
2021-04-29,Richmond,30.4
2021-04-29,Jacksonville,30.17
2021-04-29,Lafayette,30.0
2021-04-29,Rutgers,30.0
2021-04-29,Fairfield,29.9
2021-04-29,High Point,29.9
2021-04-29,Hartford,29.86
2021-04-29,Ohio St.,29.8
2021-04-29,Michigan,29.6
2021-04-29,Mount St. Mary's,29.33
2021-04-29,Providence,29.33
2021-04-29,Siena,29.14
2021-04-29,Marist,28.67
2021-04-29,Johns Hopkins,28.6
2021-04-29,Utah,28.6
2021-04-29,Air Force,28.36
2021-04-29,Colgate,28.29
2021-04-29,Canisius,28.13
2021-04-29,Cleveland St.,27.56
2021-04-29,Sacred Heart,27.09
2021-04-29,NJIT,27.0
2021-04-29,Towson,26.92
2021-04-29,UMBC,26.89
2021-04-29,Marquette,26.82
2021-04-29,VMI,26.0
2021-04-29,Wagner,26.0
2021-04-29,St. John's,24.9
2021-04-29,Villanova,24.9
2021-04-29,Holy Cross,24.67
2021-04-29,St. Bonaventure,24.0
2021-04-29,Manhattan,23.5
2021-04-29,Bellarmine,22.64
2021-04-29,Merrimack,31.3
2021-04-28,Lehigh,43.89
2021-04-28,Penn,43.0
2021-04-28,Virginia,42.86
2021-04-28,UAlbany,37.73
2021-04-28,Vermont,36.3
2021-04-28,Bryant,36.2
2021-04-28,Stony Brook,36.17
2021-04-28,Saint Joseph's,36.1
2021-04-28,Navy,35.71
2021-04-28,North Carolina,35.5
2021-04-28,Monmouth,35.14
2021-04-28,Loyola Maryland,35.0
2021-04-28,Georgetown,34.91
2021-04-28,Notre Dame,34.67
2021-04-28,Massachusetts,34.13
2021-04-28,Robert Morris,34.09
2021-04-28,Brown,34.0
2021-04-28,Dartmouth,34.0
2021-04-28,Delaware,33.73
2021-04-28,Bucknell,33.5
2021-04-28,Denver,33.36
2021-04-28,Detroit Mercy,33.17
2021-04-28,Drexel,33.11
2021-04-28,Maryland,32.5
2021-04-28,Syracuse,32.5
2021-04-28,Duke,32.38
2021-04-28,Hofstra,31.91
2021-04-28,Penn St.,31.9
2021-04-28,Army West Point,31.89
2021-04-28,LIU,31.8
2021-04-28,Binghamton,31.25
2021-04-28,Quinnipiac,31.14
2021-04-28,Boston U.,31.0
2021-04-28,Hobart,31.0
2021-04-28,Mercer,30.92
2021-04-28,UMass Lowell,30.88
2021-04-28,Richmond,30.4
2021-04-28,Jacksonville,30.17
2021-04-28,Lafayette,30.0
2021-04-28,Rutgers,30.0
2021-04-28,Fairfield,29.9
2021-04-28,High Point,29.9
2021-04-28,Hartford,29.86
2021-04-28,Ohio St.,29.8
2021-04-28,Michigan,29.6
2021-04-28,Mount St. Mary's,29.33
2021-04-28,Providence,29.33
2021-04-28,Siena,29.14
2021-04-28,Marist,28.67
2021-04-28,Johns Hopkins,28.6
2021-04-28,Utah,28.6
2021-04-28,Air Force,28.36
2021-04-28,Colgate,28.29
2021-04-28,Canisius,28.13
2021-04-28,Cleveland St.,27.56
2021-04-28,Sacred Heart,27.09
2021-04-28,NJIT,27.0
2021-04-28,Towson,26.92
2021-04-28,UMBC,26.89
2021-04-28,Marquette,26.82
2021-04-28,VMI,26.0
2021-04-28,Wagner,26.0
2021-04-28,St. John's,24.9
2021-04-28,Villanova,24.9
2021-04-28,Holy Cross,24.67
2021-04-28,St. Bonaventure,24.0
2021-04-28,Manhattan,23.5
2021-04-28,Bellarmine,22.64
2021-04-28,Merrimack,31.3
2021-04-27,Lehigh,43.89
2021-04-27,Penn,43.0
2021-04-27,Virginia,42.86
2021-04-27,UAlbany,37.8
2021-04-27,Bryant,36.2
2021-04-27,Stony Brook,36.17
2021-04-27,Saint Joseph's,36.1
2021-04-27,Vermont,35.78
2021-04-27,Navy,35.71
2021-04-27,North Carolina,35.5
2021-04-27,Monmouth,35.14
2021-04-27,Loyola Maryland,35.0
2021-04-27,Georgetown,34.91
2021-04-27,Notre Dame,34.67
2021-04-27,Massachusetts,34.13
2021-04-27,Robert Morris,34.09
2021-04-27,Dartmouth,34.0
2021-04-27,Delaware,33.73
2021-04-27,Denver,33.69
2021-04-27,Bucknell,33.5
2021-04-27,Detroit Mercy,33.17
2021-04-27,Drexel,33.11
2021-04-27,Brown,33.0
2021-04-27,Maryland,32.5
2021-04-27,Syracuse,32.5
2021-04-27,Duke,32.38
2021-04-27,Hofstra,31.91
2021-04-27,Penn St.,31.9
2021-04-27,Army West Point,31.89
2021-04-27,LIU,31.8
2021-04-27,Binghamton,31.25
2021-04-27,Quinnipiac,31.14
2021-04-27,Boston U.,31.1
2021-04-27,Hobart,31.0
2021-04-27,Mercer,30.92
2021-04-27,UMass Lowell,30.88
2021-04-27,Richmond,30.4
2021-04-27,Jacksonville,30.17
2021-04-27,Lafayette,30.0
2021-04-27,Rutgers,30.0
2021-04-27,Fairfield,29.9
2021-04-27,High Point,29.9
2021-04-27,Hartford,29.86
2021-04-27,Ohio St.,29.8
2021-04-27,Michigan,29.6
2021-04-27,Mount St. Mary's,29.33
2021-04-27,Providence,29.33
2021-04-27,Siena,29.14
2021-04-27,Marist,28.67
2021-04-27,Johns Hopkins,28.6
2021-04-27,Utah,28.6
2021-04-27,Air Force,28.36
2021-04-27,Colgate,28.29
2021-04-27,Canisius,28.13
2021-04-27,Cleveland St.,27.56
2021-04-27,Sacred Heart,27.09
2021-04-27,NJIT,27.0
2021-04-27,Towson,26.92
2021-04-27,UMBC,26.89
2021-04-27,Marquette,26.82
2021-04-27,VMI,26.0
2021-04-27,Wagner,26.0
2021-04-27,Villanova,25.33
2021-04-27,St. John's,24.9
2021-04-27,Holy Cross,24.67
2021-04-27,St. Bonaventure,24.0
2021-04-27,Manhattan,23.5
2021-04-27,Bellarmine,22.64
2021-04-27,Merrimack,31.3
2021-04-25,Lehigh,43.89
2021-04-25,Penn,43.0
2021-04-25,Virginia,42.86
2021-04-25,UAlbany,37.8
2021-04-25,Stony Brook,36.17
2021-04-25,Saint Joseph's,36.1
2021-04-25,Vermont,35.78
2021-04-25,Navy,35.71
2021-04-25,North Carolina,35.5
2021-04-25,Monmouth,35.14
2021-04-25,Loyola Maryland,35.0
2021-04-25,Georgetown,34.91
2021-04-25,Bryant,34.78
2021-04-25,Notre Dame,34.67
2021-04-25,Massachusetts,34.13
2021-04-25,Robert Morris,34.09
2021-04-25,Dartmouth,34.0
2021-04-25,Delaware,33.73
2021-04-25,Denver,33.69
2021-04-25,Bucknell,33.5
2021-04-25,Detroit Mercy,33.17
2021-04-25,Drexel,33.11
2021-04-25,Brown,33.0
2021-04-25,LIU,32.67
2021-04-25,Maryland,32.5
2021-04-25,Syracuse,32.5
2021-04-25,Duke,32.38
2021-04-25,Hofstra,31.91
2021-04-25,Penn St.,31.9
2021-04-25,Army West Point,31.89
2021-04-25,Hobart,31.33
2021-04-25,Binghamton,31.25
2021-04-25,Quinnipiac,31.14
2021-04-25,Boston U.,31.1
2021-04-25,Mercer,30.92
2021-04-25,UMass Lowell,30.88
2021-04-25,Richmond,30.4
2021-04-25,Lafayette,30.0
2021-04-25,Rutgers,30.0
2021-04-25,Fairfield,29.9
2021-04-25,High Point,29.9
2021-04-25,Hartford,29.86
2021-04-25,Ohio St.,29.8
2021-04-25,Michigan,29.6
2021-04-25,Mount St. Mary's,29.33
2021-04-25,Providence,29.33
2021-04-25,Siena,29.14
2021-04-25,Johns Hopkins,28.6
2021-04-25,Utah,28.6
2021-04-25,Air Force,28.36
2021-04-25,Colgate,28.29
2021-04-25,Canisius,28.13
2021-04-25,Jacksonville,27.83
2021-04-25,Cleveland St.,27.44
2021-04-25,Sacred Heart,27.09
2021-04-25,NJIT,27.0
2021-04-25,Towson,26.92
2021-04-25,UMBC,26.89
2021-04-25,Marquette,26.82
2021-04-25,Wagner,26.5
2021-04-25,VMI,26.0
2021-04-25,Villanova,25.33
2021-04-25,St. John's,24.9
2021-04-25,Holy Cross,24.67
2021-04-25,St. Bonaventure,24.0
2021-04-25,Bellarmine,21.43
2021-04-25,Manhattan,19.75
2021-04-25,Marist,18.0
2021-04-25,Merrimack,31.3
2021-04-23,Lehigh,44.0
2021-04-23,Virginia,44.0
2021-04-23,Penn,43.0
2021-04-23,UAlbany,37.22
2021-04-23,Saint Joseph's,36.78
2021-04-23,Vermont,36.5
2021-04-23,Stony Brook,36.0
2021-04-23,Navy,35.33
2021-04-23,North Carolina,35.27
2021-04-23,Georgetown,35.2
2021-04-23,Loyola Maryland,35.2
2021-04-23,Monmouth,35.14
2021-04-23,Notre Dame,35.0
2021-04-23,Bryant,34.88
2021-04-23,Bucknell,34.43
2021-04-23,Drexel,34.13
2021-04-23,Robert Morris,34.09
2021-04-23,LIU,33.38
2021-04-23,Delaware,33.3
2021-04-23,Detroit Mercy,33.17
2021-04-23,Brown,33.0
2021-04-23,Massachusetts,33.0
2021-04-23,Denver,32.83
2021-04-23,Hofstra,32.7
2021-04-23,Army West Point,32.5
2021-04-23,Maryland,32.44
2021-04-23,Duke,32.38
2021-04-23,Penn St.,31.89
2021-04-23,Syracuse,31.89
2021-04-23,Binghamton,31.71
2021-04-23,Quinnipiac,31.14
2021-04-23,Boston U.,31.1
2021-04-23,UMass Lowell,30.88
2021-04-23,Hobart,30.8
2021-04-23,Mercer,30.6
2021-04-23,Fairfield,30.56
2021-04-23,Jacksonville,30.36
2021-04-23,Siena,30.17
2021-04-23,Rutgers,30.11
2021-04-23,Ohio St.,30.0
2021-04-23,Hartford,29.86
2021-04-23,High Point,29.78
2021-04-23,Richmond,29.78
2021-04-23,Lafayette,29.33
2021-04-23,Mount St. Mary's,29.33
2021-04-23,Providence,29.0
2021-04-23,Utah,29.0
2021-04-23,Michigan,28.56
2021-04-23,Air Force,28.5
2021-04-23,Johns Hopkins,28.44
2021-04-23,Colgate,28.29
2021-04-23,Canisius,28.13
2021-04-23,Towson,27.17
2021-04-23,UMBC,27.13
2021-04-23,Marist,27.0
2021-04-23,Marquette,26.8
2021-04-23,Wagner,26.5
2021-04-23,Sacred Heart,26.3
2021-04-23,Cleveland St.,26.25
2021-04-23,St. John's,26.22
2021-04-23,NJIT,26.0
2021-04-23,VMI,25.89
2021-04-23,Villanova,25.13
2021-04-23,Holy Cross,24.67
2021-04-23,St. Bonaventure,23.57
2021-04-23,Bellarmine,23.08
2021-04-23,Manhattan,22.57
2021-04-23,Merrimack,32.78
2021-04-22,Lehigh,44.0
2021-04-22,Virginia,44.0
2021-04-22,UAlbany,37.22
2021-04-22,Saint Joseph's,36.78
2021-04-22,Vermont,36.5
2021-04-22,Stony Brook,36.0
2021-04-22,Navy,35.33
2021-04-22,North Carolina,35.27
2021-04-22,Georgetown,35.2
2021-04-22,Loyola Maryland,35.2
2021-04-22,Monmouth,35.17
2021-04-22,Notre Dame,35.0
2021-04-22,Bryant,34.88
2021-04-22,Bucknell,34.43
2021-04-22,Drexel,34.13
2021-04-22,Robert Morris,34.09
2021-04-22,LIU,33.38
2021-04-22,Delaware,33.3
2021-04-22,Detroit Mercy,33.17
2021-04-22,Massachusetts,33.0
2021-04-22,Denver,32.83
2021-04-22,Hofstra,32.7
2021-04-22,Army West Point,32.5
2021-04-22,Maryland,32.44
2021-04-22,Duke,32.38
2021-04-22,Penn St.,31.89
2021-04-22,Syracuse,31.89
2021-04-22,Binghamton,31.71
2021-04-22,Boston U.,31.22
2021-04-22,Quinnipiac,31.14
2021-04-22,UMass Lowell,30.88
2021-04-22,Hobart,30.8
2021-04-22,Mercer,30.6
2021-04-22,Fairfield,30.56
2021-04-22,Jacksonville,30.36
2021-04-22,Siena,30.17
2021-04-22,Rutgers,30.11
2021-04-22,Ohio St.,30.0
2021-04-22,Hartford,29.86
2021-04-22,High Point,29.78
2021-04-22,Richmond,29.78
2021-04-22,Lafayette,29.33
2021-04-22,Mount St. Mary's,29.33
2021-04-22,Providence,29.0
2021-04-22,Utah,29.0
2021-04-22,Canisius,28.86
2021-04-22,Michigan,28.56
2021-04-22,Air Force,28.5
2021-04-22,Johns Hopkins,28.44
2021-04-22,Colgate,28.29
2021-04-22,Towson,27.17
2021-04-22,UMBC,27.13
2021-04-22,Marist,27.0
2021-04-22,Marquette,26.8
2021-04-22,Wagner,26.5
2021-04-22,Sacred Heart,26.3
2021-04-22,Cleveland St.,26.25
2021-04-22,St. John's,26.22
2021-04-22,NJIT,26.0
2021-04-22,VMI,25.89
2021-04-22,Villanova,25.13
2021-04-22,Holy Cross,24.67
2021-04-22,St. Bonaventure,23.57
2021-04-22,Bellarmine,23.08
2021-04-22,Manhattan,22.57
2021-04-22,Merrimack,32.78
2021-04-20,Lehigh,44.0
2021-04-20,Virginia,44.0
2021-04-20,UAlbany,37.22
2021-04-20,Saint Joseph's,36.78
2021-04-20,Vermont,36.5
2021-04-20,Notre Dame,36.0
2021-04-20,Stony Brook,36.0
2021-04-20,Navy,35.33
2021-04-20,North Carolina,35.27
2021-04-20,Georgetown,35.2
2021-04-20,Loyola Maryland,35.2
2021-04-20,Monmouth,35.17
2021-04-20,Bryant,34.88
2021-04-20,Bucknell,34.43
2021-04-20,Drexel,34.13
2021-04-20,Robert Morris,34.09
2021-04-20,LIU,33.38
2021-04-20,Delaware,33.3
2021-04-20,Detroit Mercy,33.17
2021-04-20,Massachusetts,33.0
2021-04-20,Denver,32.83
2021-04-20,Hofstra,32.7
2021-04-20,Duke,32.67
2021-04-20,Army West Point,32.5
2021-04-20,Maryland,32.44
2021-04-20,Penn St.,31.89
2021-04-20,Syracuse,31.89
2021-04-20,Binghamton,31.71
2021-04-20,Boston U.,31.22
2021-04-20,Quinnipiac,31.14
2021-04-20,UMass Lowell,30.88
2021-04-20,Hobart,30.8
2021-04-20,Mercer,30.6
2021-04-20,Fairfield,30.56
2021-04-20,Jacksonville,30.36
2021-04-20,Siena,30.17
2021-04-20,Rutgers,30.11
