Date,Team,Groundballs per Game
2021-04-20,Ohio St.,30.0
2021-04-20,Hartford,29.86
2021-04-20,High Point,29.78
2021-04-20,Richmond,29.78
2021-04-20,Lafayette,29.33
2021-04-20,Mount St. Mary's,29.33
2021-04-20,Providence,29.0
2021-04-20,Utah,29.0
2021-04-20,Canisius,28.86
2021-04-20,Michigan,28.56
2021-04-20,Air Force,28.5
2021-04-20,Johns Hopkins,28.44
2021-04-20,Colgate,28.29
2021-04-20,Towson,27.17
2021-04-20,UMBC,27.13
2021-04-20,Marist,27.0
2021-04-20,Marquette,26.8
2021-04-20,Wagner,26.5
2021-04-20,Sacred Heart,26.3
2021-04-20,Cleveland St.,26.25
2021-04-20,St. John's,26.22
2021-04-20,NJIT,26.0
2021-04-20,VMI,25.89
2021-04-20,Villanova,25.13
2021-04-20,Holy Cross,24.67
2021-04-20,St. Bonaventure,23.57
2021-04-20,Bellarmine,23.08
2021-04-20,Manhattan,22.57
2021-04-20,Merrimack,32.78
2021-04-18,Lehigh,44.0
2021-04-18,Virginia,43.69
2021-04-18,UAlbany,37.22
2021-04-18,Saint Joseph's,36.78
2021-04-18,Vermont,36.5
2021-04-18,Notre Dame,36.0
2021-04-18,Stony Brook,36.0
2021-04-18,Navy,35.33
2021-04-18,North Carolina,35.27
2021-04-18,Georgetown,35.2
2021-04-18,Loyola Maryland,35.2
2021-04-18,Monmouth,35.17
2021-04-18,Bryant,34.88
2021-04-18,Bucknell,34.43
2021-04-18,Drexel,34.13
2021-04-18,Robert Morris,34.09
2021-04-18,LIU,33.38
2021-04-18,Delaware,33.3
2021-04-18,Detroit Mercy,33.17
2021-04-18,Massachusetts,33.0
2021-04-18,Denver,32.83
2021-04-18,Hofstra,32.7
2021-04-18,Duke,32.67
2021-04-18,Army West Point,32.5
2021-04-18,Maryland,32.44
2021-04-18,Marist,32.0
2021-04-18,Penn St.,31.89
2021-04-18,Syracuse,31.89
2021-04-18,Binghamton,31.71
2021-04-18,Boston U.,31.22
2021-04-18,UMass Lowell,30.88
2021-04-18,Hobart,30.8
2021-04-18,Mercer,30.6
2021-04-18,Fairfield,30.56
2021-04-18,Jacksonville,30.36
2021-04-18,Siena,30.17
2021-04-18,Rutgers,30.11
2021-04-18,Ohio St.,30.0
2021-04-18,Hartford,29.86
2021-04-18,Quinnipiac,29.83
2021-04-18,High Point,29.78
2021-04-18,Richmond,29.67
2021-04-18,Lafayette,29.33
2021-04-18,Mount St. Mary's,29.33
2021-04-18,Providence,29.0
2021-04-18,Utah,29.0
2021-04-18,Canisius,28.86
2021-04-18,Michigan,28.56
2021-04-18,Air Force,28.5
2021-04-18,Johns Hopkins,28.44
2021-04-18,Colgate,28.29
2021-04-18,Towson,27.17
2021-04-18,UMBC,27.13
2021-04-18,Marquette,26.8
2021-04-18,Wagner,26.5
2021-04-18,Sacred Heart,26.3
2021-04-18,Cleveland St.,26.25
2021-04-18,St. John's,26.22
2021-04-18,NJIT,26.0
2021-04-18,VMI,25.89
2021-04-18,Villanova,25.25
2021-04-18,Holy Cross,24.67
2021-04-18,St. Bonaventure,23.57
2021-04-18,Bellarmine,23.08
2021-04-18,Manhattan,22.57
2021-04-18,Merrimack,32.78
2021-04-17,Lehigh,44.57
2021-04-17,Virginia,43.69
2021-04-17,UAlbany,37.22
2021-04-17,Saint Joseph's,36.78
2021-04-17,Vermont,36.5
2021-04-17,Notre Dame,36.0
2021-04-17,Stony Brook,36.0
2021-04-17,North Carolina,35.36
2021-04-17,Navy,35.33
2021-04-17,Georgetown,35.2
2021-04-17,Loyola Maryland,35.2
2021-04-17,Monmouth,35.17
2021-04-17,Bryant,34.88
2021-04-17,Bucknell,34.43
2021-04-17,Drexel,34.13
2021-04-17,Robert Morris,34.09
2021-04-17,LIU,33.38
2021-04-17,Delaware,33.3
2021-04-17,Detroit Mercy,33.17
2021-04-17,Massachusetts,33.0
2021-04-17,Denver,32.83
2021-04-17,Hofstra,32.7
2021-04-17,Duke,32.67
2021-04-17,Army West Point,32.5
2021-04-17,Maryland,32.25
2021-04-17,Marist,32.0
2021-04-17,Penn St.,31.89
2021-04-17,Binghamton,31.71
2021-04-17,Syracuse,31.67
2021-04-17,Boston U.,31.22
2021-04-17,UMass Lowell,30.88
2021-04-17,Hobart,30.8
2021-04-17,Mercer,30.6
2021-04-17,Fairfield,30.56
2021-04-17,Jacksonville,30.36
2021-04-17,Siena,30.17
2021-04-17,Rutgers,30.11
2021-04-17,Hartford,29.86
2021-04-17,Quinnipiac,29.83
2021-04-17,High Point,29.78
2021-04-17,Richmond,29.67
2021-04-17,Ohio St.,29.38
2021-04-17,Mount St. Mary's,29.33
2021-04-17,Lafayette,29.13
2021-04-17,Providence,29.0
2021-04-17,Utah,29.0
2021-04-17,Canisius,28.86
2021-04-17,Michigan,28.56
2021-04-17,Air Force,28.5
2021-04-17,Johns Hopkins,28.44
2021-04-17,Colgate,28.29
2021-04-17,Towson,27.17
2021-04-17,UMBC,27.13
2021-04-17,Marquette,26.8
2021-04-17,Wagner,26.5
2021-04-17,Sacred Heart,26.3
2021-04-17,Cleveland St.,26.25
2021-04-17,St. John's,26.22
2021-04-17,NJIT,26.0
2021-04-17,VMI,25.89
2021-04-17,Villanova,25.25
2021-04-17,Holy Cross,24.67
2021-04-17,St. Bonaventure,23.57
2021-04-17,Bellarmine,23.08
2021-04-17,Manhattan,22.57
2021-04-17,Merrimack,32.78
2021-04-16,Virginia,42.75
2021-04-16,Lehigh,38.14
2021-04-16,UAlbany,37.22
2021-04-16,Vermont,36.5
2021-04-16,Bryant,36.14
2021-04-16,Georgetown,36.11
2021-04-16,Notre Dame,36.0
2021-04-16,Stony Brook,36.0
2021-04-16,Monmouth,35.17
2021-04-16,Saint Joseph's,34.88
2021-04-16,Navy,34.6
2021-04-16,North Carolina,34.6
2021-04-16,Bucknell,34.43
2021-04-16,Loyola Maryland,34.11
2021-04-16,Robert Morris,34.09
2021-04-16,Delaware,33.78
2021-04-16,Detroit Mercy,33.17
2021-04-16,Denver,33.09
2021-04-16,LIU,33.0
2021-04-16,Drexel,32.71
2021-04-16,Duke,32.67
2021-04-16,Hofstra,32.67
2021-04-16,Massachusetts,32.67
2021-04-16,Maryland,32.25
2021-04-16,UMass Lowell,32.14
2021-04-16,Fairfield,32.0
2021-04-16,Marist,32.0
2021-04-16,Penn St.,31.89
2021-04-16,Syracuse,31.75
2021-04-16,Binghamton,31.71
2021-04-16,Army West Point,31.29
2021-04-16,Jacksonville,31.2
2021-04-16,Boston U.,31.0
2021-04-16,Mercer,31.0
2021-04-16,Hobart,30.8
2021-04-16,Canisius,30.5
2021-04-16,High Point,30.13
2021-04-16,Rutgers,30.13
2021-04-16,Quinnipiac,30.0
2021-04-16,Hartford,29.83
2021-04-16,Richmond,29.75
2021-04-16,Ohio St.,29.38
2021-04-16,Johns Hopkins,29.25
2021-04-16,Lafayette,29.13
2021-04-16,Providence,28.8
2021-04-16,Mount St. Mary's,28.64
2021-04-16,Utah,28.63
2021-04-16,Michigan,28.56
2021-04-16,Colgate,28.29
2021-04-16,Siena,27.4
2021-04-16,Towson,27.36
2021-04-16,Air Force,27.33
2021-04-16,UMBC,27.14
2021-04-16,Marquette,27.11
2021-04-16,VMI,26.75
2021-04-16,Cleveland St.,26.71
2021-04-16,Sacred Heart,26.67
2021-04-16,Wagner,26.5
2021-04-16,NJIT,25.75
2021-04-16,St. John's,25.25
2021-04-16,Holy Cross,24.67
2021-04-16,St. Bonaventure,23.57
2021-04-16,Villanova,23.29
2021-04-16,Bellarmine,22.83
2021-04-16,Manhattan,20.67
2021-04-16,Merrimack,33.0
2021-04-15,Lehigh,44.5
2021-04-15,Virginia,42.75
2021-04-15,UAlbany,37.22
2021-04-15,Vermont,36.5
2021-04-15,Bryant,36.14
2021-04-15,Georgetown,36.11
2021-04-15,Notre Dame,36.0
2021-04-15,Bucknell,35.33
2021-04-15,Monmouth,35.17
2021-04-15,Stony Brook,35.0
2021-04-15,Saint Joseph's,34.88
2021-04-15,Navy,34.6
2021-04-15,North Carolina,34.6
2021-04-15,Loyola Maryland,34.11
2021-04-15,Delaware,33.78
2021-04-15,Robert Morris,33.5
2021-04-15,Detroit Mercy,33.17
2021-04-15,Denver,33.09
2021-04-15,LIU,33.0
2021-04-15,Drexel,32.71
2021-04-15,Duke,32.67
2021-04-15,Hofstra,32.67
2021-04-15,Massachusetts,32.67
2021-04-15,Maryland,32.25
2021-04-15,UMass Lowell,32.14
2021-04-15,Fairfield,32.0
2021-04-15,Marist,32.0
2021-04-15,Penn St.,31.88
2021-04-15,Syracuse,31.75
2021-04-15,Binghamton,31.33
2021-04-15,Army West Point,31.29
2021-04-15,Jacksonville,31.2
2021-04-15,Boston U.,31.0
2021-04-15,Mercer,31.0
2021-04-15,Hobart,30.8
2021-04-15,Canisius,30.5
2021-04-15,High Point,30.13
2021-04-15,Rutgers,30.13
2021-04-15,Quinnipiac,30.0
2021-04-15,Hartford,29.83
2021-04-15,Richmond,29.75
2021-04-15,Lafayette,29.57
2021-04-15,Ohio St.,29.38
2021-04-15,Johns Hopkins,29.25
2021-04-15,Providence,28.8
2021-04-15,Mount St. Mary's,28.64
2021-04-15,Utah,28.63
2021-04-15,Michigan,28.5
2021-04-15,Colgate,28.29
2021-04-15,Siena,27.4
2021-04-15,Towson,27.36
2021-04-15,Air Force,27.33
2021-04-15,UMBC,27.14
2021-04-15,Marquette,27.11
2021-04-15,VMI,26.75
2021-04-15,Cleveland St.,26.71
2021-04-15,Sacred Heart,26.67
2021-04-15,Wagner,26.5
2021-04-15,NJIT,25.75
2021-04-15,St. John's,25.25
2021-04-15,Holy Cross,24.67
2021-04-15,St. Bonaventure,23.57
2021-04-15,Villanova,23.29
2021-04-15,Bellarmine,22.83
2021-04-15,Manhattan,20.67
2021-04-15,Merrimack,33.0
2021-04-14,Lehigh,44.5
2021-04-14,Virginia,42.82
2021-04-14,UAlbany,37.22
2021-04-14,Vermont,36.5
2021-04-14,Bryant,36.14
2021-04-14,Georgetown,36.11
2021-04-14,Notre Dame,36.0
2021-04-14,Bucknell,35.33
2021-04-14,Monmouth,35.17
2021-04-14,Stony Brook,35.0
2021-04-14,Saint Joseph's,34.88
2021-04-14,Navy,34.6
2021-04-14,North Carolina,34.6
2021-04-14,Loyola Maryland,34.11
2021-04-14,Delaware,33.78
2021-04-14,Robert Morris,33.5
2021-04-14,Duke,33.36
2021-04-14,Detroit Mercy,33.17
2021-04-14,Denver,33.09
2021-04-14,LIU,33.0
2021-04-14,Drexel,32.71
2021-04-14,Hofstra,32.67
2021-04-14,Massachusetts,32.67
2021-04-14,Maryland,32.25
2021-04-14,UMass Lowell,32.14
2021-04-14,Fairfield,32.0
2021-04-14,Marist,32.0
2021-04-14,Penn St.,31.88
2021-04-14,Syracuse,31.75
2021-04-14,Binghamton,31.33
2021-04-14,Army West Point,31.29
2021-04-14,Jacksonville,31.2
2021-04-14,Boston U.,31.0
2021-04-14,Mercer,31.0
2021-04-14,Hobart,30.8
2021-04-14,Canisius,30.5
2021-04-14,High Point,30.13
2021-04-14,Rutgers,30.13
2021-04-14,Quinnipiac,30.0
2021-04-14,Hartford,29.83
2021-04-14,Richmond,29.75
2021-04-14,Lafayette,29.57
2021-04-14,Ohio St.,29.38
2021-04-14,Johns Hopkins,29.25
2021-04-14,Providence,28.8
2021-04-14,Mount St. Mary's,28.64
2021-04-14,Utah,28.63
2021-04-14,Michigan,28.5
2021-04-14,Colgate,28.29
2021-04-14,Siena,27.4
2021-04-14,Towson,27.36
2021-04-14,Air Force,27.33
2021-04-14,UMBC,27.14
2021-04-14,Marquette,27.11
2021-04-14,VMI,26.75
2021-04-14,Cleveland St.,26.71
2021-04-14,Sacred Heart,26.67
2021-04-14,Wagner,26.5
2021-04-14,NJIT,25.75
2021-04-14,St. John's,25.25
2021-04-14,Holy Cross,24.67
2021-04-14,St. Bonaventure,23.57
2021-04-14,Villanova,23.29
2021-04-14,Bellarmine,22.83
2021-04-14,Manhattan,20.67
2021-04-14,Merrimack,33.0
2021-04-13,Lehigh,44.5
2021-04-13,Virginia,42.82
2021-04-13,UAlbany,37.22
2021-04-13,Vermont,36.5
2021-04-13,Bryant,36.14
2021-04-13,Georgetown,36.11
2021-04-13,Notre Dame,36.0
2021-04-13,Bucknell,35.33
2021-04-13,Monmouth,35.17
2021-04-13,Stony Brook,35.0
2021-04-13,Saint Joseph's,34.88
2021-04-13,Navy,34.6
2021-04-13,North Carolina,34.6
2021-04-13,Loyola Maryland,34.11
2021-04-13,Delaware,33.78
2021-04-13,Robert Morris,33.5
2021-04-13,Duke,33.36
2021-04-13,Detroit Mercy,33.17
2021-04-13,Denver,33.09
2021-04-13,LIU,33.0
2021-04-13,Drexel,32.71
2021-04-13,Hofstra,32.67
2021-04-13,Massachusetts,32.67
2021-04-13,Maryland,32.25
2021-04-13,UMass Lowell,32.14
2021-04-13,Fairfield,32.0
2021-04-13,Marist,32.0
2021-04-13,Penn St.,31.88
2021-04-13,Syracuse,31.75
2021-04-13,Binghamton,31.33
2021-04-13,Army West Point,31.29
2021-04-13,Jacksonville,31.2
2021-04-13,Boston U.,31.0
2021-04-13,Mercer,31.0
2021-04-13,Hobart,30.8
2021-04-13,Canisius,30.5
2021-04-13,High Point,30.13
2021-04-13,Rutgers,30.13
2021-04-13,Quinnipiac,30.0
2021-04-13,Hartford,29.83
2021-04-13,Richmond,29.75
2021-04-13,Lafayette,29.57
2021-04-13,Ohio St.,29.38
2021-04-13,Johns Hopkins,29.25
2021-04-13,Providence,28.8
2021-04-13,Utah,28.63
2021-04-13,Michigan,28.5
2021-04-13,Mount St. Mary's,28.5
2021-04-13,Colgate,28.29
2021-04-13,Siena,27.4
2021-04-13,Towson,27.36
2021-04-13,Air Force,27.33
2021-04-13,UMBC,27.14
2021-04-13,VMI,26.75
2021-04-13,Cleveland St.,26.71
2021-04-13,Wagner,26.5
2021-04-13,Marquette,26.0
2021-04-13,NJIT,25.75
2021-04-13,St. John's,25.43
2021-04-13,Sacred Heart,25.38
2021-04-13,Holy Cross,24.67
2021-04-13,St. Bonaventure,23.57
2021-04-13,Villanova,23.29
2021-04-13,Bellarmine,22.83
2021-04-13,Manhattan,20.67
2021-04-13,Merrimack,33.0
2021-04-11,Lehigh,44.5
2021-04-11,Virginia,42.82
2021-04-11,UAlbany,37.22
2021-04-11,Bryant,36.14
2021-04-11,Georgetown,36.11
2021-04-11,Notre Dame,36.0
2021-04-11,Bucknell,35.33
2021-04-11,Monmouth,35.17
2021-04-11,Stony Brook,35.0
2021-04-11,Saint Joseph's,34.88
2021-04-11,Vermont,34.88
2021-04-11,Navy,34.6
2021-04-11,North Carolina,34.6
2021-04-11,Loyola Maryland,34.11
2021-04-11,Delaware,33.78
2021-04-11,Robert Morris,33.5
2021-04-11,Duke,33.36
2021-04-11,Detroit Mercy,33.17
2021-04-11,Denver,33.09
2021-04-11,LIU,33.0
2021-04-11,Drexel,32.71
2021-04-11,Massachusetts,32.67
2021-04-11,Hofstra,32.38
2021-04-11,Maryland,32.25
2021-04-11,Fairfield,32.0
2021-04-11,Marist,32.0
2021-04-11,Penn St.,31.88
2021-04-11,Syracuse,31.75
2021-04-11,UMass Lowell,31.43
2021-04-11,Binghamton,31.33
2021-04-11,Army West Point,31.29
2021-04-11,Jacksonville,31.2
2021-04-11,Boston U.,31.0
2021-04-11,Mercer,31.0
2021-04-11,Hobart,30.8
2021-04-11,Canisius,30.5
2021-04-11,High Point,30.13
2021-04-11,Rutgers,30.13
2021-04-11,Quinnipiac,30.0
2021-04-11,Hartford,29.83
2021-04-11,Richmond,29.75
2021-04-11,Lafayette,29.57
2021-04-11,Ohio St.,29.38
2021-04-11,Johns Hopkins,29.25
2021-04-11,Providence,28.8
2021-04-11,Utah,28.63
2021-04-11,Michigan,28.5
2021-04-11,Mount St. Mary's,28.5
2021-04-11,Colgate,28.29
2021-04-11,Towson,28.0
2021-04-11,Siena,27.4
2021-04-11,Air Force,27.33
2021-04-11,UMBC,27.14
2021-04-11,VMI,26.75
2021-04-11,Cleveland St.,26.71
2021-04-11,Wagner,26.5
2021-04-11,Marquette,26.0
2021-04-11,NJIT,25.75
2021-04-11,St. John's,25.43
2021-04-11,Sacred Heart,25.38
2021-04-11,Holy Cross,24.67
2021-04-11,St. Bonaventure,23.57
2021-04-11,Villanova,23.29
2021-04-11,Bellarmine,22.83
2021-04-11,Manhattan,20.67
2021-04-11,Merrimack,33.0
2021-04-10,Lehigh,44.5
2021-04-10,Virginia,42.82
2021-04-10,UAlbany,37.25
2021-04-10,Bryant,36.14
2021-04-10,Georgetown,36.11
2021-04-10,Notre Dame,36.0
2021-04-10,Bucknell,35.33
2021-04-10,Monmouth,35.17
2021-04-10,Stony Brook,35.0
2021-04-10,Saint Joseph's,34.88
2021-04-10,Vermont,34.88
2021-04-10,Navy,34.6
2021-04-10,North Carolina,34.6
2021-04-10,Loyola Maryland,34.11
2021-04-10,Delaware,33.78
2021-04-10,Robert Morris,33.5
2021-04-10,Duke,33.36
2021-04-10,Detroit Mercy,33.17
2021-04-10,Denver,33.09
2021-04-10,LIU,33.0
2021-04-10,Drexel,32.71
2021-04-10,Massachusetts,32.67
2021-04-10,Hofstra,32.38
2021-04-10,Maryland,32.25
2021-04-10,Fairfield,32.0
2021-04-10,Marist,32.0
2021-04-10,Penn St.,31.88
2021-04-10,Syracuse,31.75
2021-04-10,Canisius,31.6
2021-04-10,UMass Lowell,31.43
2021-04-10,Binghamton,31.33
2021-04-10,Army West Point,31.29
2021-04-10,Jacksonville,31.2
2021-04-10,Boston U.,31.0
2021-04-10,Mercer,31.0
2021-04-10,Hobart,30.8
2021-04-10,High Point,30.13
2021-04-10,Rutgers,30.13
2021-04-10,Quinnipiac,30.0
2021-04-10,Hartford,29.83
2021-04-10,Richmond,29.75
2021-04-10,Lafayette,29.57
2021-04-10,Ohio St.,29.38
2021-04-10,Johns Hopkins,29.25
2021-04-10,Providence,28.8
2021-04-10,Utah,28.63
2021-04-10,Michigan,28.5
2021-04-10,Mount St. Mary's,28.5
2021-04-10,Colgate,28.29
2021-04-10,Towson,28.0
2021-04-10,Siena,27.4
2021-04-10,Air Force,27.33
2021-04-10,VMI,26.75
2021-04-10,Cleveland St.,26.71
2021-04-10,Wagner,26.5
2021-04-10,UMBC,26.17
2021-04-10,Marquette,26.0
2021-04-10,NJIT,25.75
2021-04-10,St. John's,25.43
2021-04-10,Sacred Heart,25.38
2021-04-10,Holy Cross,24.67
2021-04-10,Villanova,23.29
2021-04-10,Bellarmine,22.83
2021-04-10,St. Bonaventure,22.5
2021-04-10,Manhattan,20.67
2021-04-10,Merrimack,33.0
2021-04-09,Lehigh,45.0
2021-04-09,Virginia,43.5
2021-04-09,Notre Dame,38.33
2021-04-09,Vermont,37.43
2021-04-09,UAlbany,37.25
2021-04-09,Georgetown,37.13
2021-04-09,Navy,37.0
2021-04-09,Bryant,36.14
2021-04-09,Saint Joseph's,36.0
2021-04-09,Stony Brook,35.78
2021-04-09,Monmouth,35.17
2021-04-09,UMass Lowell,34.83
2021-04-09,North Carolina,34.33
2021-04-09,Duke,34.2
2021-04-09,Bucknell,33.8
2021-04-09,Delaware,33.63
2021-04-09,Loyola Maryland,33.5
2021-04-09,Maryland,33.29
2021-04-09,Detroit Mercy,33.17
2021-04-09,LIU,33.0
2021-04-09,Robert Morris,33.0
2021-04-09,Denver,32.8
2021-04-09,Massachusetts,32.67
2021-04-09,Drexel,32.5
2021-04-09,Hofstra,32.38
2021-04-09,Boston U.,32.29
2021-04-09,Army West Point,32.17
2021-04-09,Marist,32.0
2021-04-09,Syracuse,31.75
2021-04-09,Canisius,31.6
2021-04-09,Fairfield,31.29
2021-04-09,Mercer,31.0
2021-04-09,Jacksonville,30.89
2021-04-09,Penn St.,30.86
2021-04-09,Lafayette,30.67
2021-04-09,Binghamton,30.6
2021-04-09,Hobart,30.5
2021-04-09,High Point,30.13
2021-04-09,Richmond,29.75
2021-04-09,Ohio St.,29.29
2021-04-09,Johns Hopkins,29.0
2021-04-09,Michigan,28.86
2021-04-09,Hartford,28.8
2021-04-09,Mount St. Mary's,28.78
2021-04-09,Colgate,28.67
2021-04-09,Utah,28.63
2021-04-09,Quinnipiac,28.25
2021-04-09,Providence,27.89
2021-04-09,Towson,27.78
2021-04-09,Rutgers,27.57
2021-04-09,Siena,27.4
2021-04-09,Air Force,27.25
2021-04-09,Cleveland St.,27.0
2021-04-09,VMI,26.86
2021-04-09,St. John's,26.83
2021-04-09,Marquette,26.71
2021-04-09,Wagner,26.5
2021-04-09,UMBC,26.17
2021-04-09,Sacred Heart,25.38
2021-04-09,NJIT,25.0
2021-04-09,Holy Cross,24.67
2021-04-09,Villanova,22.67
2021-04-09,St. Bonaventure,22.5
2021-04-09,Bellarmine,22.45
2021-04-09,Manhattan,21.6
2021-04-09,Merrimack,33.43
2021-04-08,Lehigh,45.0
2021-04-08,Virginia,43.5
2021-04-08,Notre Dame,38.33
2021-04-08,Vermont,37.43
2021-04-08,UAlbany,37.25
2021-04-08,Georgetown,37.13
2021-04-08,Monmouth,37.0
2021-04-08,Navy,37.0
2021-04-08,Bryant,36.14
2021-04-08,Saint Joseph's,36.0
2021-04-08,Stony Brook,35.78
2021-04-08,UMass Lowell,34.83
2021-04-08,North Carolina,34.33
2021-04-08,Duke,34.2
2021-04-08,Bucknell,33.8
2021-04-08,Delaware,33.63
2021-04-08,Massachusetts,33.6
2021-04-08,Loyola Maryland,33.5
2021-04-08,Maryland,33.29
2021-04-08,LIU,33.0
2021-04-08,Robert Morris,33.0
2021-04-08,Denver,32.8
2021-04-08,Detroit Mercy,32.6
2021-04-08,Drexel,32.5
2021-04-08,Boston U.,32.29
2021-04-08,Army West Point,32.17
2021-04-08,Marist,32.0
2021-04-08,Syracuse,31.75
2021-04-08,Hofstra,31.71
2021-04-08,Canisius,31.6
2021-04-08,Fairfield,31.29
2021-04-08,Mercer,31.0
2021-04-08,Jacksonville,30.89
2021-04-08,Penn St.,30.86
2021-04-08,Lafayette,30.67
2021-04-08,Binghamton,30.6
2021-04-08,Hobart,30.5
2021-04-08,High Point,30.13
2021-04-08,Richmond,29.75
2021-04-08,Ohio St.,29.29
2021-04-08,Johns Hopkins,29.0
2021-04-08,Michigan,28.86
2021-04-08,Hartford,28.8
2021-04-08,Mount St. Mary's,28.78
2021-04-08,Colgate,28.67
2021-04-08,Utah,28.63
2021-04-08,Quinnipiac,28.25
2021-04-08,Providence,27.89
2021-04-08,Towson,27.78
2021-04-08,Rutgers,27.57
2021-04-08,Siena,27.4
2021-04-08,Air Force,27.25
2021-04-08,Cleveland St.,27.0
2021-04-08,VMI,26.86
2021-04-08,St. John's,26.83
2021-04-08,Marquette,26.71
2021-04-08,Wagner,26.5
2021-04-08,UMBC,26.17
2021-04-08,Sacred Heart,25.38
2021-04-08,NJIT,25.0
2021-04-08,Holy Cross,24.67
2021-04-08,Villanova,22.67
2021-04-08,St. Bonaventure,22.5
2021-04-08,Bellarmine,22.45
2021-04-08,Manhattan,21.6
2021-04-08,Merrimack,33.43
2021-04-07,Lehigh,45.0
2021-04-07,Virginia,43.5
2021-04-07,UAlbany,39.0
2021-04-07,Notre Dame,38.33
2021-04-07,Vermont,37.43
2021-04-07,Georgetown,37.13
2021-04-07,Monmouth,37.0
2021-04-07,Navy,37.0
2021-04-07,Bryant,36.14
2021-04-07,Saint Joseph's,36.0
2021-04-07,Stony Brook,35.78
2021-04-07,UMass Lowell,34.83
2021-04-07,North Carolina,34.33
2021-04-07,Duke,34.2
2021-04-07,Bucknell,33.8
2021-04-07,Delaware,33.63
2021-04-07,Massachusetts,33.6
2021-04-07,Loyola Maryland,33.5
2021-04-07,Maryland,33.29
2021-04-07,LIU,33.0
2021-04-07,Robert Morris,33.0
2021-04-07,Denver,32.8
2021-04-07,Detroit Mercy,32.6
2021-04-07,Drexel,32.5
2021-04-07,Boston U.,32.29
2021-04-07,Army West Point,32.17
2021-04-07,Marist,32.0
2021-04-07,Hofstra,31.71
2021-04-07,Canisius,31.6
2021-04-07,Fairfield,31.29
2021-04-07,Mercer,31.0
2021-04-07,Jacksonville,30.89
2021-04-07,Penn St.,30.86
2021-04-07,Lafayette,30.67
2021-04-07,Binghamton,30.6
2021-04-07,Hobart,30.5
2021-04-07,Syracuse,30.29
2021-04-07,High Point,30.13
2021-04-07,Richmond,29.75
2021-04-07,Ohio St.,29.29
2021-04-07,Johns Hopkins,29.0
2021-04-07,Michigan,28.86
2021-04-07,Hartford,28.8
2021-04-07,Mount St. Mary's,28.78
2021-04-07,Colgate,28.67
2021-04-07,Utah,28.63
2021-04-07,Quinnipiac,28.25
2021-04-07,Providence,27.89
2021-04-07,Towson,27.78
2021-04-07,Rutgers,27.57
2021-04-07,Siena,27.4
2021-04-07,Air Force,27.25
2021-04-07,Cleveland St.,27.0
2021-04-07,VMI,26.86
2021-04-07,St. John's,26.83
2021-04-07,Marquette,26.71
2021-04-07,Wagner,26.5
2021-04-07,UMBC,26.17
2021-04-07,Sacred Heart,25.38
2021-04-07,NJIT,25.0
2021-04-07,Holy Cross,24.67
2021-04-07,Villanova,22.67
2021-04-07,St. Bonaventure,22.5
2021-04-07,Bellarmine,22.45
2021-04-07,Manhattan,21.6
2021-04-07,Merrimack,33.43
2021-04-04,Lehigh,45.0
2021-04-04,Virginia,43.5
2021-04-04,UAlbany,39.0
2021-04-04,Notre Dame,38.33
2021-04-04,Vermont,37.43
2021-04-04,Georgetown,37.13
2021-04-04,Monmouth,37.0
2021-04-04,Navy,37.0
2021-04-04,Bryant,36.14
2021-04-04,Saint Joseph's,36.0
2021-04-04,Stony Brook,35.78
2021-04-04,UMass Lowell,34.83
2021-04-04,North Carolina,34.33
2021-04-04,Duke,34.2
2021-04-04,Bucknell,33.8
2021-04-04,Delaware,33.63
2021-04-04,Massachusetts,33.6
2021-04-04,Loyola Maryland,33.5
2021-04-04,Maryland,33.29
2021-04-04,LIU,33.0
2021-04-04,Denver,32.8
2021-04-04,Detroit Mercy,32.6
2021-04-04,Drexel,32.5
2021-04-04,Boston U.,32.29
2021-04-04,Army West Point,32.17
2021-04-04,Marist,32.0
2021-04-04,Hofstra,31.71
2021-04-04,Fairfield,31.29
2021-04-04,Robert Morris,31.22
2021-04-04,Mercer,31.0
2021-04-04,Jacksonville,30.89
2021-04-04,Penn St.,30.86
2021-04-04,Lafayette,30.67
2021-04-04,Binghamton,30.6
2021-04-04,Hobart,30.5
2021-04-04,Siena,30.5
2021-04-04,Syracuse,30.29
2021-04-04,Canisius,30.25
2021-04-04,High Point,30.13
2021-04-04,Richmond,29.75
2021-04-04,Ohio St.,29.29
2021-04-04,Johns Hopkins,29.0
2021-04-04,Michigan,28.86
2021-04-04,Hartford,28.8
2021-04-04,Colgate,28.67
2021-04-04,Utah,28.63
2021-04-04,Providence,27.89
2021-04-04,Towson,27.78
2021-04-04,Mount St. Mary's,27.63
2021-04-04,Rutgers,27.57
2021-04-04,VMI,27.33
2021-04-04,Air Force,27.25
2021-04-04,Cleveland St.,27.0
2021-04-04,St. John's,26.83
2021-04-04,Marquette,26.71
2021-04-04,Wagner,26.5
2021-04-04,UMBC,26.17
2021-04-04,Quinnipiac,26.0
2021-04-04,Sacred Heart,25.38
2021-04-04,NJIT,25.0
2021-04-04,Holy Cross,24.67
2021-04-04,Villanova,22.67
2021-04-04,Bellarmine,22.45
2021-04-04,St. Bonaventure,21.8
2021-04-04,Manhattan,21.6
2021-04-04,Merrimack,33.43
2021-04-03,Lehigh,45.0
2021-04-03,Virginia,43.5
2021-04-03,UAlbany,39.0
2021-04-03,Notre Dame,38.33
2021-04-03,Vermont,37.43
2021-04-03,Georgetown,37.13
2021-04-03,Monmouth,37.0
