Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game,Team 1 RPI,Team 2 RPI,Team 1 Save Percent,Team 2 Save Percent,Team 1 Games Played,Team 2 Games Played,Team 1 Assists per Game Total,Team 1 Caused Turnovers per Game Total,Team 1 Clearing Percent Total,Team 1 Faceoff Percent Total,Team 1 Groundballs per Game Total,Team 1 Man Down Defense Percent Total,Team 1 Man Up Offense Percent Total,Team 1 Opponent Clear Percent Total,Team 1 Goals per Game Total,Team 1 Goals Allowed per Game Total,Team 1 Average Margin Total,Team 1 Shot Percent Total,Team 1 Turnovers per Game Total,Team 1 Save Percent Total,Team 1 RPI Total,Team 2 Assists per Game Total,Team 2 Caused Turnovers per Game Total,Team 2 Clearing Percent Total,Team 2 Faceoff Percent Total,Team 2 Groundballs per Game Total,Team 2 Man Down Defense Percent Total,Team 2 Man Up Offense Percent Total,Team 2 Opponent Clear Percent Total,Team 2 Goals per Game Total,Team 2 Goals Allowed per Game Total,Team 2 Average Margin Total,Team 2 Shot Percent Total,Team 2 Turnovers per Game Total,Team 2 Save Percent Total,Team 2 RPI Total,Team 1 Assists per Game RollingAvg_3,Team 1 Caused Turnovers per Game RollingAvg_3,Team 1 Clearing Percent RollingAvg_3,Team 1 Faceoff Percent RollingAvg_3,Team 1 Groundballs per Game RollingAvg_3,Team 1 Man Down Defense Percent RollingAvg_3,Team 1 Man Up Offense Percent RollingAvg_3,Team 1 Opponent Clear Percent RollingAvg_3,Team 1 Goals per Game RollingAvg_3,Team 1 Goals Allowed per Game RollingAvg_3,Team 1 Average Margin RollingAvg_3,Team 1 Shot Percent RollingAvg_3,Team 1 Turnovers per Game RollingAvg_3,Team 1 Save Percent RollingAvg_3,Team 1 RPI RollingAvg_3,Team 2 Assists per Game RollingAvg_3,Team 2 Caused Turnovers per Game RollingAvg_3,Team 2 Clearing Percent RollingAvg_3,Team 2 Faceoff Percent RollingAvg_3,Team 2 Groundballs per Game RollingAvg_3,Team 2 Man Down Defense Percent RollingAvg_3,Team 2 Man Up Offense Percent RollingAvg_3,Team 2 Opponent Clear Percent RollingAvg_3,Team 2 Goals per Game RollingAvg_3,Team 2 Goals Allowed per Game RollingAvg_3,Team 2 Average Margin RollingAvg_3,Team 2 Shot Percent RollingAvg_3,Team 2 Turnovers per Game RollingAvg_3,Team 2 Save Percent RollingAvg_3,Team 2 RPI RollingAvg_3
2020-03-06,2020,bellarmine,8.0,cleveland st.,9.0,cleveland st.,6.29,5.2,8.86,6.2,0.852,0.796,0.393,0.524,28.57,30.2,0.563,0.533,0.3,0.333,0.804,0.831,11.71,8.8,11.14,10.0,12.43,13.0,-0.71,-4.2,0.29,0.246,18.14,20.0,0.36608,0.412,0.4726347051336445,0.43478260869565216,7,5,44.03,62.019999999999996,5.9639999999999995,2.7510000000000003,199.99,3.941,2.1,5.628,81.97,87.00999999999999,-4.97,2.03,126.98,3.308442935935511,2.56256,26.0,31.0,3.9800000000000004,2.62,151.0,2.665,1.665,4.154999999999999,44.0,65.0,-21.0,1.23,100.0,2.1739130434782608,2.06,4.676666666666667,9.673333333333332,0.8453333333333332,0.2370000000000001,25.99666666666667,0.42433333333333323,0.3666666666666667,0.904,9.323333333333332,16.669999999999998,-7.323333333333333,0.26333333333333325,16.326666666666668,0.3498731355079155,0.5301066666666666,4.666666666666667,6.666666666666667,0.7840000000000001,0.5593333333333333,30.666666666666668,0.6663333333333333,0.44366666666666665,0.8849999999999998,8.333333333333334,12.666666666666666,-4.333333333333333,0.24533333333333332,20.666666666666668,0.46706192358366266,0.3325
2020-03-07,2020,denver,14.0,notre dame,11.0,denver,6.4,7.33,8.2,7.0,0.894,0.827,0.589,0.5,30.8,31.33,0.417,0.5,0.364,0.429,0.816,0.952,13.0,13.0,6.8,12.67,9.2,8.67,3.8,4.33,0.313,0.289,13.2,15.0,0.52542,0.56763,0.425,0.5937207122774133,5,3,32.0,41.0,4.47,2.945,154.0,2.085,1.8199999999999998,4.08,65.0,46.0,19.0,1.565,66.0,2.125,2.6271,21.990000000000002,21.0,2.481,1.5,93.99,1.5,1.287,2.856,39.0,26.009999999999998,12.99,0.867,45.0,1.78116213683224,1.70289,6.333333333333333,8.666666666666666,0.9019999999999998,0.6109999999999999,30.666666666666668,0.4283333333333333,0.4246666666666666,0.7986666666666666,13.0,8.0,5.0,0.3023333333333333,13.333333333333334,0.43806306306306303,0.44514666666666663,7.330000000000001,7.0,0.827,0.5,31.33,0.5,0.429,0.952,13.0,8.67,4.33,0.289,15.0,0.5937207122774133,0.56763
2020-03-07,2020,delaware,15.0,marist,14.0,delaware,6.8,7.8,10.8,10.2,0.905,0.794,0.434,0.606,29.4,30.8,0.682,0.857,0.412,0.542,0.879,0.877,11.2,13.0,11.4,11.4,8.2,10.4,3.0,2.6,0.249,0.32,13.8,16.8,0.53056,0.54776,0.5816326530612245,0.5229357798165137,5,5,34.0,54.0,4.525,2.17,147.0,3.41,2.06,4.395,56.0,41.0,15.0,1.245,69.0,2.9081632653061225,2.6528,39.0,51.0,3.97,3.03,154.0,4.285,2.71,4.385,65.0,52.0,13.0,1.6,84.0,2.614678899082569,2.7388000000000003,6.0,10.666666666666666,0.923,0.41999999999999993,27.666666666666668,0.7366666666666667,0.5913333333333334,0.9096666666666665,9.666666666666666,10.666666666666666,-1.0,0.2256666666666667,13.333333333333334,0.445578231292517,0.41204666666666667,9.0,9.666666666666666,0.7266666666666667,0.5753333333333333,33.0,0.9283333333333333,0.57,0.8816666666666665,14.0,11.666666666666666,2.3333333333333335,0.3366666666666667,18.0,0.5483273097951997,0.7046000000000001
2020-03-07,2020,ualbany,13.0,maryland,14.0,maryland,9.75,9.8,7.25,7.2,0.832,0.902,0.372,0.538,32.75,33.4,0.6,0.857,0.133,0.545,0.831,0.887,12.75,16.0,11.5,13.2,15.75,12.4,-3.0,3.6,0.34,0.317,17.0,17.6,0.58578,0.59392,0.42201834862385323,0.5156249999999999,4,6,39.0,29.0,3.328,1.488,131.0,2.4,0.532,3.324,51.0,63.0,-12.0,1.36,68.0,1.688073394495413,2.34312,58.800000000000004,43.2,5.412,3.228,200.39999999999998,5.1419999999999995,3.2700000000000005,5.322,96.0,74.4,21.6,1.9020000000000001,105.60000000000001,3.093749999999999,3.56352,10.333333333333334,7.0,0.8176666666666667,0.38133333333333336,33.0,0.4666666666666666,0.06633333333333334,0.8163333333333332,13.666666666666666,14.666666666666666,-1.0,0.36333333333333334,17.333333333333332,0.4272744648318043,0.6143733333333333,8.270000000000001,7.400000000000001,0.8869999999999999,0.5910000000000001,34.12999999999999,0.8139999999999997,0.37600000000000017,0.8690000000000001,14.0,11.47,2.5300000000000007,0.274,18.53,0.5073214285714283,0.33366999999999997
2020-03-07,2020,colgate,14.0,navy,16.0,navy,6.6,7.25,6.8,9.5,0.735,0.776,0.476,0.576,34.4,36.25,0.524,0.833,0.542,0.583,0.875,0.759,11.2,10.75,14.4,9.0,18.8,8.25,-7.6,2.5,0.279,0.309,21.4,18.75,0.51245,0.47922,0.4337349397590361,0.5217391304347826,5,5,33.0,34.0,3.675,2.38,172.0,2.62,2.71,4.375,56.0,94.0,-38.0,1.395,107.0,2.1686746987951806,2.5622499999999997,36.25,47.5,3.88,2.88,181.25,4.165,2.915,3.795,53.75,41.25,12.5,1.545,93.75,2.608695652173913,2.3960999999999997,8.0,5.666666666666667,0.7656666666666666,0.5346666666666666,34.333333333333336,0.6513333333333334,0.6253333333333333,0.8889999999999999,12.0,18.0,-6.0,0.29433333333333334,19.666666666666668,0.45423484984714974,0.4929699999999999,6.416666666666667,11.166666666666666,0.7639999999999999,0.4486666666666666,33.75,0.7216666666666667,0.6383333333333333,0.7863333333333333,8.583333333333334,11.416666666666666,-2.8333333333333335,0.2843333333333333,17.916666666666668,0.3895652173913044,0.24314666666666654
2020-03-07,2020,georgetown,16.0,towson,4.0,georgetown,10.4,4.6,9.0,5.6,0.92,0.876,0.682,0.323,42.2,23.0,0.769,0.375,0.75,0.429,0.78,0.895,16.6,7.6,11.2,13.2,6.8,13.6,9.8,-6.0,0.323,0.238,16.6,15.0,0.6359,0.37576,0.6222222222222222,0.49253731343283585,5,5,52.0,45.0,4.6000000000000005,3.41,211.0,3.845,3.75,3.9000000000000004,83.0,34.0,49.0,1.615,83.0,3.111111111111111,3.1795,23.0,28.0,4.38,1.615,115.0,1.875,2.145,4.475,38.0,68.0,-30.0,1.19,75.0,2.4626865671641793,1.8788,11.333333333333334,9.0,0.8820000000000002,0.6826666666666666,45.333333333333336,0.6150000000000001,0.85,0.7606666666666667,17.333333333333332,7.666666666666667,9.666666666666666,0.32966666666666666,18.666666666666668,0.6524216524216525,0.7265,5.0,6.0,0.8433333333333333,0.325,24.333333333333332,0.4916666666666667,0.5483333333333333,0.9203333333333332,7.0,14.0,-7.0,0.2373333333333333,16.666666666666668,0.5394140409065783,0.6054333333333334
2020-03-07,2020,fairfield,12.0,harvard,15.0,harvard,10.4,6.33,8.4,8.33,0.785,0.773,0.446,0.405,36.4,27.33,0.6,1.0,0.429,0.25,0.76,0.927,16.4,10.67,12.8,15.0,16.4,11.0,0.0,-0.33,0.363,0.36,14.6,16.33,0.5555,0.52708,0.4383561643835617,0.5769230769230769,5,3,52.0,42.0,3.9250000000000003,2.23,182.0,3.0,2.145,3.8,82.0,82.0,0.0,1.815,73.0,2.1917808219178085,2.7775,18.990000000000002,24.990000000000002,2.319,1.215,81.99,3.0,0.75,2.781,32.01,33.0,-0.99,1.08,48.989999999999995,1.7307692307692306,1.58124,9.666666666666666,8.666666666666666,0.8170000000000002,0.42533333333333334,36.0,0.4666666666666666,0.3443333333333333,0.7479999999999999,16.666666666666668,18.333333333333332,-1.6666666666666667,0.357,13.666666666666666,0.45523128846535643,0.4605533333333333,6.330000000000001,8.33,0.773,0.405,27.33,1.0,0.25,0.927,10.67,11.0,-0.33,0.36000000000000004,16.33,0.5769230769230769,0.52708
2020-03-07,2020,michigan,11.0,yale,17.0,yale,6.4,6.67,8.2,5.67,0.824,0.635,0.536,0.698,34.8,34.67,0.684,0.667,0.524,0.545,0.817,0.766,13.8,13.33,10.8,9.67,10.8,11.67,3.0,1.67,0.317,0.315,14.6,21.33,0.41927,0.71426,0.5,0.45313964386129335,5,3,32.0,41.0,4.12,2.68,174.0,3.4200000000000004,2.62,4.085,69.0,54.0,15.0,1.585,73.0,2.5,2.0963499999999997,20.009999999999998,17.009999999999998,1.905,2.094,104.01,2.0010000000000003,1.6350000000000002,2.298,39.99,35.01,5.01,0.9450000000000001,63.989999999999995,1.35941893158388,2.14278,6.0,9.0,0.8973333333333334,0.5013333333333334,36.0,0.47333333333333344,0.6306666666666667,0.7976666666666666,14.666666666666666,11.0,3.6666666666666665,0.3223333333333333,13.333333333333334,0.5,0.34461666666666657,6.669999999999999,5.669999999999999,0.635,0.698,34.67,0.6670000000000001,0.545,0.766,13.33,11.67,1.67,0.315,21.33,0.45313964386129335,0.71426
2020-03-07,2020,utah,10.0,mount st. mary's,11.0,mount st. mary's,8.4,4.17,7.2,8.0,0.864,0.857,0.574,0.504,33.8,28.67,0.6,0.611,0.316,0.333,0.906,0.887,13.4,7.83,12.0,10.67,11.0,11.67,2.4,-3.83,0.299,0.207,14.6,16.17,0.50856,0.41936,0.5217391304347826,0.4776186213070725,5,6,42.0,36.0,4.32,2.8699999999999997,169.0,3.0,1.58,4.53,67.0,55.0,12.0,1.4949999999999999,73.0,2.608695652173913,2.5428,25.02,48.0,5.1419999999999995,3.024,172.02,3.666,1.9980000000000002,5.322,46.980000000000004,70.02,-22.98,1.242,97.02000000000001,2.865711727842435,2.51616,7.333333333333333,3.3333333333333335,0.8453333333333335,0.6399999999999999,33.0,0.6666666666666666,0.36000000000000004,0.908,13.333333333333334,9.666666666666666,3.6666666666666665,0.29366666666666663,15.0,0.5566400473232771,0.48648666666666673,5.01,10.0,0.8229999999999998,0.41100000000000003,29.67,0.3049999999999999,0.08300000000000012,0.887,7.990000000000002,12.339999999999998,-4.33,0.219,18.340000000000003,0.45523724261414494,0.5140700000000001
2020-03-07,2020,high point,13.0,umbc,19.0,umbc,7.86,4.5,7.71,8.75,0.861,0.889,0.464,0.55,30.57,30.0,0.519,0.875,0.429,0.25,0.891,0.898,12.29,10.0,13.57,13.25,16.71,7.25,-4.43,2.75,0.309,0.253,18.14,14.75,0.48032,0.52552,0.44815059445178335,0.6463414634146342,7,4,55.02,53.97,6.027,3.248,213.99,3.633,3.003,6.237,86.03,116.97,-31.009999999999998,2.163,126.98,3.1370541611624834,3.3622400000000003,18.0,35.0,3.556,2.2,120.0,3.5,1.0,3.592,40.0,29.0,11.0,1.012,59.0,2.5853658536585367,2.10208,9.006666666666668,9.323333333333332,0.8890000000000001,0.46666666666666673,32.663333333333334,0.5790000000000001,0.4676666666666667,0.879,13.01,13.656666666666666,-0.6699999999999994,0.3263333333333333,17.993333333333336,0.4520107544507548,0.6066266666666668,4.666666666666667,8.666666666666666,0.9153333333333333,0.664,32.333333333333336,1.0,0.14533333333333331,0.8836666666666667,10.666666666666666,5.0,5.666666666666667,0.259,15.333333333333334,0.7012947907256851,0.5340266666666666
2020-03-07,2020,siena,9.0,st. john's,16.0,st. john's (ny),7.0,7.2,10.5,6.8,0.798,0.882,0.421,0.617,31.0,34.8,0.765,0.647,0.333,0.667,0.831,0.895,12.5,12.6,13.75,10.2,14.75,14.4,-2.25,-1.8,0.282,0.284,16.25,18.2,0.33785,0.40464,0.4824561403508772,0.41463414634146334,5,5,35.0,52.5,3.99,2.105,155.0,3.825,1.665,4.154999999999999,62.5,73.75,-11.25,1.41,81.25,2.412280701754386,1.68925,36.0,34.0,4.41,3.085,174.0,3.2350000000000003,3.335,4.475,63.0,72.0,-9.0,1.42,91.0,2.0731707317073167,2.0232,7.0,10.833333333333334,0.7873333333333333,0.4076666666666666,33.0,0.875,0.38833333333333336,0.8396666666666665,13.166666666666666,11.916666666666666,1.25,0.298,16.416666666666668,0.5155363533211138,0.27141666666666664,8.666666666666666,7.0,0.8913333333333334,0.5616666666666666,34.333333333333336,0.6616666666666667,0.7116666666666666,0.8816666666666665,13.666666666666666,14.0,-0.3333333333333333,0.324,19.666666666666668,0.4243902439024389,0.3410666666666667
2020-03-07,2020,bucknell,,boston u.,,boston u.,8.67,6.33,12.17,12.5,0.847,0.87,0.565,0.608,39.83,35.33,0.579,0.722,0.588,0.364,0.69,0.843,14.67,10.33,10.83,12.33,9.83,11.0,4.83,-0.67,0.293,0.277,15.5,21.5,0.56938,0.4762,0.5242013552758954,0.5285040720102873,6,6,52.019999999999996,73.02,5.082,3.3899999999999997,238.98,3.4739999999999998,3.5279999999999996,4.14,88.02,58.980000000000004,28.98,1.758,93.0,3.145208131655372,3.41628,37.980000000000004,75.0,5.22,3.6479999999999997,211.98,4.332,2.184,5.058,61.980000000000004,66.0,-4.0200000000000005,1.6620000000000001,129.0,3.1710244320617234,2.8572,10.339999999999998,14.009999999999998,0.844,0.5369999999999999,39.66,0.458,0.5089999999999998,0.6439999999999998,15.67,9.990000000000002,5.66,0.32,17.0,0.46271290763833745,0.47672000000000003,8.660000000000002,12.67,0.867,0.5379999999999998,37.33,0.569,0.328,0.816,13.33,12.67,0.6599999999999998,0.36800000000000005,23.0,0.4877560664582476,0.36907000000000006
2020-03-07,2020,dartmouth,8.0,vermont,9.0,vermont,7.0,5.33,9.0,8.67,0.862,0.892,0.549,0.394,34.0,26.0,0.455,1.0,0.25,0.375,0.86,0.786,12.67,11.33,12.67,13.33,8.0,8.33,4.67,3.0,0.376,0.309,15.67,14.67,0.62454,0.45537,0.6129656507014997,0.6154201292705448,3,3,21.0,27.0,2.586,1.6470000000000002,102.0,1.365,0.75,2.58,38.01,24.0,14.01,1.1280000000000001,47.01,1.8388969521044989,1.8736199999999998,15.99,26.009999999999998,2.676,1.182,78.0,3.0,1.125,2.358,33.99,24.990000000000002,9.0,0.927,44.01,1.8462603878116344,1.36611,7.0,9.0,0.862,0.549,34.0,0.455,0.25,0.86,12.67,8.0,4.67,0.37600000000000006,15.67,0.6129656507014997,0.62454,5.33,8.67,0.892,0.39399999999999996,26.0,1.0,0.375,0.786,11.33,8.33,3.0,0.309,14.67,0.6154201292705448,0.45537
2020-03-07,2020,holy cross,10.0,lehigh,15.0,lehigh,4.67,8.2,10.67,8.6,0.813,0.828,0.643,0.687,30.67,43.2,0.529,0.333,0.167,0.526,0.824,0.827,9.0,13.8,9.33,10.8,9.83,9.6,-0.83,4.2,0.23,0.333,18.33,19.2,0.61295,0.5515,0.4869519832985386,0.5294117647058825,6,5,28.02,64.02,4.878,3.858,184.02,3.1740000000000004,1.002,4.944,54.0,58.980000000000004,-4.9799999999999995,1.3800000000000001,109.97999999999999,2.921711899791232,3.6776999999999997,41.0,43.0,4.14,3.4350000000000005,216.0,1.665,2.63,4.135,69.0,48.0,21.0,1.665,96.0,2.647058823529412,2.7575,3.6700000000000004,10.339999999999998,0.755,0.645,30.010000000000005,0.7250000000000001,0.084,0.742,9.0,10.660000000000002,-1.66,0.227,20.99,0.45596074217286736,0.6842299999999999,9.333333333333334,9.0,0.8526666666666666,0.7550000000000002,42.666666666666664,0.15500000000000003,0.5059999999999999,0.8023333333333333,15.0,8.333333333333334,6.666666666666667,0.3443333333333333,18.0,0.5286114445778313,0.47472
2020-03-07,2020,richmond,17.0,vmi,4.0,richmond,7.83,4.0,8.83,9.0,0.917,0.836,0.426,0.431,28.17,28.0,0.714,0.5,0.526,0.125,0.836,0.857,12.0,9.33,13.5,10.33,11.67,11.33,0.33,-2.0,0.338,0.304,17.67,16.33,0.52942,0.28898,0.536352800953516,0.47691597414589104,6,3,46.980000000000004,52.980000000000004,5.502000000000001,2.556,169.02,4.284,3.156,5.016,72.0,70.02,1.98,2.028,106.02000000000001,3.2181168057210963,3.17652,12.0,27.0,2.508,1.293,84.0,1.5,0.375,2.5709999999999997,27.990000000000002,33.99,-6.0,0.9119999999999999,48.989999999999995,1.4307479224376731,0.86694,6.330000000000001,6.330000000000001,0.9630000000000002,0.37600000000000006,25.67,0.8569999999999999,0.608,0.8260000000000001,11.33,12.009999999999998,-0.67,0.311,16.010000000000005,0.5447889352403653,0.3633499999999999,4.0,9.0,0.836,0.431,28.0,0.5,0.125,0.8569999999999999,9.33,11.33,-2.0,0.304,16.33,0.47691597414589104,0.28898
2020-03-07,2020,hofstra,10.0,ohio st.,12.0,ohio st.,7.6,9.4,6.2,7.4,0.951,0.901,0.621,0.555,34.6,31.8,0.727,0.824,0.444,0.286,0.775,0.77,13.2,14.4,8.8,13.6,10.0,10.0,3.2,4.4,0.296,0.375,14.8,19.0,0.49983,0.63656,0.46808510638297873,0.5762711864406779,5,5,38.0,31.0,4.755,3.105,173.0,3.635,2.22,3.875,66.0,50.0,16.0,1.48,74.0,2.3404255319148937,2.49915,47.0,37.0,4.505,2.7750000000000004,159.0,4.12,1.43,3.85,72.0,50.0,22.0,1.875,95.0,2.8813559322033893,3.1828000000000003,6.333333333333333,6.333333333333333,0.9883333333333333,0.6056666666666667,35.333333333333336,0.6189999999999999,0.4440000000000001,0.8083333333333332,11.0,10.0,1.0,0.2313333333333333,13.666666666666666,0.48384554767533494,0.2636033333333334,6.333333333333333,5.666666666666667,0.8649999999999999,0.6536666666666667,31.0,0.84,0.22666666666666666,0.7906666666666666,12.666666666666666,12.333333333333334,0.3333333333333333,0.34833333333333333,19.0,0.5051674245556013,0.5609333333333334
2020-03-07,2020,syracuse,15.0,johns hopkins,9.0,syracuse,8.0,5.75,10.75,4.0,0.908,0.746,0.678,0.615,43.0,29.0,0.5,0.6,0.286,0.5,0.808,0.89,17.0,10.75,12.0,11.75,9.5,13.0,7.5,-2.25,0.316,0.247,12.75,14.25,0.65793,0.51118,0.5581395348837209,0.47474747474747475,4,4,32.0,43.0,3.632,2.712,172.0,2.0,1.144,3.232,68.0,38.0,30.0,1.264,51.0,2.2325581395348837,2.63172,23.0,16.0,2.984,2.46,116.0,2.4,2.0,3.56,43.0,52.0,-9.0,0.988,57.0,1.898989898989899,2.04472,7.0,10.0,0.8773333333333334,0.6903333333333334,42.333333333333336,0.5,0.21466666666666664,0.86,15.666666666666666,8.0,7.666666666666667,0.3136666666666667,13.666666666666666,0.590339892665474,0.7105733333333334,5.0,3.6666666666666665,0.7193333333333333,0.5636666666666666,24.666666666666668,0.5776666666666667,0.5,0.8533333333333334,9.333333333333334,15.0,-5.666666666666667,0.22066666666666665,14.0,0.42247031720715933,0.59824
2020-03-07,2020,quinnipiac,9.0,liu,13.0,liu,3.8,7.8,5.2,5.6,0.773,0.823,0.597,0.342,31.4,23.4,0.474,0.65,0.368,0.375,0.86,0.926,9.4,11.2,14.8,14.6,15.2,14.6,-5.8,-3.4,0.239,0.337,19.2,17.6,0.33022,0.27283,0.49333333333333335,0.5,5,5,19.0,26.0,3.865,2.985,157.0,2.37,1.8399999999999999,4.3,47.0,76.0,-29.0,1.1949999999999998,96.0,2.466666666666667,1.6511,39.0,28.0,4.115,1.7100000000000002,117.0,3.25,1.875,4.63,56.0,73.0,-17.0,1.685,88.0,2.5,1.36415,3.6666666666666665,4.666666666666667,0.8170000000000002,0.607,29.666666666666668,0.5233333333333333,0.37066666666666664,0.8553333333333333,9.666666666666666,15.333333333333334,-5.666666666666667,0.2316666666666666,16.666666666666668,0.5126984126984128,0.21703333333333333,8.0,5.0,0.8163333333333335,0.3086666666666667,21.333333333333332,0.5499999999999999,0.5296666666666666,0.9633333333333333,12.0,16.666666666666668,-4.666666666666667,0.3503333333333334,17.333333333333332,0.4559748427672956,0.37600999999999996
2020-03-07,2020,duke,13.0,loyola maryland,10.0,duke,9.0,7.0,8.0,9.8,0.897,0.916,0.576,0.702,35.5,33.4,0.765,0.875,0.286,0.409,0.857,0.752,15.17,11.8,8.33,11.4,11.67,7.8,3.5,4.0,0.365,0.241,17.17,14.8,0.50265,0.52104,0.4165,0.59375,6,5,54.0,48.0,5.382,3.4559999999999995,213.0,4.59,1.7159999999999997,5.1419999999999995,91.02,70.02,21.0,2.19,103.02000000000001,2.4989999999999997,3.0159000000000002,35.0,49.0,4.58,3.51,167.0,4.375,2.045,3.76,59.0,39.0,20.0,1.205,74.0,2.96875,2.6052,9.33,8.0,0.843,0.5239999999999999,36.67,0.6299999999999999,0.20799999999999988,0.8609999999999998,15.339999999999998,11.67,3.67,0.38899999999999996,18.010000000000005,0.3975863570391871,0.35252,7.666666666666667,11.333333333333334,0.9899999999999999,0.7759999999999999,36.0,0.7916666666666666,0.48166666666666663,0.7333333333333333,13.333333333333334,6.666666666666667,6.666666666666667,0.27366666666666667,14.666666666666666,0.5814200680272109,0.3684
2020-03-07,2020,providence,14.0,sacred heart,8.0,providence,6.6,5.6,7.8,7.6,0.833,0.78,0.333,0.412,32.0,29.6,0.933,0.526,0.571,0.438,0.883,0.838,11.0,10.0,13.0,14.6,8.0,14.2,3.0,-4.2,0.275,0.249,16.6,22.2,0.67444,0.46451,0.6190476190476191,0.5069444444444445,5,5,33.0,39.0,4.165,1.665,160.0,4.665,2.8549999999999995,4.415,55.0,40.0,15.0,1.375,83.0,3.0952380952380953,3.3722000000000003,28.0,38.0,3.9000000000000004,2.06,148.0,2.63,2.19,4.1899999999999995,50.0,71.0,-21.0,1.245,111.0,2.5347222222222228,2.3225499999999997,6.666666666666667,7.666666666666667,0.8476666666666667,0.359,33.333333333333336,0.8883333333333333,0.5516666666666665,0.879,12.333333333333334,10.333333333333334,2.0,0.30433333333333334,15.0,0.5525793650793651,0.6240666666666668,3.0,5.666666666666667,0.7813333333333334,0.3826666666666667,28.666666666666668,0.4766666666666666,0.34933333333333333,0.9006666666666665,8.333333333333334,15.333333333333334,-7.0,0.21633333333333338,21.666666666666668,0.46559706257982136,0.48251666666666654
2020-03-07,2020,stony brook,11.0,bryant,15.0,bryant,5.67,6.4,6.83,7.0,0.829,0.865,0.523,0.535,36.17,28.8,0.524,0.833,0.29,0.316,0.821,0.837,13.5,11.4,13.67,9.0,12.67,10.6,0.83,0.8,0.298,0.261,17.0,15.6,0.61611,0.56896,0.5189825360668185,0.4591836734693877,6,5,34.019999999999996,40.980000000000004,4.974,3.138,217.02,3.144,1.7399999999999998,4.926,81.0,76.02,4.9799999999999995,1.7879999999999998,102.0,3.1138952164009113,3.6966600000000005,32.0,35.0,4.325,2.6750000000000003,144.0,4.165,1.58,4.185,57.0,53.0,4.0,1.3050000000000002,78.0,2.2959183673469385,2.8448,7.009999999999998,6.660000000000001,0.8250000000000002,0.579,35.34,0.503,0.2469999999999999,0.7850000000000001,13.67,12.009999999999998,1.66,0.2929999999999999,16.33,0.4976202445474301,0.5840700000000002,7.0,8.666666666666666,0.8730000000000001,0.5896666666666667,31.666666666666668,0.8883333333333333,0.4526666666666667,0.8056666666666666,13.0,8.666666666666666,4.333333333333333,0.2810000000000001,16.333333333333332,0.44479330193615896,0.5316000000000001
2020-03-07,2020,robert morris,11.0,marquette,10.0,robert morris,7.2,5.6,9.6,9.6,0.864,0.798,0.466,0.504,38.4,34.0,0.636,0.818,0.32,0.3,0.789,0.884,14.6,12.0,11.0,8.4,14.6,10.0,0.0,2.0,0.308,0.321,18.2,19.0,0.43657,0.46184,0.4296875,0.4565217391304348,5,5,36.0,48.0,4.32,2.33,192.0,3.18,1.6,3.9450000000000003,73.0,73.0,0.0,1.54,91.0,2.1484375,2.18285,28.0,48.0,3.99,2.52,170.0,4.09,1.5,4.42,60.0,50.0,10.0,1.605,95.0,2.282608695652174,2.3091999999999997,8.333333333333334,10.666666666666666,0.8793333333333334,0.38933333333333336,37.333333333333336,0.5146666666666667,0.4000000000000001,0.7903333333333334,14.333333333333334,16.0,-1.6666666666666667,0.33,19.0,0.39670138888888884,0.46835666666666675,5.666666666666667,8.333333333333334,0.8193333333333334,0.5353333333333333,32.666666666666664,0.9186666666666666,0.3333333333333333,0.8786666666666667,12.666666666666666,10.0,2.6666666666666665,0.32566666666666666,19.333333333333332,0.47515527950310554,0.4086199999999999
