Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game,Team 1 RPI,Team 2 RPI,Team 1 Save Percent,Team 2 Save Percent,Team 1 Games Played,Team 2 Games Played,Team 1 Assists per Game Total,Team 1 Caused Turnovers per Game Total,Team 1 Clearing Percent Total,Team 1 Faceoff Percent Total,Team 1 Groundballs per Game Total,Team 1 Man Down Defense Percent Total,Team 1 Man Up Offense Percent Total,Team 1 Opponent Clear Percent Total,Team 1 Goals per Game Total,Team 1 Goals Allowed per Game Total,Team 1 Average Margin Total,Team 1 Shot Percent Total,Team 1 Turnovers per Game Total,Team 1 Save Percent Total,Team 1 RPI Total,Team 2 Assists per Game Total,Team 2 Caused Turnovers per Game Total,Team 2 Clearing Percent Total,Team 2 Faceoff Percent Total,Team 2 Groundballs per Game Total,Team 2 Man Down Defense Percent Total,Team 2 Man Up Offense Percent Total,Team 2 Opponent Clear Percent Total,Team 2 Goals per Game Total,Team 2 Goals Allowed per Game Total,Team 2 Average Margin Total,Team 2 Shot Percent Total,Team 2 Turnovers per Game Total,Team 2 Save Percent Total,Team 2 RPI Total,Team 1 Assists per Game RollingAvg_3,Team 1 Caused Turnovers per Game RollingAvg_3,Team 1 Clearing Percent RollingAvg_3,Team 1 Faceoff Percent RollingAvg_3,Team 1 Groundballs per Game RollingAvg_3,Team 1 Man Down Defense Percent RollingAvg_3,Team 1 Man Up Offense Percent RollingAvg_3,Team 1 Opponent Clear Percent RollingAvg_3,Team 1 Goals per Game RollingAvg_3,Team 1 Goals Allowed per Game RollingAvg_3,Team 1 Average Margin RollingAvg_3,Team 1 Shot Percent RollingAvg_3,Team 1 Turnovers per Game RollingAvg_3,Team 1 Save Percent RollingAvg_3,Team 1 RPI RollingAvg_3,Team 2 Assists per Game RollingAvg_3,Team 2 Caused Turnovers per Game RollingAvg_3,Team 2 Clearing Percent RollingAvg_3,Team 2 Faceoff Percent RollingAvg_3,Team 2 Groundballs per Game RollingAvg_3,Team 2 Man Down Defense Percent RollingAvg_3,Team 2 Man Up Offense Percent RollingAvg_3,Team 2 Opponent Clear Percent RollingAvg_3,Team 2 Goals per Game RollingAvg_3,Team 2 Goals Allowed per Game RollingAvg_3,Team 2 Average Margin RollingAvg_3,Team 2 Shot Percent RollingAvg_3,Team 2 Turnovers per Game RollingAvg_3,Team 2 Save Percent RollingAvg_3,Team 2 RPI RollingAvg_3
2023-05-05,2023,princeton,9.0,penn,8.0,princeton,8.83,7.5,8.42,6.25,0.87,0.889,0.445,0.448,32.58,28.42,0.549,0.581,0.474,0.308,0.874,0.894,14.25,12.17,15.17,13.5,11.25,11.42,3.0,0.75,0.305,0.305,13.67,15.25,0.55825,0.60615,0.5741862225586677,0.5417335473515248,12,12,105.96000000000001,101.03999999999999,10.44,5.34,390.96,6.588000000000001,5.688,10.488,171.0,135.0,36.0,3.66,164.04,6.890234670704013,6.699,90.0,75.0,10.668,5.376,341.04,6.9719999999999995,3.6959999999999997,10.728,146.04,137.04,9.0,3.66,183.0,6.5008025682182975,7.2738,8.980000000000004,7.339999999999999,0.8009999999999996,0.421,36.330000000000005,0.6180000000000003,0.3959999999999999,0.8859999999999998,15.660000000000002,10.680000000000001,5.010000000000001,0.32600000000000007,13.339999999999998,0.6167448902346706,0.5918499999999997,9.99,8.32,0.8349999999999996,0.5200000000000001,34.36000000000001,0.7789999999999999,0.6619999999999999,0.8639999999999995,15.35,8.689999999999998,6.66,0.395,19.0,0.6023241777646557,0.65388
2023-05-05,2023,yale,22.0,cornell,15.0,yale,7.75,7.62,8.42,9.15,0.834,0.896,0.508,0.518,34.33,37.23,0.565,0.615,0.31,0.458,0.827,0.817,14.83,14.85,14.67,12.54,13.08,10.15,1.75,4.69,0.325,0.337,16.08,16.31,0.61089,0.628,0.5286486486486487,0.5526663728514765,12,13,93.0,101.03999999999999,10.008,6.096,411.96,6.779999999999999,3.7199999999999998,9.924,177.96,156.96,21.0,3.9000000000000004,192.95999999999998,6.343783783783785,7.330680000000001,99.06,118.95,11.648,6.734,483.98999999999995,7.995,5.954000000000001,10.620999999999999,193.04999999999998,131.95000000000002,60.970000000000006,4.381,212.02999999999997,7.184662847069194,8.164,6.339999999999999,7.669999999999997,0.8549999999999999,0.48999999999999994,37.0,0.6819999999999998,0.3489999999999999,0.8869999999999996,14.650000000000006,9.0,5.68,0.36400000000000016,16.649999999999995,0.6261089002470722,0.6285000000000004,8.020000000000001,8.65,0.8293333333333331,0.5246666666666666,32.66333333333332,0.5583333333333332,0.3980000000000003,0.7536666666666664,13.683333333333328,10.650000000000006,2.990000000000002,0.317,15.676666666666657,0.5045557253578409,0.6166666666666666
2023-05-05,2023,robert morris,4.0,air force,12.0,air force,7.8,6.27,7.47,8.33,0.869,0.896,0.531,0.405,33.47,27.93,0.578,0.745,0.449,0.457,0.863,0.838,12.13,12.33,12.8,11.27,11.73,10.33,0.4,2.0,0.305,0.312,17.4,16.4,0.4431,0.5409,0.521810028536486,0.5217592592592593,15,15,117.0,112.05,13.035,7.965000000000001,502.04999999999995,8.67,6.735,12.945,181.95000000000002,175.95000000000002,6.0,4.575,261.0,7.82715042804729,6.6465,94.05,124.95,13.44,6.075,418.95,11.175,6.855,12.57,184.95,154.95,30.0,4.68,245.99999999999997,7.826388888888889,8.1135,6.320000000000003,9.670000000000002,0.8610000000000001,0.6790000000000003,37.34999999999999,0.446,0.18900000000000006,0.8150000000000001,10.650000000000006,10.970000000000008,-0.3199999999999997,0.26900000000000013,22.319999999999993,0.509408851331294,0.47529999999999983,8.029999999999996,11.65,0.86,0.4089999999999998,31.330000000000002,0.8170000000000002,0.5690000000000003,0.8380000000000004,16.649999999999995,7.649999999999996,9.0,0.36000000000000004,14.679999999999998,0.557423399927829,0.6165800000000002
2023-05-05,2023,bellarmine,14.0,utah,17.0,utah,7.63,9.29,7.75,8.29,0.897,0.907,0.497,0.531,30.31,38.07,0.721,0.521,0.357,0.236,0.851,0.888,13.69,17.07,11.88,12.93,11.0,12.21,2.69,4.86,0.328,0.311,15.31,14.07,0.50724,0.55656,0.5192307692307692,0.5143198090692124,16,14,122.08,124.0,14.352,7.952,484.96,11.536,5.712,13.616,219.04,176.0,43.04,5.248,244.96,8.307692307692307,8.11584,130.06,116.05999999999999,12.698,7.434,532.98,7.2940000000000005,3.304,12.432,238.98000000000002,170.94,68.04,4.354,196.98000000000002,7.200477326968973,7.7918400000000005,8.366666666666665,6.319999999999998,0.9056666666666668,0.549,31.653333333333325,0.7036666666666669,0.266,0.8466666666666663,14.686666666666659,9.656666666666666,5.03,0.3626666666666667,14.659999999999997,0.5178855412500267,0.5257433333333333,11.673333333333332,11.699999999999994,0.9253333333333332,0.5529999999999999,39.316666666666684,0.5980000000000002,0.24333333333333318,0.8990000000000004,19.673333333333346,9.97333333333333,9.663333333333336,0.32200000000000006,12.676666666666677,0.541441160271709,0.5049700000000001
2023-05-05,2023,lehigh,13.0,army west point,19.0,army west point,8.93,6.85,9.57,8.38,0.828,0.867,0.65,0.617,37.5,35.38,0.557,0.707,0.451,0.472,0.851,0.806,13.79,12.62,12.43,10.31,11.0,8.38,2.79,4.23,0.345,0.291,19.0,15.77,0.55776,0.5531,0.5305164319248826,0.5516318887105404,14,13,125.02,133.98000000000002,11.591999999999999,9.1,525.0,7.798000000000001,6.314,11.914,193.06,154.0,39.06,4.83,266.0,7.427230046948357,7.8086400000000005,89.05,108.94000000000001,11.271,8.021,459.94000000000005,9.190999999999999,6.135999999999999,10.478000000000002,164.06,108.94000000000001,54.99000000000001,3.783,205.01,7.171214553237025,7.190300000000001,8.673333333333332,8.98333333333334,0.901333333333333,0.6793333333333331,35.666666666666664,0.5606666666666668,0.46566666666666673,0.7959999999999999,12.689999999999998,10.340000000000003,2.349999999999999,0.3193333333333334,17.350000000000005,0.5235615561485458,0.5675133333333333,4.683333333333333,7.646666666666671,0.797,0.5836666666666671,35.64666666666668,0.6503333333333329,0.37866666666666643,0.8760000000000003,10.686666666666667,9.64666666666667,0.9966666666666697,0.2743333333333333,14.336666666666664,0.580881041555199,0.5254666666666671
2023-05-05,2023,loyola maryland,12.0,boston u.,11.0,loyola maryland,6.73,9.23,9.6,12.0,0.869,0.819,0.41,0.495,31.8,36.62,0.529,0.622,0.415,0.605,0.861,0.785,11.0,14.0,12.93,10.46,11.87,11.0,-0.87,3.0,0.287,0.311,15.0,17.54,0.54082,0.57573,0.5213709677419356,0.48741845293569436,15,13,100.95,144.0,13.035,6.1499999999999995,477.0,7.9350000000000005,6.225,12.915,165.0,178.04999999999998,-13.05,4.305,225.0,7.820564516129034,8.1123,119.99000000000001,156.0,10.646999999999998,6.435,476.05999999999995,8.086,7.865,10.205,182.0,143.0,39.0,4.043,228.01999999999998,6.336439888164026,7.484489999999999,7.329999999999998,10.679999999999998,0.8530000000000003,0.3179999999999999,32.31999999999999,0.49300000000000005,0.31099999999999994,0.8089999999999998,12.679999999999998,11.029999999999992,1.6499999999999997,0.3389999999999998,12.320000000000002,0.5396548387096777,0.5292999999999998,9.663333333333336,14.0,0.8156666666666664,0.4383333333333332,35.686666666666646,0.4419999999999999,0.7683333333333332,0.7983333333333332,14.0,10.333333333333334,3.6666666666666665,0.31433333333333335,17.339999999999993,0.5315519502017801,0.7140299999999996
2023-05-06,2023,siena,7.0,marist,12.0,marist,7.07,7.56,10.07,8.25,0.914,0.843,0.436,0.486,31.4,33.69,0.698,0.649,0.528,0.345,0.888,0.909,11.47,13.75,11.4,11.75,11.13,12.38,0.33,1.38,0.263,0.326,13.73,15.06,0.44123,0.48216,0.5059920106524634,0.48694571073352666,15,16,106.05000000000001,151.05,13.71,6.54,471.0,10.469999999999999,7.92,13.32,172.05,166.95000000000002,4.95,3.9450000000000003,205.95000000000002,7.589880159786951,6.61845,120.96,132.0,13.488,7.776,539.04,10.384,5.52,14.544,220.0,198.08,22.08,5.216,240.96,7.791131371736427,7.71456,7.350000000000004,11.670000000000007,0.9500000000000005,0.39200000000000007,34.0,0.9099999999999996,0.64,0.908,12.350000000000003,10.330000000000004,1.97,0.3070000000000001,10.970000000000008,0.4792073650902739,0.57327,12.326666666666663,9.333333333333334,0.8126666666666669,0.5076666666666666,40.666666666666664,0.5709999999999997,0.27999999999999997,0.8873333333333336,21.983333333333338,11.03666666666667,11.043333333333331,0.4863333333333335,13.976666666666668,0.5626235007237366,0.5488499999999998
2023-05-06,2023,denver,5.0,georgetown,14.0,georgetown,7.07,8.43,6.0,8.93,0.87,0.912,0.601,0.576,28.57,40.0,0.531,0.625,0.359,0.654,0.843,0.828,12.07,14.64,8.57,10.21,9.86,10.71,2.21,3.93,0.34,0.33,16.14,14.57,0.60002,0.62862,0.465002712967987,0.48804971319311663,14,14,98.98,84.0,12.18,8.414,399.98,7.434,5.026,11.802,168.98000000000002,138.04,30.939999999999998,4.760000000000001,225.96,6.510037981551818,8.40028,118.02,125.02,12.768,8.064,560.0,8.75,9.156,11.591999999999999,204.96,149.94,55.02,4.62,203.98000000000002,6.832695984703633,8.80068,8.64666666666667,6.989999999999999,0.9139999999999997,0.601,30.330000000000002,0.5713333333333331,0.4543333333333332,0.8099999999999999,14.673333333333341,9.676666666666662,4.996666666666666,0.4023333333333336,14.306666666666663,0.4158021342014833,0.6533333333333337,10.996666666666664,7.353333333333334,0.8753333333333332,0.6786666666666665,40.660000000000004,0.515,0.7346666666666669,0.8463333333333333,16.32666666666667,9.316666666666668,7.0100000000000025,0.38500000000000006,15.670000000000007,0.5555822260505812,0.6003866666666665
2023-05-06,2023,ualbany,11.0,bryant,12.0,bryant,5.67,7.6,9.07,8.27,0.898,0.904,0.47,0.57,31.13,37.2,0.588,0.579,0.392,0.452,0.876,0.863,10.67,14.73,9.53,11.6,11.73,11.73,-1.07,3.0,0.254,0.338,16.33,17.13,0.50045,0.55238,0.4482596425211665,0.49721388769824265,15,15,85.05,136.05,13.47,7.05,466.95,8.82,5.88,13.14,160.05,175.95000000000002,-16.05,3.81,244.95,6.723894637817498,7.506749999999999,114.0,124.05,13.56,8.549999999999999,558.0,8.684999999999999,6.78,12.945,220.95000000000002,175.95000000000002,45.0,5.07,256.95,7.45820831547364,8.2857,8.03,10.030000000000001,0.842,0.3380000000000001,30.969999999999988,0.6560000000000002,0.3799999999999999,0.8719999999999999,11.670000000000007,10.970000000000008,0.6499999999999998,0.29400000000000004,15.330000000000004,0.5204569124146282,0.48396999999999996,6.679999999999997,6.349999999999999,0.8960000000000002,0.5339999999999998,35.0,0.5109999999999998,0.42799999999999994,0.875,12.650000000000006,11.650000000000006,1.0,0.3380000000000001,21.330000000000002,0.4792840271256494,0.5238600000000003
2023-05-06,2023,stony brook,10.0,delaware,13.0,delaware,7.07,8.33,6.73,9.47,0.851,0.901,0.455,0.49,32.13,31.53,0.843,0.769,0.383,0.5,0.893,0.842,13.27,14.4,12.27,10.07,11.4,9.2,1.87,5.2,0.306,0.338,14.87,14.6,0.49183,0.53246,0.5183776932826362,0.5225739491437468,15,15,106.05000000000001,100.95,12.765,6.825,481.95000000000005,12.645,5.745,13.395,199.04999999999998,171.0,28.05,4.59,223.04999999999998,7.775665399239543,7.37745,124.95,142.05,13.515,7.35,472.95000000000005,11.535,7.5,12.629999999999999,216.0,138.0,78.0,5.07,219.0,7.838609237156201,7.9869,8.350000000000003,6.970000000000003,0.8910000000000006,0.33499999999999996,27.330000000000023,0.7429999999999998,0.29499999999999993,0.9489999999999998,13.669999999999996,11.320000000000002,2.35,0.3339999999999999,14.029999999999992,0.5490435649564542,0.5592299999999998,5.650000000000001,11.030000000000001,0.8569999999999999,0.4579999999999999,30.650000000000016,0.39700000000000024,0.6120000000000001,0.8699999999999998,13.0,12.0,1.0,0.3259999999999999,14.679999999999998,0.4099099148519265,0.49693999999999977
2023-05-06,2023,high point,8.0,richmond,15.0,richmond,9.06,7.86,10.31,9.79,0.843,0.904,0.538,0.504,35.44,31.36,0.587,0.683,0.25,0.447,0.768,0.872,14.5,13.07,10.56,11.43,12.94,11.07,1.56,2.0,0.307,0.318,17.5,15.71,0.50226,0.54217,0.4493617021276596,0.508,16,14,144.96,164.96,13.488,8.608,567.04,9.392,4.0,12.288,232.0,207.04,24.96,4.912,280.0,7.189787234042553,8.03616,110.04,137.06,12.656,7.056,439.03999999999996,9.562000000000001,6.258,12.208,182.98000000000002,154.98000000000002,28.0,4.452,219.94,7.112,7.590380000000001,11.313333333333341,10.310000000000002,0.8213333333333335,0.46866666666666656,33.35999999999998,0.7429999999999998,0.3626666666666667,0.8286666666666669,14.673333333333327,13.026666666666662,1.6466666666666672,0.333,15.679999999999987,0.4733642911007105,0.4433266666666669,11.013333333333335,10.01,0.9369999999999999,0.5003333333333334,35.686666666666646,0.4666666666666674,0.6743333333333332,0.8646666666666665,20.33000000000001,10.996666666666675,9.333333333333334,0.4243333333333334,12.99666666666667,0.5599257568842235,0.5683133333333338
2023-05-06,2023,notre dame,18.0,north carolina,9.0,notre dame,8.64,9.08,10.27,9.77,0.884,0.866,0.44,0.496,34.18,35.15,0.594,0.655,0.621,0.4,0.849,0.786,15.64,15.08,12.73,10.15,9.91,10.38,5.73,4.69,0.348,0.337,12.82,15.54,0.66497,0.57227,0.5622791519434629,0.4943984413054067,11,13,95.04,112.97,9.724,4.84,375.98,6.534,6.8309999999999995,9.339,172.04000000000002,109.01,63.03,3.828,141.02,6.185070671378092,7.31467,118.04,127.00999999999999,11.258,6.448,456.95,8.515,5.2,10.218,196.04,134.94,60.970000000000006,4.381,202.01999999999998,6.427179736970287,7.439509999999999,8.0,10.64333333333333,0.9480000000000001,0.35733333333333334,34.31333333333333,0.5113333333333333,0.6263333333333332,0.8090000000000002,13.666666666666677,11.003333333333336,2.663333333333334,0.3213333333333333,10.340000000000003,0.5733181307694416,0.6371833333333331,6.680000000000002,8.00333333333333,0.8059999999999997,0.626,34.98333333333333,0.4350000000000002,-0.1200000000000001,0.8059999999999997,11.679999999999998,16.646666666666665,-5.009999999999998,0.23366666666666683,17.00666666666666,0.27710827156349804,0.3970366666666667
2023-05-06,2023,michigan,14.0,maryland,5.0,michigan,7.86,7.86,6.0,7.93,0.86,0.935,0.615,0.611,32.29,35.36,0.528,0.71,0.314,0.405,0.905,0.897,13.79,12.57,10.64,11.07,12.93,10.36,0.86,2.21,0.337,0.302,14.79,16.36,0.56381,0.62732,0.45142129826050065,0.5165655622958469,14,15,110.04,84.0,12.04,8.61,452.06,7.392,4.396,12.67,193.06,181.01999999999998,12.04,4.718,207.06,6.319898175647009,7.89334,117.9,118.94999999999999,14.025,9.165,530.4,10.649999999999999,6.075,13.455,188.55,155.39999999999998,33.15,4.53,245.39999999999998,7.748483434437704,9.4098,8.006666666666666,2.99333333333333,0.9369999999999999,0.6809999999999997,37.35,0.6930000000000002,0.48633333333333323,0.8866666666666667,16.686666666666667,13.00333333333333,3.683333333333333,0.35166666666666657,12.700000000000008,0.4577267860284004,0.5962233333333335,8.740000000000004,7.649999999999996,0.9590000000000002,0.5709999999999997,31.719999999999988,0.8299999999999995,0.20500000000000007,0.9329999999999998,13.050000000000011,10.719999999999994,2.3299999999999983,0.36600000000000027,17.799999999999994,0.4741721945363248,0.6501999999999999
2023-05-07,2023,merrimack,2.0,duke,14.0,duke,6.15,8.21,8.77,7.29,0.875,0.894,0.412,0.615,29.62,35.5,0.612,0.667,0.405,0.452,0.874,0.888,11.15,15.43,12.77,11.64,11.0,11.29,0.15,4.14,0.315,0.333,17.77,15.29,0.46457,0.69053,0.5372318047959613,0.5076319232446577,13,14,79.95,114.00999999999999,11.375,5.356,385.06,7.9559999999999995,5.265000000000001,11.362,144.95000000000002,143.0,1.95,4.095,231.01,6.984013462347497,6.03941,114.94000000000001,102.06,12.516,8.61,497.0,9.338000000000001,6.328,12.432,216.01999999999998,158.06,57.959999999999994,4.662,214.06,7.106846925425208,9.66742,7.650000000000001,8.669999999999996,0.8716666666666667,0.46866666666666656,33.68666666666667,0.7719999999999999,0.46500000000000014,0.8773333333333332,11.98333333333334,10.666666666666666,1.3166666666666667,0.3016666666666666,17.00333333333333,0.48660663798679976,0.47583666666666663,7.990000000000005,5.676666666666667,0.9159999999999998,0.6553333333333331,33.99666666666667,0.6120000000000001,0.5363333333333333,0.9796666666666667,14.98999999999999,15.360000000000005,-0.3333333333333357,0.34766666666666657,14.336666666666664,0.40591839549773745,0.6335500000000002
2023-05-07,2023,yale,10.0,princeton,19.0,princeton,8.15,8.69,8.15,8.46,0.827,0.872,0.526,0.447,34.54,32.23,0.529,0.556,0.295,0.463,0.83,0.87,15.38,13.85,15.0,15.15,13.23,11.0,2.15,2.85,0.332,0.297,16.23,13.46,0.60977,0.56429,0.5313496280552603,0.5793499043977056,13,13,105.95,105.95,10.751,6.838,449.02,6.877000000000001,3.835,10.79,199.94,171.99,27.95,4.316,210.99,6.907545164718384,7.92701,112.97,109.98000000000002,11.336,5.811,418.98999999999995,7.228000000000001,6.019,11.31,180.04999999999998,143.0,37.050000000000004,3.8609999999999998,174.98000000000002,7.531548757170173,7.335769999999999,8.316666666666668,6.983333333333334,0.8136666666666669,0.6459999999999999,39.673333333333325,0.5823333333333336,0.2883333333333334,0.9199999999999994,16.646666666666665,10.663333333333336,5.983333333333333,0.3919999999999999,19.663333333333338,0.6123742098357052,0.57997,6.989999999999999,7.326666666666672,0.798666666666667,0.4169999999999998,33.66333333333332,0.7026666666666669,0.33966666666666673,0.8400000000000004,13.01666666666666,11.0,2.016666666666668,0.2836666666666667,13.326666666666673,0.6039014663978399,0.5638566666666662
2023-05-07,2023,air force,9.0,utah,11.0,utah,6.25,9.27,8.0,8.13,0.902,0.906,0.405,0.542,27.38,38.2,0.745,0.558,0.432,0.224,0.835,0.892,12.31,17.07,11.75,12.67,9.94,12.33,2.38,4.73,0.308,0.311,16.25,13.87,0.54194,0.55833,0.541724296911019,0.5068,16,15,100.0,128.0,14.432,6.48,438.08,11.92,6.912,13.36,196.96,159.04,38.08,4.928,260.0,8.667588750576304,8.67104,139.04999999999998,121.95000000000002,13.59,8.13,573.0,8.370000000000001,3.36,13.38,256.05,184.95,70.95,4.665,208.04999999999998,7.602,8.37495,6.683333333333333,9.343333333333334,0.8716666666666667,0.37466666666666687,25.343333333333323,0.8099999999999999,0.3453333333333332,0.8523333333333335,13.306666666666672,6.689999999999998,6.713333333333334,0.30366666666666653,15.339999999999995,0.6472097942101597,0.6796099999999997,10.029999999999992,9.330000000000004,0.9139999999999997,0.6340000000000003,40.31999999999999,0.7420000000000003,0.19599999999999987,0.9000000000000004,18.030000000000012,10.649999999999997,7.330000000000001,0.29499999999999993,12.029999999999992,0.5015925925925927,0.5168900000000001
2023-05-07,2023,loyola maryland,8.0,army west point,10.0,army west point,6.94,6.79,9.5,8.29,0.867,0.856,0.412,0.61,31.56,35.64,0.538,0.705,0.396,0.5,0.861,0.803,11.06,13.07,13.38,10.57,11.81,8.71,-0.75,4.36,0.29,0.302,15.25,16.0,0.54526,0.55295,0.5311631599841207,0.5482365145228215,16,14,111.04,152.0,13.872,6.592,504.96,8.608,6.336,13.776,176.96,188.96,-12.0,4.64,244.0,8.49861055974593,8.72416,95.06,116.05999999999999,11.984,8.54,498.96000000000004,9.87,7.0,11.242,182.98000000000002,121.94000000000001,61.040000000000006,4.228,224.0,7.6753112033195015,7.741300000000001,7.676666666666672,8.980000000000004,0.828,0.321,29.306666666666672,0.7026666666666669,0.18800000000000003,0.8393333333333336,10.973333333333338,10.98666666666667,-0.01333333333333305,0.3116666666666667,15.336666666666664,0.611640833752299,0.5827,5.360000000000004,7.336666666666659,0.7716666666666665,0.5769999999999996,40.00333333333333,0.6866666666666665,0.5513333333333333,0.8396666666666667,13.656666666666675,10.323333333333338,3.3333333333333357,0.3459999999999999,16.99,0.57640003073613,0.543306666666667
2023-05-10,2023,marist,10.0,delaware,25.0,delaware,7.47,8.19,8.06,9.56,0.849,0.905,0.486,0.477,33.35,31.25,0.635,0.767,0.344,0.489,0.914,0.845,13.65,14.31,11.76,10.31,12.06,9.25,1.59,5.06,0.324,0.335,14.94,14.25,0.48845,0.53735,0.4937027707808564,0.5270961145194274,17,16,126.99,137.02,14.433,8.262,566.95,10.795,5.848,15.538,232.05,205.02,27.03,5.508,253.98,8.392947103274558,8.30365,131.04,152.96,14.48,7.632,500.0,12.272,7.824,13.52,228.96,148.0,80.96,5.36,228.0,8.433537832310838,8.5976,11.669999999999996,8.993333333333334,0.891,0.48600000000000004,37.64333333333335,0.453,0.24600000000000014,0.9560000000000001,19.99666666666667,10.98666666666667,9.01,0.4453333333333334,12.326666666666663,0.5276950018297836,0.5650766666666666,6.023333333333331,10.339999999999998,0.892,0.38166666666666654,29.646666666666665,0.5460000000000006,0.5539999999999999,0.8883333333333331,11.320000000000002,10.983333333333334,0.3366666666666636,0.28733333333333366,13.686666666666667,0.4878040153824384,0.4821433333333334
2023-05-13,2023,richmond,8.0,virginia,17.0,virginia,7.73,11.93,9.6,8.86,0.905,0.901,0.493,0.545,30.87,40.86,0.681,0.586,0.429,0.571,0.878,0.85,13.2,17.64,11.67,13.0,10.87,12.21,2.33,5.43,0.321,0.375,15.53,15.21,0.5456,0.64731,0.5177462289263531,0.5156683855612851,15,14,115.95,144.0,13.575000000000001,7.395,463.05,10.215,6.435,13.17,198.0,163.04999999999998,34.95,4.815,232.95,7.766193433895297,8.184,167.01999999999998,124.03999999999999,12.614,7.630000000000001,572.04,8.203999999999999,7.994,11.9,246.96,170.94,76.02,5.25,212.94,7.219357397857992,9.06234,8.329999999999998,9.320000000000002,0.9250000000000002,0.4769999999999997,30.030000000000012,0.48500000000000004,0.6449999999999999,0.8699999999999998,18.679999999999996,8.669999999999996,9.97,0.40500000000000025,12.96999999999999,0.5966432325438538,0.55504,12.333333333333323,8.346666666666664,0.8680000000000003,0.556,41.336666666666666,0.6519999999999998,0.5856666666666669,0.8940000000000001,16.98,10.303333333333333,6.676666666666667,0.3419999999999999,16.310000000000002,0.5796228771995438,0.6332300000000002
2023-05-13,2023,utah,7.0,notre dame,20.0,notre dame,8.88,8.83,8.25,10.42,0.908,0.888,0.559,0.441,37.88,34.75,0.564,0.594,0.237,0.625,0.893,0.847,16.69,15.83,12.44,12.83,12.13,9.83,4.56,6.0,0.309,0.349,14.25,12.75,0.56203,0.66743,0.5063085063085063,0.5661959399823477,16,12,142.08,132.0,14.528,8.944,606.08,9.024,3.792,14.288,267.04,194.08,72.96,4.944,228.0,8.100936100936101,8.99248,105.96000000000001,125.03999999999999,10.656,5.292,417.0,7.128,7.5,10.164,189.96,117.96000000000001,72.0,4.188,153.0,6.794351279788173,8.00916,7.01666666666667,9.333333333333334,0.9253333333333332,0.7150000000000002,38.01000000000001,0.7459999999999996,0.2629999999999999,0.8713333333333336,15.346666666666673,9.703333333333338,5.6433333333333335,0.2873333333333334,14.98666666666667,0.514186822139445,0.523896666666667,8.320000000000002,12.009999999999996,0.924,0.40199999999999986,37.0,0.5129999999999999,0.673,0.781,14.0,9.980000000000004,3.9899999999999998,0.3009999999999999,11.339999999999998,0.5917851167814941,0.6005599999999998
2023-05-13,2023,yale,17.0,georgetown,19.0,georgetown,8.0,8.53,7.93,8.8,0.832,0.915,0.523,0.564,34.36,39.13,0.509,0.636,0.271,0.63,0.835,0.834,15.0,14.6,14.86,10.33,13.64,10.33,1.36,4.27,0.319,0.334,15.79,14.4,0.59655,0.63117,0.5214035087719298,0.5,14,15,112.0,111.02,11.648,7.322,481.03999999999996,7.126,3.7940000000000005,11.69,210.0,190.96,19.040000000000003,4.466,221.06,7.299649122807017,8.351700000000001,127.94999999999999,132.0,13.725000000000001,8.459999999999999,586.95,9.540000000000001,9.45,12.51,219.0,154.95,64.05,5.010000000000001,216.0,7.5,9.46755,8.659999999999997,5.3266666666666636,0.8099999999999999,0.6220000000000002,36.669999999999995,0.4980000000000002,0.13533333333333353,0.9120000000000003,15.330000000000004,14.99666666666667,0.33333333333333454,0.3153333333333334,17.366666666666674,0.5155312556493076,0.5139766666666669,9.329999999999993,7.679999999999997,0.8910000000000006,0.5559999999999997,33.65000000000001,0.6640000000000003,0.6059999999999999,0.8300000000000001,15.0,6.969999999999999,8.03,0.3900000000000003,15.320000000000002,0.6105337742087862,0.6704500000000001
