Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game
2020-04-04,2020,bucknell,,lehigh,,lehigh,8.67,8.83,12.17,9.17,0.847,0.805,0.565,0.638,39.83,42.33,0.579,0.375,0.588,0.524,0.69,0.845,14.67,14.0,10.83,10.17,9.83,9.67,4.83,4.33,0.293,0.349,15.5,18.83
2020-04-04,2020,marquette,,st. john's,,st. john's (ny),5.43,6.71,8.86,7.43,0.816,0.894,0.441,0.544,31.86,32.86,0.815,0.667,0.25,0.667,0.891,0.858,11.71,12.57,9.43,10.43,10.57,14.29,1.14,-1.71,0.322,0.289,16.29,17.0
2020-04-04,2020,yale,,dartmouth,,dartmouth,7.75,6.5,5.0,8.5,0.642,0.852,0.75,0.522,34.25,30.25,0.538,0.5,0.533,0.308,0.798,0.857,14.25,11.5,9.75,13.5,11.5,8.25,2.75,3.25,0.335,0.348,19.75,15.25
2020-04-04,2020,saint joseph's,,robert morris,,robert morris,6.57,7.17,7.43,9.5,0.866,0.867,0.646,0.489,32.86,37.5,0.652,0.667,0.192,0.308,0.931,0.806,10.29,14.0,13.57,10.33,9.71,13.83,0.57,0.17,0.28,0.301,18.71,17.5
2020-04-04,2020,manhattan,,st. bonaventure,,st. bonaventure,5.33,3.67,5.67,6.5,0.863,0.843,0.352,0.214,23.83,17.17,0.733,0.417,0.2,0.313,0.871,0.872,8.5,6.17,13.83,12.83,9.33,14.17,-0.83,-8.0,0.309,0.223,16.67,16.0
2020-04-04,2020,liu,,hobart,,hobart,7.57,9.6,5.29,7.6,0.83,0.838,0.348,0.557,23.29,37.0,0.643,0.619,0.345,0.619,0.928,0.862,11.29,19.6,15.29,15.2,13.71,12.0,-2.43,7.6,0.336,0.367,17.43,16.4
2020-04-04,2020,umbc,,binghamton,,binghamton,5.0,4.17,8.6,7.5,0.9,0.795,0.553,0.345,29.8,29.0,0.9,0.389,0.308,0.211,0.883,0.92,11.8,7.0,12.4,14.83,8.4,14.33,3.4,-7.33,0.288,0.235,14.2,21.17
2020-04-04,2020,providence,,georgetown,,georgetown,6.5,9.83,8.17,8.33,0.856,0.934,0.386,0.673,32.5,41.17,0.938,0.786,0.579,0.692,0.893,0.768,11.5,16.5,13.5,10.83,8.0,6.33,3.5,10.17,0.28,0.329,15.67,16.5
2020-04-04,2020,hofstra,,massachusetts,,massachusetts,7.86,7.29,5.86,9.71,0.922,0.833,0.616,0.571,32.71,29.57,0.708,0.767,0.45,0.269,0.808,0.78,13.57,11.0,9.57,11.71,10.14,10.71,3.43,0.29,0.302,0.284,14.29,16.29
2020-04-04,2020,quinnipiac,,monmouth,,monmouth,4.0,4.0,5.83,8.5,0.804,0.844,0.607,0.448,31.5,29.5,0.552,0.773,0.32,0.222,0.874,0.869,9.33,6.83,13.33,10.67,14.83,10.67,-5.5,-3.83,0.231,0.202,19.5,18.0
2020-04-04,2020,bryant,,sacred heart,,sacred heart,6.29,4.83,7.0,7.83,0.853,0.8,0.49,0.407,28.0,28.5,0.684,0.5,0.346,0.412,0.857,0.863,12.57,9.67,11.14,15.17,11.71,14.17,0.86,-4.5,0.292,0.244,14.86,20.5
2020-04-04,2020,colgate,,army west point,,army west point,7.33,9.38,6.5,10.63,0.766,0.847,0.51,0.451,34.83,35.88,0.458,0.769,0.538,0.308,0.873,0.775,11.67,13.75,13.67,11.63,18.33,7.25,-6.67,6.5,0.271,0.336,19.67,16.88
2020-04-04,2020,fairfield,,towson,,towson,10.29,4.0,7.29,5.83,0.787,0.843,0.49,0.331,35.86,23.33,0.556,0.412,0.517,0.375,0.764,0.915,16.43,7.0,13.86,12.5,15.57,14.0,0.86,-7.0,0.354,0.223,16.43,15.83
2020-04-04,2020,wagner,,mount st. mary's,,mount st. mary's,2.67,4.63,4.67,8.0,0.863,0.863,0.379,0.516,20.0,30.38,0.529,0.625,0.333,0.387,0.903,0.885,7.83,8.75,10.67,10.88,15.33,11.63,-7.5,-2.88,0.237,0.225,14.83,16.63
2020-04-04,2020,richmond,,mercer,,mercer,7.43,10.0,9.29,6.71,0.917,0.883,0.435,0.683,30.29,32.0,0.688,0.8,0.476,0.45,0.834,0.872,12.71,16.43,13.29,8.57,10.57,8.86,2.14,7.57,0.335,0.369,17.57,14.29
2020-04-04,2020,merrimack,,njit,,njit,6.33,4.57,7.33,8.0,0.813,0.858,0.507,0.439,26.5,26.86,0.522,0.733,0.321,0.261,0.835,0.832,10.33,7.71,10.67,12.14,11.5,12.43,-1.17,-4.71,0.277,0.254,17.33,20.71
2020-04-04,2020,marist,,siena,,siena,8.17,6.5,9.5,10.33,0.81,0.779,0.622,0.422,32.83,32.67,0.808,0.593,0.593,0.364,0.875,0.827,13.17,11.83,11.17,14.83,11.17,16.0,2.0,-4.17,0.324,0.273,16.0,18.5
2020-04-04,2020,stony brook,,princeton,,princeton,5.71,9.8,6.86,10.0,0.847,0.824,0.522,0.497,37.0,38.4,0.542,0.353,0.324,0.304,0.831,0.765,13.14,18.0,13.71,12.0,13.0,10.8,0.14,7.2,0.285,0.395,16.43,15.6
2020-04-04,2020,detroit mercy,,canisius,,canisius,6.0,4.2,4.8,4.2,0.747,0.794,0.591,0.343,34.8,28.4,0.737,0.529,0.353,0.143,0.942,0.878,12.6,8.2,10.2,17.2,16.8,17.0,-4.2,-8.8,0.342,0.281,18.2,16.8
2020-04-04,2020,denver,,villanova,,villanova,6.5,7.29,7.83,7.14,0.877,0.851,0.624,0.412,31.33,29.43,0.467,0.483,0.36,0.423,0.829,0.867,13.17,12.57,7.67,12.29,9.5,13.14,3.67,-0.57,0.315,0.296,14.17,12.86
2020-04-04,2020,duke,,notre dame,,notre dame,8.88,6.8,7.75,7.4,0.898,0.843,0.575,0.427,34.88,30.0,0.654,0.308,0.222,0.385,0.866,0.906,15.25,12.2,9.75,11.0,11.0,10.6,4.25,1.6,0.375,0.292,16.88,13.8
2020-04-04,2020,harvard,,cornell,,cornell,6.0,10.4,7.25,8.0,0.761,0.882,0.438,0.529,26.5,40.2,0.867,0.593,0.3,0.571,0.918,0.792,11.75,18.4,14.75,8.6,11.25,12.8,0.5,5.6,0.356,0.404,16.5,14.0
2020-04-04,2020,bellarmine,,vmi,,vmi,6.13,3.25,8.88,9.0,0.838,0.833,0.365,0.448,28.63,28.75,0.579,0.571,0.318,0.2,0.812,0.877,11.25,8.0,11.75,11.75,12.0,12.75,-0.75,-4.75,0.285,0.276,18.0,17.0
2020-04-04,2020,lafayette,,holy cross,,holy cross,3.0,4.71,5.67,10.43,0.792,0.83,0.405,0.633,26.83,31.29,0.44,0.526,0.214,0.16,0.912,0.806,7.0,9.14,12.0,9.71,16.33,10.57,-9.33,-1.43,0.256,0.241,22.17,18.57
2020-04-04,2020,hampton,,alderson broaddus,,alderson broaddus,3.5,,7.0,,0.597,,0.52,,27.67,,0.5,,0.045,,0.87,,5.67,,13.0,,20.83,,-15.17,,0.227,,26.67,
2020-04-04,2020,johns hopkins,,rutgers,,rutgers,6.0,6.83,4.33,8.17,0.789,0.858,0.588,0.331,29.17,26.0,0.533,0.842,0.381,0.467,0.892,0.809,10.83,12.5,11.67,12.17,13.17,12.5,-2.33,0.0,0.255,0.31,15.33,13.83
2020-04-04,2020,drexel,,delaware,,delaware,8.5,7.17,7.67,9.67,0.842,0.898,0.455,0.407,37.17,29.5,0.533,0.6,0.4,0.409,0.824,0.881,14.83,11.83,11.67,11.83,12.5,9.17,2.33,2.67,0.319,0.265,17.5,13.67
2020-04-04,2020,brown,,penn,,penn,7.4,8.6,9.0,7.6,0.848,0.864,0.606,0.654,37.2,37.6,0.619,0.462,0.381,0.357,0.832,0.836,13.4,13.8,13.0,11.4,10.2,14.0,3.2,-0.2,0.254,0.279,14.4,17.0
2020-04-04,2020,air force,,jacksonville,,jacksonville,6.71,7.5,6.0,10.0,0.81,0.935,0.453,0.439,27.71,32.0,0.741,0.72,0.357,0.133,0.879,0.743,10.29,12.83,12.29,9.67,11.0,11.0,-0.71,1.83,0.312,0.304,16.14,16.17
2020-04-04,2020,utah,,boston u.,,boston u.,7.67,6.33,7.17,12.5,0.868,0.87,0.509,0.608,32.83,35.17,0.588,0.722,0.318,0.364,0.903,0.843,12.83,10.33,13.0,12.33,11.0,11.0,1.83,-0.67,0.309,0.277,15.33,21.5
2020-04-04,2020,high point,,furman,,furman,7.63,5.71,7.5,7.86,0.856,0.78,0.461,0.302,30.25,26.14,0.515,0.579,0.405,0.556,0.897,0.8,12.38,9.14,13.38,14.57,17.0,16.43,-4.63,-7.29,0.321,0.279,17.88,21.14
2020-04-04,2020,hartford,,umass lowell,,umass lowell,6.67,6.14,9.33,7.86,0.851,0.814,0.559,0.43,29.67,29.57,0.48,0.694,0.231,0.24,0.893,0.843,11.17,9.29,11.83,11.43,10.33,11.57,0.83,-2.29,0.256,0.233,15.67,17.14
2020-04-05,2020,vermont,,ualbany,,albany (ny),5.25,10.0,8.25,7.2,0.882,0.847,0.433,0.346,25.25,31.6,0.833,0.615,0.385,0.15,0.792,0.824,10.75,12.8,13.0,11.8,8.25,15.4,2.5,-2.6,0.307,0.34,14.75,15.4
2020-04-05,2020,penn st.,,ohio st.,,ohio st.,9.71,9.0,6.71,6.29,0.831,0.889,0.55,0.547,37.43,32.14,0.471,0.737,0.579,0.455,0.799,0.787,17.29,13.86,12.14,13.86,11.0,10.14,6.29,3.71,0.401,0.357,17.43,17.71
2020-04-07,2020,princeton,,siena,,siena,9.8,6.5,10.0,10.33,0.824,0.779,0.497,0.422,38.4,32.67,0.353,0.593,0.304,0.364,0.765,0.827,18.0,11.83,12.0,14.83,10.8,16.0,7.2,-4.17,0.395,0.273,15.6,18.5
2020-04-07,2020,notre dame,,marquette,,marquette,6.8,5.43,7.4,8.86,0.843,0.816,0.427,0.441,30.0,31.86,0.308,0.815,0.385,0.25,0.906,0.891,12.2,11.71,11.0,9.43,10.6,10.57,1.6,1.14,0.292,0.322,13.8,16.29
2020-04-07,2020,merrimack,,vmi,,vmi,6.33,3.25,7.33,9.0,0.813,0.833,0.507,0.448,26.5,28.75,0.522,0.571,0.321,0.2,0.835,0.877,10.33,8.0,10.67,11.75,11.5,12.75,-1.17,-4.75,0.277,0.276,17.33,17.0
2020-04-07,2020,syracuse,,cornell,,cornell,8.6,10.4,9.8,8.0,0.91,0.882,0.671,0.529,41.2,40.2,0.6,0.593,0.417,0.571,0.812,0.792,16.6,18.4,12.8,8.6,9.4,12.8,7.2,5.6,0.323,0.404,13.6,14.0
2020-04-07,2020,loyola maryland,,georgetown,,georgetown,6.83,9.83,9.33,8.33,0.903,0.934,0.681,0.673,33.33,41.17,0.889,0.786,0.483,0.692,0.772,0.768,11.5,16.5,11.0,10.83,8.67,6.33,2.83,10.17,0.238,0.329,14.5,16.5
2020-04-07,2020,cleveland st.,,binghamton,,binghamton,5.57,4.17,5.86,7.5,0.804,0.795,0.569,0.345,30.57,29.0,0.579,0.389,0.304,0.211,0.824,0.92,9.43,7.0,9.14,14.83,12.71,14.33,-3.29,-7.33,0.245,0.235,19.29,21.17
2020-04-07,2020,dartmouth,,hartford,,hartford,6.5,6.67,8.5,9.33,0.852,0.851,0.522,0.559,30.25,29.67,0.5,0.48,0.308,0.231,0.857,0.893,11.5,11.17,13.5,11.83,8.25,10.33,3.25,0.83,0.348,0.256,15.25,15.67
2020-04-11,2020,harvard,,penn,,penn,6.0,8.6,7.25,7.6,0.761,0.864,0.438,0.654,26.5,37.6,0.867,0.462,0.3,0.357,0.918,0.836,11.75,13.8,14.75,11.4,11.25,14.0,0.5,-0.2,0.356,0.279,16.5,17.0
2020-04-11,2020,robert morris,,wagner,,wagner,7.17,2.67,9.5,4.67,0.867,0.863,0.489,0.379,37.5,20.0,0.667,0.529,0.308,0.333,0.806,0.903,14.0,7.83,10.33,10.67,13.83,15.33,0.17,-7.5,0.301,0.237,17.5,14.83
2020-04-11,2020,georgetown,,villanova,,villanova,9.83,7.29,8.33,7.14,0.934,0.851,0.673,0.412,41.17,29.43,0.786,0.483,0.692,0.423,0.768,0.867,16.5,12.57,10.83,12.29,6.33,13.14,10.17,-0.57,0.329,0.296,16.5,12.86
2020-04-11,2020,mercer,,high point,,high point,10.0,7.63,6.71,7.5,0.883,0.856,0.683,0.461,32.0,30.25,0.8,0.515,0.45,0.405,0.872,0.897,16.43,12.38,8.57,13.38,8.86,17.0,7.57,-4.63,0.369,0.321,14.29,17.88
2020-04-11,2020,njit,,mount st. mary's,,mount st. mary's,4.57,4.63,8.0,8.0,0.858,0.863,0.439,0.516,26.86,30.38,0.733,0.625,0.261,0.387,0.832,0.885,7.71,8.75,12.14,10.88,12.43,11.63,-4.71,-2.88,0.254,0.225,20.71,16.63
2020-04-11,2020,army west point,,notre dame,,notre dame,9.38,6.8,10.63,7.4,0.847,0.843,0.451,0.427,35.88,30.0,0.769,0.308,0.308,0.385,0.775,0.906,13.75,12.2,11.63,11.0,7.25,10.6,6.5,1.6,0.336,0.292,16.88,13.8
2020-04-11,2020,navy,,lafayette,,lafayette,8.2,3.0,9.0,5.67,0.796,0.792,0.508,0.405,37.2,26.83,0.786,0.44,0.667,0.214,0.796,0.912,11.8,7.0,10.2,12.0,9.4,16.33,2.4,-9.33,0.324,0.256,17.0,22.17
2020-04-11,2020,siena,,manhattan,,manhattan,6.5,5.33,10.33,5.67,0.779,0.863,0.422,0.352,32.67,23.83,0.593,0.733,0.364,0.2,0.827,0.871,11.83,8.5,14.83,13.83,16.0,9.33,-4.17,-0.83,0.273,0.309,18.5,16.67
2020-04-11,2020,providence,,marquette,,marquette,6.5,5.43,8.17,8.86,0.856,0.816,0.386,0.441,32.5,31.86,0.938,0.815,0.579,0.25,0.893,0.891,11.5,11.71,13.5,9.43,8.0,10.57,3.5,1.14,0.28,0.322,15.67,16.29
2020-04-11,2020,penn st.,,johns hopkins,,johns hopkins,9.71,6.0,6.71,4.33,0.831,0.789,0.55,0.588,37.43,29.17,0.471,0.533,0.579,0.381,0.799,0.892,17.29,10.83,12.14,11.67,11.0,13.17,6.29,-2.33,0.401,0.255,17.43,15.33
2020-04-11,2020,sacred heart,,saint joseph's,,saint joseph's,4.83,6.57,7.83,7.43,0.8,0.866,0.407,0.646,28.5,32.86,0.5,0.652,0.412,0.192,0.863,0.931,9.67,10.29,15.17,13.57,14.17,9.71,-4.5,0.57,0.244,0.28,20.5,18.71
2020-04-11,2020,boston u.,,loyola maryland,,loyola maryland,6.33,6.83,12.5,9.33,0.87,0.903,0.608,0.681,35.17,33.33,0.722,0.889,0.364,0.483,0.843,0.772,10.33,11.5,12.33,11.0,11.0,8.67,-0.67,2.83,0.277,0.238,21.5,14.5
2020-04-11,2020,delaware,,hofstra,,hofstra,7.17,7.86,9.67,5.86,0.898,0.922,0.407,0.616,29.5,32.71,0.6,0.708,0.409,0.45,0.881,0.808,11.83,13.57,11.83,9.57,9.17,10.14,2.67,3.43,0.265,0.302,13.67,14.29
2020-04-11,2020,liu,,merrimack,,merrimack,7.57,6.33,5.29,7.33,0.83,0.813,0.348,0.507,23.29,26.5,0.643,0.522,0.345,0.321,0.928,0.835,11.29,10.33,15.29,10.67,13.71,11.5,-2.43,-1.17,0.336,0.277,17.43,17.33
2020-04-11,2020,umass lowell,,stony brook,,stony brook,6.14,5.71,7.86,6.86,0.814,0.847,0.43,0.522,29.57,37.0,0.694,0.542,0.24,0.324,0.843,0.831,9.29,13.14,11.43,13.71,11.57,13.0,-2.29,0.14,0.233,0.285,17.14,16.43
2020-04-11,2020,st. bonaventure,,monmouth,,monmouth,3.67,4.0,6.5,8.5,0.843,0.844,0.214,0.448,17.17,29.5,0.417,0.773,0.313,0.222,0.872,0.869,6.17,6.83,12.83,10.67,14.17,10.67,-8.0,-3.83,0.223,0.202,16.0,18.0
2020-04-11,2020,canisius,,quinnipiac,,quinnipiac,4.2,4.0,4.2,5.83,0.794,0.804,0.343,0.607,28.4,31.5,0.529,0.552,0.143,0.32,0.878,0.874,8.2,9.33,17.2,13.33,17.0,14.83,-8.8,-5.5,0.281,0.231,16.8,19.5
2020-04-11,2020,ualbany,,umbc,,umbc,10.0,5.0,7.2,8.6,0.847,0.9,0.346,0.553,31.6,29.8,0.615,0.9,0.15,0.308,0.824,0.883,12.8,11.8,11.8,12.4,15.4,8.4,-2.6,3.4,0.34,0.288,15.4,14.2
2020-04-11,2020,marist,,detroit mercy,,detroit mercy,8.17,6.0,9.5,4.8,0.81,0.747,0.622,0.591,32.83,34.8,0.808,0.737,0.593,0.353,0.875,0.942,13.17,12.6,11.17,10.2,11.17,16.8,2.0,-4.2,0.324,0.342,16.0,18.2
2020-04-11,2020,dartmouth,,princeton,,princeton,6.5,9.8,8.5,10.0,0.852,0.824,0.522,0.497,30.25,38.4,0.5,0.353,0.308,0.304,0.857,0.765,11.5,18.0,13.5,12.0,8.25,10.8,3.25,7.2,0.348,0.395,15.25,15.6
2020-04-11,2020,hobart,,bryant,,bryant,9.6,6.29,7.6,7.0,0.838,0.853,0.557,0.49,37.0,28.0,0.619,0.684,0.619,0.346,0.862,0.857,19.6,12.57,15.2,11.14,12.0,11.71,7.6,0.86,0.367,0.292,16.4,14.86
2020-04-11,2020,st. john's,,denver,,denver,6.71,6.5,7.43,7.83,0.894,0.877,0.544,0.624,32.86,31.33,0.667,0.467,0.667,0.36,0.858,0.829,12.57,13.17,10.43,7.67,14.29,9.5,-1.71,3.67,0.289,0.315,17.0,14.17
2020-04-11,2020,utah,,virginia,,virginia,7.67,9.33,7.17,10.17,0.868,0.876,0.509,0.551,32.83,43.33,0.588,0.64,0.318,0.375,0.903,0.737,12.83,13.67,13.0,13.33,11.0,11.17,1.83,2.5,0.309,0.282,15.33,16.5
2020-04-11,2020,towson,,massachusetts,,massachusetts,4.0,7.29,5.83,9.71,0.843,0.833,0.331,0.571,23.33,29.57,0.412,0.767,0.375,0.269,0.915,0.78,7.0,11.0,12.5,11.71,14.0,10.71,-7.0,0.29,0.223,0.284,15.83,16.29
2020-04-11,2020,yale,,brown,,brown,7.75,7.4,5.0,9.0,0.642,0.848,0.75,0.606,34.25,37.2,0.538,0.619,0.533,0.381,0.798,0.832,14.25,13.4,9.75,13.0,11.5,10.2,2.75,3.2,0.335,0.254,19.75,14.4
2020-04-11,2020,ohio st.,,maryland,,maryland,9.0,10.0,6.29,6.67,0.889,0.887,0.547,0.574,32.14,33.5,0.737,0.842,0.455,0.5,0.787,0.894,13.86,15.67,13.86,12.83,10.14,12.5,3.71,3.17,0.357,0.311,17.71,17.5
2020-04-11,2020,lehigh,,colgate,,colgate,8.83,7.33,9.17,6.5,0.805,0.766,0.638,0.51,42.33,34.83,0.375,0.458,0.524,0.538,0.845,0.873,14.0,11.67,10.17,13.67,9.67,18.33,4.33,-6.67,0.349,0.271,18.83,19.67
2020-04-11,2020,vmi,,air force,,air force,3.25,6.71,9.0,6.0,0.833,0.81,0.448,0.453,28.75,27.71,0.571,0.741,0.2,0.357,0.877,0.879,8.0,10.29,11.75,12.29,12.75,11.0,-4.75,-0.71,0.276,0.312,17.0,16.14
2020-04-11,2020,binghamton,,vermont,,vermont,4.17,5.25,7.5,8.25,0.795,0.882,0.345,0.433,29.0,25.25,0.389,0.833,0.211,0.385,0.92,0.792,7.0,10.75,14.83,13.0,14.33,8.25,-7.33,2.5,0.235,0.307,21.17,14.75
2020-04-11,2020,jacksonville,,richmond,,richmond,7.5,7.43,10.0,9.29,0.935,0.917,0.439,0.435,32.0,30.29,0.72,0.688,0.133,0.476,0.743,0.834,12.83,12.71,9.67,13.29,11.0,10.57,1.83,2.14,0.304,0.335,16.17,17.57
2020-04-11,2020,north carolina,,syracuse,,syracuse,12.29,8.6,7.29,9.8,0.859,0.91,0.568,0.671,38.29,41.2,0.5,0.6,0.773,0.417,0.741,0.812,17.86,16.6,9.0,12.8,10.0,9.4,7.86,7.2,0.391,0.323,14.43,13.6
2020-04-11,2020,furman,,bellarmine,,bellarmine,5.71,6.13,7.86,8.88,0.78,0.838,0.302,0.365,26.14,28.63,0.579,0.579,0.556,0.318,0.8,0.812,9.14,11.25,14.57,11.75,16.43,12.0,-7.29,-0.75,0.279,0.285,21.14,18.0
2020-04-11,2020,rutgers,,michigan,,michigan,6.83,6.71,8.17,8.0,0.858,0.848,0.331,0.503,26.0,32.86,0.842,0.68,0.467,0.517,0.809,0.803,12.5,13.29,12.17,11.71,12.5,11.86,0.0,1.43,0.31,0.305,13.83,13.71
2020-04-11,2020,st. thomas aquinas,,hampton,,hampton,,3.5,,7.0,,0.597,,0.52,,27.67,,0.5,,0.045,,0.87,,5.67,,13.0,,20.83,,-15.17,,0.227,,26.67
2020-04-11,2020,drexel,,fairfield,,fairfield,8.5,10.29,7.67,7.29,0.842,0.787,0.455,0.49,37.17,35.86,0.533,0.556,0.4,0.517,0.824,0.764,14.83,16.43,11.67,13.86,12.5,15.57,2.33,0.86,0.319,0.354,17.5,16.43
2020-04-12,2020,holy cross,,bucknell,,bucknell,4.71,8.67,10.43,12.17,0.83,0.847,0.633,0.565,31.29,39.83,0.526,0.579,0.16,0.588,0.806,0.69,9.14,14.67,9.71,10.83,10.57,9.83,-1.43,4.83,0.241,0.293,18.57,15.5
2020-04-14,2020,marist,,utah,,utah,8.17,7.67,9.5,7.17,0.81,0.868,0.622,0.509,32.83,32.83,0.808,0.588,0.593,0.318,0.875,0.903,13.17,12.83,11.17,13.0,11.17,11.0,2.0,1.83,0.324,0.309,16.0,15.33
2020-04-14,2020,cleveland st.,,detroit mercy,,detroit mercy,5.57,6.0,5.86,4.8,0.804,0.747,0.569,0.591,30.57,34.8,0.579,0.737,0.304,0.353,0.824,0.942,9.43,12.6,9.14,10.2,12.71,16.8,-3.29,-4.2,0.245,0.342,19.29,18.2
2020-04-15,2020,holy cross,,dartmouth,,dartmouth,4.71,6.5,10.43,8.5,0.83,0.852,0.633,0.522,31.29,30.25,0.526,0.5,0.16,0.308,0.806,0.857,9.14,11.5,9.71,13.5,10.57,8.25,-1.43,3.25,0.241,0.348,18.57,15.25
2020-04-17,2020,siena,,st. bonaventure,,st. bonaventure,6.5,3.67,10.33,6.5,0.779,0.843,0.422,0.214,32.67,17.17,0.593,0.417,0.364,0.313,0.827,0.872,11.83,6.17,14.83,12.83,16.0,14.17,-4.17,-8.0,0.273,0.223,18.5,16.0
2020-04-17,2020,lafayette,,bucknell,,bucknell,3.0,8.67,5.67,12.17,0.792,0.847,0.405,0.565,26.83,39.83,0.44,0.579,0.214,0.588,0.912,0.69,7.0,14.67,12.0,10.83,16.33,9.83,-9.33,4.83,0.256,0.293,22.17,15.5
2020-04-17,2020,monmouth,,canisius,,canisius,4.0,4.2,8.5,4.2,0.844,0.794,0.448,0.343,29.5,28.4,0.773,0.529,0.222,0.143,0.869,0.878,6.83,8.2,10.67,17.2,10.67,17.0,-3.83,-8.8,0.202,0.281,18.0,16.8
2020-04-17,2020,umbc,,umass lowell,,umass lowell,5.0,6.14,8.6,7.86,0.9,0.814,0.553,0.43,29.8,29.57,0.9,0.694,0.308,0.24,0.883,0.843,11.8,9.29,12.4,11.43,8.4,11.57,3.4,-2.29,0.288,0.233,14.2,17.14
2020-04-18,2020,syracuse,,virginia,,virginia,8.6,9.33,9.8,10.17,0.91,0.876,0.671,0.551,41.2,43.33,0.6,0.64,0.417,0.375,0.812,0.737,16.6,13.67,12.8,13.33,9.4,11.17,7.2,2.5,0.323,0.282,13.6,16.5
2020-04-18,2020,princeton,,harvard,,harvard,9.8,6.0,10.0,7.25,0.824,0.761,0.497,0.438,38.4,26.5,0.353,0.867,0.304,0.3,0.765,0.918,18.0,11.75,12.0,14.75,10.8,11.25,7.2,0.5,0.395,0.356,15.6,16.5
2020-04-18,2020,hofstra,,drexel,,drexel,7.86,8.5,5.86,7.67,0.922,0.842,0.616,0.455,32.71,37.17,0.708,0.533,0.45,0.4,0.808,0.824,13.57,14.83,9.57,11.67,10.14,12.5,3.43,2.33,0.302,0.319,14.29,17.5
2020-04-18,2020,navy,,army west point,,army west point,8.2,9.38,9.0,10.63,0.796,0.847,0.508,0.451,37.2,35.88,0.786,0.769,0.667,0.308,0.796,0.775,11.8,13.75,10.2,11.63,9.4,7.25,2.4,6.5,0.324,0.336,17.0,16.88
2020-04-18,2020,high point,,air force,,air force,7.63,6.71,7.5,6.0,0.856,0.81,0.461,0.453,30.25,27.71,0.515,0.741,0.405,0.357,0.897,0.879,12.38,10.29,13.38,12.29,17.0,11.0,-4.63,-0.71,0.321,0.312,17.88,16.14
2020-04-18,2020,wagner,,sacred heart,,sacred heart,2.67,4.83,4.67,7.83,0.863,0.8,0.379,0.407,20.0,28.5,0.529,0.5,0.333,0.412,0.903,0.863,7.83,9.67,10.67,15.17,15.33,14.17,-7.5,-4.5,0.237,0.244,14.83,20.5
2020-04-18,2020,binghamton,,hartford,,hartford,4.17,6.67,7.5,9.33,0.795,0.851,0.345,0.559,29.0,29.67,0.389,0.48,0.211,0.231,0.92,0.893,7.0,11.17,14.83,11.83,14.33,10.33,-7.33,0.83,0.235,0.256,21.17,15.67
2020-04-18,2020,massachusetts,,fairfield,,fairfield,7.29,10.29,9.71,7.29,0.833,0.787,0.571,0.49,29.57,35.86,0.767,0.556,0.269,0.517,0.78,0.764,11.0,16.43,11.71,13.86,10.71,15.57,0.29,0.86,0.284,0.354,16.29,16.43
2020-04-18,2020,ualbany,,yale,,yale,10.0,7.75,7.2,5.0,0.847,0.642,0.346,0.75,31.6,34.25,0.615,0.538,0.15,0.533,0.824,0.798,12.8,14.25,11.8,9.75,15.4,11.5,-2.6,2.75,0.34,0.335,15.4,19.75
2020-04-18,2020,vermont,,stony brook,,stony brook,5.25,5.71,8.25,6.86,0.882,0.847,0.433,0.522,25.25,37.0,0.833,0.542,0.385,0.324,0.792,0.831,10.75,13.14,13.0,13.71,8.25,13.0,2.5,0.14,0.307,0.285,14.75,16.43
2020-04-18,2020,bellarmine,,jacksonville,,jacksonville,6.13,7.5,8.88,10.0,0.838,0.935,0.365,0.439,28.63,32.0,0.579,0.72,0.318,0.133,0.812,0.743,11.25,12.83,11.75,9.67,12.0,11.0,-0.75,1.83,0.285,0.304,18.0,16.17
2020-04-18,2020,mount st. mary's,,liu,,liu,4.63,7.57,8.0,5.29,0.863,0.83,0.516,0.348,30.38,23.29,0.625,0.643,0.387,0.345,0.885,0.928,8.75,11.29,10.88,15.29,11.63,13.71,-2.88,-2.43,0.225,0.336,16.63,17.43
2020-04-18,2020,denver,,providence,,providence,6.5,6.5,7.83,8.17,0.877,0.856,0.624,0.386,31.33,32.5,0.467,0.938,0.36,0.579,0.829,0.893,13.17,11.5,7.67,13.5,9.5,8.0,3.67,3.5,0.315,0.28,14.17,15.67
2020-04-18,2020,saint joseph's,,njit,,njit,6.57,4.57,7.43,8.0,0.866,0.858,0.646,0.439,32.86,26.86,0.652,0.733,0.192,0.261,0.931,0.832,10.29,7.71,13.57,12.14,9.71,12.43,0.57,-4.71,0.28,0.254,18.71,20.71
