Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game
2020-03-15,2020,denver,,ohio st.,,ohio st.,6.5,9.0,7.83,6.29,0.877,0.889,0.624,0.547,31.33,32.14,0.467,0.737,0.36,0.455,0.829,0.787,13.17,13.86,7.67,13.86,9.5,10.14,3.67,3.71,0.315,0.357,14.17,17.71
2020-03-17,2020,dartmouth,,north carolina,,north carolina,6.5,12.29,8.5,7.29,0.852,0.859,0.522,0.568,30.25,38.29,0.5,0.5,0.308,0.773,0.857,0.741,11.5,17.86,13.5,9.0,8.25,10.0,3.25,7.86,0.348,0.391,15.25,14.43
2020-03-17,2020,brown,,holy cross,,holy cross,7.4,4.71,9.0,10.43,0.848,0.83,0.606,0.633,37.2,31.29,0.619,0.526,0.381,0.16,0.832,0.806,13.4,9.14,13.0,9.71,10.2,10.57,3.2,-1.43,0.254,0.241,14.4,18.57
2020-03-17,2020,johns hopkins,,delaware,,delaware,6.0,7.17,4.33,9.67,0.789,0.898,0.588,0.407,29.17,29.5,0.533,0.6,0.381,0.409,0.892,0.881,10.83,11.83,11.67,11.83,13.17,9.17,-2.33,2.67,0.255,0.265,15.33,13.67
2020-03-17,2020,canisius,,bucknell,,bucknell,4.2,8.67,4.2,12.17,0.794,0.847,0.343,0.565,28.4,39.83,0.529,0.579,0.143,0.588,0.878,0.69,8.2,14.67,17.2,10.83,17.0,9.83,-8.8,4.83,0.281,0.293,16.8,15.5
2020-03-17,2020,quinnipiac,,hartford,,hartford,4.0,6.67,5.83,9.33,0.804,0.851,0.607,0.559,31.5,29.67,0.552,0.48,0.32,0.231,0.874,0.893,9.33,11.17,13.33,11.83,14.83,10.33,-5.5,0.83,0.231,0.256,19.5,15.67
2020-03-17,2020,manhattan,,hofstra,,hofstra,5.33,7.86,5.67,5.86,0.863,0.922,0.352,0.616,23.83,32.71,0.733,0.708,0.2,0.45,0.871,0.808,8.5,13.57,13.83,9.57,9.33,10.14,-0.83,3.43,0.309,0.302,16.67,14.29
2020-03-17,2020,boston u.,,harvard,,harvard,6.33,6.0,12.5,7.25,0.87,0.761,0.608,0.438,35.17,26.5,0.722,0.867,0.364,0.3,0.843,0.918,10.33,11.75,12.33,14.75,11.0,11.25,-0.67,0.5,0.277,0.356,21.5,16.5
2020-03-17,2020,rutgers,,lafayette,,lafayette,6.83,3.0,8.17,5.67,0.858,0.792,0.331,0.405,26.0,26.83,0.842,0.44,0.467,0.214,0.809,0.912,12.5,7.0,12.17,12.0,12.5,16.33,0.0,-9.33,0.31,0.256,13.83,22.17
2020-03-17,2020,providence,,fairfield,,fairfield,6.5,10.29,8.17,7.29,0.856,0.787,0.386,0.49,32.5,35.86,0.938,0.556,0.579,0.517,0.893,0.764,11.5,16.43,13.5,13.86,8.0,15.57,3.5,0.86,0.28,0.354,15.67,16.43
2020-03-18,2020,cleveland st.,,robert morris,,robert morris,5.57,7.17,5.86,9.5,0.804,0.867,0.569,0.489,30.57,37.5,0.579,0.667,0.304,0.308,0.824,0.806,9.43,14.0,9.14,10.33,12.71,13.83,-3.29,0.17,0.245,0.301,19.29,17.5
2020-03-19,2020,virginia,,notre dame,,notre dame,9.33,6.8,10.17,7.4,0.876,0.843,0.551,0.427,43.33,30.0,0.64,0.308,0.375,0.385,0.737,0.906,13.67,12.2,13.33,11.0,11.17,10.6,2.5,1.6,0.282,0.292,16.5,13.8
2020-03-20,2020,cornell,,penn,,penn,10.4,8.6,8.0,7.6,0.882,0.864,0.529,0.654,40.2,37.6,0.593,0.462,0.571,0.357,0.792,0.836,18.4,13.8,8.6,11.4,12.8,14.0,5.6,-0.2,0.404,0.279,14.0,17.0
2020-03-21,2020,maryland,,north carolina,,north carolina,10.0,12.29,6.67,7.29,0.887,0.859,0.574,0.568,33.5,38.29,0.842,0.5,0.5,0.773,0.894,0.741,15.67,17.86,12.83,9.0,12.5,10.0,3.17,7.86,0.311,0.391,17.5,14.43
2020-03-21,2020,colgate,,bucknell,,bucknell,7.33,8.67,6.5,12.17,0.766,0.847,0.51,0.565,34.83,39.83,0.458,0.579,0.538,0.588,0.873,0.69,11.67,14.67,13.67,10.83,18.33,9.83,-6.67,4.83,0.271,0.293,19.67,15.5
2020-03-21,2020,rutgers,,hofstra,,hofstra,6.83,7.86,8.17,5.86,0.858,0.922,0.331,0.616,26.0,32.71,0.842,0.708,0.467,0.45,0.809,0.808,12.5,13.57,12.17,9.57,12.5,10.14,0.0,3.43,0.31,0.302,13.83,14.29
2020-03-21,2020,dartmouth,,harvard,,harvard,6.5,6.0,8.5,7.25,0.852,0.761,0.522,0.438,30.25,26.5,0.5,0.867,0.308,0.3,0.857,0.918,11.5,11.75,13.5,14.75,8.25,11.25,3.25,0.5,0.348,0.356,15.25,16.5
2020-03-21,2020,njit,,robert morris,,robert morris,4.57,7.17,8.0,9.5,0.858,0.867,0.439,0.489,26.86,37.5,0.733,0.667,0.261,0.308,0.832,0.806,7.71,14.0,12.14,10.33,12.43,13.83,-4.71,0.17,0.254,0.301,20.71,17.5
2020-03-21,2020,st. john's,,umass lowell,,umass lowell,6.71,6.14,7.43,7.86,0.894,0.814,0.544,0.43,32.86,29.57,0.667,0.694,0.667,0.24,0.858,0.843,12.57,9.29,10.43,11.43,14.29,11.57,-1.71,-2.29,0.289,0.233,17.0,17.14
2020-03-21,2020,sacred heart,,liu,,liu,4.83,7.57,7.83,5.29,0.8,0.83,0.407,0.348,28.5,23.29,0.5,0.643,0.412,0.345,0.863,0.928,9.67,11.29,15.17,15.29,14.17,13.71,-4.5,-2.43,0.244,0.336,20.5,17.43
2020-03-21,2020,saint joseph's,,merrimack,,merrimack,6.57,6.33,7.43,7.33,0.866,0.813,0.646,0.507,32.86,26.5,0.652,0.522,0.192,0.321,0.931,0.835,10.29,10.33,13.57,10.67,9.71,11.5,0.57,-1.17,0.28,0.277,18.71,17.33
2020-03-21,2020,fairfield,,villanova,,villanova,10.29,7.29,7.29,7.14,0.787,0.851,0.49,0.412,35.86,29.43,0.556,0.483,0.517,0.423,0.764,0.867,16.43,12.57,13.86,12.29,15.57,13.14,0.86,-0.57,0.354,0.296,16.43,12.86
2020-03-21,2020,stony brook,,umbc,,umbc,5.71,5.0,6.86,8.6,0.847,0.9,0.522,0.553,37.0,29.8,0.542,0.9,0.324,0.308,0.831,0.883,13.14,11.8,13.71,12.4,13.0,8.4,0.14,3.4,0.285,0.288,16.43,14.2
2020-03-21,2020,furman,,mercer,,mercer,5.71,10.0,7.86,6.71,0.78,0.883,0.302,0.683,26.14,32.0,0.579,0.8,0.556,0.45,0.8,0.872,9.14,16.43,14.57,8.57,16.43,8.86,-7.29,7.57,0.279,0.369,21.14,14.29
2020-03-21,2020,detroit mercy,,manhattan,,manhattan,6.0,5.33,4.8,5.67,0.747,0.863,0.591,0.352,34.8,23.83,0.737,0.733,0.353,0.2,0.942,0.871,12.6,8.5,10.2,13.83,16.8,9.33,-4.2,-0.83,0.342,0.309,18.2,16.67
2020-03-21,2020,wagner,,bryant,,bryant,2.67,6.29,4.67,7.0,0.863,0.853,0.379,0.49,20.0,28.0,0.529,0.684,0.333,0.346,0.903,0.857,7.83,12.57,10.67,11.14,15.33,11.71,-7.5,0.86,0.237,0.292,14.83,14.86
2020-03-21,2020,georgetown,,marquette,,marquette,9.83,5.43,8.33,8.86,0.934,0.816,0.673,0.441,41.17,31.86,0.786,0.815,0.692,0.25,0.768,0.891,16.5,11.71,10.83,9.43,6.33,10.57,10.17,1.14,0.329,0.322,16.5,16.29
2020-03-21,2020,vermont,,hartford,,hartford,5.25,6.67,8.25,9.33,0.882,0.851,0.433,0.559,25.25,29.67,0.833,0.48,0.385,0.231,0.792,0.893,10.75,11.17,13.0,11.83,8.25,10.33,2.5,0.83,0.307,0.256,14.75,15.67
2020-03-21,2020,vmi,,jacksonville,,jacksonville,3.25,7.5,9.0,10.0,0.833,0.935,0.448,0.439,28.75,32.0,0.571,0.72,0.2,0.133,0.877,0.743,8.0,12.83,11.75,9.67,12.75,11.0,-4.75,1.83,0.276,0.304,17.0,16.17
2020-03-21,2020,lehigh,,penn st.,,penn st.,8.83,9.71,9.17,6.71,0.805,0.831,0.638,0.55,42.33,37.43,0.375,0.471,0.524,0.579,0.845,0.799,14.0,17.29,10.17,12.14,9.67,11.0,4.33,6.29,0.349,0.401,18.83,17.43
2020-03-21,2020,st. bonaventure,,canisius,,canisius,3.67,4.2,6.5,4.2,0.843,0.794,0.214,0.343,17.17,28.4,0.417,0.529,0.313,0.143,0.872,0.878,6.17,8.2,12.83,17.2,14.17,17.0,-8.0,-8.8,0.223,0.281,16.0,16.8
2020-03-21,2020,siena,,quinnipiac,,quinnipiac,6.5,4.0,10.33,5.83,0.779,0.804,0.422,0.607,32.67,31.5,0.593,0.552,0.364,0.32,0.827,0.874,11.83,9.33,14.83,13.33,16.0,14.83,-4.17,-5.5,0.273,0.231,18.5,19.5
2020-03-21,2020,princeton,,yale,,yale,9.8,7.75,10.0,5.0,0.824,0.642,0.497,0.75,38.4,34.25,0.353,0.538,0.304,0.533,0.765,0.798,18.0,14.25,12.0,9.75,10.8,11.5,7.2,2.75,0.395,0.335,15.6,19.75
2020-03-21,2020,binghamton,,ualbany,,albany (ny),4.17,10.0,7.5,7.2,0.795,0.847,0.345,0.346,29.0,31.6,0.389,0.615,0.211,0.15,0.92,0.824,7.0,12.8,14.83,11.8,14.33,15.4,-7.33,-2.6,0.235,0.34,21.17,15.4
2020-03-21,2020,lafayette,,boston u.,,boston u.,3.0,6.33,5.67,12.5,0.792,0.87,0.405,0.608,26.83,35.17,0.44,0.722,0.214,0.364,0.912,0.843,7.0,10.33,12.0,12.33,16.33,11.0,-9.33,-0.67,0.256,0.277,22.17,21.5
2020-03-21,2020,massachusetts,,brown,,brown,7.29,7.4,9.71,9.0,0.833,0.848,0.571,0.606,29.57,37.2,0.767,0.619,0.269,0.381,0.78,0.832,11.0,13.4,11.71,13.0,10.71,10.2,0.29,3.2,0.284,0.254,16.29,14.4
2020-03-21,2020,hampton,,utah,,utah,3.5,7.67,7.0,7.17,0.597,0.868,0.52,0.509,27.67,32.83,0.5,0.588,0.045,0.318,0.87,0.903,5.67,12.83,13.0,13.0,20.83,11.0,-15.17,1.83,0.227,0.309,26.67,15.33
2020-03-21,2020,michigan,,delaware,,delaware,6.71,7.17,8.0,9.67,0.848,0.898,0.503,0.407,32.86,29.5,0.68,0.6,0.517,0.409,0.803,0.881,13.29,11.83,11.71,11.83,11.86,9.17,1.43,2.67,0.305,0.265,13.71,13.67
2020-03-21,2020,towson,,denver,,denver,4.0,6.5,5.83,7.83,0.843,0.877,0.331,0.624,23.33,31.33,0.412,0.467,0.375,0.36,0.915,0.829,7.0,13.17,12.5,7.67,14.0,9.5,-7.0,3.67,0.223,0.315,15.83,14.17
2020-03-21,2020,air force,,bellarmine,,bellarmine,6.71,6.13,6.0,8.88,0.81,0.838,0.453,0.365,27.71,28.63,0.741,0.579,0.357,0.318,0.879,0.812,10.29,11.25,12.29,11.75,11.0,12.0,-0.71,-0.75,0.312,0.285,16.14,18.0
2020-03-21,2020,high point,,richmond,,richmond,7.63,7.43,7.5,9.29,0.856,0.917,0.461,0.435,30.25,30.29,0.515,0.688,0.405,0.476,0.897,0.834,12.38,12.71,13.38,13.29,17.0,10.57,-4.63,2.14,0.321,0.335,17.88,17.57
2020-03-21,2020,hobart,,mount st. mary's,,mount st. mary's,9.6,4.63,7.6,8.0,0.838,0.863,0.557,0.516,37.0,30.38,0.619,0.625,0.619,0.387,0.862,0.885,19.6,8.75,15.2,10.88,12.0,11.63,7.6,-2.88,0.367,0.225,16.4,16.63
2020-03-21,2020,holy cross,,navy,,navy,4.71,8.2,10.43,9.0,0.83,0.796,0.633,0.508,31.29,37.2,0.526,0.786,0.16,0.667,0.806,0.796,9.14,11.8,9.71,10.2,10.57,9.4,-1.43,2.4,0.241,0.324,18.57,17.0
2020-03-21,2020,marist,,monmouth,,monmouth,8.17,4.0,9.5,8.5,0.81,0.844,0.622,0.448,32.83,29.5,0.808,0.773,0.593,0.222,0.875,0.869,13.17,6.83,11.17,10.67,11.17,10.67,2.0,-3.83,0.324,0.202,16.0,18.0
2020-03-22,2020,syracuse,,duke,,duke,8.6,8.88,9.8,7.75,0.91,0.898,0.671,0.575,41.2,34.88,0.6,0.654,0.417,0.222,0.812,0.866,16.6,15.25,12.8,9.75,9.4,11.0,7.2,4.25,0.323,0.375,13.6,16.88
2020-03-22,2020,army west point,,loyola maryland,,loyola maryland,9.38,6.83,10.63,9.33,0.847,0.903,0.451,0.681,35.88,33.33,0.769,0.889,0.308,0.483,0.775,0.772,13.75,11.5,11.63,11.0,7.25,8.67,6.5,2.83,0.336,0.238,16.88,14.5
2020-03-22,2020,providence,,drexel,,drexel,6.5,8.5,8.17,7.67,0.856,0.842,0.386,0.455,32.5,37.17,0.938,0.533,0.579,0.4,0.893,0.824,11.5,14.83,13.5,11.67,8.0,12.5,3.5,2.33,0.28,0.319,15.67,17.5
2020-03-24,2020,cleveland st.,,canisius,,canisius,5.57,4.2,5.86,4.2,0.804,0.794,0.569,0.343,30.57,28.4,0.579,0.529,0.304,0.143,0.824,0.878,9.43,8.2,9.14,17.2,12.71,17.0,-3.29,-8.8,0.245,0.281,19.29,16.8
2020-03-24,2020,colgate,,cornell,,cornell,7.33,10.4,6.5,8.0,0.766,0.882,0.51,0.529,34.83,40.2,0.458,0.593,0.538,0.571,0.873,0.792,11.67,18.4,13.67,8.6,18.33,12.8,-6.67,5.6,0.271,0.404,19.67,14.0
2020-03-24,2020,air force,,detroit mercy,,detroit mercy,6.71,6.0,6.0,4.8,0.81,0.747,0.453,0.591,27.71,34.8,0.741,0.737,0.357,0.353,0.879,0.942,10.29,12.6,12.29,10.2,11.0,16.8,-0.71,-4.2,0.312,0.342,16.14,18.2
2020-03-24,2020,brown,,villanova,,villanova,7.4,7.29,9.0,7.14,0.848,0.851,0.606,0.412,37.2,29.43,0.619,0.483,0.381,0.423,0.832,0.867,13.4,12.57,13.0,12.29,10.2,13.14,3.2,-0.57,0.254,0.296,14.4,12.86
2020-03-24,2020,wagner,,lehigh,,lehigh,2.67,8.83,4.67,9.17,0.863,0.805,0.379,0.638,20.0,42.33,0.529,0.375,0.333,0.524,0.903,0.845,7.83,14.0,10.67,10.17,15.33,9.67,-7.5,4.33,0.237,0.349,14.83,18.83
2020-03-26,2020,north carolina,,duke,,duke,12.29,8.88,7.29,7.75,0.859,0.898,0.568,0.575,38.29,34.88,0.5,0.654,0.773,0.222,0.741,0.866,17.86,15.25,9.0,9.75,10.0,11.0,7.86,4.25,0.391,0.375,14.43,16.88
2020-03-27,2020,umbc,,vmi,,vmi,5.0,3.25,8.6,9.0,0.9,0.833,0.553,0.448,29.8,28.75,0.9,0.571,0.308,0.2,0.883,0.877,11.8,8.0,12.4,11.75,8.4,12.75,3.4,-4.75,0.288,0.276,14.2,17.0
2020-03-27,2020,monmouth,,manhattan,,manhattan,4.0,5.33,8.5,5.67,0.844,0.863,0.448,0.352,29.5,23.83,0.773,0.733,0.222,0.2,0.869,0.871,6.83,8.5,10.67,13.83,10.67,9.33,-3.83,-0.83,0.202,0.309,18.0,16.67
2020-03-28,2020,cornell,,dartmouth,,dartmouth,10.4,6.5,8.0,8.5,0.882,0.852,0.529,0.522,40.2,30.25,0.593,0.5,0.571,0.308,0.792,0.857,18.4,11.5,8.6,13.5,12.8,8.25,5.6,3.25,0.404,0.348,14.0,15.25
2020-03-28,2020,towson,,hofstra,,hofstra,4.0,7.86,5.83,5.86,0.843,0.922,0.331,0.616,23.33,32.71,0.412,0.708,0.375,0.45,0.915,0.808,7.0,13.57,12.5,9.57,14.0,10.14,-7.0,3.43,0.223,0.302,15.83,14.29
2020-03-28,2020,lehigh,,lafayette,,lafayette,8.83,3.0,9.17,5.67,0.805,0.792,0.638,0.405,42.33,26.83,0.375,0.44,0.524,0.214,0.845,0.912,14.0,7.0,10.17,12.0,9.67,16.33,4.33,-9.33,0.349,0.256,18.83,22.17
2020-03-28,2020,sacred heart,,hobart,,hobart,4.83,9.6,7.83,7.6,0.8,0.838,0.407,0.557,28.5,37.0,0.5,0.619,0.412,0.619,0.863,0.862,9.67,19.6,15.17,15.2,14.17,12.0,-4.5,7.6,0.244,0.367,20.5,16.4
2020-03-28,2020,penn,,yale,,yale,8.6,7.75,7.6,5.0,0.864,0.642,0.654,0.75,37.6,34.25,0.462,0.538,0.357,0.533,0.836,0.798,13.8,14.25,11.4,9.75,14.0,11.5,-0.2,2.75,0.279,0.335,17.0,19.75
2020-03-28,2020,stony brook,,binghamton,,binghamton,5.71,4.17,6.86,7.5,0.847,0.795,0.522,0.345,37.0,29.0,0.542,0.389,0.324,0.211,0.831,0.92,13.14,7.0,13.71,14.83,13.0,14.33,0.14,-7.33,0.285,0.235,16.43,21.17
2020-03-28,2020,villanova,,marquette,,marquette,7.29,5.43,7.14,8.86,0.851,0.816,0.412,0.441,29.43,31.86,0.483,0.815,0.423,0.25,0.867,0.891,12.57,11.71,12.29,9.43,13.14,10.57,-0.57,1.14,0.296,0.322,12.86,16.29
2020-03-28,2020,st. john's,,providence,,providence,6.71,6.5,7.43,8.17,0.894,0.856,0.544,0.386,32.86,32.5,0.667,0.938,0.667,0.579,0.858,0.893,12.57,11.5,10.43,13.5,14.29,8.0,-1.71,3.5,0.289,0.28,17.0,15.67
2020-03-28,2020,massachusetts,,drexel,,drexel,7.29,8.5,9.71,7.67,0.833,0.842,0.571,0.455,29.57,37.17,0.767,0.533,0.269,0.4,0.78,0.824,11.0,14.83,11.71,11.67,10.71,12.5,0.29,2.33,0.284,0.319,16.29,17.5
2020-03-28,2020,ualbany,,hartford,,hartford,10.0,6.67,7.2,9.33,0.847,0.851,0.346,0.559,31.6,29.67,0.615,0.48,0.15,0.231,0.824,0.893,12.8,11.17,11.8,11.83,15.4,10.33,-2.6,0.83,0.34,0.256,15.4,15.67
2020-03-28,2020,mount st. mary's,,saint joseph's,,saint joseph's,4.63,6.57,8.0,7.43,0.863,0.866,0.516,0.646,30.38,32.86,0.625,0.652,0.387,0.192,0.885,0.931,8.75,10.29,10.88,13.57,11.63,9.71,-2.88,0.57,0.225,0.28,16.63,18.71
2020-03-28,2020,siena,,detroit mercy,,detroit mercy,6.5,6.0,10.33,4.8,0.779,0.747,0.422,0.591,32.67,34.8,0.593,0.737,0.364,0.353,0.827,0.942,11.83,12.6,14.83,10.2,16.0,16.8,-4.17,-4.2,0.273,0.342,18.5,18.2
2020-03-28,2020,colgate,,harvard,,harvard,7.33,6.0,6.5,7.25,0.766,0.761,0.51,0.438,34.83,26.5,0.458,0.867,0.538,0.3,0.873,0.918,11.67,11.75,13.67,14.75,18.33,11.25,-6.67,0.5,0.271,0.356,19.67,16.5
2020-03-28,2020,robert morris,,liu,,liu,7.17,7.57,9.5,5.29,0.867,0.83,0.489,0.348,37.5,23.29,0.667,0.643,0.308,0.345,0.806,0.928,14.0,11.29,10.33,15.29,13.83,13.71,0.17,-2.43,0.301,0.336,17.5,17.43
2020-03-28,2020,fairfield,,delaware,,delaware,10.29,7.17,7.29,9.67,0.787,0.898,0.49,0.407,35.86,29.5,0.556,0.6,0.517,0.409,0.764,0.881,16.43,11.83,13.86,11.83,15.57,9.17,0.86,2.67,0.354,0.265,16.43,13.67
2020-03-28,2020,utah,,cleveland st.,,cleveland st.,7.67,5.57,7.17,5.86,0.868,0.804,0.509,0.569,32.83,30.57,0.588,0.579,0.318,0.304,0.903,0.824,12.83,9.43,13.0,9.14,11.0,12.71,1.83,-3.29,0.309,0.245,15.33,19.29
2020-03-28,2020,army west point,,bucknell,,bucknell,9.38,8.67,10.63,12.17,0.847,0.847,0.451,0.565,35.88,39.83,0.769,0.579,0.308,0.588,0.775,0.69,13.75,14.67,11.63,10.83,7.25,9.83,6.5,4.83,0.336,0.293,16.88,15.5
2020-03-28,2020,quinnipiac,,st. bonaventure,,st. bonaventure,4.0,3.67,5.83,6.5,0.804,0.843,0.607,0.214,31.5,17.17,0.552,0.417,0.32,0.313,0.874,0.872,9.33,6.17,13.33,12.83,14.83,14.17,-5.5,-8.0,0.231,0.223,19.5,16.0
2020-03-28,2020,bellarmine,,high point,,high point,6.13,7.63,8.88,7.5,0.838,0.856,0.365,0.461,28.63,30.25,0.579,0.515,0.318,0.405,0.812,0.897,11.25,12.38,11.75,13.38,12.0,17.0,-0.75,-4.63,0.285,0.321,18.0,17.88
2020-03-28,2020,njit,,wagner,,wagner,4.57,2.67,8.0,4.67,0.858,0.863,0.439,0.379,26.86,20.0,0.733,0.529,0.261,0.333,0.832,0.903,7.71,7.83,12.14,10.67,12.43,15.33,-4.71,-7.5,0.254,0.237,20.71,14.83
2020-03-28,2020,notre dame,,syracuse,,syracuse,6.8,8.6,7.4,9.8,0.843,0.91,0.427,0.671,30.0,41.2,0.308,0.6,0.385,0.417,0.906,0.812,12.2,16.6,11.0,12.8,10.6,9.4,1.6,7.2,0.292,0.323,13.8,13.6
2020-03-28,2020,denver,,georgetown,,georgetown,6.5,9.83,7.83,8.33,0.877,0.934,0.624,0.673,31.33,41.17,0.467,0.786,0.36,0.692,0.829,0.768,13.17,16.5,7.67,10.83,9.5,6.33,3.67,10.17,0.315,0.329,14.17,16.5
2020-03-28,2020,navy,,boston u.,,boston u.,8.2,6.33,9.0,12.5,0.796,0.87,0.508,0.608,37.2,35.17,0.786,0.722,0.667,0.364,0.796,0.843,11.8,10.33,10.2,12.33,9.4,11.0,2.4,-0.67,0.324,0.277,17.0,21.5
2020-03-28,2020,mercer,,air force,,air force,10.0,6.71,6.71,6.0,0.883,0.81,0.683,0.453,32.0,27.71,0.8,0.741,0.45,0.357,0.872,0.879,16.43,10.29,8.57,12.29,8.86,11.0,7.57,-0.71,0.369,0.312,14.29,16.14
2020-03-28,2020,princeton,,brown,,brown,9.8,7.4,10.0,9.0,0.824,0.848,0.497,0.606,38.4,37.2,0.353,0.619,0.304,0.381,0.765,0.832,18.0,13.4,12.0,13.0,10.8,10.2,7.2,3.2,0.395,0.254,15.6,14.4
2020-03-28,2020,canisius,,marist,,marist,4.2,8.17,4.2,9.5,0.794,0.81,0.343,0.622,28.4,32.83,0.529,0.808,0.143,0.593,0.878,0.875,8.2,13.17,17.2,11.17,17.0,11.17,-8.8,2.0,0.281,0.324,16.8,16.0
2020-03-28,2020,jacksonville,,furman,,furman,7.5,5.71,10.0,7.86,0.935,0.78,0.439,0.302,32.0,26.14,0.72,0.579,0.133,0.556,0.743,0.8,12.83,9.14,9.67,14.57,11.0,16.43,1.83,-7.29,0.304,0.279,16.17,21.14
2020-03-28,2020,loyola maryland,,holy cross,,holy cross,6.83,4.71,9.33,10.43,0.903,0.83,0.681,0.633,33.33,31.29,0.889,0.526,0.483,0.16,0.772,0.806,11.5,9.14,11.0,9.71,8.67,10.57,2.83,-1.43,0.238,0.241,14.5,18.57
2020-03-28,2020,ohio st.,,rutgers,,rutgers,9.0,6.83,6.29,8.17,0.889,0.858,0.547,0.331,32.14,26.0,0.737,0.842,0.455,0.467,0.787,0.809,13.86,12.5,13.86,12.17,10.14,12.5,3.71,0.0,0.357,0.31,17.71,13.83
2020-03-28,2020,michigan,,johns hopkins,,johns hopkins,6.71,6.0,8.0,4.33,0.848,0.789,0.503,0.588,32.86,29.17,0.68,0.533,0.517,0.381,0.803,0.892,13.29,10.83,11.71,11.67,11.86,13.17,1.43,-2.33,0.305,0.255,13.71,15.33
2020-03-28,2020,richmond,,virginia,,virginia,7.43,9.33,9.29,10.17,0.917,0.876,0.435,0.551,30.29,43.33,0.688,0.64,0.476,0.375,0.834,0.737,12.71,13.67,13.29,13.33,10.57,11.17,2.14,2.5,0.335,0.282,17.57,16.5
2020-03-28,2020,umass lowell,,vermont,,vermont,6.14,5.25,7.86,8.25,0.814,0.882,0.43,0.433,29.57,25.25,0.694,0.833,0.24,0.385,0.843,0.792,9.29,10.75,11.43,13.0,11.57,8.25,-2.29,2.5,0.233,0.307,17.14,14.75
2020-03-28,2020,bryant,,merrimack,,merrimack,6.29,6.33,7.0,7.33,0.853,0.813,0.49,0.507,28.0,26.5,0.684,0.522,0.346,0.321,0.857,0.835,12.57,10.33,11.14,10.67,11.71,11.5,0.86,-1.17,0.292,0.277,14.86,17.33
2020-03-29,2020,maryland,,penn st.,,penn st.,10.0,9.71,6.67,6.71,0.887,0.831,0.574,0.55,33.5,37.43,0.842,0.471,0.5,0.579,0.894,0.799,15.67,17.29,12.83,12.14,12.5,11.0,3.17,6.29,0.311,0.401,17.5,17.43
2020-03-29,2020,hampton,,vmi,,vmi,3.5,3.25,7.0,9.0,0.597,0.833,0.52,0.448,27.67,28.75,0.5,0.571,0.045,0.2,0.87,0.877,5.67,8.0,13.0,11.75,20.83,12.75,-15.17,-4.75,0.227,0.276,26.67,17.0
2020-03-31,2020,cleveland st.,,st. bonaventure,,st. bonaventure,5.57,3.67,5.86,6.5,0.804,0.843,0.569,0.214,30.57,17.17,0.579,0.417,0.304,0.313,0.824,0.872,9.43,6.17,9.14,12.83,12.71,14.17,-3.29,-8.0,0.245,0.223,19.29,16.0
2020-03-31,2020,merrimack,,yale,,yale,6.33,7.75,7.33,5.0,0.813,0.642,0.507,0.75,26.5,34.25,0.522,0.538,0.321,0.533,0.835,0.798,10.33,14.25,10.67,9.75,11.5,11.5,-1.17,2.75,0.277,0.335,17.33,19.75
2020-03-31,2020,hobart,,cornell,,cornell,9.6,10.4,7.6,8.0,0.838,0.882,0.557,0.529,37.0,40.2,0.619,0.593,0.619,0.571,0.862,0.792,19.6,18.4,15.2,8.6,12.0,12.8,7.6,5.6,0.367,0.404,16.4,14.0
2020-04-02,2020,virginia,,north carolina,,north carolina,9.33,12.29,10.17,7.29,0.876,0.859,0.551,0.568,43.33,38.29,0.64,0.5,0.375,0.773,0.737,0.741,13.67,17.86,13.33,9.0,11.17,10.0,2.5,7.86,0.282,0.391,16.5,14.43
2020-04-03,2020,syracuse,,ualbany,,albany (ny),8.6,10.0,9.8,7.2,0.91,0.847,0.671,0.346,41.2,31.6,0.6,0.615,0.417,0.15,0.812,0.824,16.6,12.8,12.8,11.8,9.4,15.4,7.2,-2.6,0.323,0.34,13.6,15.4
2020-04-03,2020,maryland,,michigan,,michigan,10.0,6.71,6.67,8.0,0.887,0.848,0.574,0.503,33.5,32.86,0.842,0.68,0.5,0.517,0.894,0.803,15.67,13.29,12.83,11.71,12.5,11.86,3.17,1.43,0.311,0.305,17.5,13.71
2020-04-03,2020,loyola maryland,,navy,,navy,6.83,8.2,9.33,9.0,0.903,0.796,0.681,0.508,33.33,37.2,0.889,0.786,0.483,0.667,0.772,0.796,11.5,11.8,11.0,10.2,8.67,9.4,2.83,2.4,0.238,0.324,14.5,17.0
